Category	CategoryID	GO	Description	PARENT_GO	LogP	Enrichment	Z-score	#TotalGeneInLibrary	#GeneInGO	#GeneInHitList	#GeneInGOAndHitList	%InGO	STDV %InGO	GeneID	Hits	Log(q-value)	GeneList
Reactome Gene Sets	6	R-MMU-72689	Formation of a pool of free 40S subunits		-12.0	11.0	12.0	17423	88	278	16	5.8	1.4	11837|16898|19933|19941|19942|19943|19944|20084|20090|20115|27367|67186|67248|68028|68052|110954	Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rps18|Rps29|Rps7|Rpl3|Rplp2|Rpl39|Rpl22l1|Rps13|Rpl10	-9.4	FLT_cluster_14_liver_secreted
GO Biological Processes	19	GO:1901740	negative regulation of myoblast fusion	19_GO:0048519 negative regulation of biological process	-12.0	16.0	14.0	17423	50	278	13	4.7	1.3	11837|19933|19941|19942|19943|19944|19946|54217|57808|66489|67186|67248|110954	Rplp0|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rpl10	-9.4	FLT_cluster_14_liver_secreted
GO Biological Processes	19	GO:0034242	negative regulation of syncytium formation by plasma membrane fusion	19_GO:0048519 negative regulation of biological process	-12.0	15.0	13.0	17423	55	278	13	4.7	1.3	11837|19933|19941|19942|19943|19944|19946|54217|57808|66489|67186|67248|110954	Rplp0|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rpl10	-8.9	FLT_cluster_14_liver_secreted
Reactome Gene Sets	6	R-MMU-927802	Nonsense-Mediated Decay (NMD)		-11.0	10.0	12.0	17423	98	278	16	5.8	1.4	11837|16898|19933|19941|19942|19943|19944|20084|20090|20115|27367|67186|67248|68028|68052|110954	Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rps18|Rps29|Rps7|Rpl3|Rplp2|Rpl39|Rpl22l1|Rps13|Rpl10	-8.8	FLT_cluster_14_liver_secreted
Reactome Gene Sets	6	R-MMU-156827	L13a-mediated translational silencing of Ceruloplasmin expression		-11.0	10.0	12.0	17423	98	278	16	5.8	1.4	11837|16898|19933|19941|19942|19943|19944|20084|20090|20115|27367|67186|67248|68028|68052|110954	Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rps18|Rps29|Rps7|Rpl3|Rplp2|Rpl39|Rpl22l1|Rps13|Rpl10	-8.8	FLT_cluster_14_liver_secreted
GO Biological Processes	19	GO:0003341	cilium movement	19_GO:0009987 cellular process	-12.0	2.9	8.5	17423	228	1402	53	3.8	0.51	13206|21689|22092|24084|27222|50525|66722|66793|67077|67752|68222|68270|69306|70897|71099|71138|71236|73293|73407|73463|74446|75050|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|110084|114602|211482|212517|214704|226265|227736|232943|237806|244653|260305|271036|320277|329831|329954|330355|332934|432479|433215|436022|674895	Ddx4|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Clxn|Catsperz|Saxo4|Cimip2a|Dnaaf1|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Dnaaf19|Spmip8|Capstert|Slc9b1|Kif27|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Dnah1|Zmynd10|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Hydin|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh|Dnaaf3|Nek10	-9.2	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0030001	metal ion transport	19_GO:0051179 localization	-11.0	2.0	7.5	17423	605	1402	98	7.0	0.68	11418|11447|11448|11449|12287|12291|12788|13409|14168|14226|14652|14729|14811|14813|14814|15166|15465|15558|16491|16492|16506|16508|16510|16519|16522|16524|16526|16530|16538|17002|17341|18390|18436|18440|20265|20302|20307|20538|22066|22067|22295|22337|22598|27222|52024|54376|54377|54652|56089|56379|56543|56808|56843|57014|57814|58226|58802|66815|67821|70357|71345|72413|73463|76713|76856|81905|98741|102680|103098|104245|105243|108017|109342|110834|140493|171209|171382|193034|209837|214111|216225|224079|227632|230810|232156|233836|238076|239436|239556|240332|240444|241612|246787|269356|269437|270028|329178|329954	Asic2|Chrnd|Chrne|Chrng|Cacna1b|Cacna1g|Cnga1|Tmc1|Fgf13|Fkbp1b|Glp1r|Gp5|Grin2a|Grin2c|Grin2d|Hcn2|Hrh1|Htr2a|Kcna3|Kcna4|Kcnd1|Kcnd2|Kcnh1|Kcnj3|Kcnj6|Kcnj9|Kcnk2|Kcnk7|Kcns1|Ltf|Bhlha15|Oprm1|P2rx1|P2rx6|Scn1a|Ccl3|Ccl8|Slc6a2|Trpc4|Trpc5|Cdh23|Vdr|Slc6a18|Atp1a4|Ankrd22|Cacng3|Cacng4|Cacna1f|Ramp3|Kcnj1|Kcnd3|Cacna2d2|Trpm5|Htr3b|Kcne4|Cacna1h|Kcnmb4|Mcub|Atp1b4|Kcnip1|Ano9|Kcnmb2|Capstert|Slc6a21|Catsper3|Cacng8|Kcnb2|Slc6a20a|Slc6a15|Slc6a5|Slc9a3|Fxyd4|Slc5a10|Chrna3|Kcnn3|Asic3|Trpm8|Trpv1|Slc38a5|Slc24a1|Slc5a8|Atp13a4|Kcnt1|Slc30a2|Slc4a5|Slc5a11|Kcns3|Slc30a8|Cacna1i|Slc6a7|Kcng2|Slc5a12|Slc5a2|Slc4a11|Plch1|Nalf1|Unc80|Catsper4	-8.3	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0060294	cilium movement involved in cell motility	19_GO:0009987 cellular process	-11.0	3.0	8.1	17423	187	1402	45	3.2	0.47	13206|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|110084|211482|212517|214704|226265|227736|232943|237806|260305|271036|320277|329831|329954|330355|332934|432479|433215	Ddx4|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Dnah1|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh	-8.2	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0060285	cilium-dependent cell motility	19_GO:0009987 cellular process	-10.0	2.9	7.9	17423	191	1402	45	3.2	0.47	13206|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|110084|211482|212517|214704|226265|227736|232943|237806|260305|271036|320277|329831|329954|330355|332934|432479|433215	Ddx4|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Dnah1|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh	-7.9	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0001539	cilium or flagellum-dependent cell motility	19_GO:0009987 cellular process	-10.0	2.9	7.9	17423	191	1402	45	3.2	0.47	13206|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|110084|211482|212517|214704|226265|227736|232943|237806|260305|271036|320277|329831|329954|330355|332934|432479|433215	Ddx4|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Dnah1|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh	-7.9	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0030317	flagellated sperm motility	19_GO:0022414 reproductive process	-10.0	3.0	7.9	17423	180	1402	43	3.1	0.46	13206|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|110084|211482|212517|214704|226265|227736|232943|260305|271036|320277|329831|329954|332934|432479|433215	Ddx4|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Dnah1|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Zmynd12|Tektip1|Catsperh	-7.7	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0097722	sperm motility	19_GO:0022414 reproductive process	-10.0	3.0	7.9	17423	180	1402	43	3.1	0.46	13206|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|110084|211482|212517|214704|226265|227736|232943|260305|271036|320277|329831|329954|332934|432479|433215	Ddx4|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Dnah1|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Zmynd12|Tektip1|Catsperh	-7.7	FLT_cluster_3_mixed_stress
KEGG Pathway	24	mmu04080	Neuroactive ligand-receptor interaction - Mus musculus (house mouse)		-9.7	2.3	7.2	17423	361	1402	66	4.7	0.57	11447|11448|11449|11541|11551|11608|12000|12062|12311|12425|12640|12801|14403|14405|14407|14409|14428|14608|14652|14799|14804|14805|14811|14813|14814|14816|14829|15465|15551|15552|15558|15566|16336|16995|17203|18155|18386|18387|18390|18429|18436|18440|19222|20607|21336|22095|22353|22355|26361|30878|65086|70026|71897|93670|108072|110834|193034|208990|216643|227717|239845|243764|320343|330921|436523|494546	Chrnd|Chrne|Chrng|Adora2b|Adra2a|Agtr1b|Avpr2|Bdkrb2|Calcr|Cckar|Cga|Cnr1|Gabrd|Gabrg1|Gabrg3|Gabrr2|Galr2|Gpr83|Glp1r|Gria1|Grid2|Grik1|Grin2a|Grin2c|Grin2d|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Insl3|Ltb4r1|Mc5r|Pnoc|Oprd1|Oprk1|Oprm1|Oxt|P2rx1|P2rx6|Ptgir|Sstr3|Tacr1|Tshr|Vip|Vipr2|Avpr1b|Apln|Lpar3|Tspo2|Lypd6b|Tac4|Grm6|Chrna3|Trpv1|Npb|Gabrp|Qrfp|Gpr156|Chrm2|Lypd6|Pate2|Prss1l|Taar8c	-7.3	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0098655	monoatomic cation transmembrane transport	19_GO:0051179 localization	-9.7	1.9	7.0	17423	608	1402	95	6.8	0.67	11418|11936|12287|12291|12788|13409|14226|14652|14729|14805|14811|14813|14814|15166|15465|15558|16491|16492|16506|16508|16510|16519|16522|16524|16526|16530|16538|17341|18390|18436|18440|20265|20302|20538|22066|22067|22227|22293|22598|27222|54376|54377|54652|56379|56543|56808|56843|57814|58226|58802|58869|66815|70357|71345|72413|73463|74446|76713|76856|81905|84682|98741|102680|103098|104245|105243|108017|109342|140493|140494|171209|171382|193034|209837|214111|216225|224079|227632|230810|232156|233836|238076|239436|239556|240332|240444|241612|246787|269356|269437|270028|329178|329954|338375|380701	Asic2|Fxyd2|Cacna1b|Cacna1g|Cnga1|Tmc1|Fkbp1b|Glp1r|Gp5|Grik1|Grin2a|Grin2c|Grin2d|Hcn2|Hrh1|Htr2a|Kcna3|Kcna4|Kcnd1|Kcnd2|Kcnh1|Kcnj3|Kcnj6|Kcnj9|Kcnk2|Kcnk7|Kcns1|Bhlha15|Oprm1|P2rx1|P2rx6|Scn1a|Ccl3|Slc6a2|Trpc4|Trpc5|Ucp1|Slc45a2|Slc6a18|Atp1a4|Cacng3|Cacng4|Cacna1f|Kcnj1|Kcnd3|Cacna2d2|Trpm5|Kcne4|Cacna1h|Kcnmb4|Pex5l|Mcub|Kcnip1|Ano9|Kcnmb2|Capstert|Slc9b1|Slc6a21|Catsper3|Cacng8|Cox4i2|Kcnb2|Slc6a20a|Slc6a15|Slc6a5|Slc9a3|Fxyd4|Slc5a10|Kcnn3|Atp6v0a4|Asic3|Trpm8|Trpv1|Slc38a5|Slc24a1|Slc5a8|Atp13a4|Kcnt1|Slc30a2|Slc4a5|Slc5a11|Kcns3|Slc30a8|Cacna1i|Slc6a7|Kcng2|Slc5a12|Slc5a2|Slc4a11|Plch1|Nalf1|Unc80|Catsper4|Atp6v1g3|Slc47a2	-7.3	FLT_cluster_3_mixed_stress
WikiPathways	27	WP189	GPCRs class A rhodopsin like		-9.0	2.6	7.1	17423	218	1402	46	3.3	0.48	11541|11551|11608|12000|12057|12062|12425|12458|12773|12801|14428|14608|14761|14829|15465|15551|15552|15558|15566|16995|17203|18386|18387|18390|18429|19222|20607|21462|22095|26361|29845|30044|56015|57251|80706|93690|243764|258433|258434|258475|258497|258501|258589|258604|258794|259035	Adora2b|Adra2a|Agtr1b|Avpr2|Opn1sw|Bdkrb2|Cckar|Ccr6|Ccr4|Cnr1|Galr2|Gpr83|Gpr27|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc5r|Oprd1|Oprk1|Oprm1|Oxt|Ptgir|Sstr3|Tcp10b|Tshr|Avpr1b|Or13c7|Opn4|Or13j1|Or8b12i|Or8a1b|Gpr45|Chrm2|Or8d1b|Or10d1c|Or8b40|Or10d4c|Or10d1|Or2ag19|Or8g37|Or8b4|Or10a2	-6.6	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0022412	cellular process involved in reproduction in multicellular organism	19_GO:0022414 reproductive process	-8.6	2.1	6.6	17423	442	1402	73	5.2	0.59	11470|11705|12458|13164|13206|13404|14632|16336|18431|19242|19288|20690|20730|21930|22092|22115|22702|26972|50525|53604|57749|64931|66712|66720|66722|67077|67753|69032|69306|69376|69481|70691|70897|71099|71313|71981|72891|73456|73463|73884|74068|75033|75533|75563|76670|76718|76856|77058|83557|83984|102991|104362|104601|110084|212517|227736|229357|232664|232943|235628|269610|271036|272643|317755|320277|328440|329954|332934|381404|433215|546272|100043216|100503361	Actl7a|Amh|Ccr6|Dazl|Ddx4|Dmc1|Gli1|Insl3|Oca2|Ptn|Ptx3|Spam1|Spink1|Tnfaip6|Rsph1|Tssk2|Zfp42|Spo11|Spag6l|Zpbp|Piwil1|Izumo1r|Spesp1|Klhl10|Spag16|Catsperz|Eqtn|Lyzl4|Efcab9|Zpbp2|Actl9|3830403N18Rik|Garin2|Tssk4|Fsip1|Tdrd12|Xlr4c|Izumo1|Capstert|Zdbf2|Asz1|Mei4|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Lin28a|Tssk6|Ezhip|Meig1|Mycbpap|Dnah1|Cfap44|Cfap157|Gpr149|Ccdc136|Klc3|Prss42|Chd5|Catsperb|Prss43|Zar1|Spef2|Npm2|Catsper4|Zmynd12|Pabpc1l|Catsperh|Gm5934|Gm4297|Tmem95	-6.2	FLT_cluster_3_mixed_stress
WikiPathways	27	WP41	GPCRs other		-8.0	2.9	6.8	17423	145	1402	34	2.4	0.41	12311|12777|12801|14608|14816|15552|18241|18310|18315|18322|18329|18332|18349|18354|18361|18373|18387|18390|57265|76206|81012|81013|81017|107934|110326|113849|113851|113853|113855|113863|218066|257890|258326|258703	Calcr|Ccr10|Cnr1|Gpr83|Grm1|Htr1d|Gpr143|Or2a7|Or7e178|Or1m1|Or2z2|Or51a39|Or6z7|Or1x2|Or13a27|Or10p22|Oprk1|Oprm1|Fzd2|Gpr165|Vmn1r171|Vmn1r65|Vmn1r63|Celsr3|Tas1r1|Vmn1r52|Vmn1r54|Vmn1r53|Vmn1r40|Vmn1r15|Or2b6|Or9s13|Or51a10|Or3a1c	-5.7	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0007281	germ cell development	19_GO:0022414 reproductive process	-7.5	2.0	6.1	17423	416	1402	67	4.8	0.57	11470|11705|12458|13164|13206|13404|14632|16336|18431|19242|19288|20730|21930|22092|22115|22702|26972|50525|53604|57749|66720|66722|67077|67753|69306|69376|69481|70691|70897|71099|71313|71981|72891|73463|73884|74068|75033|75533|75563|76670|76718|76856|77058|83557|83984|102991|104362|104601|110084|212517|227736|229357|232664|232943|235628|269610|271036|272643|317755|320277|328440|329954|332934|381404|433215|546272|100043216	Actl7a|Amh|Ccr6|Dazl|Ddx4|Dmc1|Gli1|Insl3|Oca2|Ptn|Ptx3|Spink1|Tnfaip6|Rsph1|Tssk2|Zfp42|Spo11|Spag6l|Zpbp|Piwil1|Klhl10|Spag16|Catsperz|Eqtn|Efcab9|Zpbp2|Actl9|3830403N18Rik|Garin2|Tssk4|Fsip1|Tdrd12|Xlr4c|Capstert|Zdbf2|Asz1|Mei4|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Lin28a|Tssk6|Ezhip|Meig1|Mycbpap|Dnah1|Cfap44|Cfap157|Gpr149|Ccdc136|Klc3|Prss42|Chd5|Catsperb|Prss43|Zar1|Spef2|Npm2|Catsper4|Zmynd12|Pabpc1l|Catsperh|Gm5934|Gm4297	-5.2	FLT_cluster_3_mixed_stress
Reactome Gene Sets	6	R-MMU-500792	GPCR ligand binding		-7.3	2.1	6.1	17423	369	1402	61	4.4	0.54	11541|11551|12000|12057|12062|12311|12425|12458|12640|12773|12777|12801|14428|14652|14704|14816|14829|15465|15551|15552|15558|15566|16995|17203|18155|18241|18386|18387|18390|18429|19222|20295|20299|20302|20303|20306|20310|20607|21336|22095|22353|22355|23925|26361|30044|30878|56089|57253|65086|108072|110326|208990|227717|229791|233079|243764|330122|381810|387512|494546|574417	Adora2b|Adra2a|Avpr2|Opn1sw|Bdkrb2|Calcr|Cckar|Ccr6|Cga|Ccr4|Ccr10|Cnr1|Galr2|Glp1r|Gng3|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc5r|Pnoc|Gpr143|Oprd1|Oprk1|Oprm1|Oxt|Ptgir|Ccl17|Ccl22|Ccl3|Ccl4|Ccl7|Cxcl2|Sstr3|Tacr1|Tshr|Vip|Vipr2|Kel|Avpr1b|Opn4|Apln|Ramp3|Tas2r108|Lpar3|Grm6|Tas1r1|Npb|Qrfp|Plppr4|Ffar2|Chrm2|Cxcl3|Lpar5|Tas2r135|Taar8c|Tas2r137	-5.1	FLT_cluster_3_mixed_stress
GO Biological Processes	19	GO:0007286	spermatid development	19_GO:0022414 reproductive process	-7.3	2.3	6.2	17423	262	1402	48	3.4	0.49	11470|12458|13404|14632|18431|20730|22092|22115|22702|26972|50525|53604|57749|66720|66722|67077|67753|69306|69376|69481|70691|70897|71099|71313|72891|73463|75533|75563|76670|76718|76856|77058|83984|104362|104601|110084|212517|227736|232664|232943|269610|271036|320277|329954|332934|433215|546272|100043216	Actl7a|Ccr6|Dmc1|Gli1|Oca2|Spink1|Rsph1|Tssk2|Zfp42|Spo11|Spag6l|Zpbp|Piwil1|Klhl10|Spag16|Catsperz|Eqtn|Efcab9|Zpbp2|Actl9|3830403N18Rik|Garin2|Tssk4|Fsip1|Xlr4c|Capstert|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|Dnah1|Cfap44|Cfap157|Ccdc136|Klc3|Chd5|Catsperb|Spef2|Catsper4|Zmynd12|Catsperh|Gm5934|Gm4297	-5.0	FLT_cluster_3_mixed_stress
