module	feature	condition	score	h5_accession	mission	sex	strain	library_selection
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F1	FLT	0.09106414020061493	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F2	FLT	0.0567949116230011	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F3	FLT	0.05501009523868561	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F4	FLT	0.07452042400836945	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F5	FLT	0.12549027800559998	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F6	FLT	0.07134092599153519	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F7_techrep1	FLT	0.06774868816137314	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F7_techrep2	FLT	0.06682746112346649	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F8_techrep1	FLT	0.050692714750766754	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F8_techrep2	FLT	0.08588907867670059	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F8_techrep3	FLT	0.07733733206987381	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_FLT_F9	FLT	0.08106520771980286	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	FLT	0.07427340745925903	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	FLT	0.09838245809078217	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	FLT	0.1246861070394516	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	FLT	0.11161767691373825	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	FLT	0.10827457904815674	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	FLT	0.11913421005010605	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	FLT	0.12774530053138733	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	FLT	0.16016548871994019	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	FLT	0.17751029133796692	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	FLT	0.2066987007856369	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	FLT	0.08434771001338959	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	FLT	0.08594147115945816	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	GC	0.21381014585494995	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	GC	0.12064691632986069	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	GC	0.12893742322921753	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	GC	0.19426845014095306	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	GC	0.18630865216255188	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	GC	0.1828671544790268	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	GC	0.18267467617988586	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	GC	0.18271717429161072	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	GC	0.10918956249952316	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	GC	0.21878880262374878	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	GC	0.10661578923463821	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	GC	0.18582378327846527	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	GC	0.12227857857942581	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	GC	0.13745689392089844	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	GC	0.1770077347755432	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	GC	0.10188064724206924	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	GC	0.15618498623371124	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	GC	0.11054767668247223	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	GC	0.19410519301891327	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_OLD_GL11	GC	0.15543878078460693	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_OLD_GL12	GC	0.10146098583936691	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_OLD_GL15	GC	0.06041894480586052	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_OLD_GL4	GC	0.1875426024198532	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_OLD_GL7	GC	0.12010489404201508	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_OLD_GL8	GC	0.12606088817119598	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_YNG_GL1	GC	0.2251809537410736	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_YNG_GL13	GC	0.13735930621623993	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_YNG_GL14	GC	0.09779057651758194	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_YNG_GL17	GC	0.07962284982204437	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_YNG_GL2	GC	0.11738903075456619	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_GC_LAR_YNG_GL6	GC	0.13051801919937134	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	GC	0.19060562551021576	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	GC	0.15786471962928772	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	GC	0.11667671799659729	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	GC	0.13764075934886932	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	GC	0.12149347364902496	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	GC	0.1053471788764	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	GC	0.24644702672958374	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	GC	0.26736393570899963	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	GC	0.23736950755119324	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	GC	0.17709630727767944	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	GC	0.14303083717823029	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	GC	0.17254099249839783	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	GC	0.1579921990633011	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	GC	0.097567617893219	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	GC	0.12756535410881042	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	GC	0.13076679408550262	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	GC	0.13653923571109772	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	GC	0.26212602853775024	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	GC	0.24532198905944824	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_GC_G1_techrep1	GC	0.06964924931526184	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-463_RR23_LVR_GC_G1_techrep2	GC	0.054063428193330765	OSD-463		Male	C57BL/6J	ribo-depletion
