gene	gene_cluster
ENSMUSG00000055013	12
ENSMUSG00000038204	1
ENSMUSG00000020629	9
ENSMUSG00000030881	12
ENSMUSG00000030662	12
ENSMUSG00000020570	12
ENSMUSG00000024401	1
ENSMUSG00000108885	1
ENSMUSG00000029015	1
ENSMUSG00000045179	1
ENSMUSG00000063779	1
ENSMUSG00000070531	1
ENSMUSG00000074183	1
ENSMUSG00000042849	1
ENSMUSG00000069939	1
ENSMUSG00000025873	12
ENSMUSG00000034456	0
ENSMUSG00000070817	1
ENSMUSG00000024294	8
ENSMUSG00000066463	11
ENSMUSG00000035376	12
ENSMUSG00000044252	8
ENSMUSG00000055917	9
ENSMUSG00000071815	1
ENSMUSG00000068882	2
ENSMUSG00000022685	9
ENSMUSG00000036292	1
ENSMUSG00000041202	7
ENSMUSG00000116360	1
ENSMUSG00000024528	1
ENSMUSG00000029861	8
ENSMUSG00000077221	1
ENSMUSG00000070469	1
ENSMUSG00000115791	1
ENSMUSG00000097665	1
ENSMUSG00000046650	1
ENSMUSG00000046667	1
ENSMUSG00000106902	1
ENSMUSG00000037169	1
ENSMUSG00000049565	1
ENSMUSG00000033862	9
ENSMUSG00000033774	1
ENSMUSG00000084592	1
ENSMUSG00000077998	1
ENSMUSG00000021278	1
ENSMUSG00000027971	1
ENSMUSG00000024758	10
ENSMUSG00000044921	1
ENSMUSG00000054387	2
ENSMUSG00000062822	2
ENSMUSG00000028013	6
ENSMUSG00000042846	9
ENSMUSG00000025403	4
ENSMUSG00000031831	1
ENSMUSG00000087045	1
ENSMUSG00000030739	14
ENSMUSG00000037235	2
ENSMUSG00000021559	12
ENSMUSG00000049252	8
ENSMUSG00000035805	8
ENSMUSG00000050870	1
ENSMUSG00000022931	4
ENSMUSG00000067360	1
ENSMUSG00000035262	1
ENSMUSG00000087223	1
ENSMUSG00000046791	1
ENSMUSG00000086745	1
ENSMUSG00000055826	1
ENSMUSG00000022451	12
ENSMUSG00000092734	1
ENSMUSG00000026700	1
ENSMUSG00000041852	3
ENSMUSG00000075086	1
ENSMUSG00000024776	9
ENSMUSG00000056035	0
ENSMUSG00000020000	9
ENSMUSG00000037946	7
ENSMUSG00000001656	1
ENSMUSG00000053146	1
ENSMUSG00000073982	7
ENSMUSG00000024393	3
ENSMUSG00000025433	1
ENSMUSG00000086552	1
ENSMUSG00000070972	1
ENSMUSG00000036139	1
ENSMUSG00000073768	1
ENSMUSG00000003573	9
ENSMUSG00000115744	1
ENSMUSG00000019920	2
ENSMUSG00000094892	1
ENSMUSG00000027495	9
ENSMUSG00000045989	1
ENSMUSG00000087424	1
ENSMUSG00000050328	1
ENSMUSG00000022705	1
ENSMUSG00000034543	4
ENSMUSG00000094734	1
ENSMUSG00000071753	13
ENSMUSG00000020919	2
ENSMUSG00000036214	1
ENSMUSG00000079069	1
ENSMUSG00000103116	1
ENSMUSG00000097368	1
ENSMUSG00000039230	12
ENSMUSG00000035713	1
ENSMUSG00000059995	10
ENSMUSG00000033831	0
ENSMUSG00000029730	4
ENSMUSG00000019841	2
ENSMUSG00000040543	12
ENSMUSG00000091537	5
ENSMUSG00000026420	1
ENSMUSG00000027550	9
ENSMUSG00000073971	1
ENSMUSG00000028607	5
ENSMUSG00000039210	9
ENSMUSG00000032231	3
ENSMUSG00000078593	1
ENSMUSG00000028165	2
ENSMUSG00000075273	1
ENSMUSG00000049618	1
ENSMUSG00000002496	12
ENSMUSG00000055692	1
ENSMUSG00000031160	1
ENSMUSG00000030983	9
ENSMUSG00000078640	1
ENSMUSG00000046675	1
ENSMUSG00000051811	1
ENSMUSG00000028651	1
ENSMUSG00000024425	8
ENSMUSG00000046613	1
ENSMUSG00000070501	9
ENSMUSG00000049612	10
ENSMUSG00000091996	1
ENSMUSG00000078038	1
ENSMUSG00000042216	10
ENSMUSG00000069036	1
ENSMUSG00000079407	1
ENSMUSG00000021823	12
ENSMUSG00000033808	2
ENSMUSG00000051098	1
ENSMUSG00000061633	1
ENSMUSG00000056870	1
ENSMUSG00000030093	1
ENSMUSG00000000194	12
ENSMUSG00000043207	12
ENSMUSG00000005667	1
ENSMUSG00000073830	13
ENSMUSG00000039703	12
ENSMUSG00000031068	5
ENSMUSG00000051154	5
ENSMUSG00000025487	12
ENSMUSG00000005354	5
ENSMUSG00000025892	8
ENSMUSG00000074071	7
ENSMUSG00000057182	9
ENSMUSG00000020390	5
ENSMUSG00000031131	1
ENSMUSG00000094612	1
ENSMUSG00000031283	9
ENSMUSG00000109219	1
ENSMUSG00000038429	12
ENSMUSG00000034810	12
ENSMUSG00000018733	1
ENSMUSG00000022037	3
ENSMUSG00000085260	1
ENSMUSG00000029610	1
ENSMUSG00000042185	2
ENSMUSG00000067525	1
ENSMUSG00000006021	1
ENSMUSG00000046408	1
ENSMUSG00000020599	12
ENSMUSG00000030775	2
ENSMUSG00000015149	12
ENSMUSG00000046434	3
ENSMUSG00000031377	1
ENSMUSG00000031774	4
ENSMUSG00000096840	1
ENSMUSG00000050627	12
ENSMUSG00000031878	8
ENSMUSG00000030322	1
ENSMUSG00000029541	1
ENSMUSG00000020696	4
ENSMUSG00000097162	1
ENSMUSG00000113189	1
ENSMUSG00000045201	1
ENSMUSG00000058513	1
ENSMUSG00000059479	1
ENSMUSG00000077239	1
ENSMUSG00000031755	9
ENSMUSG00000076253	1
ENSMUSG00000038379	1
ENSMUSG00000002109	9
ENSMUSG00000041840	9
ENSMUSG00000049691	1
ENSMUSG00000021555	4
ENSMUSG00000022814	4
ENSMUSG00000028782	10
ENSMUSG00000095028	1
ENSMUSG00000057223	1
ENSMUSG00000034413	14
ENSMUSG00000087579	1
ENSMUSG00000025127	9
ENSMUSG00000030222	1
ENSMUSG00000040133	1
ENSMUSG00000027845	9
ENSMUSG00000028003	9
ENSMUSG00000030054	1
ENSMUSG00000093980	1
ENSMUSG00000034227	1
ENSMUSG00000003435	12
ENSMUSG00000049280	1
ENSMUSG00000022309	9
ENSMUSG00000093460	1
ENSMUSG00000075064	1
ENSMUSG00000029684	12
ENSMUSG00000027531	8
ENSMUSG00000091541	1
ENSMUSG00000031565	12
ENSMUSG00000101078	1
ENSMUSG00000070047	3
ENSMUSG00000030057	3
ENSMUSG00000050121	1
ENSMUSG00000024353	7
ENSMUSG00000060002	6
ENSMUSG00000054406	1
ENSMUSG00000065569	1
ENSMUSG00000034471	12
ENSMUSG00000028246	9
ENSMUSG00000092815	1
ENSMUSG00000022749	2
ENSMUSG00000029919	9
ENSMUSG00000000739	1
ENSMUSG00000037020	1
ENSMUSG00000035933	2
ENSMUSG00000116611	1
ENSMUSG00000059639	1
ENSMUSG00000028359	1
ENSMUSG00000021464	1
ENSMUSG00000044338	1
ENSMUSG00000002633	1
ENSMUSG00000069722	1
ENSMUSG00000067713	12
ENSMUSG00000021591	11
ENSMUSG00000069184	1
ENSMUSG00000027171	1
ENSMUSG00000031539	10
ENSMUSG00000075145	1
ENSMUSG00000022221	1
ENSMUSG00000063386	1
ENSMUSG00000056782	1
ENSMUSG00000025410	12
ENSMUSG00000027332	5
ENSMUSG00000025268	9
ENSMUSG00000026519	12
ENSMUSG00000043323	4
ENSMUSG00000060803	12
ENSMUSG00000026117	9
ENSMUSG00000073906	1
ENSMUSG00000098912	10
ENSMUSG00000062175	1
ENSMUSG00000028035	11
ENSMUSG00000039656	4
ENSMUSG00000024955	5
ENSMUSG00000018921	4
ENSMUSG00000047751	1
ENSMUSG00000032257	1
ENSMUSG00000015342	1
ENSMUSG00000059623	1
ENSMUSG00000047904	1
ENSMUSG00000001348	7
ENSMUSG00000027965	8
ENSMUSG00000031891	14
ENSMUSG00000069089	9
ENSMUSG00000027186	1
ENSMUSG00000030934	0
ENSMUSG00000040037	8
ENSMUSG00000055720	9
ENSMUSG00000060688	1
ENSMUSG00000050213	9
ENSMUSG00000054423	8
ENSMUSG00000053914	1
ENSMUSG00000017211	1
ENSMUSG00000097520	1
ENSMUSG00000019944	9
ENSMUSG00000034893	2
ENSMUSG00000034269	2
ENSMUSG00000044339	1
ENSMUSG00000027575	12
ENSMUSG00000085162	1
ENSMUSG00000040247	7
ENSMUSG00000090862	3
ENSMUSG00000023106	4
ENSMUSG00000075201	1
ENSMUSG00000054598	1
ENSMUSG00000006276	2
ENSMUSG00000038199	1
ENSMUSG00000060187	1
ENSMUSG00000047502	1
ENSMUSG00000059689	1
ENSMUSG00000036737	12
ENSMUSG00000033379	5
ENSMUSG00000040749	1
ENSMUSG00000096714	1
ENSMUSG00000112223	1
ENSMUSG00000039936	7
ENSMUSG00000062433	1
ENSMUSG00000060450	8
ENSMUSG00000091204	1
ENSMUSG00000075113	1
ENSMUSG00000027530	1
ENSMUSG00000041135	1
ENSMUSG00000018340	12
ENSMUSG00000017299	9
ENSMUSG00000057230	10
ENSMUSG00000056901	1
ENSMUSG00000041079	1
ENSMUSG00000030127	12
ENSMUSG00000055971	1
ENSMUSG00000066149	9
ENSMUSG00000032563	4
ENSMUSG00000027244	12
ENSMUSG00000028523	1
ENSMUSG00000038762	12
ENSMUSG00000077972	1
ENSMUSG00000027784	8
ENSMUSG00000026792	9
ENSMUSG00000059201	12
ENSMUSG00000022724	9
ENSMUSG00000078716	10
ENSMUSG00000054901	9
ENSMUSG00000045648	1
ENSMUSG00000020524	8
ENSMUSG00000017774	12
ENSMUSG00000091863	1
ENSMUSG00000065422	1
ENSMUSG00000077457	1
ENSMUSG00000059031	1
ENSMUSG00000032192	12
ENSMUSG00000031410	1
ENSMUSG00000002910	1
ENSMUSG00000023947	7
ENSMUSG00000031125	1
ENSMUSG00000039477	12
ENSMUSG00000022707	5
ENSMUSG00000047594	1
ENSMUSG00000052364	1
ENSMUSG00000034730	10
ENSMUSG00000031753	12
ENSMUSG00000036169	9
ENSMUSG00000029865	9
ENSMUSG00000022706	9
ENSMUSG00000006575	10
ENSMUSG00000025236	4
ENSMUSG00000061981	12
ENSMUSG00000065401	1
ENSMUSG00000005089	13
ENSMUSG00000000889	9
ENSMUSG00000069917	13
ENSMUSG00000042345	9
ENSMUSG00000035642	9
ENSMUSG00000021294	4
ENSMUSG00000026333	1
ENSMUSG00000091468	1
ENSMUSG00000024558	10
ENSMUSG00000039725	1
ENSMUSG00000085886	1
ENSMUSG00000112707	1
ENSMUSG00000038517	9
ENSMUSG00000039555	1
ENSMUSG00000037962	1
ENSMUSG00000050973	1
ENSMUSG00000001420	1
ENSMUSG00000018470	1
ENSMUSG00000050217	9
ENSMUSG00000029716	0
ENSMUSG00000078453	9
ENSMUSG00000028538	9
ENSMUSG00000026766	5
ENSMUSG00000012520	1
ENSMUSG00000101655	1
ENSMUSG00000001155	0
ENSMUSG00000023092	3
ENSMUSG00000030607	1
ENSMUSG00000025949	2
ENSMUSG00000024182	4
ENSMUSG00000042750	10
ENSMUSG00000033033	9
ENSMUSG00000047669	1
ENSMUSG00000031168	0
ENSMUSG00000111564	1
ENSMUSG00000096009	1
ENSMUSG00000045438	9
ENSMUSG00000030002	2
ENSMUSG00000032594	12
ENSMUSG00000033214	9
ENSMUSG00000075269	1
ENSMUSG00000097756	1
ENSMUSG00000041642	7
ENSMUSG00000112880	1
ENSMUSG00000056832	1
ENSMUSG00000031616	1
ENSMUSG00000090291	1
ENSMUSG00000027233	1
ENSMUSG00000106053	1
ENSMUSG00000029408	1
ENSMUSG00000037331	12
ENSMUSG00000043687	1
ENSMUSG00000033902	12
ENSMUSG00000041248	6
ENSMUSG00000115236	1
ENSMUSG00000046062	2
ENSMUSG00000054619	6
ENSMUSG00000024563	2
ENSMUSG00000021362	1
ENSMUSG00000054679	1
ENSMUSG00000045678	1
ENSMUSG00000061601	10
ENSMUSG00000086628	1
ENSMUSG00000027962	7
ENSMUSG00000022132	6
ENSMUSG00000103906	1
ENSMUSG00000071424	8
ENSMUSG00000015968	9
ENSMUSG00000078625	1
ENSMUSG00000050198	1
ENSMUSG00000075220	1
ENSMUSG00000000171	5
ENSMUSG00000030785	5
ENSMUSG00000049823	1
ENSMUSG00000026134	9
ENSMUSG00000075095	1
ENSMUSG00000015247	9
ENSMUSG00000009614	0
ENSMUSG00000020402	3
ENSMUSG00000026220	1
ENSMUSG00000002014	5
ENSMUSG00000061979	1
ENSMUSG00000035235	11
ENSMUSG00000027801	1
ENSMUSG00000001323	6
ENSMUSG00000084174	14
ENSMUSG00000085794	9
ENSMUSG00000024780	2
ENSMUSG00000030107	1
ENSMUSG00000046351	2
ENSMUSG00000002984	4
ENSMUSG00000034659	12
ENSMUSG00000077092	1
ENSMUSG00000050215	1
ENSMUSG00000092673	1
ENSMUSG00000029772	14
ENSMUSG00000030619	4
ENSMUSG00000045854	1
ENSMUSG00000040022	8
ENSMUSG00000038047	9
ENSMUSG00000068506	1
ENSMUSG00000067767	1
ENSMUSG00000029564	1
ENSMUSG00000055298	3
ENSMUSG00000046913	1
ENSMUSG00000087115	1
ENSMUSG00000038155	9
ENSMUSG00000045917	9
ENSMUSG00000040855	10
ENSMUSG00000009549	5
ENSMUSG00000027715	4
ENSMUSG00000047030	4
ENSMUSG00000026034	2
ENSMUSG00000090141	1
ENSMUSG00000020419	1
ENSMUSG00000041741	14
ENSMUSG00000038949	12
ENSMUSG00000026701	14
ENSMUSG00000037944	7
ENSMUSG00000030970	12
ENSMUSG00000059077	1
ENSMUSG00000025270	3
ENSMUSG00000096351	9
ENSMUSG00000092111	1
ENSMUSG00000087480	1
ENSMUSG00000033149	6
ENSMUSG00000086219	1
ENSMUSG00000027074	12
ENSMUSG00000078753	1
ENSMUSG00000068173	1
ENSMUSG00000018740	1
ENSMUSG00000044317	1
ENSMUSG00000003549	1
ENSMUSG00000022982	5
ENSMUSG00000028862	9
ENSMUSG00000066030	1
ENSMUSG00000054459	10
ENSMUSG00000015947	1
ENSMUSG00000035764	8
ENSMUSG00000102099	1
ENSMUSG00000027555	9
ENSMUSG00000068246	1
ENSMUSG00000031786	1
ENSMUSG00000091155	1
ENSMUSG00000047544	1
ENSMUSG00000070780	14
ENSMUSG00000046300	1
ENSMUSG00000021376	6
ENSMUSG00000099968	1
ENSMUSG00000020974	1
ENSMUSG00000068742	10
ENSMUSG00000051051	1
ENSMUSG00000027306	11
ENSMUSG00000065508	1
ENSMUSG00000000167	1
ENSMUSG00000078619	2
ENSMUSG00000112937	1
ENSMUSG00000002603	7
ENSMUSG00000030111	9
ENSMUSG00000032988	1
ENSMUSG00000000567	9
ENSMUSG00000020299	1
ENSMUSG00000086823	1
ENSMUSG00000032511	5
ENSMUSG00000024427	9
ENSMUSG00000011148	5
ENSMUSG00000033027	1
ENSMUSG00000029136	1
ENSMUSG00000073907	1
ENSMUSG00000002820	9
ENSMUSG00000044167	7
ENSMUSG00000041750	1
ENSMUSG00000116848	1
ENSMUSG00000042498	1
ENSMUSG00000028718	1
ENSMUSG00000035547	14
ENSMUSG00000062873	1
ENSMUSG00000021482	12
ENSMUSG00000030805	4
ENSMUSG00000037994	1
ENSMUSG00000037788	12
ENSMUSG00000047720	1
ENSMUSG00000050334	8
ENSMUSG00000096697	1
ENSMUSG00000031628	9
ENSMUSG00000090219	1
ENSMUSG00000077191	1
ENSMUSG00000078672	13
ENSMUSG00000045968	1
ENSMUSG00000033767	7
ENSMUSG00000039199	9
ENSMUSG00000104401	1
ENSMUSG00000070943	1
ENSMUSG00000020654	9
ENSMUSG00000021693	2
ENSMUSG00000048772	1
ENSMUSG00000072704	8
ENSMUSG00000049421	8
ENSMUSG00000032396	9
ENSMUSG00000022346	7
ENSMUSG00000095312	1
ENSMUSG00000062960	12
ENSMUSG00000021381	1
ENSMUSG00000022155	1
ENSMUSG00000058407	2
ENSMUSG00000025077	11
ENSMUSG00000044243	1
ENSMUSG00000026626	2
ENSMUSG00000051497	6
ENSMUSG00000052384	7
ENSMUSG00000057110	7
ENSMUSG00000025920	8
ENSMUSG00000036091	1
ENSMUSG00000038583	13
ENSMUSG00000033106	9
ENSMUSG00000019877	8
ENSMUSG00000058028	1
ENSMUSG00000055820	1
ENSMUSG00000074259	9
ENSMUSG00000029201	14
ENSMUSG00000021572	1
ENSMUSG00000021070	1
ENSMUSG00000110253	1
ENSMUSG00000073002	1
ENSMUSG00000050677	1
ENSMUSG00000033436	10
ENSMUSG00000031982	1
ENSMUSG00000115609	1
ENSMUSG00000021728	2
ENSMUSG00000040856	9
ENSMUSG00000064899	1
ENSMUSG00000108827	1
ENSMUSG00000060030	1
ENSMUSG00000032033	1
ENSMUSG00000006998	3
ENSMUSG00000029463	1
ENSMUSG00000043831	1
ENSMUSG00000021241	9
ENSMUSG00000039518	12
ENSMUSG00000055811	1
ENSMUSG00000060044	1
ENSMUSG00000005882	5
ENSMUSG00000022853	6
ENSMUSG00000031511	12
ENSMUSG00000066262	1
ENSMUSG00000044816	9
ENSMUSG00000109058	1
ENSMUSG00000019194	10
ENSMUSG00000056296	8
ENSMUSG00000032269	1
ENSMUSG00000019791	9
ENSMUSG00000004542	9
ENSMUSG00000091183	1
ENSMUSG00000022151	8
ENSMUSG00000080115	1
ENSMUSG00000105279	1
ENSMUSG00000020218	1
ENSMUSG00000118298	1
ENSMUSG00000053334	1
ENSMUSG00000019320	1
ENSMUSG00000056724	7
ENSMUSG00000088524	1
ENSMUSG00000029810	6
ENSMUSG00000063919	9
ENSMUSG00000006362	7
ENSMUSG00000042377	9
ENSMUSG00000055301	9
ENSMUSG00000024018	9
ENSMUSG00000057406	2
ENSMUSG00000030493	1
ENSMUSG00000099435	1
ENSMUSG00000115304	1
ENSMUSG00000028098	8
ENSMUSG00000074676	1
ENSMUSG00000033623	12
ENSMUSG00000078878	9
ENSMUSG00000020573	7
ENSMUSG00000118669	4
ENSMUSG00000024650	6
ENSMUSG00000020053	0
ENSMUSG00000036208	1
ENSMUSG00000005886	2
ENSMUSG00000097908	1
ENSMUSG00000046846	1
ENSMUSG00000053687	1
ENSMUSG00000042801	1
ENSMUSG00000037134	9
ENSMUSG00000008604	12
ENSMUSG00000020463	2
ENSMUSG00000028670	4
ENSMUSG00000021622	5
ENSMUSG00000041841	3
ENSMUSG00000019189	2
ENSMUSG00000059301	1
ENSMUSG00000020477	9
ENSMUSG00000015757	2
ENSMUSG00000025004	0
ENSMUSG00000047888	2
ENSMUSG00000020628	2
ENSMUSG00000022965	12
ENSMUSG00000027203	11
ENSMUSG00000057465	0
ENSMUSG00000037426	4
ENSMUSG00000097652	1
ENSMUSG00000030282	12
ENSMUSG00000019464	1
ENSMUSG00000026356	2
ENSMUSG00000065570	1
ENSMUSG00000052180	1
ENSMUSG00000053178	1
ENSMUSG00000053388	1
ENSMUSG00000033053	1
ENSMUSG00000027481	1
ENSMUSG00000041415	2
ENSMUSG00000117146	1
ENSMUSG00000110281	1
ENSMUSG00000025207	14
ENSMUSG00000007216	1
ENSMUSG00000022503	9
ENSMUSG00000027246	1
ENSMUSG00000027660	2
ENSMUSG00000020682	1
ENSMUSG00000003518	5
ENSMUSG00000025329	1
ENSMUSG00000087152	1
ENSMUSG00000032259	1
ENSMUSG00000105196	1
ENSMUSG00000039716	10
ENSMUSG00000074555	1
ENSMUSG00000065432	1
ENSMUSG00000005267	1
ENSMUSG00000021997	1
ENSMUSG00000023066	9
ENSMUSG00000074250	1
ENSMUSG00000054827	0
ENSMUSG00000061353	7
ENSMUSG00000073897	1
ENSMUSG00000061815	1
ENSMUSG00000022199	10
ENSMUSG00000038777	1
ENSMUSG00000029501	2
ENSMUSG00000117328	1
ENSMUSG00000024225	9
ENSMUSG00000079055	9
ENSMUSG00000075272	1
ENSMUSG00000027678	7
ENSMUSG00000024812	12
ENSMUSG00000027857	1
ENSMUSG00000021876	0
ENSMUSG00000078520	1
ENSMUSG00000061306	12
ENSMUSG00000059263	2
ENSMUSG00000027808	7
ENSMUSG00000030214	7
ENSMUSG00000076432	8
ENSMUSG00000085972	1
ENSMUSG00000058628	1
ENSMUSG00000077192	1
ENSMUSG00000029445	0
ENSMUSG00000020982	2
ENSMUSG00000063240	1
ENSMUSG00000062101	1
ENSMUSG00000030930	7
ENSMUSG00000022218	9
ENSMUSG00000041959	12
ENSMUSG00000099139	1
ENSMUSG00000033498	1
ENSMUSG00000094985	1
ENSMUSG00000019254	12
ENSMUSG00000024026	8
ENSMUSG00000046589	1
ENSMUSG00000054690	9
ENSMUSG00000028907	9
ENSMUSG00000049300	1
ENSMUSG00000096965	1
ENSMUSG00000033845	9
ENSMUSG00000054435	7
ENSMUSG00000032966	10
ENSMUSG00000096537	1
ENSMUSG00000049482	1
ENSMUSG00000086843	1
ENSMUSG00000069072	10
ENSMUSG00000087264	1
ENSMUSG00000090958	1
ENSMUSG00000029646	14
ENSMUSG00000025762	9
ENSMUSG00000024270	4
ENSMUSG00000028360	1
ENSMUSG00000054191	1
ENSMUSG00000036928	4
ENSMUSG00000091435	1
ENSMUSG00000031681	9
ENSMUSG00000030954	1
ENSMUSG00000026504	9
ENSMUSG00000024622	4
ENSMUSG00000094898	1
ENSMUSG00000023094	1
ENSMUSG00000034271	1
ENSMUSG00000035027	12
ENSMUSG00000091490	1
ENSMUSG00000050567	4
ENSMUSG00000075133	1
ENSMUSG00000098134	1
ENSMUSG00000039153	1
ENSMUSG00000028430	4
ENSMUSG00000037369	2
ENSMUSG00000040601	11
ENSMUSG00000020863	2
ENSMUSG00000079495	1
ENSMUSG00000026853	5
ENSMUSG00000092094	1
ENSMUSG00000022427	8
ENSMUSG00000020848	9
ENSMUSG00000002205	4
ENSMUSG00000001909	4
ENSMUSG00000042446	8
ENSMUSG00000031966	1
ENSMUSG00000085084	1
ENSMUSG00000026864	3
ENSMUSG00000073421	7
ENSMUSG00000069971	1
ENSMUSG00000047342	1
ENSMUSG00000035443	9
ENSMUSG00000021532	1
ENSMUSG00000031173	0
ENSMUSG00000110991	1
ENSMUSG00000092738	1
ENSMUSG00000105428	1
ENSMUSG00000031710	5
ENSMUSG00000042275	1
ENSMUSG00000093839	1
ENSMUSG00000113593	1
ENSMUSG00000042810	2
ENSMUSG00000070332	1
ENSMUSG00000112896	1
ENSMUSG00000040065	1
ENSMUSG00000039244	9
ENSMUSG00000026124	1
ENSMUSG00000069045	8
ENSMUSG00000027107	1
ENSMUSG00000026047	1
ENSMUSG00000031659	7
ENSMUSG00000099907	1
ENSMUSG00000079492	1
ENSMUSG00000025375	10
ENSMUSG00000090619	1
ENSMUSG00000052760	7
ENSMUSG00000022485	1
ENSMUSG00000022297	9
ENSMUSG00000050549	1
ENSMUSG00000031303	1
ENSMUSG00000117524	1
ENSMUSG00000115230	1
ENSMUSG00000036885	9
ENSMUSG00000079614	2
ENSMUSG00000046717	1
ENSMUSG00000032387	11
ENSMUSG00000045519	1
ENSMUSG00000105621	1
ENSMUSG00000024145	1
ENSMUSG00000021756	3
ENSMUSG00000061518	5
ENSMUSG00000056553	10
ENSMUSG00000018593	3
ENSMUSG00000073914	1
ENSMUSG00000034566	5
ENSMUSG00000030194	1
ENSMUSG00000099630	1
ENSMUSG00000020799	1
ENSMUSG00000024409	9
ENSMUSG00000002617	1
ENSMUSG00000020386	5
ENSMUSG00000048294	1
ENSMUSG00000075265	1
ENSMUSG00000080727	1
ENSMUSG00000033669	9
ENSMUSG00000108504	1
ENSMUSG00000023118	12
ENSMUSG00000012483	9
ENSMUSG00000029311	14
ENSMUSG00000001014	1
ENSMUSG00000036872	1
ENSMUSG00000021113	9
ENSMUSG00000030165	1
ENSMUSG00000021576	12
ENSMUSG00000029439	12
ENSMUSG00000037321	7
ENSMUSG00000096663	1
ENSMUSG00000010358	9
ENSMUSG00000044345	12
ENSMUSG00000078566	5
ENSMUSG00000031952	1
ENSMUSG00000020694	2
ENSMUSG00000111611	1
ENSMUSG00000029059	5
ENSMUSG00000105557	1
ENSMUSG00000054046	1
ENSMUSG00000015711	9
ENSMUSG00000077625	1
ENSMUSG00000044213	1
ENSMUSG00000059146	8
ENSMUSG00000035177	1
ENSMUSG00000021265	1
ENSMUSG00000020024	9
ENSMUSG00000028626	1
ENSMUSG00000034121	1
ENSMUSG00000073406	1
ENSMUSG00000039246	6
ENSMUSG00000020277	3
ENSMUSG00000024340	1
ENSMUSG00000113211	1
ENSMUSG00000008136	5
ENSMUSG00000024403	10
ENSMUSG00000096233	1
ENSMUSG00000058183	1
ENSMUSG00000032038	14
ENSMUSG00000031853	1
ENSMUSG00000061614	1
ENSMUSG00000070699	1
ENSMUSG00000009394	10
ENSMUSG00000026705	4
ENSMUSG00000070719	1
ENSMUSG00000037628	1
ENSMUSG00000028902	4
ENSMUSG00000027636	9
ENSMUSG00000020831	1
ENSMUSG00000026664	0
ENSMUSG00000067604	1
ENSMUSG00000024127	10
ENSMUSG00000099923	1
ENSMUSG00000032112	9
ENSMUSG00000051493	1
ENSMUSG00000029848	1
ENSMUSG00000042759	9
ENSMUSG00000063273	2
ENSMUSG00000002718	2
ENSMUSG00000009907	2
ENSMUSG00000046909	1
ENSMUSG00000066515	1
ENSMUSG00000024033	1
ENSMUSG00000030268	8
ENSMUSG00000087519	1
ENSMUSG00000015337	1
ENSMUSG00000101500	1
ENSMUSG00000020868	9
ENSMUSG00000065396	1
ENSMUSG00000031271	1
ENSMUSG00000079451	1
ENSMUSG00000026565	2
ENSMUSG00000017446	9
ENSMUSG00000067529	1
ENSMUSG00000028550	9
ENSMUSG00000005883	9
ENSMUSG00000094893	1
ENSMUSG00000039347	10
ENSMUSG00000049173	1
ENSMUSG00000097069	1
ENSMUSG00000022946	12
