gene_list	rank	go	description	category	logp	logq	enrichment	hits
FLT_cluster_11	5	GO:0044283	small molecule biosynthetic process	GO Biological Processes	-43.0	-39.0	5.8	Acox1|Adk|Aldh1a1|Apoa1|Ass1|Baat|Bhmt|Cbs|Cyp4a14|Cyp7a1|Pcbd1|Ebp|Eno1|Fabp1|Acsl1|Fasn|Fbp1|G6pc1|Gapdh|Glul|Got1|Got2|Gstm1|Hao1|Hmgcs2|Hsd17b4|Lipa|Mdh1|Oat|Otc|Pah|Pck1|Pcx|Pgk1|Pklr|Abcd3|Rbp4|Rgn|Scd1|Sord|Shmt1|Sephs2|Decr2|Slc27a2|Slc27a5|Slc25a13|Nit2|Elovl2|Abhd2|Fads2|Hacd3|Akr1a1|Dpys|Bhmt2|Pnpla8|Elovl5|Ubr4|Insig2|Ehhadh|Errfi1|Dhcr24|Fads1|Kmo|Dpyd|Upb1|Cyp27a1|Acly|Acaca|Haao|Cth|Gpt2|Asl|Qdpr|Acsm1|Sardh|Akr1d1|Hmgcs1|Slc39a14|Kyat3|Aldob|Insig1|Ces1f|Sc5d|Acaa1b|Aldh8a1|Gulo|Abat|Cyp2c54|Cyp2c68|Cyp2c67
FLT_cluster_12	1	GO:0006259	DNA metabolic process	GO Biological Processes	-5.7	-4.8	2.2	Axin2|E4f1|Endog|Ercc2|Gtf2h4|Prmt1|Pold2|Ruvbl2|Tcf3|Timeless|Trex1|Xrcc1|Exosc5|Mcrs1|Slx4|Fzr1|Poll|Dmap1|Faap20|Pwwp3a|Rnaseh2c|Ctc1|Ap5s1|Tfpt|Ino80b|Rnf126|Mus81|Fance|Nme3|Zbtb48|Adprs|Grwd1|Exosc4|Actr5|Hdac10|Wrap53|Sesn2|Ap5z1|Kmt5c|Nynrin|Acd
FLT_cluster_12	2	GO:0045739	positive regulation of DNA repair	GO Biological Processes	-5.0	-4.2	3.6	Bcl7c|Prmt1|Ruvbl2|Timeless|Cbx8|Mcrs1|Pias4|Dmap1|Tfpt|Ino80b|Meaf6|Rnf126|Actr5|Hdac10|Wrap53|Kmt5c
FLT_cluster_12	3	GO:0006282	regulation of DNA repair	GO Biological Processes	-4.9	-4.1	2.9	Axin2|Bcl7c|Prmt1|Ruvbl2|Timeless|Xrcc1|Cbx8|Mcrs1|Pias4|Sf3b5|Dmap1|Nudt16l1|Tfpt|Ino80b|Meaf6|Rnf126|Tada3|Actr5|Hdac10|Wrap53|Kmt5c
FLT_cluster_12	4	GO:1904505	regulation of telomere maintenance in response to DNA damage	GO Biological Processes	-4.9	-4.1	10.0	Ruvbl2|Xrcc1|Mcrs1|Tfpt|Ino80b|Actr5
FLT_cluster_12	5	GO:1904507	positive regulation of telomere maintenance in response to DNA damage	GO Biological Processes	-4.5	-3.7	12.0	Ruvbl2|Mcrs1|Tfpt|Ino80b|Actr5
FLT_cluster_13	1	mmu04820	Cytoskeleton in muscle cells - Mus musculus (house mouse)	KEGG Pathway	-31.0	-28.0	11.0	Acta1|Actg2|Actn2|Ckm|Vcan|Dtna|Fhl2|Fhl3|Myh1|Myh2|Myh4|Myh8|Myl3|Myl1|Mylpf|Myom1|Myom2|Nrap|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Sgcd|Sgcg|Ldb3|Tmod2|Pdlim3|Fmn2|Ankrd2|Flnc|Lmod1|Mybpc1|Myh7|Myoz3|Mybpc2|Xirp2|Obscn|Trim63
FLT_cluster_13	2	WP216	Striated muscle contraction	WikiPathways	-22.0	-20.0	25.0	Acta1|Actn2|Myh1|Myh4|Myh8|Myl3|Myl1|Myom1|Myom2|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Mybpc1|Myh7|Mybpc2
FLT_cluster_13	3	GO:0006936	muscle contraction	GO Biological Processes	-22.0	-19.0	8.4	Chrnb1|Actn2|Apbb1|Arg2|Mb|Myh1|Myh2|Myh4|Myh8|Myl3|Myl1|Mylpf|Myom1|Myom2|Nos1|Ryr1|Sstr2|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Sgcd|Tmod2|Pgam2|Kcne3|Lmod1|Mybpc1|Myh7|Myl6b|Mybpc2|Stac3|Trim63
FLT_cluster_13	4	GO:0003012	muscle system process	GO Biological Processes	-20.0	-18.0	7.0	Chrnb1|Actn2|Apbb1|Arg2|Atp2a1|Lep|Mb|Myh1|Myh2|Myh4|Myh8|Myl3|Myl1|Mylpf|Myom1|Myom2|Nos1|Ryr1|Sstr2|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Sgcd|Tmod2|Pgam2|Kcne3|Lmod1|Mybpc1|Myh7|Myl6b|Mybpc2|Stac3|Trim63
FLT_cluster_13	5	R-MMU-397014	Muscle contraction	Reactome Gene Sets	-19.0	-17.0	11.0	Acta1|Actg2|Actn2|Atp2a1|Cacnb1|Fxyd3|Myh8|Myl3|Myl1|Mylpf|Nos1|Ryr1|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Tmod2|Kcne3|Fxyd6|Lmod1|Slc8a3|Myl6b|Mybpc2
FLT_cluster_14	1	GO:0006805	xenobiotic metabolic process	GO Biological Processes	-18.0	-16.0	11.0	Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp3a16|Fmo3|Gsta4|Guk1|Sult2a1|Slco1a1|Cyp3a41a|Upp2|Gstp3|Cyp2c23|Fmo4|Cyp2a22|Cyp2r1|Cyp3a44|Sult2a7|Cyp2c69|Sult2a2
FLT_cluster_14	2	WP163	Cytoplasmic ribosomal proteins	WikiPathways	-17.0	-15.0	15.0	Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rps18|Rps29|Rps7|Rpl3|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rps13|Rpl10
FLT_cluster_14	3	GO:0071466	cellular response to xenobiotic stimulus	GO Biological Processes	-15.0	-13.0	8.2	Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp3a16|Fmo3|Gsta4|Gstm3|Guk1|Sult2a1|Slco1a1|Cyp3a41a|Upp2|Gstp3|Cyp2c23|Fmo4|Cyp2a22|Cyp2r1|Cyp3a44|Sult2a7|Cyp2c69|Sult2a2
FLT_cluster_14	4	GO:0008202	steroid metabolic process	GO Biological Processes	-14.0	-13.0	6.8	Apoa4|Serpina6|Cyp2b13|Cyp2b9|Cyp2c40|Cyp3a13|Cyp3a16|Cyp7b1|Inhba|Lepr|Pctp|Sqle|Sult2a1|Hsd17b6|Slco1a1|Cyp3a41a|Srd5a1|Mvd|Rdh16f2|Tsku|Cyp2r1|Idi1|Cyp3a44|Akr1c19|Sult2a7|Cyp2c69|Sult2a2
FLT_cluster_14	5	mmu03010	Ribosome - Mus musculus (house mouse)	KEGG Pathway	-14.0	-12.0	8.3	Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rps18|Rps29|Rps7|Rpl3|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rpl22l1|Rps13|Mrpl14|Mrpl53|Rpl10
FLT_cluster_15	1	GO:0061061	muscle structure development	GO Biological Processes	-8.6	-7.4	3.6	Actc1|Actn3|Cacna1s|Casq1|Casq2|Crhr2|Irx3|Sypl2|Myl2|Neurl1a|Six1|Sox8|Tnni1|Wnt7b|Wt1|Aplnr|Popdc1|Myoz2|Myoz1|Cavin4|Smtnl1|Hspb2|Klhl40|Myo18b|Alpk2|Mylk2|Tmem182|Trim72|3425401B19Rik
FLT_cluster_15	2	GO:0042692	muscle cell differentiation	GO Biological Processes	-8.3	-7.2	4.5	Actc1|Actn3|Cacna1s|Casq1|Casq2|Irx3|Sypl2|Myl2|Six1|Wnt7b|Wt1|Aplnr|Popdc1|Myoz2|Myoz1|Cavin4|Klhl40|Myo18b|Alpk2|Mylk2|Tmem182|3425401B19Rik
FLT_cluster_15	3	GO:0060537	muscle tissue development	GO Biological Processes	-7.6	-6.5	3.9	Actc1|Cacna1s|Casq1|Crhr2|Irx3|Myl7|Myl2|Neurl1a|Aldh1a2|Six1|Sox8|Tnni1|Wt1|Popdc1|Osr1|Myoz2|Myoz1|Cavin4|Klhl40|Myo18b|Alpk2|Mylk2|3425401B19Rik
FLT_cluster_15	4	GO:0014706	striated muscle tissue development	GO Biological Processes	-7.5	-6.4	4.0	Actc1|Cacna1s|Casq1|Crhr2|Irx3|Myl7|Myl2|Neurl1a|Aldh1a2|Six1|Sox8|Tnni1|Wt1|Popdc1|Myoz2|Myoz1|Cavin4|Klhl40|Myo18b|Alpk2|Mylk2|3425401B19Rik
FLT_cluster_15	5	GO:0055001	muscle cell development	GO Biological Processes	-6.8	-5.7	5.3	Actc1|Actn3|Cacna1s|Casq1|Casq2|Sypl2|Myl2|Popdc1|Myoz2|Myoz1|Cavin4|Klhl40|Myo18b|Alpk2|Tmem182
GC_cluster_01	1	mmu04080	Neuroactive ligand-receptor interaction - Mus musculus (house mouse)	KEGG Pathway	-12.0	-10.0	2.3	Chrna1|Chrnd|Chrne|Chrng|Adora2b|Adra2a|Agtr1b|Avpr2|Bdkrb2|Calcr|Cckar|Cga|Cnr1|Crhr2|Gabrd|Gabrg1|Gabrg3|Gabrr2|Galr2|Gpr83|Glp1r|Gria1|Grid2|Grik1|Grin2a|Grin2d|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Insl3|Lep|Ltb4r1|Mc2r|Mc5r|Pnoc|Oprd1|Oprk1|Oprm1|Oxt|P2rx1|P2rx6|Ptgdr|Ptgir|Sstr3|Tacr1|Prss2|Try4|Tshb|Tshr|Vip|Vipr2|Avpr1b|Apln|Slurp1|Lpar3|Nmb|Tspo2|Lypd6b|Tac4|Try5|Grm6|Chrna3|Kiss1r|Trpv1|Npb|Gabrp|Qrfp|Gpr156|Chrm2|Lypd6|Pate2|Prss1l|Taar8c
GC_cluster_01	2	GO:0030001	metal ion transport	GO Biological Processes	-12.0	-10.0	2.0	Asic2|Chrna1|Chrnd|Chrne|Chrng|Atp1b2|Cacna1b|Cacna1g|Cacna1s|Camk2a|Cnga1|Tmc1|Fgf13|Fkbp1b|Glp1r|Gp5|Grin2a|Grin2d|Hcn2|Hrh1|Htr2a|Kcna1|Kcna3|Kcna4|Kcna7|Kcnd1|Kcnd2|Kcnh1|Kcnh3|Kcnj3|Kcnj6|Kcnj9|Kcnk1|Kcnk2|Kcnk7|Kcns1|Ltf|Oprm1|P2rx1|P2rx6|Scn1a|Ccl3|Ccl8|Slc6a2|Trpc4|Trpc5|Cdh23|Vdr|Slc6a18|Osr1|Atp1a4|Ankrd22|Cacng3|Cacng4|Cacna1f|Ramp3|Kcnj1|Kcnd3|Cacna2d2|Trpm5|Htr3b|Cacna1h|Kcnmb4|Sln|Mcub|Atp1b4|Kcnip1|Ano9|Kcnmb2|Capstert|Slc6a21|Trdn|Catsper3|Cacng7|Cacng8|Kcnb2|Slc6a20a|Slc6a15|Slc6a5|Slc9a3|Fxyd4|Slc5a10|Chrna3|Scn4a|Slc28a3|Kcnn3|Asic3|Trpm8|Trpv1|Slc38a5|Slc24a1|Slc5a8|Atp13a4|Kcnt1|Slc5a9|Slc30a2|Slc4a5|Slc5a11|Kcns3|Slc30a8|Slc6a7|Kcng2|Slc5a12|Slc5a2|Slc4a11|Plch1|Plch2|Nalf1|Unc80|Catsper4
GC_cluster_01	3	GO:0098655	monoatomic cation transmembrane transport	GO Biological Processes	-10.0	-8.8	1.9	Asic2|Atp1b2|Fxyd2|Cacna1b|Cacna1g|Cacna1s|Cnga1|Tmc1|Fkbp1b|Glp1r|Gp5|Grik1|Grin2a|Grin2d|Hcn2|Hrh1|Htr2a|Kcna1|Kcna3|Kcna4|Kcna7|Kcnd1|Kcnd2|Kcnh1|Kcnh3|Kcnj3|Kcnj6|Kcnj9|Kcnk1|Kcnk2|Kcnk7|Kcns1|Oprm1|P2rx1|P2rx6|Scn1a|Ccl3|Slc6a2|Trpc4|Trpc5|Ucp1|Ucp3|Slc45a2|Slc6a18|Osr1|Atp1a4|Cacng3|Cacng4|Cacna1f|Kcnj1|Kcnd3|Cacna2d2|Trpm5|Cacna1h|Kcnmb4|Pex5l|Mcub|Kcnip1|Ano9|Kcnmb2|Capstert|Slc9b1|Slc6a21|Trdn|Catsper3|Cacng7|Cacng8|Cox4i2|Kcnb2|Slc6a20a|Slc6a15|Slc6a5|Slc9a3|Fxyd4|Slc5a10|Scn4a|Slc28a3|Kcnn3|Atp6v0a4|Asic3|Trpm8|Trpv1|Slc38a5|Slc24a1|Slc5a8|Atp13a4|Kcnt1|Slc5a9|Slc30a2|Slc4a5|Slc5a11|Kcns3|Slc30a8|Slc6a7|Kcng2|Slc5a12|Slc36a2|Slc5a2|Slc4a11|Plch1|Plch2|Nalf1|Unc80|Catsper4|Atp6v1g3|Slc47a2
GC_cluster_01	4	GO:0003341	cilium movement	GO Biological Processes	-9.8	-8.4	2.5	Ddx4|Rhox5|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Clxn|Catsperz|Saxo4|Cimip2a|Dnaaf1|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Dnaaf19|Spmip8|Capstert|Slc9b1|Kif27|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Zmynd10|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Hydin|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh|Dnaaf3|Nek10
GC_cluster_01	5	WP216	Striated muscle contraction	WikiPathways	-9.3	-8.0	4.8	Acta1|Actn3|Casq2|Mybpc3|Myh1|Myh4|Myl3|Myl1|Myl2|Myom2|Tcap|Tmod1|Tnnc2|Tnni1|Tnni2|Tnni3|Tnnt3|Smpx|Mybpc1|Mybpc2
GC_cluster_02	1	GO:0045321	leukocyte activation	GO Biological Processes	-9.8	-8.5	1.8	Chrna4|Chrnb2|Ada|Bcl2a1d|Btk|Runx2|Ms4a1|Cd22|Cd24a|Cd28|Cd3d|Cd3g|Cd48|Cd80|Cd8a|Cdr2|Cxcr2|Cxcr4|Ccr9|Cr2|Cx3cr1|Dll1|Ercc1|Bcl11a|Flt3|Flt3l|Fpr2|Gli3|Gnai1|Lilrb4b|H2-M3|H2-DMa|Hells|Foxn1|Nr4a1|Cd79b|Il15|Il18r1|Il2rg|Il7|Il7r|Gimap1|Irf4|Itgam|Itm2a|Kit|Lag3|Lck|Lef1|Lfng|Klrb1c|Ly6d|Cd180|Ly9|Mfng|Myc|Myo1f|Nck2|Cd244a|Ptger4|Ptpn22|Rasgrp1|Relb|Ccl5|Selplg|Spi1|Snca|Spn|Stat4|Tcf7|Tlr1|Cd40|Cd27|Txk|Was|Wnt4|Impdh1|Tlr2|Clec4a2|Exo1|Klrk1|Slamf6|Icosl|Polm|Elf4|Ripk3|Zbtb32|Unc13d|Clec4a3|Hspa12a|Stx11|Rhoh|Slamf7|Nhej1|Il33|Gimap3|Clec2i|Clec2h|Cmtm7|Traf3ip2|Epsti1|Gpr18|Pilrb1|Cd209c|Havcr2|Themis|Plcg2|Klre1|Tmem229b|Nlrc3|Spib|Gimap5|Itgb8|Gpr183|Milr1
GC_cluster_02	2	mmu04640	Hematopoietic cell lineage - Mus musculus (house mouse)	KEGG Pathway	-8.2	-7.0	3.2	Cd14|Ms4a1|Cd22|Cd24a|Cd33|Cd37|Cd3d|Cd3g|Cd8a|Cr2|Csf2ra|Csf3r|Fcgr1|Flt3|Flt3l|Gp1ba|H2-DMa|H2-DMb1|H2-Ob|Il1b|Il2ra|Il5ra|Il7|Il7r|Itga2|Itga2b|Itgam|Kit|Siglech
GC_cluster_02	3	GO:0046649	lymphocyte activation	GO Biological Processes	-7.8	-6.7	1.8	Chrna4|Chrnb2|Ada|Bcl2a1d|Btk|Runx2|Ms4a1|Cd22|Cd24a|Cd28|Cd3d|Cd3g|Cd48|Cd80|Cd8a|Cdr2|Cxcr4|Ccr9|Cr2|Dll1|Ercc1|Bcl11a|Flt3|Flt3l|Gli3|H2-M3|H2-DMa|Hells|Foxn1|Cd79b|Il15|Il18r1|Il2rg|Il7|Il7r|Gimap1|Irf4|Itgam|Itm2a|Kit|Lck|Lef1|Lfng|Klrb1c|Ly6d|Cd180|Ly9|Mfng|Myc|Nck2|Cd244a|Ptger4|Ptpn22|Rasgrp1|Relb|Spi1|Spn|Stat4|Tcf7|Cd40|Cd27|Txk|Was|Wnt4|Impdh1|Clec4a2|Exo1|Klrk1|Slamf6|Icosl|Polm|Elf4|Ripk3|Zbtb32|Unc13d|Clec4a3|Stx11|Rhoh|Slamf7|Nhej1|Clec2i|Clec2h|Cmtm7|Traf3ip2|Gpr18|Cd209c|Themis|Plcg2|Klre1|Nlrc3|Spib|Gpr183
GC_cluster_02	4	GO:0002521	leukocyte differentiation	GO Biological Processes	-7.2	-6.1	1.8	Ada|Bcl2a1d|Bmp4|Btk|Runx2|Runx1|Cbfa2t3|Ms4a1|Cd24a|Cd28|Cd3d|Cd3g|Cd8a|Ccr9|Cr2|Dll1|Bcl11a|Flt3|Flt3l|Fos|Gli3|H2-DMa|Hells|Foxn1|Cd79b|Il15|Il18r1|Il2rg|Il5ra|Il7|Il7r|Gimap1|Irf4|Itgam|Itm2a|Kit|Lck|Lef1|Lfng|Ly6d|Ly9|Mfng|Ptger4|Ptpn22|Relb|Spi1|Spn|Src|Stat4|Tal1|Tcf7|Tnfrsf11a|Txk|Ccn4|Wnt4|Tlr2|Slamf6|Icosl|Ccdc39|Polm|Diaph3|Ripk3|Gulp1|Tspan2|Ocstamp|Rhoh|Nhej1|Il33|Gimap3|Cmtm7|Traf3ip2|Epsti1|Gpr18|Gab3|Themis|Plcg2|Cd300lf|Spib|Gimap5|Itgb8|Gpr183
GC_cluster_02	5	GO:1903131	mononuclear cell differentiation	GO Biological Processes	-7.1	-6.0	1.9	Ada|Bcl2a1d|Bmp4|Btk|Runx2|Ms4a1|Cd24a|Cd28|Cd3d|Cd3g|Cd8a|Ccr9|Cr2|Dll1|Bcl11a|Flt3|Flt3l|Fos|Gli3|H2-DMa|Hells|Foxn1|Cd79b|Il15|Il18r1|Il2rg|Il7|Il7r|Gimap1|Irf4|Itgam|Itm2a|Kit|Lck|Lef1|Lfng|Ly6d|Ly9|Mfng|Ptger4|Ptpn22|Relb|Spi1|Spn|Stat4|Tcf7|Txk|Wnt4|Tlr2|Slamf6|Icosl|Ccdc39|Polm|Diaph3|Ripk3|Tspan2|Rhoh|Nhej1|Il33|Gimap3|Cmtm7|Traf3ip2|Epsti1|Gpr18|Gab3|Themis|Plcg2|Spib|Gimap5|Itgb8|Gpr183
GC_cluster_03	1	GO:0010496	intercellular transport	GO Biological Processes	-14.0	-13.0	2.0	Akt1|Abcd1|Ap1m1|Ap1s1|Ap3s2|Rhob|Atp6v0a1|Cry2|Dctn1|Ddx19a|Fkbp1a|Hgs|Eif6|Kif13a|Lmna|Tmed1|Nfkbia|Notch1|Bloc1s6|Pex16|Plcb3|Pml|Ranbp1|Trim27|Tap1|Tap2|Alyref|Timm17b|Timm44|Ufd1|Trappc3|Snf8|Desi1|Ddx56|Dnlz|Tomm40|Ddx39b|Pabpn1|Mcm3ap|Bet1l|Stx8|Snx12|Rabggta|Pex14|Adar|Snx1|Phax|Trappc2l|Rbm8a|Tmed3|Atp6v1f|Sys1|Timm50|Ubxn6|Trappc5|Ncbp3|Ccdc91|Romo1|Pex39|Tbc1d20|Erp29|Tmed9|Tbc1d23|Slc48a1|Pef1|Vps53|Golt1a|Tmem129|Trim37|Vps26b|Dop1b|Ranbp3|Tmem94|Tbc1d5|Xpo5|Appl1|Thoc3|Mvb12a|Poldip3|Pex26|Eif4enif1|Xpo6|Chmp4b|Pik3r4|Ipo4|Lmf1|Rhbdd1|Yif1b|Vps33a|Rbsn|Coro7|Vps16|Mcoln1|Golga2|Sec24b|Tbc1d14|Chmp7|Scrib|Gga1|Thoc5|Rbm15b|Vps4a|Slc8b1|Eif4a3|Wdr81|Slc25a38|Creb3l2|Ap1ar|Tnpo2|Agap3|Spg11|Micu1|Rufy1|Trappc12|Lsg1|Pex6|Pik3c3|Mppe1|Stradb|Nup214|Nol6|Leprot|Tbc1d17|Ddx19b|Spg7|Chmp1a|Rgp1|Ankrd27|Vps39|Rilp|Heatr5a|Ncbp1|Whamm|Tomm40l
GC_cluster_03	2	GO:0016197	endosomal transport	GO Biological Processes	-13.0	-11.0	2.7	Ap1s1|Bcl2l1|Vps26c|Dctn1|Ehd1|Eps15l1|Hgs|Itsn1|Bloc1s6|Rab11b|Rab17|Trim27|Tom1|Coro1c|Snf8|Bet1l|Stx8|Snx12|Snx1|Ubxn6|Tbc1d23|Entr1|Vps53|Golt1a|Vps26b|Ccdc93|Vps35l|Tbc1d5|Mvb12a|Clec16a|Chmp4b|Pik3r4|Snx7|Rab35|Rbsn|Vps16|Mcoln1|Ankrd50|Tbc1d14|Chmp7|Scrib|Gga1|Ehbp1l1|Vps4a|Wdr81|Rab11fip3|Ehbp1|Rufy1|Pik3c3|Dennd1a|Arhgap1|Leprot|Tbc1d17|Chmp1a|Snx33|Als2cl|Dync1li1|Rgp1|Ankrd27|Vps39|Rilp|Heatr5a|Myo1d
GC_cluster_03	3	R-MMU-5389840	Mitochondrial translation elongation	Reactome Gene Sets	-12.0	-11.0	4.3	Mrpl40|Mrpl49|Mrpl2|Mrpl37|Mrpl38|Mrps23|Mrps25|Dap3|Mrpl54|Mrpl4|Mrps28|Mrps16|Mrps15|Mrpl11|Mrps18b|Mrpl45|Mrpl46|Mrps18a|Mrpl58|Mrpl28|Mrpl52|Mrps5|Mrps34|Mrpl16|Gadd45gip1|Mrpl10|Mrpl41|Mrps2|Mrpl22|Mrps27|Mrpl21
GC_cluster_03	4	R-MMU-9937383	Mitochondrial ribosome-associated quality control	Reactome Gene Sets	-12.0	-10.0	4.2	Mrpl40|Mrpl49|Mrpl2|Mrpl37|Mrpl38|Mrps23|Mrps25|Dap3|Mrpl54|Mrpl4|Mrps28|Mrps16|Mrps15|Mrpl11|Mrps18b|Mrpl45|Mrpl46|Mrps18a|Mrpl58|Mrpl28|Mrpl52|Mrps5|Mrps34|Mrpl16|Gadd45gip1|Mrpl10|Mrpl41|Mrps2|Mrpl22|Mrps27|Mrpl21
GC_cluster_03	5	R-MMU-5419276	Mitochondrial translation termination	Reactome Gene Sets	-12.0	-10.0	4.1	Mrpl40|Mrpl49|Mrpl2|Mrpl37|Mrpl38|Mrps23|Mrps25|Dap3|Mrpl54|Mrpl4|Mrps28|Mrps16|Mrps15|Mrpl11|Mrps18b|Mrpl45|Mrpl46|Mrps18a|Mrpl58|Mrpl28|Mrpl52|Mrps5|Mrps34|Mrpl16|Gadd45gip1|Mrpl10|Mrpl41|Mrps2|Mrpl22|Mrps27|Mrpl21
GC_cluster_04	1	GO:0006352	DNA-templated transcription initiation	GO Biological Processes	-19.0	-17.0	3.7	Apex1|Apobec1|Cdk7|Lipe|Men1|Mnat1|Polr2k|Smarcb1|Taf6|Tbp|Vps72|Trp53|Ttf1|Med24|Taf7|Polr3e|Polr1f|Med10|Usp21|Rbm14|Med20|Taf8|Med7|Dpy30|Ccnh|Med28|Polr3k|Med29|Med4|Polr2g|Hemk2|Kat8|Gtf2e2|Taf11|Ints14|Polr3f|Ints2|Ints10|Ints13|Ints12|Prmt3|Brf1|Gtf2e1|Sgf29|Polr3h|Gtf2f1|Taf13|Ints5|Gtf2h3|Ints9|Tet2|Tfb1m|Gtf2b|Ints15|Setd1a|Med17|Tbpl1|Polr2h|Snapc5
GC_cluster_04	2	GO:0006367	transcription initiation at RNA polymerase II promoter	GO Biological Processes	-17.0	-15.0	4.0	Apex1|Apobec1|Cdk7|Men1|Mnat1|Polr2k|Smarcb1|Taf6|Tbp|Vps72|Trp53|Med24|Taf7|Med10|Usp21|Rbm14|Med20|Taf8|Med7|Dpy30|Ccnh|Med28|Med29|Med4|Polr2g|Hemk2|Kat8|Gtf2e2|Taf11|Ints14|Ints2|Ints10|Ints13|Ints12|Prmt3|Gtf2e1|Sgf29|Gtf2f1|Taf13|Ints5|Gtf2h3|Ints9|Tet2|Gtf2b|Ints15|Setd1a|Med17|Polr2h
GC_cluster_04	3	GO:0006366	transcription by RNA polymerase II	GO Biological Processes	-14.0	-12.0	2.7	Apex1|Apobec1|Cdk7|Hira|Jund|Ldb1|Men1|Mnat1|Polr2k|Rbmx|Rbmxl1|Hltf|Smarcb1|Taf6|Tbp|Tfcp2|Vps72|Trp53|Gtf2h2|Med24|Taf7|Nelfa|Med10|Usp21|Rbm14|Med20|Gtf2ird1|Taf8|Med7|Dpy30|Asf1a|Tceanc2|Ccnh|Med28|Med29|Med4|Polr2g|Hemk2|Kat8|Ncbp2|Gtf2e2|Taf11|Ints14|Ints2|Ints10|Ints13|Ints12|Prmt3|Gtf2e1|Sgf29|Ice2|Gtf2f1|Taf13|Ints5|Gtf2h3|Lcorl|Ints9|Tet2|Rprd1a|Gtf2b|Ints15|Setd1a|Pcid2|Med17|Leo1|Tbpl1|Polr2h|Zbtb1|Snapc5
GC_cluster_04	4	GO:0006351	DNA-templated transcription	GO Biological Processes	-14.0	-12.0	2.4	Apex1|Apobec1|Cbfa2t2|Cdk7|Hira|Hivep2|Jund|Ldb1|Lipe|Smad1|Men1|Mnat1|Polr2k|Rbmx|Rbmxl1|Hltf|Smarcb1|Taf6|Tbp|Tfcp2|Vps72|Traf3|Trp53|Ttf1|Gtf2h2|Med24|Taf7|Nelfa|Polr3e|Prmt5|Polr1f|Med10|Usp21|Tcerg1|Rbm14|Med20|Gtf2ird1|Taf8|Polr1h|Med7|Dpy30|Asf1a|Tceanc2|Ccnh|Med28|Polr3k|Med29|Med4|Polr2g|Hemk2|Kat8|Ncbp2|Gtf2e2|Tefm|Taf11|Ints14|Polr3f|Ints2|Ints10|Ints13|Ints12|Prmt3|Brf1|Gtf2e1|Sgf29|Polr3h|Ice2|Gtf2f1|Taf13|Hinfp|Ints5|Gtf2h3|Lcorl|Ints9|Tet2|Tfb1m|Rprd1a|Gtf2b|Rpap2|Ints15|Setd1a|Pcid2|Med17|Leo1|Tbpl1|Polr2h|Zbtb1|Snapc5
