profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	dataset.study person.first name	dataset.study person.last name	dataset.study person.middle initials	dataset.study publication author list	id.accession_sample name	id.assay name	id.sample name	investigation.study.comment.data source accession	investigation.study.comment.doi	investigation.study.comment.project identifier	study.characteristics.organism	study.source name	condition_inferred	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence
Mmus_C57-6CR_SLS_22-24mon_HLU_Rep3	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_22-24mon_HLU_Rep3	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_22-24mon_HLU_Rep3	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Old Mouse Number 3 in Hind Limb Unloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_22-24mon_HLU_Rep4	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_22-24mon_HLU_Rep4	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_22-24mon_HLU_Rep4	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Old Mouse Number 4 in Hind Limb Unloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_22-24mon_HLU_Rep5	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_22-24mon_HLU_Rep5	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_22-24mon_HLU_Rep5	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Old Mouse Number 5 in Hind Limb Unloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_22-24mon_HLU_Rep6	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_22-24mon_HLU_Rep6	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_22-24mon_HLU_Rep6	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Old Mouse Number 6 in Hind Limb Unloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep1	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep1	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep1	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 1 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep2	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep2	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep2	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 2 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep3	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep3	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep3	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 3 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep4	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep4	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep4	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 4 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep5	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep5	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep5	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 5 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep6	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep6	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep6	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 6 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep7	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep7	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep7	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 7 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep8	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep8	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep8	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 8 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLLC_Rep9	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLLC_Rep9	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLLC_Rep9	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 9 in Control Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep1	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep1	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep1	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 1 in Hind Limb Unloading + Reloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep2	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep2	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep2	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 2 in Hind Limb Unloading + Reloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep3	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep3	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep3	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 3 in Hind Limb Unloading + Reloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep4	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep4	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLU-RL_Rep4	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 4 in Hind Limb Unloading + Reloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLU_Rep1	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLU_Rep1	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLU_Rep1	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 1 in Hind Limb Unloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLU_Rep2	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLU_Rep2	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLU_Rep2	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 2 in Hind Limb Unloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLU_Rep3	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLU_Rep3	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLU_Rep3	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 3 in Hind Limb Unloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6CR_SLS_6mon_HLU_Rep4	OSD-295	Ground Study	RNA Sequencing (RNA-Seq)	Paul	Coen	M	"[""Zhang X"",""Trevino MB"",""Wang M"",""Gardell SJ"",""Ayala JE"",""Han X"",""Kelly DP"",""Goodpaster BH"",""Vega RB"",""Coen PM.""]"	OSD-295_Mmus_C57-6CR_SLS_6mon_HLU_Rep4	OSD-295_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6CR_SLS_6mon_HLU_Rep4	GSE102284	10.26030/xy8e-x059	Hindlimb_Unloading	Mus musculus	Young (Adult) Mouse Number 4 in Hind Limb Unloading Group	unknown	unknown	skeletal_muscle	SLS->skeletal_muscle	high_explicit_sample_token
GSM3317067	OSD-308	Ground Study	RNA Sequencing (RNA-Seq)	Meiying	Feng		"[""Meiying Feng"",""Nannan Dang"",""Yinshan Bai"",""Hengxi Wei"",""Li Meng"",""Kai Wang"",""Zhihong Zhao"",""Yun Chen"",""Fenglei Gao"",""Zhilin Chen"",""Li Li"",""and Shouquan Zhang""]"	OSD-308_GSM3317067	OSD-308_transcription-profiling_rna-sequencing-(rna-seq)	GSM3317067	GSE118001	10.26030/dja4-r932	Simulated_Microgravity	Mus musculus	control 1_1	unknown	unknown	unknown		unassigned
GSM3317068	OSD-308	Ground Study	RNA Sequencing (RNA-Seq)	Meiying	Feng		"[""Meiying Feng"",""Nannan Dang"",""Yinshan Bai"",""Hengxi Wei"",""Li Meng"",""Kai Wang"",""Zhihong Zhao"",""Yun Chen"",""Fenglei Gao"",""Zhilin Chen"",""Li Li"",""and Shouquan Zhang""]"	OSD-308_GSM3317068	OSD-308_transcription-profiling_rna-sequencing-(rna-seq)	GSM3317068	GSE118001	10.26030/dja4-r932	Simulated_Microgravity	Mus musculus	control 1_2	unknown	unknown	unknown		unassigned
GSM3317069	OSD-308	Ground Study	RNA Sequencing (RNA-Seq)	Meiying	Feng		"[""Meiying Feng"",""Nannan Dang"",""Yinshan Bai"",""Hengxi Wei"",""Li Meng"",""Kai Wang"",""Zhihong Zhao"",""Yun Chen"",""Fenglei Gao"",""Zhilin Chen"",""Li Li"",""and Shouquan Zhang""]"	OSD-308_GSM3317069	OSD-308_transcription-profiling_rna-sequencing-(rna-seq)	GSM3317069	GSE118001	10.26030/dja4-r932	Simulated_Microgravity	Mus musculus	control 1_3	unknown	unknown	unknown		unassigned
GSM3317070	OSD-308	Ground Study	RNA Sequencing (RNA-Seq)	Meiying	Feng		"[""Meiying Feng"",""Nannan Dang"",""Yinshan Bai"",""Hengxi Wei"",""Li Meng"",""Kai Wang"",""Zhihong Zhao"",""Yun Chen"",""Fenglei Gao"",""Zhilin Chen"",""Li Li"",""and Shouquan Zhang""]"	OSD-308_GSM3317070	OSD-308_transcription-profiling_rna-sequencing-(rna-seq)	GSM3317070	GSE118001	10.26030/dja4-r932	Simulated_Microgravity	Mus musculus	micro-gravity R1_1	unknown	unknown	unknown		unassigned
GSM3317071	OSD-308	Ground Study	RNA Sequencing (RNA-Seq)	Meiying	Feng		"[""Meiying Feng"",""Nannan Dang"",""Yinshan Bai"",""Hengxi Wei"",""Li Meng"",""Kai Wang"",""Zhihong Zhao"",""Yun Chen"",""Fenglei Gao"",""Zhilin Chen"",""Li Li"",""and Shouquan Zhang""]"	OSD-308_GSM3317071	OSD-308_transcription-profiling_rna-sequencing-(rna-seq)	GSM3317071	GSE118001	10.26030/dja4-r932	Simulated_Microgravity	Mus musculus	micro-gravity R1_2	unknown	unknown	unknown		unassigned
GSM3317072	OSD-308	Ground Study	RNA Sequencing (RNA-Seq)	Meiying	Feng		"[""Meiying Feng"",""Nannan Dang"",""Yinshan Bai"",""Hengxi Wei"",""Li Meng"",""Kai Wang"",""Zhihong Zhao"",""Yun Chen"",""Fenglei Gao"",""Zhilin Chen"",""Li Li"",""and Shouquan Zhang""]"	OSD-308_GSM3317072	OSD-308_transcription-profiling_rna-sequencing-(rna-seq)	GSM3317072	GSE118001	10.26030/dja4-r932	Simulated_Microgravity	Mus musculus	micro-gravity R1_3	unknown	unknown	unknown		unassigned
GSM3688539	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688539	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688539	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4BL - CAPEg1	unknown	unknown	unknown		unassigned
GSM3688540	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688540	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688540	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4BR - CAPEg2	unknown	unknown	unknown		unassigned
GSM3688541	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688541	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688541	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4DL - CAPEg3	unknown	unknown	unknown		unassigned
GSM3688542	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688542	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688542	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4GL - CAPEg4	unknown	unknown	unknown		unassigned
GSM3688543	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688543	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688543	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4HL - CAPEg5	unknown	unknown	unknown		unassigned
GSM3688544	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688544	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688544	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4JR - CAPEg6	unknown	unknown	unknown		unassigned
GSM3688545	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688545	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688545	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4PR- CAPEg7	unknown	unknown	unknown		unassigned
GSM3688546	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688546	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688546	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4NR - CAPEg8	unknown	unknown	unknown		unassigned
GSM3688547	OSD-318	Ground Study	RNA Sequencing (RNA-Seq)	Jade Mary Coral Lin Haoxu Irineu William Manan S Christopher Sandra Jian-Hua Kubra Michael L	Moore Barcellos-Hoff Omene Ma Ouyang Illa-Bochaca Chou Patel Sebastiano Demaria Mao Karagoz Gatza	 H	"[""Coral Omene"",""Lin Ma"",""Jade Moore"",""Haoxu Ouyang"",""Irineu Illa-Bochaca"",""William Chou"",""Manan S. Patel"",""Christopher Sebastiano"",""Sandra Demaria"",""Jian-Hua Mao"",""Kubra Karagoz"",""Michael L. Gatza and Mary Helen Barcellos-Hoff""]"	OSD-318_GSM3688547	OSD-318_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM3688547	GSE128930	10.26030/1ebj-5k97	Gamma_Irradiation, Low_LET_Irradiation, High_Dose_Irradiation	Mus musculus	A1402_4OL - CAPEg9	unknown	unknown	unknown		unassigned
