location	cluster	n_genes	feature	profile	cluster_mean_log2_expression	h5_accession	mission	library_selection	library_layout	sex	strain	sequencing_instrument
GC	10	23	OSD-47_Mmus_C57-6T_LVR_GC_Rep3_G5	Mmus_C57-6T_LVR_GC_Rep3_G5	0.2313881814479828	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
GC	10	23	OSD-686_GSM7708682	GSM7708682	0.0	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	10	23	OSD-686_GSM7708683	GSM7708683	0.0	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	10	23	OSD-686_GSM7708684	GSM7708684	0.19934621453285217	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	10	23	OSD-173_Mmus_C57-6CR_LVR_GC_Rep1_G40	Mmus_C57-6CR_LVR_GC_Rep1_G40	0.21739129722118378	OSD-173	BSP135	Ribo-depletion	PAIRED	Female	C57BL/6NCrl	Illumina HiSeq 4000
GC	10	23	OSD-173_Mmus_C57-6CR_LVR_GC_Rep2_G44	Mmus_C57-6CR_LVR_GC_Rep2_G44	0.3214051127433777	OSD-173	BSP135	Ribo-depletion	PAIRED	Female	C57BL/6NCrl	Illumina HiSeq 4000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	RR8_LVR_GC_ISS-T_OLD_GI11	7.69397497177124	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	RR8_LVR_GC_ISS-T_OLD_GI12	6.860638618469238	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	RR8_LVR_GC_ISS-T_OLD_GI13	7.104520797729492	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	RR8_LVR_GC_ISS-T_OLD_GI14	7.738850116729736	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	RR8_LVR_GC_ISS-T_OLD_GI15	6.868692398071289	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	RR8_LVR_GC_ISS-T_OLD_GI16	7.4331207275390625	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	RR8_LVR_GC_ISS-T_OLD_GI17	7.69890022277832	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	RR8_LVR_GC_ISS-T_OLD_GI18	7.531801700592041	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	RR8_LVR_GC_ISS-T_OLD_GI19	6.683391094207764	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	RR8_LVR_GC_ISS-T_OLD_GI20	7.443275451660156	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	RR8_LVR_GC_ISS-T_YNG_GI1	6.843410968780518	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI10	RR8_LVR_GC_ISS-T_YNG_GI10	6.876176834106445	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	RR8_LVR_GC_ISS-T_YNG_GI2	7.534901142120361	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	RR8_LVR_GC_ISS-T_YNG_GI3	6.892690181732178	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	RR8_LVR_GC_ISS-T_YNG_GI4	6.945707321166992	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	RR8_LVR_GC_ISS-T_YNG_GI5	7.461885929107666	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	RR8_LVR_GC_ISS-T_YNG_GI6	6.77247428894043	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	RR8_LVR_GC_ISS-T_YNG_GI7	7.337460041046143	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	RR8_LVR_GC_ISS-T_YNG_GI8	6.636697769165039	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	RR8_LVR_GC_ISS-T_YNG_GI9	7.143490314483643	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_OLD_GL11	RR8_LVR_GC_LAR_OLD_GL11	6.518543243408203	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_OLD_GL12	RR8_LVR_GC_LAR_OLD_GL12	6.363580226898193	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_OLD_GL15	RR8_LVR_GC_LAR_OLD_GL15	6.10111141204834	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_OLD_GL3	RR8_LVR_GC_LAR_OLD_GL3	6.357428073883057	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_OLD_GL4	RR8_LVR_GC_LAR_OLD_GL4	6.834611892700195	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_OLD_GL7	RR8_LVR_GC_LAR_OLD_GL7	6.344761371612549	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_OLD_GL8	RR8_LVR_GC_LAR_OLD_GL8	6.834661483764648	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_YNG_GL1	RR8_LVR_GC_LAR_YNG_GL1	7.054220199584961	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_YNG_GL13	RR8_LVR_GC_LAR_YNG_GL13	6.323703289031982	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_YNG_GL14	RR8_LVR_GC_LAR_YNG_GL14	5.908080577850342	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_YNG_GL17	RR8_LVR_GC_LAR_YNG_GL17	6.058696269989014	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_YNG_GL18	RR8_LVR_GC_LAR_YNG_GL18	6.187227725982666	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_YNG_GL2	RR8_LVR_GC_LAR_YNG_GL2	6.289758682250977	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_YNG_GL5	RR8_LVR_GC_LAR_YNG_GL5	6.122437000274658	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-379_RR8_LVR_GC_LAR_YNG_GL6	RR8_LVR_GC_LAR_YNG_GL6	6.558501243591309	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	9.749431610107422	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	8.709880828857422	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	8.47616958618164	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	8.613716125488281	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	8.899042129516602	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	8.675260543823242	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	10.458849906921387	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	10.364924430847168	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	10.195060729980469	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	9.279975891113281	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	8.599154472351074	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	8.873648643493652	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	8.499218940734863	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	8.10170841217041	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6001
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	8.738104820251465	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6002
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	8.694413185119629	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6003
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	8.832001686096191	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6004
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	10.050186157226562	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6005
GC	11	18	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	9.780877113342285	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6006
GC	11	18	OSD-463_RR23_LVR_GC_G1_techrep1	RR23_LVR_GC_G1_techrep1	7.842846393585205	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G1_techrep2	RR23_LVR_GC_G1_techrep2	7.760764122009277	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G2	RR23_LVR_GC_G2	7.7260003089904785	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G3	RR23_LVR_GC_G3	8.289389610290527	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G4	RR23_LVR_GC_G4	7.497361183166504	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G5	RR23_LVR_GC_G5	8.312013626098633	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G6	RR23_LVR_GC_G6	7.463478088378906	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G7	RR23_LVR_GC_G7	7.029480934143066	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G8	RR23_LVR_GC_G8	7.9686279296875	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-463_RR23_LVR_GC_G9	RR23_LVR_GC_G9	8.414965629577637	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep1_G1	Mmus_C57-6J_LVR_GC_C2_Rep1_G1	7.368325233459473	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep2_G3	Mmus_C57-6J_LVR_GC_C2_Rep2_G3	7.88886022567749	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep3_G4	Mmus_C57-6J_LVR_GC_C2_Rep3_G4	7.882994651794434	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep4_G5	Mmus_C57-6J_LVR_GC_C2_Rep4_G5	7.853750228881836	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep1_G1	Mmus_BAL-TAL_LVR_GC_Rep1_G1	7.220952987670898	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
GC	11	18	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep2_G2	Mmus_BAL-TAL_LVR_GC_Rep2_G2	7.374446392059326	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
GC	11	18	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep3_G3	Mmus_BAL-TAL_LVR_GC_Rep3_G3	7.057428359985352	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
GC	11	18	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	Mmus_BAL-TAL_LVR_GC_Rep4_G5	7.572966575622559	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
GC	11	18	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep5_G6	Mmus_BAL-TAL_LVR_GC_Rep5_G6	7.647110939025879	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
GC	11	18	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep6_G7	Mmus_BAL-TAL_LVR_GC_Rep6_G7	7.288505554199219	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
GC	11	18	OSD-47_Mmus_C57-6T_LVR_GC_Rep1_G2	Mmus_C57-6T_LVR_GC_Rep1_G2	7.357892990112305	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
GC	11	18	OSD-47_Mmus_C57-6T_LVR_GC_Rep2_G3	Mmus_C57-6T_LVR_GC_Rep2_G3	7.165982723236084	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
GC	11	18	OSD-47_Mmus_C57-6T_LVR_GC_Rep3_G5	Mmus_C57-6T_LVR_GC_Rep3_G5	7.369315147399902	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
GC	11	18	OSD-686_GSM7708682	GSM7708682	5.094557285308838	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-686_GSM7708683	GSM7708683	5.171018600463867	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-686_GSM7708684	GSM7708684	4.876485824584961	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
GC	11	18	OSD-173_Mmus_C57-6CR_LVR_GC_Rep1_G40	Mmus_C57-6CR_LVR_GC_Rep1_G40	7.287876605987549	OSD-173	BSP135	Ribo-depletion	PAIRED	Female	C57BL/6NCrl	Illumina HiSeq 4000
GC	11	18	OSD-173_Mmus_C57-6CR_LVR_GC_Rep2_G44	Mmus_C57-6CR_LVR_GC_Rep2_G44	7.122556686401367	OSD-173	BSP135	Ribo-depletion	PAIRED	Female	C57BL/6NCrl	Illumina HiSeq 4000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	RR8_LVR_GC_ISS-T_OLD_GI11	0.1428571492433548	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	RR8_LVR_GC_ISS-T_OLD_GI12	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	RR8_LVR_GC_ISS-T_OLD_GI13	0.11321160942316055	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	RR8_LVR_GC_ISS-T_OLD_GI14	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	RR8_LVR_GC_ISS-T_OLD_GI15	0.11321160942316055	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	RR8_LVR_GC_ISS-T_OLD_GI16	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	RR8_LVR_GC_ISS-T_OLD_GI17	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	RR8_LVR_GC_ISS-T_OLD_GI18	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	RR8_LVR_GC_ISS-T_OLD_GI19	0.0714285746216774	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	RR8_LVR_GC_ISS-T_OLD_GI20	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	RR8_LVR_GC_ISS-T_YNG_GI1	0.11321160942316055	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI10	RR8_LVR_GC_ISS-T_YNG_GI10	0.0714285746216774	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	RR8_LVR_GC_ISS-T_YNG_GI2	0.1428571492433548	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	RR8_LVR_GC_ISS-T_YNG_GI3	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	RR8_LVR_GC_ISS-T_YNG_GI4	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	RR8_LVR_GC_ISS-T_YNG_GI5	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	RR8_LVR_GC_ISS-T_YNG_GI6	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	RR8_LVR_GC_ISS-T_YNG_GI7	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	RR8_LVR_GC_ISS-T_YNG_GI8	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	RR8_LVR_GC_ISS-T_YNG_GI9	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_LAR_OLD_GL11	RR8_LVR_GC_LAR_OLD_GL11	0.0714285746216774	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
GC	12	14	OSD-379_RR8_LVR_GC_LAR_OLD_GL12	RR8_LVR_GC_LAR_OLD_GL12	0.0	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
