gene_id	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction
ENSMUSG00000020037	Rfx4	6	0.56209980777881	0.0999803988648407	5.62210007322225	1.88649922753347e-08	4	2	22.9860631620757	78.2476887636443	0.000339643240327853	4.71847908229342e-06	TRUE	FALSE	mixed
ENSMUSG00000058163	Gm5431	6	-0.368349342633659	0.0655467815361653	-5.61964041560794	1.91355304469257e-08	0	6	19.5315963407721	74.4004539477271	0.00152955826447544	4.71847908229342e-06	TRUE	FALSE	all_down
ENSMUSG00000030827	Fgf21	6	0.864737873917112	0.155073893678535	5.57629561884668	2.45694267236207e-08	4	2	50.3960065669735	90.078578957729	1.14986457237663e-09	5.96928674854319e-06	TRUE	FALSE	mixed
ENSMUSG00000015340	Cybb	6	-0.347802003886084	0.0624488006602315	-5.5693944512784	2.55626185719138e-08	0	6	18.481637967445	72.9461208535337	0.00239958264933796	6.05097049748905e-06	TRUE	FALSE	all_down
ENSMUSG00000015357	Clpx	6	0.484503637750549	0.0870019845720487	5.56888029777433	2.56381535514941e-08	3	3	37.9452916002747	86.823134599488	3.86993441789917e-07	6.05097049748905e-06	TRUE	FALSE	mixed
ENSMUSG00000091119	Ccdc152	6	0.396390189407817	0.07131514157662	5.55828931478654	2.72431543009723e-08	4	2	33.9258246176366	85.2619647234729	2.46334689854332e-06	6.33921341135723e-06	TRUE	FALSE	mixed
ENSMUSG00000004730	Adgre1	6	-0.42378924045227	0.0764005954100738	-5.54693635799063	2.90718499846074e-08	0	6	12.7841094580302	60.8889456366529	0.0254881151601296	6.66555223524698e-06	TRUE	FALSE	all_down
ENSMUSG00000054203	Ifi205	6	-0.524909110252169	0.0946997085470782	-5.54287989166536	2.9753696139942e-08	1	5	27.6815339504068	81.9374171642445	4.20052389145621e-05	6.66555223524698e-06	TRUE	FALSE	mixed
ENSMUSG00000026043	Col3a1	6	-0.387624312240907	0.069962630609083	-5.54044793436603	3.0169893158126e-08	0	6	32.3910376152853	84.5636312754596	4.97053314277412e-06	6.66555223524698e-06	TRUE	FALSE	all_down
ENSMUSG00000021423	Ly86	6	-0.354423940256546	0.0639762618915318	-5.53992887014018	3.02594526749908e-08	0	6	16.1155015822033	68.9739722062289	0.00652193289667744	6.66555223524698e-06	TRUE	FALSE	all_down
ENSMUSG00000057315	Arhgap24	6	0.292858058323884	0.0531109701002721	5.51407849962023	3.50612093285962e-08	4	2	12.2367406518571	59.139446178904	0.0316840037511027	7.62166104365445e-06	TRUE	FALSE	mixed
ENSMUSG00000021884	Hacl1	6	0.358892947506153	0.065208221049968	5.50379908740555	3.71693116748753e-08	5	1	26.5495619344569	81.1672975533701	6.97968188670901e-05	7.97498958676123e-06	TRUE	FALSE	mixed
ENSMUSG00000074794	Arrdc3	6	-0.603038720033754	0.109628269495006	-5.50075927323861	3.78159221405726e-08	1	5	56.5184392465392	91.1533296625735	6.35510756496618e-11	8.00970320108206e-06	TRUE	FALSE	mixed
ENSMUSG00000074768	Bhmt	6	0.372447525287504	0.0679707869989812	5.47952350901994	4.26472782975948e-08	5	1	77.5179064003353	93.5498773997096	2.77216386263443e-15	8.91867955385524e-06	TRUE	FALSE	mixed
ENSMUSG00000030830	Itgal	6	-0.321112080158477	0.0586661675959454	-5.473547929193	4.41113505018996e-08	1	5	26.156455375714	80.8842600108482	8.32122330179175e-05	9.10954527052354e-06	TRUE	FALSE	mixed
ENSMUSG00000029003	Mad2l2	6	0.40782722334347	0.0747671825535897	5.45462874772843	4.90752674507352e-08	3	3	25.2340702908858	80.1855192509077	0.000125555904958416	9.93982927883456e-06	TRUE	FALSE	mixed
ENSMUSG00000038608	Dock10	6	-0.266779281696877	0.0489172058784427	-5.45369010568208	4.93351492563667e-08	1	5	29.5994234590588	83.107779085914	1.76825078463263e-05	9.93982927883456e-06	TRUE	FALSE	mixed
ENSMUSG00000079563	Pglyrp2	6	0.316715650464366	0.0582035310922886	5.44151951815734	5.28280036214903e-08	3	3	51.0353851172098	90.2028759290896	8.50556424789301e-10	1.05153186485619e-05	TRUE	FALSE	mixed
ENSMUSG00000024677	Ms4a6b	6	-0.448871831253326	0.0825773330905471	-5.43577534480475	5.45586614166689e-08	1	5	13.2576108167541	62.2858140195115	0.0210806355577643	1.07305195864856e-05	TRUE	FALSE	mixed
ENSMUSG00000024589	Nedd4l	6	0.30789183910667	0.056696065222614	5.4305680279178	5.61749602600348e-08	2	4	70.7661059670432	92.934470631564	7.09855221915902e-14	1.09184296288945e-05	TRUE	FALSE	mixed
ENSMUSG00000031584	Gsr	6	0.220638290870412	0.0406675574005476	5.42541290831107	5.78207177864973e-08	5	1	34.0745100394455	85.3262747014943	2.30104676641419e-06	1.1084236177279e-05	TRUE	FALSE	mixed
ENSMUSG00000032915	Adgre4	6	-0.397214802566272	0.0732365391962995	-5.42372437208697	5.83698654696005e-08	0	6	14.317384972066	65.0774215420255	0.0137142021248218	1.1084236177279e-05	TRUE	FALSE	all_down
ENSMUSG00000041538	H2-Ob	6	-0.533745097252061	0.0984868669706303	-5.41945452901074	5.97811520623971e-08	0	6	3.82814498329439	0	0.574414755217865	1.12232319684416e-05	TRUE	FALSE	all_down
