Cluster,Score,Type,Gene,Symbol,Network
1,10.695652173913043,Clustered,57808,Rpl35a,FLT_cluster_14_liver_secreted_SUB1
1,10.695652173913043,Clustered,66489,Rpl35,FLT_cluster_14_liver_secreted_SUB1
1,10.695652173913043,Clustered,20115,Rps7,FLT_cluster_14_liver_secreted_SUB1
1,10.695652173913043,Clustered,19946,Rpl30,FLT_cluster_14_liver_secreted_SUB1
1,10.695652173913043,Clustered,19944,Rpl29,FLT_cluster_14_liver_secreted_SUB1
1,10.695652173913043,Clustered,67248,Rpl39,FLT_cluster_14_liver_secreted_SUB1
1,10.695652173913043,Seed,20335,Sec61g,FLT_cluster_14_liver_secreted_SUB1
1,10.695652173913043,Clustered,16898,Rps2,FLT_cluster_14_liver_secreted_SUB1
1,10.695652173913043,Clustered,19941,Rpl26,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,14860,Gsta4,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,13098,Cyp2c39,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,13097,Cyp2c38,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,226143,Cyp2c23,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Seed,13105,Cyp2d9,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,13086,Cyp2a4,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,225884,Gstp3,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,66447,Mgst3,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,14864,Gstm3,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,13089,Cyp2b13,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,13099,Cyp2c40,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,337924,Cyp3a44,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,13094,Cyp2b9,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,13114,Cyp3a16,FLT_cluster_14_liver_secreted_SUB1
2,5.3999999999999995,Clustered,13113,Cyp3a13,FLT_cluster_14_liver_secreted_SUB1
3,2.0,Clustered,66916,Ndufb7,FLT_cluster_14_liver_secreted_SUB1
3,2.0,Clustered,69875,Ndufa11,FLT_cluster_14_liver_secreted_SUB1
3,2.0,Clustered,67892,Coa6,FLT_cluster_14_liver_secreted_SUB1
3,2.0,Clustered,17993,Ndufs4,FLT_cluster_14_liver_secreted_SUB1
3,2.0,Seed,68194,Ndufb4,FLT_cluster_14_liver_secreted_SUB1
4,1.5,Clustered,319156,H4c4,FLT_cluster_14_liver_secreted_SUB1
4,1.5,Clustered,69386,H4c8,FLT_cluster_14_liver_secreted_SUB1
4,1.5,Clustered,319155,H4c3,FLT_cluster_14_liver_secreted_SUB1
4,1.5,Seed,69920,Polr2i,FLT_cluster_14_liver_secreted_SUB1
5,1.0,Clustered,26897,Acot1,FLT_cluster_14_liver_secreted_SUB4
5,1.0,Clustered,56185,Hao2,FLT_cluster_14_liver_secreted_SUB4
5,1.0,Seed,171281,Acot3,FLT_cluster_14_liver_secreted_SUB4
2,1.25,Clustered,16495,Kcna7,FLT_cluster_15_contractile_mito_SUB1
2,1.25,Clustered,16485,Kcna1,FLT_cluster_15_contractile_mito_SUB1
2,1.25,Seed,16499,Kcnab3,FLT_cluster_15_contractile_mito_SUB1
2,1.25,Clustered,66211,Rpl3l,FLT_cluster_15_contractile_mito_SUB1
3,1.0,Clustered,74376,Myo18b,FLT_cluster_15_contractile_mito_SUB1
3,1.0,Clustered,17906,Myl2,FLT_cluster_15_contractile_mito_SUB1
3,1.0,Seed,11464,Actc1,FLT_cluster_15_contractile_mito_SUB1
4,1.0,Clustered,59091,Jph2,FLT_cluster_15_contractile_mito_SUB1
4,1.0,Clustered,12373,Casq2,FLT_cluster_15_contractile_mito_SUB1
4,1.0,Clustered,76757,Trdn,FLT_cluster_15_contractile_mito_SUB1
5,1.0,Clustered,22422,Wnt7b,FLT_cluster_15_contractile_mito_SUB1
5,1.0,Clustered,216795,Wnt9a,FLT_cluster_15_contractile_mito_SUB1
5,1.0,Seed,54612,Sfrp5,FLT_cluster_15_contractile_mito_SUB1
1,2.0,Clustered,22072,Prss2,FLT_cluster_15_contractile_mito_SUB2
1,2.0,Clustered,66473,Ctrb1,FLT_cluster_15_contractile_mito_SUB2
1,2.0,Clustered,22074,Try4,FLT_cluster_15_contractile_mito_SUB2
1,2.0,Clustered,17392,Mmp3,FLT_cluster_15_contractile_mito_SUB2
1,2.0,Seed,103964,Try5,FLT_cluster_15_contractile_mito_SUB2
6,1.0,Clustered,12836,Col7a1,FLT_cluster_15_contractile_mito_SUB5
6,1.0,Clustered,329941,Col8a2,FLT_cluster_15_contractile_mito_SUB5
6,1.0,Seed,12815,Col11a2,FLT_cluster_15_contractile_mito_SUB5
1,2.0,Clustered,258747,Or5j1,FLT_cluster_3_mixed_stress_SUB2
1,2.0,Clustered,80706,Or8a1b,FLT_cluster_3_mixed_stress_SUB2
1,2.0,Seed,258305,Or7c70,FLT_cluster_3_mixed_stress_SUB2
1,2.0,Clustered,258990,Or2a25,FLT_cluster_3_mixed_stress_SUB2
1,2.0,Clustered,258458,Or2m13,FLT_cluster_3_mixed_stress_SUB2
2,1.5,Clustered,11447,Chrnd,FLT_cluster_3_mixed_stress_SUB4
2,1.5,Clustered,11448,Chrne,FLT_cluster_3_mixed_stress_SUB4
2,1.5,Clustered,11449,Chrng,FLT_cluster_3_mixed_stress_SUB4
2,1.5,Seed,110834,Chrna3,FLT_cluster_3_mixed_stress_SUB4
3,1.0,Seed,21420,Tfap2c,FLT_cluster_3_mixed_stress_SUB7
3,1.0,Clustered,56222,Cited4,FLT_cluster_3_mixed_stress_SUB7
3,1.0,Clustered,332937,Tfap2e,FLT_cluster_3_mixed_stress_SUB7
4,1.0,Clustered,229277,Stoml3,FLT_cluster_3_mixed_stress_SUB8
4,1.0,Clustered,171209,Asic3,FLT_cluster_3_mixed_stress_SUB8
4,1.0,Seed,11418,Asic2,FLT_cluster_3_mixed_stress_SUB8
5,1.0,Clustered,18188,Nrtn,FLT_cluster_3_mixed_stress_SUB9
5,1.0,Seed,14588,Gfra4,FLT_cluster_3_mixed_stress_SUB9
5,1.0,Clustered,19197,Pspn,FLT_cluster_3_mixed_stress_SUB9
1,2.5,Clustered,11449,Chrng,GC_cluster_1_DE_enriched_SUB2
1,2.5,Seed,110834,Chrna3,GC_cluster_1_DE_enriched_SUB2
1,2.5,Clustered,57277,Slurp1,GC_cluster_1_DE_enriched_SUB2
1,2.5,Clustered,11447,Chrnd,GC_cluster_1_DE_enriched_SUB2
1,2.5,Clustered,11448,Chrne,GC_cluster_1_DE_enriched_SUB2
1,2.5,Clustered,11435,Chrna1,GC_cluster_1_DE_enriched_SUB2
2,1.0,Seed,21420,Tfap2c,GC_cluster_1_DE_enriched_SUB3
2,1.0,Clustered,56222,Cited4,GC_cluster_1_DE_enriched_SUB3
2,1.0,Clustered,332937,Tfap2e,GC_cluster_1_DE_enriched_SUB3
3,1.0,Clustered,258990,Or2a25,GC_cluster_1_DE_enriched_SUB4
3,1.0,Seed,258458,Or2m13,GC_cluster_1_DE_enriched_SUB4
3,1.0,Clustered,258747,Or5j1,GC_cluster_1_DE_enriched_SUB4
4,1.0,Clustered,18188,Nrtn,GC_cluster_1_DE_enriched_SUB5
4,1.0,Seed,14588,Gfra4,GC_cluster_1_DE_enriched_SUB5
4,1.0,Clustered,19197,Pspn,GC_cluster_1_DE_enriched_SUB5
5,1.0,Clustered,229277,Stoml3,GC_cluster_1_DE_enriched_SUB6
5,1.0,Clustered,171209,Asic3,GC_cluster_1_DE_enriched_SUB6
5,1.0,Seed,11418,Asic2,GC_cluster_1_DE_enriched_SUB6
6,1.0,Seed,16525,Kcnk1,GC_cluster_1_DE_enriched_SUB7
6,1.0,Clustered,16526,Kcnk2,GC_cluster_1_DE_enriched_SUB7
6,1.0,Clustered,16530,Kcnk7,GC_cluster_1_DE_enriched_SUB7
