gene_id	location	flight_probability	mean_absolute_shap	sum_signed_shap
ENSMUSG00000042248	FLT	0.9996166	1.0459508	7.864595
ENSMUSG00000021069	FLT	0.96913177	1.0457417	3.4449625
ENSMUSG00000027984	GC	0.00023601203	1.0456263	-8.353103
ENSMUSG00000018574	GC	0.00026382477	1.0455463	-8.2416725
ENSMUSG00000024026	FLT	0.9974946	1.0455401	5.9850554
ENSMUSG00000008348	FLT	0.99991167	1.0449193	9.332291
ENSMUSG00000025194	FLT	0.999734	1.0448774	8.229927
ENSMUSG00000060459	GC	0.00035424213	1.0448571	-7.946888
ENSMUSG00000018042	FLT	0.99968755	1.0447088	8.068826
ENSMUSG00000035237	GC	0.00014643953	1.0445492	-8.830467
ENSMUSG00000047215	FLT	0.9998809	1.0440403	9.034019
ENSMUSG00000094806	GC	0.005402417	1.0438946	-5.2171974
ENSMUSG00000019505	GC	0.00020902534	1.0438454	-8.474561
ENSMUSG00000024665	GC	0.0001662942	1.043557	-8.703297
ENSMUSG00000005514	FLT	0.9998179	1.0433929	8.608966
ENSMUSG00000016942	FLT	0.99989104	1.0433019	9.12271
ENSMUSG00000028495	FLT	0.9994848	1.0432341	7.568736
ENSMUSG00000079012	GC	0.0003145315	1.0432122	-8.065818
ENSMUSG00000017344	FLT	0.99143785	1.042931	4.750097
ENSMUSG00000027690	FLT	0.9992643	1.0428867	7.212278
ENSMUSG00000039202	FLT	0.99996364	1.0428053	10.220828
ENSMUSG00000057841	FLT	0.9998994	1.0427783	9.202809
ENSMUSG00000074264	GC	0.0008876971	1.0424925	-7.027701
ENSMUSG00000058135	FLT	0.9909149	1.0424715	4.6902785
ENSMUSG00000060126	FLT	0.9915835	1.042385	4.7674007
ENSMUSG00000026701	FLT	0.9959138	1.0423815	5.4943347
ENSMUSG00000008668	GC	5.4924976e-07	1.0421623	-14.416422
ENSMUSG00000033533	FLT	0.99759454	1.0421611	6.0258803
ENSMUSG00000024507	GC	0.0018000776	1.0421295	-6.319826
ENSMUSG00000000673	GC	0.00014419357	1.0420702	-8.845924
ENSMUSG00000001891	FLT	0.9993038	1.041957	7.267528
ENSMUSG00000023224	FLT	0.99944824	1.0419118	7.5002127
ENSMUSG00000024507	FLT	0.9996817	1.0419061	8.05033
ENSMUSG00000024863	FLT	0.9975527	1.0418437	6.0085883
ENSMUSG00000025950	FLT	0.9989116	1.0416619	6.820237
ENSMUSG00000003053	GC	0.0010457893	1.0416458	-6.863646
ENSMUSG00000073411	FLT	0.9987612	1.0413398	6.6906695
ENSMUSG00000060803	FLT	0.99960214	1.0411742	7.827143
ENSMUSG00000032083	FLT	0.90376866	1.041082	2.2381108
ENSMUSG00000029580	FLT	0.9944311	1.0409892	5.1832476
ENSMUSG00000035031	FLT	0.987877	1.0408765	4.3987455
ENSMUSG00000034088	GC	0.007961667	1.0408003	-4.826832
ENSMUSG00000063882	FLT	0.99998665	1.0407913	11.226604
ENSMUSG00000031173	FLT	0.99894804	1.0404428	6.8543
ENSMUSG00000028158	GC	0.010366703	1.0404353	-4.5604444
ENSMUSG00000035202	GC	0.0018154113	1.0404001	-6.3113346
ENSMUSG00000075551	GC	0.0010934174	1.0403032	-6.819065
ENSMUSG00000109764	FLT	0.9998609	1.0402573	8.878504
ENSMUSG00000028356	FLT	0.9995154	1.0401974	7.6300077
ENSMUSG00000020719	GC	0.0027074185	1.0400652	-5.910757
ENSMUSG00000004207	GC	7.13994e-05	1.039827	-9.548858
ENSMUSG00000032216	GC	0.00616424	1.0398259	-5.0845137
ENSMUSG00000030895	FLT	0.9706643	1.0393167	3.4974709
ENSMUSG00000059481	FLT	0.9706643	1.0393167	3.4974709
ENSMUSG00000021922	FLT	0.9706643	1.0393167	3.4974709
ENSMUSG00000032081	FLT	0.9676339	1.0390241	3.3960307
ENSMUSG00000022853	GC	0.0060411966	1.0389165	-5.104806
ENSMUSG00000061808	FLT	0.97357464	1.03883	3.6049435
ENSMUSG00000024892	GC	3.5079876e-05	1.0387467	-10.259552
ENSMUSG00000056973	FLT	0.98512614	1.0387241	4.1914587
ENSMUSG00000025190	FLT	0.99953663	1.038466	7.674815
ENSMUSG00000025190	GC	6.38675e-05	1.0382981	-9.660351
ENSMUSG00000028127	GC	0.007820494	1.0382676	-4.8448725
ENSMUSG00000035202	FLT	0.9983541	1.0382599	6.4060507
ENSMUSG00000031594	GC	0.0028535516	1.0380566	-5.8580427
ENSMUSG00000086503	GC	0.0005955802	1.0377266	-7.427091
ENSMUSG00000058952	GC	0.0001559095	1.0374527	-8.767794
ENSMUSG00000026385	FLT	0.99895847	1.0372365	6.8642855
ENSMUSG00000076441	FLT	0.9706643	1.0372009	3.4974709
ENSMUSG00000026715	FLT	0.9706643	1.0372009	3.4974709
ENSMUSG00000028088	GC	0.001954118	1.0371774	-6.237571
ENSMUSG00000027249	FLT	0.9982905	1.0369132	6.3681183
ENSMUSG00000057880	GC	0.0011885507	1.036901	-6.7355394
ENSMUSG00000063457	FLT	0.9999999	1.0368266	15.808308
ENSMUSG00000031725	GC	0.0007640444	1.0367756	-7.177834
ENSMUSG00000031722	FLT	0.99756	1.0367178	6.0116234
ENSMUSG00000031445	GC	0.0030705917	1.0366874	-5.784518
ENSMUSG00000053644	GC	0.00015806335	1.0366455	-8.754063
ENSMUSG00000056666	FLT	0.99764866	1.0363696	6.048727
ENSMUSG00000035836	GC	0.002417258	1.0363315	-6.024411
ENSMUSG00000031447	FLT	0.9990785	1.0362967	6.98693
ENSMUSG00000026864	GC	0.000545878	1.0360936	-7.5142794
ENSMUSG00000044749	FLT	0.99964917	1.0359997	7.953134
ENSMUSG00000009927	GC	6.519731e-05	1.0359921	-9.639738
ENSMUSG00000062908	GC	0.001656924	1.0359071	-6.4028416
ENSMUSG00000029580	GC	0.0009194687	1.0358897	-6.9925094
ENSMUSG00000022821	FLT	0.9980301	1.0356636	6.226109
ENSMUSG00000000563	GC	0.0035023498	1.035543	-5.6525197
ENSMUSG00000020917	GC	0.0011993839	1.0354958	-6.7264595
ENSMUSG00000031725	FLT	0.9995073	1.0354826	7.61349
ENSMUSG00000024026	GC	0.012596693	1.0354309	-4.3633537
ENSMUSG00000025950	GC	0.0026293132	1.0353997	-5.940108
ENSMUSG00000022040	FLT	0.99724424	1.0352774	5.889575
ENSMUSG00000020460	FLT	0.9982015	1.0351611	6.3173122
ENSMUSG00000020321	FLT	0.9991066	1.0349735	7.017845
ENSMUSG00000022354	FLT	0.9998348	1.0349696	8.706134
ENSMUSG00000022108	FLT	0.9994289	1.0348964	7.465681
ENSMUSG00000016534	FLT	0.9994134	1.0347762	7.438816
ENSMUSG00000027690	GC	0.0027620147	1.0346088	-5.8907404
ENSMUSG00000045983	FLT	0.99718106	1.0344859	5.866839
ENSMUSG00000021999	GC	0.0003178662	1.0343951	-8.055271
ENSMUSG00000025347	GC	0.00012043148	1.0343856	-9.026022
ENSMUSG00000070594	GC	0.0015023764	1.0343791	-6.500913
ENSMUSG00000025533	GC	3.7310252e-05	1.0343438	-10.197915
ENSMUSG00000015846	GC	0.00055605976	1.0343337	-7.495789
ENSMUSG00000003809	GC	0.0014276793	1.0342625	-6.551983
ENSMUSG00000024981	FLT	0.997241	1.0342444	5.888416
ENSMUSG00000021238	FLT	0.95654064	1.0340798	3.089787
ENSMUSG00000028553	GC	0.04562245	1.0340443	-3.0423758
ENSMUSG00000030382	GC	0.0021472946	1.0339094	-6.1431036
ENSMUSG00000029630	FLT	0.9997938	1.0338336	8.4846115
ENSMUSG00000057880	FLT	0.99808145	1.033762	6.2525516
ENSMUSG00000025980	GC	0.0017037716	1.0337273	-6.374915
ENSMUSG00000031770	FLT	0.9999856	1.0337185	11.146997
ENSMUSG00000003477	FLT	0.9996068	1.033698	7.8389635
ENSMUSG00000020368	FLT	0.99991894	1.0335809	9.419033
ENSMUSG00000042289	FLT	0.99601704	1.0335411	5.5200434
ENSMUSG00000005547	FLT	0.9999372	1.0334749	9.6743965
ENSMUSG00000028494	GC	0.011293509	1.0332596	-4.4738784
ENSMUSG00000021939	FLT	0.9989041	1.0331616	6.8133907
ENSMUSG00000090150	GC	0.0020073538	1.0331352	-6.210637
ENSMUSG00000023176	GC	0.00053466024	1.0330964	-7.535052
ENSMUSG00000031596	GC	0.0004342406	1.0329835	-7.7431884
ENSMUSG00000029369	GC	0.004972089	1.0329263	-5.300642
ENSMUSG00000070704	GC	0.00029191977	1.0329225	-8.140449
ENSMUSG00000030688	GC	0.0002852475	1.0329071	-8.16358
ENSMUSG00000031980	GC	0.0005500831	1.0327965	-7.5065956
ENSMUSG00000023010	GC	0.0033489063	1.0325485	-5.6974735
ENSMUSG00000047731	FLT	0.99874985	1.032475	6.681591
ENSMUSG00000006529	GC	0.0010487245	1.0322822	-6.860834
ENSMUSG00000047631	GC	5.014774e-05	1.0319741	-9.902196
ENSMUSG00000054630	GC	0.00010544987	1.031961	-9.158883
ENSMUSG00000008668	FLT	0.9999397	1.0318263	9.714132
ENSMUSG00000035875	GC	0.005355025	1.0316498	-5.2260585
ENSMUSG00000029614	FLT	0.99992144	1.0316063	9.449476
ENSMUSG00000032018	GC	0.0021402002	1.0315323	-6.1464224
ENSMUSG00000027875	FLT	0.98298496	1.031525	4.054796
ENSMUSG00000044749	GC	0.0027258978	1.031471	-5.9039345
ENSMUSG00000000326	GC	0.0006235612	1.0314503	-7.381153
ENSMUSG00000052305	GC	9.577152e-05	1.0314178	-9.255161
ENSMUSG00000060613	FLT	0.99929214	1.031412	7.250881
ENSMUSG00000034450	FLT	0.9996959	1.0313214	8.096186
ENSMUSG00000005610	FLT	0.9987087	1.0312679	6.649094
ENSMUSG00000068587	FLT	0.997618	1.0311158	6.0357194
ENSMUSG00000028138	GC	0.0027572263	1.0309758	-5.892477
ENSMUSG00000028410	GC	0.00022198225	1.0309434	-8.414404
ENSMUSG00000039197	FLT	0.999514	1.0308964	7.6271033
ENSMUSG00000029695	GC	0.00027010677	1.0308197	-8.218135
ENSMUSG00000020884	GC	0.00045773637	1.0308038	-7.6904683
ENSMUSG00000028179	GC	0.008654698	1.0307263	-4.742669
ENSMUSG00000017950	GC	0.003770875	1.030715	-5.5783796
ENSMUSG00000022766	FLT	0.9976413	1.0303856	6.0456
ENSMUSG00000039196	FLT	0.99941075	1.0302302	7.4343204
ENSMUSG00000026405	FLT	0.99794763	1.0301816	6.185019
ENSMUSG00000071866	FLT	0.9937831	1.0301675	5.072537
ENSMUSG00000032349	FLT	0.99888307	1.0297724	6.794369
ENSMUSG00000024085	GC	0.003429273	1.0297346	-5.6736794
ENSMUSG00000033308	FLT	0.9983322	1.0297065	6.3928623
ENSMUSG00000061787	FLT	0.9999157	1.0296751	9.379514
ENSMUSG00000029260	GC	0.0006960774	1.0296247	-7.2710657
ENSMUSG00000067274	FLT	0.9999068	1.0295461	9.279279
ENSMUSG00000007891	FLT	0.99966705	1.0295265	8.005285
ENSMUSG00000073481	FLT	0.9997545	1.0295022	8.310195
ENSMUSG00000022040	GC	0.0048213294	1.0294731	-5.3315845
ENSMUSG00000022108	GC	0.0012210412	1.0293485	-6.708541
ENSMUSG00000022853	FLT	0.9976713	1.0293162	6.0584273
ENSMUSG00000030711	GC	0.0014764019	1.0292811	-6.5183725
ENSMUSG00000021000	FLT	0.9996057	1.0292552	7.836251
ENSMUSG00000030378	GC	0.0011420344	1.0292158	-6.7755146
ENSMUSG00000025745	FLT	0.99737465	1.0291988	5.9382176
ENSMUSG00000006529	FLT	0.9937925	1.0291709	5.0740514
ENSMUSG00000026385	GC	0.002194333	1.0291052	-6.121389
ENSMUSG00000025745	GC	0.0013636877	1.0290246	-6.597905
ENSMUSG00000032204	FLT	0.9999497	1.0289457	9.896855
ENSMUSG00000031445	FLT	0.99803764	1.0288391	6.2299194
ENSMUSG00000022982	GC	0.005917099	1.0287985	-5.1256847
ENSMUSG00000078650	FLT	0.9998648	1.0287641	8.906832
ENSMUSG00000021135	FLT	0.9929153	1.0287392	4.940997
ENSMUSG00000079012	FLT	0.9997216	1.0286933	8.1846485
ENSMUSG00000070704	FLT	0.9998758	1.0286859	8.991631
ENSMUSG00000016534	GC	0.0008971277	1.0286816	-7.017129
ENSMUSG00000052974	FLT	0.9977787	1.0285069	6.105759
ENSMUSG00000037542	GC	0.0016867354	1.0285028	-6.3849754
ENSMUSG00000053279	GC	0.0004894979	1.0284526	-7.623354
ENSMUSG00000028081	FLT	0.9997217	1.0283651	8.185037
ENSMUSG00000000301	FLT	0.9999362	1.0282121	9.65872
ENSMUSG00000031231	FLT	0.9998932	1.0281723	9.143058
ENSMUSG00000010025	GC	0.00055413303	1.0281162	-7.4992623
ENSMUSG00000023944	GC	0.0036847796	1.028075	-5.6015663
ENSMUSG00000027792	FLT	0.99998903	1.0280675	11.423781
ENSMUSG00000037542	FLT	0.99912626	1.0280099	7.040104
ENSMUSG00000028127	FLT	0.99916637	1.0279249	7.087174
ENSMUSG00000015243	GC	0.00023203835	1.027897	-8.370087
ENSMUSG00000060703	FLT	0.99979347	1.0277481	8.482968
ENSMUSG00000039202	GC	0.0023737901	1.0277377	-6.0425987
ENSMUSG00000033308	GC	0.003967986	1.027646	-5.527232
ENSMUSG00000001435	GC	0.0013407206	1.0275422	-6.614911
ENSMUSG00000034528	GC	0.0004085419	1.0274509	-7.804212
ENSMUSG00000020368	GC	0.00939717	1.0271876	-4.659617
ENSMUSG00000078650	GC	0.0013903196	1.0271782	-6.5785394
ENSMUSG00000020372	FLT	0.99876094	1.0270851	6.690487
ENSMUSG00000023829	FLT	0.9997615	1.0270504	8.33911
ENSMUSG00000032047	FLT	0.9995524	1.0269797	7.7095327
ENSMUSG00000066036	FLT	0.9999075	1.0269573	9.286527
ENSMUSG00000021000	GC	0.00033090112	1.026798	-8.015066
ENSMUSG00000033533	GC	0.0023793322	1.0267667	-6.0402594
ENSMUSG00000020315	FLT	0.9950989	1.026759	5.3116713
ENSMUSG00000028179	FLT	0.9997087	1.0266812	8.139275
ENSMUSG00000033610	GC	0.0010549503	1.0266557	-6.8549137
ENSMUSG00000057530	FLT	0.99992764	1.0265743	9.531669
ENSMUSG00000029632	GC	0.0007086941	1.0264862	-7.253083
ENSMUSG00000027761	GC	0.0005706357	1.0263921	-7.4699006
ENSMUSG00000090150	FLT	0.9998	1.026309	8.515293
ENSMUSG00000010663	GC	0.00013374342	1.0262986	-8.92116
ENSMUSG00000078674	FLT	0.9999343	1.0262691	9.629711
ENSMUSG00000022821	GC	0.0006188384	1.0262092	-7.3887506
ENSMUSG00000070594	FLT	0.9999112	1.0261827	9.327216
ENSMUSG00000024359	GC	0.0017278674	1.0261576	-6.360849
ENSMUSG00000026405	GC	0.0076370295	1.0259664	-4.8687916
ENSMUSG00000010025	FLT	0.9977951	1.025894	6.1131535
ENSMUSG00000006373	FLT	0.98456085	1.0257869	4.1535816
ENSMUSG00000035504	FLT	0.9972645	1.0257853	5.896989
ENSMUSG00000048856	GC	1.3964143e-05	1.0255725	-11.180713
ENSMUSG00000054630	FLT	0.9998111	1.0255021	8.572367
ENSMUSG00000020053	GC	0.007191735	1.0254982	-4.9293213
ENSMUSG00000034088	FLT	0.9815129	1.0254097	3.9703078
ENSMUSG00000029630	GC	0.0013088145	1.0253944	-6.639036
ENSMUSG00000060126	GC	0.0037043004	1.0253853	-5.59626
ENSMUSG00000062908	FLT	0.99928266	1.0251381	7.237544
ENSMUSG00000025290	FLT	0.9973742	1.0250616	5.938039
ENSMUSG00000030168	GC	0.0014209949	1.0250379	-6.5566826
ENSMUSG00000063229	GC	7.754254e-05	1.0249568	-9.466316
ENSMUSG00000005610	GC	0.008969532	1.0249068	-4.706625
ENSMUSG00000054827	FLT	0.9908311	1.0248982	4.681018
ENSMUSG00000003814	GC	0.0081507685	1.024801	-4.803174
ENSMUSG00000015837	FLT	0.9953513	1.0247917	5.364796
ENSMUSG00000025290	GC	0.0015739828	1.0247877	-6.454278
ENSMUSG00000045636	FLT	0.9999244	1.0247473	9.48858
ENSMUSG00000021364	GC	0.0024827241	1.0247356	-5.99762
ENSMUSG00000030747	GC	0.00022257418	1.0247078	-8.411735
ENSMUSG00000036751	FLT	0.9999505	1.0246633	9.912913
ENSMUSG00000029455	FLT	0.9992987	1.0246376	7.2601995
ENSMUSG00000073481	GC	0.0006490768	1.024498	-7.341015
ENSMUSG00000025153	GC	0.00041682375	1.024467	-7.7841325
ENSMUSG00000054263	GC	0.0043319482	1.0244515	-5.439101
ENSMUSG00000067235	FLT	0.99085546	1.0243999	4.683705
ENSMUSG00000024386	GC	4.835514e-05	1.0243828	-9.938603
ENSMUSG00000002769	FLT	0.9970114	1.024261	5.8082533
ENSMUSG00000027984	FLT	0.99317944	1.024215	4.979267
ENSMUSG00000034528	FLT	0.99930704	1.024169	7.272084
ENSMUSG00000063856	FLT	0.9981938	1.0240133	6.3130016
ENSMUSG00000056035	FLT	0.99985754	1.0237786	8.854681
ENSMUSG00000049517	GC	5.3561467e-05	1.0237575	-9.836339
ENSMUSG00000030168	FLT	0.9993229	1.0237355	7.295253
ENSMUSG00000042102	FLT	0.9879409	1.023685	4.404087
ENSMUSG00000022445	GC	0.013277392	1.0236577	-4.310034
ENSMUSG00000060459	FLT	0.9994616	1.0236562	7.5246577
ENSMUSG00000047866	FLT	0.99948716	1.0235956	7.5733204
ENSMUSG00000003970	FLT	0.9999994	1.0235775	14.28093
ENSMUSG00000004558	FLT	0.99969244	1.0235764	8.084825
ENSMUSG00000000563	FLT	0.9962882	1.0235425	5.5907955
ENSMUSG00000003477	GC	2.7684511e-05	1.0235276	-10.496314
ENSMUSG00000032518	GC	0.00012279958	1.0234989	-9.006547
ENSMUSG00000002588	FLT	0.9996897	1.0234506	8.075747
ENSMUSG00000045983	GC	0.0021934416	1.0233754	-6.1217995
ENSMUSG00000026579	GC	0.0041061253	1.0232593	-5.492872
ENSMUSG00000028138	FLT	0.9998561	1.0232129	8.844884
ENSMUSG00000033688	GC	0.0021179789	1.0231955	-6.1568766
ENSMUSG00000003721	FLT	0.99986887	1.0230801	8.937891
ENSMUSG00000021676	FLT	0.9998796	1.0230019	9.023195
ENSMUSG00000024978	FLT	0.99596906	1.0229752	5.50799
ENSMUSG00000047215	GC	6.628675e-05	1.0228972	-9.623164
ENSMUSG00000092008	FLT	0.9999844	1.0228832	11.0681925
ENSMUSG00000054452	FLT	0.99998534	1.0228493	11.131204
ENSMUSG00000049152	FLT	0.99980396	1.0228482	8.535385
ENSMUSG00000033715	GC	0.00051597465	1.0225513	-7.570646
ENSMUSG00000021340	FLT	0.99875677	1.0224973	6.687099
ENSMUSG00000059291	FLT	0.9999429	1.0224863	9.76921
ENSMUSG00000032018	FLT	0.9991462	1.0224519	7.063248
ENSMUSG00000029260	FLT	0.99989164	1.0224181	9.12868
ENSMUSG00000014313	GC	0.00041325504	1.0224144	-7.7927413
ENSMUSG00000040181	GC	0.0012629799	1.0223663	-6.6747293
ENSMUSG00000063524	FLT	0.99738115	1.0222093	5.9406886
ENSMUSG00000026368	GC	0.0008855745	1.0221794	-7.0300975
ENSMUSG00000042102	GC	0.0035967883	1.0220529	-5.6258197
ENSMUSG00000021884	GC	0.00025252742	1.0220102	-8.285448
ENSMUSG00000028088	FLT	0.99793077	1.0219338	6.176777
ENSMUSG00000032216	FLT	0.9849305	1.021829	4.178184
ENSMUSG00000020321	GC	0.0002575883	1.0217985	-8.265604
ENSMUSG00000021238	GC	0.0036537293	1.0217705	-5.610053
ENSMUSG00000046794	FLT	0.99462897	1.021721	5.2196245
ENSMUSG00000023070	GC	5.5200602e-05	1.0216316	-9.806194
ENSMUSG00000021676	GC	0.004917802	1.0215461	-5.311672
ENSMUSG00000021033	FLT	0.99335057	1.0214332	5.0048447
ENSMUSG00000037942	FLT	0.9999666	1.0212864	10.306524
ENSMUSG00000024981	GC	0.00059474487	1.0211416	-7.428489
ENSMUSG00000021135	GC	0.0007724238	1.0210901	-7.1669106
ENSMUSG00000028495	GC	0.0024856876	1.0210627	-5.9964237
ENSMUSG00000031010	GC	0.00036442463	1.0210525	-7.9185314
ENSMUSG00000021999	FLT	0.99867284	1.021011	6.6216908
ENSMUSG00000033715	FLT	0.9999653	1.0209678	10.268591
ENSMUSG00000062328	FLT	0.9980965	1.0209602	6.2604504
ENSMUSG00000024978	GC	0.0009431267	1.0208789	-6.967078
ENSMUSG00000025980	FLT	0.99961865	1.0208443	7.869758
ENSMUSG00000039196	GC	5.525353e-05	1.0207973	-9.805239
ENSMUSG00000021364	FLT	0.9998466	1.0207756	8.780727
ENSMUSG00000073411	GC	0.00092621625	1.0204703	-6.985182
ENSMUSG00000031482	FLT	0.99649435	1.0204277	5.648161
ENSMUSG00000021939	GC	0.0033600177	1.020397	-5.694147
ENSMUSG00000029162	GC	0.00042671844	1.0203906	-7.7606716
ENSMUSG00000021210	GC	0.0005847745	1.020317	-7.445404
ENSMUSG00000023224	GC	0.0011052254	1.0202235	-6.8083067
ENSMUSG00000017009	GC	0.00027179366	1.0201049	-8.211907
ENSMUSG00000028691	GC	0.00219679	1.0200926	-6.1202693
ENSMUSG00000025428	GC	0.00042267868	1.0200249	-7.7701764
ENSMUSG00000023861	FLT	0.99935573	1.0200112	7.345023
ENSMUSG00000038521	FLT	0.99866474	1.0199378	6.615611
ENSMUSG00000038641	GC	0.00084255	1.0198245	-7.0799417
ENSMUSG00000027828	GC	0.0011470098	1.0197736	-6.7711554
ENSMUSG00000075706	FLT	0.9998165	1.0197138	8.601225
ENSMUSG00000032786	FLT	0.9993837	1.0195928	7.389382
