Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0009566,fertilization,19_GO:0022414 reproductive process,-3.1,1.8,3.6,17423,209,1604,34,2.1,0.36,11470|13526|20690|23968|26434|26565|27222|53604|64931|66712|66720|67753|69376|69481|70897|71099|71313|71981|73456|73463|75019|76670|77058|80297|104271|107970|116837|232664|317653|320558|328440|353188|622408|100503361,Actl7a|Adam24|Spam1|Nlrp5|Prnd|Pla2g10|Atp1a4|Zpbp|Izumo1r|Spesp1|Klhl10|Eqtn|Zpbp2|Actl9|Garin2|Tssk4|Fsip1|Tdrd12|Izumo1|Capstert|Rnase10|Cfap70|Ccdc183|Sptbn4|Tex15|H1f6|Rims1|Ccdc136|Klk14|Sycp2|Npm2|Adam32|Mcidas|Tmem95,-1.5,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0007517,muscle organ development,19_GO:0032502 developmental process,-3.1,1.7,3.5,17423,276,1604,42,2.6,0.4,11435|11447|11459|11695|12292|12372|12814|12823|12922|13654|13813|14202|14234|14422|15485|17286|17701|17868|17897|17906|17930|18505|20289|20471|21380|21393|21952|21954|23828|23925|54631|57265|59006|59011|64082|72330|228785|237611|239167|241431|320840|434246,Chrna1|Chrnd|Acta1|Alx4|Cacna1s|Casq1|Col11a1|Col19a1|Crhr2|Egr2|Eomes|Fhl4|Foxc2|B4galnt2|Hsd17b1|Meox2|Msx1|Mybpc3|Myl3|Myl2|Myom2|Pax3|Scx|Six1|Tbx1|Tcap|Tnni1|Tnni3|Popdc1|Kel|Nphs1|Fzd2|Myoz2|Myoz1|Popdc2|Klhl40|Mylk2|Stac3|Synb|Xirp2|Negr1|Trim72,-1.5,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0050879,multicellular organismal movement,19_GO:0032501 multicellular organismal process,-3.1,2.7,3.9,17423,53,1604,13,0.81,0.22,11435|11447|11448|11449|17189|21393|21925|21952|21953|21954|21957|217154|237611,Chrna1|Chrnd|Chrne|Chrng|Mb|Tcap|Tnnc2|Tnni1|Tnni2|Tnni3|Tnnt3|Stac2|Stac3,-1.5,GC_cluster_1_DE_enriched
KEGG Pathway,24,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),,-3.1,1.7,3.5,17423,219,1604,35,2.2,0.36,11459|11468|11474|11932|12814|17868|17879|17882|17884|17897|17901|17906|17930|20391|21393|21916|21925|21952|21953|21954|21957|27222|58916|59006|59011|67821|68553|68802|80297|109272|170947|233199|241431|319480|100504518,Acta1|Actg2|Actn3|Atp1b2|Col11a1|Mybpc3|Myh1|Myh2|Myh4|Myl3|Myl1|Myl2|Myom2|Sgca|Tcap|Tmod1|Tnnc2|Tnni1|Tnni2|Tnni3|Tnnt3|Atp1a4|Myot|Myoz2|Myoz1|Atp1b4|Col6a4|Mypn|Sptbn4|Mybpc1|Myoz3|Mybpc2|Xirp2|Itga11|3425401B19Rik,-1.4,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0048469,cell maturation,19_GO:0032502 developmental process,-3,1.8,3.5,17423,203,1604,33,2.1,0.35,12075|12458|13164|13404|13983|15223|16336|17926|18667|20473|20730|26565|60505|66601|67077|69306|73463|76718|76856|80297|83766|93966|114889|121021|235379|243914|271036|317755|319504|329954|332934|381404|433215,Bfsp1|Ccr6|Dazl|Dmc1|Esr2|Foxj1|Insl3|Myoc|Pgr|Six3|Spink1|Pla2g10|Il21|Tmigd1|Catsperz|Efcab9|Capstert|Catsperg2|Catsper3|Sptbn4|Actl6b|Hemgn|Vsx1|Cspg4|Gldn|Lgi4|Catsperb|Zar1|Nrcam|Catsper4|Zmynd12|Pabpc1l|Catsperh,-1.4,GC_cluster_1_DE_enriched
Reactome Gene Sets,6,R-MMU-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,,-3,7.2,4.9,17423,6,1604,4,0.25,0.12,11687|11688|14776|19225,Alox15|Alox8|Gpx2|Ptgs2,-1.4,GC_cluster_1_DE_enriched
Reactome Gene Sets,6,R-MMU-381753,Olfactory Signaling Pathway,,-3,2.3,3.7,17423,81,1604,17,1.1,0.26,170639|193053|257915|258016|258198|258238|258249|258287|258338|258344|258424|258610|258614|258821|258925|259003|259014,Or51e2|Or1e25|Or9g20|Or2f1|Or2t43|Or10x1|Or7g27|Or14j1|Or4c12|Or1e30|Or10g3|Or14a260|Or6f1|Or13c3|Or1e1|Or5k1b|Or8k3,-1.4,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0003351,epithelial cilium movement involved in extracellular fluid movement,19_GO:0051179 localization,-3,2.7,3.8,17423,48,1604,12,0.75,0.22,22092|50525|66722|71236|73293|75050|75533|214704|237806|320277|436022|674895,Rsph1|Spag6l|Spag16|Rsph14|Dnaaf19|Kif27|Nme5|Iqub|Dnah9|Spef2|Dnaaf3|Nek10,-1.4,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-3,1.9,3.5,17423,149,1604,26,1.6,0.32,11551|11608|12922|14428|14608|14816|14829|15465|15551|15558|16183|18241|18386|18387|18390|18752|20339|21336|26361|30044|107221|114229|217480|233079|233231|269615,Adra2a|Agtr1b|Crhr2|Galr2|Gpr83|Grm1|Grpr|Hrh1|Htr1b|Htr2a|Il2|Gpr143|Oprd1|Oprk1|Oprm1|Prkcg|Sele|Tacr1|Avpr1b|Opn4|Ffar4|Kiss1r|Dgkb|Ffar2|Mrgprb1|Plch2,-1.4,GC_cluster_1_DE_enriched
KEGG Pathway,24,mmu04261,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),,-3,1.9,3.5,17423,149,1604,26,1.6,0.32,11514|11608|11932|11936|12292|12322|16526|17897|17906|21954|23828|26415|27222|54376|54377|54652|56808|58200|64082|67821|70405|72930|78284|81904|81905|269643,Adcy8|Agtr1b|Atp1b2|Fxyd2|Cacna1s|Camk2a|Kcnk2|Myl3|Myl2|Tnni3|Popdc1|Mapk13|Atp1a4|Cacng3|Cacng4|Cacna1f|Cacna2d2|Ppp1r1a|Popdc2|Atp1b4|Calml3|Ppp2r2b|Creb3l4|Cacng7|Cacng8|Ppp2r2c,-1.4,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0043501,skeletal muscle adaptation,19_GO:0032501 multicellular organismal process,-3,5.4,4.5,17423,10,1604,5,0.31,0.14,11474|12292|17926|59006|59011,Actn3|Cacna1s|Myoc|Myoz2|Myoz1,-1.4,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0045214,sarcomere organization,19_GO:0032502 developmental process,-2.9,2.8,3.8,17423,42,1604,11,0.69,0.21,12372|12373|17868|17930|21393|21957|59006|59011|68802|109272|233199,Casq1|Casq2|Mybpc3|Myom2|Tcap|Tnnt3|Myoz2|Myoz1|Mypn|Mybpc1|Mybpc2,-1.4,GC_cluster_1_DE_enriched
KEGG Pathway,24,mmu04814,Motor proteins - Mus musculus (house mouse),,-2.9,1.8,3.4,17423,174,1604,29,1.8,0.33,11459|11468|16559|17879|17882|17884|17897|17901|17906|17922|21925|21952|21953|21954|21957|22153|73710|74376|75050|75563|103768|212733|231646|232943|237806|238463|242646|329421|330355,Acta1|Actg2|Kif17|Myh1|Myh2|Myh4|Myl3|Myl1|Myl2|Myo7b|Tnnc2|Tnni1|Tnni2|Tnni3|Tnnt3|Tubb4a|Tubb2b|Myo18b|Kif27|Dnali1|Tubg2|Bicdl2|Myo1h|Klc3|Dnah9|Tubal3|Dynlt4|Myo3b|Dnah6,-1.4,GC_cluster_1_DE_enriched
KEGG Pathway,24,mmu04726,Serotonergic synapse - Mus musculus (house mouse),,-2.9,2,3.4,17423,128,1604,23,1.4,0.3,11687|11688|12287|12292|14704|15551|15552|15558|15566|16508|16519|16522|16524|18752|19225|21990|54652|57014|100066|232889|329502|665095|100503710,Alox15|Alox8|Cacna1b|Cacna1s|Gng3|Htr1b|Htr1d|Htr2a|Htr7|Kcnd2|Kcnj3|Kcnj6|Kcnj9|Prkcg|Ptgs2|Tph1|Cacna1f|Htr3b|Cyp2j11|Pla2g4c|Pla2g4e|Cyp2j8|Gng14,-1.3,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0019236,response to pheromone,19_GO:0050896 response to stimulus,-2.8,2.2,3.5,17423,84,1604,17,1.1,0.26,171187|171189|171191|171192|171195|171205|171206|171226|171234|171246|171247|171253|171260|171263|171264|171269|171271,Vmn1r33|Vmn1r17|Vmn1r24|Vmn1r5|Vmn1r30|Vmn1r8|Vmn1r27|Vmn1r228|Vmn1r237|Vmn1r200|Vmn1r199|Vmn1r215|Vmn1r89|Vmn1r67|Vmn1r66|Vmn1r210|Vmn1r220,-1.3,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0042471,ear morphogenesis,19_GO:0032502 developmental process,-2.8,1.9,3.4,17423,145,1604,25,1.6,0.31,12814|14048|14165|14174|14179|14581|14623|15394|17701|18994|20471|21380|21393|22095|22295|22773|23967|26564|57265|70129|140476|237523|328789|329421|100503041,Col11a1|Eya1|Fgf10|Fgf3|Fgf8|Gfi1|Gjb6|Hoxa1|Msx1|Pou3f4|Six1|Tbx1|Tcap|Tshr|Cdh23|Zic3|Osr1|Ror2|Fzd2|Slc44a4|Strc|Ptprq|Lhfpl5|Myo3b|Pdzd7,-1.3,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0010927,cellular component assembly involved in morphogenesis,19_GO:0032502 developmental process,-2.8,1.9,3.4,17423,130,1604,23,1.4,0.3,11459|11470|12372|12373|17868|17906|17930|21393|21916|21957|53604|59006|59011|67753|68016|68802|69376|69481|71313|104601|109272|232664|233199,Acta1|Actl7a|Casq1|Casq2|Mybpc3|Myl2|Myom2|Tcap|Tmod1|Tnnt3|Zpbp|Myoz2|Myoz1|Eqtn|Cavin4|Mypn|Zpbp2|Actl9|Fsip1|Mycbpap|Mybpc1|Ccdc136|Mybpc2,-1.3,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0032989,cellular anatomical entity morphogenesis,19_GO:0009987 cellular process,-2.8,1.9,3.4,17423,130,1604,23,1.4,0.3,11459|11470|12372|12373|17868|17906|17930|21393|21916|21957|53604|59006|59011|67753|68016|68802|69376|69481|71313|104601|109272|232664|233199,Acta1|Actl7a|Casq1|Casq2|Mybpc3|Myl2|Myom2|Tcap|Tmod1|Tnnt3|Zpbp|Myoz2|Myoz1|Eqtn|Cavin4|Mypn|Zpbp2|Actl9|Fsip1|Mycbpap|Mybpc1|Ccdc136|Mybpc2,-1.3,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0044458,motile cilium assembly,19_GO:0009987 cellular process,-2.8,2.2,3.5,17423,85,1604,17,1.1,0.26,15223|50525|66722|68270|75563|76670|77058|104362|104601|114602|212517|227736|232943|320277|332934|436022|622408,Foxj1|Spag6l|Spag16|Dnaaf1|Dnali1|Cfap70|Ccdc183|Meig1|Mycbpap|Zmynd10|Cfap44|Cfap157|Klc3|Spef2|Zmynd12|Dnaaf3|Mcidas,-1.3,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0099565,"chemical synaptic transmission, postsynaptic",19_GO:0032501 multicellular organismal process,-2.8,2.2,3.5,17423,78,1604,16,1,0.25,11435|11447|11448|11449|14804|14805|14811|14814|16526|18390|18436|18440|77531|110834|193034|242607,Chrna1|Chrnd|Chrne|Chrng|Grid2|Grik1|Grin2a|Grin2d|Kcnk2|Oprm1|P2rx1|P2rx6|Anks1b|Chrna3|Trpv1|Slc1a7,-1.3,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0050951,sensory perception of temperature stimulus,19_GO:0032501 multicellular organismal process,-2.7,2.9,3.7,17423,38,1604,10,0.62,0.2,11551|15558|17391|18387|30044|93670|171209|171382|193034|270190,Adra2a|Htr2a|Mmp24|Oprk1|Opn4|Tac4|Asic3|Trpm8|Trpv1|Ephb1,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:2000027,regulation of animal organ morphogenesis,19_GO:0032502 developmental process,-2.7,2.1,3.4,17423,93,1604,18,1.1,0.26,11608|13380|14165|14174|14178|14179|15415|16869|17701|20471|21380|21926|23892|50525|54612|83395|230959|100124469,Agtr1b|Dkk1|Fgf10|Fgf3|Fgf7|Fgf8|Hoxb7|Lhx1|Msx1|Six1|Tbx1|Tnf|Grem1|Spag6l|Sfrp5|Sp6|Ajap1|Mir875,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0006874,intracellular calcium ion homeostasis,19_GO:0042592 homeostatic process,-2.7,1.7,3.2,17423,220,1604,34,2.1,0.36,11514|12287|12373|12652|12788|12801|14811|15464|15551|15558|16510|17306|18436|20203|20302|20307|20855|20856|21954|22066|22067|22295|22337|23925|54652|64176|66815|69952|76757|107889|170935|171382|214111|224079,Adcy8|Cacna1b|Casq2|Chga|Cnga1|Cnr1|Grin2a|Hrc|Htr1b|Htr2a|Kcnh1|Sypl2|P2rx1|S100b|Ccl3|Ccl8|Stc1|Stc2|Tnni3|Trpc4|Trpc5|Cdh23|Vdr|Kel|Cacna1f|Sv2b|Mcub|Tunar|Trdn|Gcm2|Grid2ip|Trpm8|Slc24a1|Atp13a4,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0120197,mucociliary clearance,19_GO:0051179 localization,-2.7,4.9,4.2,17423,11,1604,5,0.31,0.14,50525|66722|237806|320277|674895,Spag6l|Spag16|Dnah9|Spef2|Nek10,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0002676,regulation of chronic inflammatory response,19_GO:0050896 response to stimulus,-2.7,4.9,4.2,17423,11,1604,5,0.31,0.14,11541|13075|16153|16189|21926,Adora2b|Cyp19a1|Il10|Il4|Tnf,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0006858,extracellular transport,19_GO:0051179 localization,-2.7,2.6,3.5,17423,51,1604,12,0.75,0.22,22092|50525|66722|71236|73293|75050|75533|214704|237806|320277|436022|674895,Rsph1|Spag6l|Spag16|Rsph14|Dnaaf19|Kif27|Nme5|Iqub|Dnah9|Spef2|Dnaaf3|Nek10,-1.2,GC_cluster_1_DE_enriched
KEGG Pathway,24,mmu04081,Hormone signaling - Mus musculus (house mouse),,-2.7,1.7,3.2,17423,212,1604,33,2.1,0.35,11514|11551|11608|11705|12000|12311|12425|12640|12922|13371|13983|14652|14704|16369|16846|17200|17203|17480|18155|18386|18387|18390|18429|20607|22094|22095|22353|22355|26361|56089|58807|110542|100503710,Adcy8|Adra2a|Agtr1b|Amh|Avpr2|Calcr|Cckar|Cga|Crhr2|Dio2|Esr2|Glp1r|Gng3|Irs3|Lep|Mc2r|Mc5r|Mpl|Pnoc|Oprd1|Oprk1|Oprm1|Oxt|Sstr3|Tshb|Tshr|Vip|Vipr2|Avpr1b|Ramp3|Slco1c1|Amhr2|Gng14,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0051966,"regulation of synaptic transmission, glutamatergic",19_GO:0050789 regulation of biological process,-2.7,2.1,3.4,17423,86,1604,17,1.1,0.26,12801|13380|14805|14811|14814|14816|15551|15558|18155|19225|26564|54376|54377|81904|81905|108072|229791,Cnr1|Dkk1|Grik1|Grin2a|Grin2d|Grm1|Htr1b|Htr2a|Pnoc|Ptgs2|Ror2|Cacng3|Cacng4|Cacng7|Cacng8|Grm6|Plppr4,-1.2,GC_cluster_1_DE_enriched
KEGG Pathway,24,mmu04974,Protein digestion and absorption - Mus musculus (house mouse),,-2.7,2,3.3,17423,101,1604,19,1.2,0.27,11932|11936|12814|12823|12836|12873|17288|22072|22074|27222|66473|67821|67868|68553|103964|105243|232680|246049|436523,Atp1b2|Fxyd2|Col11a1|Col19a1|Col7a1|Cpa3|Mep1b|Prss2|Try4|Atp1a4|Ctrb1|Atp1b4|Cela3b|Col6a4|Try5|Slc9a3|Cpa2|Slc36a2|Prss1l,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0030916,otic vesicle formation,19_GO:0032502 developmental process,-2.7,6.2,4.4,17423,7,1604,4,0.25,0.12,14165|14174|14179|21393,Fgf10|Fgf3|Fgf8|Tcap,-1.2,GC_cluster_1_DE_enriched
Reactome Gene Sets,6,R-MMU-5576894,Phase 1 - inactivation of fast Na+ channels,,-2.7,6.2,4.4,17423,7,1604,4,0.25,0.12,16506|16508|56543|70357,Kcnd1|Kcnd2|Kcnd3|Kcnip1,-1.2,GC_cluster_1_DE_enriched
CORUM,33,CORUM:7455,"Catsper complex, testis-specific",,-2.7,6.2,4.4,17423,7,1604,4,0.25,0.12,76718|76856|271036|329954,Catsperg2|Catsper3|Catsperb|Catsper4,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:2000969,positive regulation of AMPA receptor activity,19_GO:0051179 localization,-2.7,6.2,4.4,17423,7,1604,4,0.25,0.12,11838|54376|54377|81905,Arc|Cacng3|Cacng4|Cacng8,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0045162,clustering of voltage-gated sodium channels,19_GO:0032502 developmental process,-2.7,6.2,4.4,17423,7,1604,4,0.25,0.12,17926|80297|235379|319504,Myoc|Sptbn4|Gldn|Nrcam,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0010469,regulation of signaling receptor activity,19_GO:0050896 response to stimulus,-2.7,2.2,3.4,17423,79,1604,16,1,0.25,11838|12640|14811|16153|18390|19894|54376|54377|56089|71183|72978|81904|81905|140474|232431|260297,Arc|Cga|Grin2a|Il10|Oprm1|Rph3a|Cacng3|Cacng4|Ramp3|Clec12b|Cnih3|Cacng7|Cacng8|Muc4|Gprc5a|Prrt1,-1.2,GC_cluster_1_DE_enriched
Reactome Gene Sets,6,R-MMU-5654221,Phospholipase C-mediated cascade; FGFR2,,-2.7,4.1,3.9,17423,16,1604,6,0.37,0.15,14165|14176|14177|14178|14179|64654,Fgf10|Fgf5|Fgf6|Fgf7|Fgf8|Fgf23,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:1903522,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-2.7,1.6,3.1,17423,273,1604,40,2.5,0.39,11418|11551|11596|11608|12000|12287|12291|12373|12652|12922|14168|14226|14652|15464|15465|15558|15566|16508|16846|17868|17897|17906|18429|18436|19225|20855|21336|21926|21954|23828|26361|30878|56543|58226|64082|70357|80297|193034|216033|243764,Asic2|Adra2a|Ager|Agtr1b|Avpr2|Cacna1b|Cacna1g|Casq2|Chga|Crhr2|Fgf13|Fkbp1b|Glp1r|Hrc|Hrh1|Htr2a|Htr7|Kcnd2|Lep|Mybpc3|Myl3|Myl2|Oxt|P2rx1|Ptgs2|Stc1|Tacr1|Tnf|Tnni3|Popdc1|Avpr1b|Apln|Kcnd3|Cacna1h|Popdc2|Kcnip1|Sptbn4|Trpv1|Ctnna3|Chrm2,-1.2,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0019233,sensory perception of pain,19_GO:0032501 multicellular organismal process,-2.6,2.1,3.3,17423,88,1604,17,1.1,0.26,14811|14816|15558|15566|16485|16508|17391|18155|18387|18390|20265|21926|93670|110880|171209|193034|270190,Grin2a|Grm1|Htr2a|Htr7|Kcna1|Kcnd2|Mmp24|Pnoc|Oprk1|Oprm1|Scn1a|Tnf|Tac4|Scn4a|Asic3|Trpv1|Ephb1,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0007519,skeletal muscle tissue development,19_GO:0032502 developmental process,-2.6,1.8,3.2,17423,158,1604,26,1.6,0.32,11435|11447|11459|12292|12372|12823|12922|13654|13813|14422|15485|17286|17930|18505|20289|20471|23828|23925|54631|59006|59011|64082|72330|228785|237611|239167,Chrna1|Chrnd|Acta1|Cacna1s|Casq1|Col19a1|Crhr2|Egr2|Eomes|B4galnt2|Hsd17b1|Meox2|Myom2|Pax3|Scx|Six1|Popdc1|Kel|Nphs1|Myoz2|Myoz1|Popdc2|Klhl40|Mylk2|Stac3|Synb,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0019722,calcium-mediated signaling,19_GO:0050896 response to stimulus,-2.6,1.8,3.2,17423,150,1604,25,1.6,0.31,11608|12372|12373|12458|12773|12777|13075|14226|14799|14805|14811|14814|14816|18436|20302|21785|21926|21954|70405|114229|171209|171382|193034|230775|244579,Agtr1b|Casq1|Casq2|Ccr6|Ccr4|Ccr10|Cyp19a1|Fkbp1b|Gria1|Grik1|Grin2a|Grin2d|Grm1|P2rx1|Ccl3|Tff2|Tnf|Tnni3|Calml3|Kiss1r|Asic3|Trpm8|Trpv1|Adgrb2|Tox3,-1.1,GC_cluster_1_DE_enriched
Reactome Gene Sets,6,R-MMU-9709957,Sensory Perception,,-2.6,1.7,3.1,17423,191,1604,30,1.9,0.34,12057|12788|14919|57253|70861|71951|103978|105349|109791|110326|170639|193053|237178|257915|258016|258198|258238|258249|258287|258338|258344|258424|258610|258614|258821|258925|259003|259014|574417|665270,Opn1sw|Cnga1|Gucy2e|Tas2r108|Akr1cl|Gpc2|Gpc5|Akr1c18|Clps|Tas1r1|Or51e2|Or1e25|Ppef1|Or9g20|Or2f1|Or2t43|Or10x1|Or7g27|Or14j1|Or4c12|Or1e30|Or10g3|Or14a260|Or6f1|Or13c3|Or1e1|Or5k1b|Or8k3|Tas2r137|Plb1,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0007156,homophilic cell-cell adhesion,19_GO:0009987 cellular process,-2.6,1.8,3.1,17423,159,1604,26,1.6,0.32,12556|12942|13507|13512|22295|23836|53870|58916|68802|93874|93875|93876|93877|93879|93881|93883|93884|93886|107934|225256|235472|239096|239857|241201|279653|319504,Cdh16|Pcdha11|Dsc3|Dsg3|Cdh23|Cdh20|Cntn6|Myot|Mypn|Pcdhb3|Pcdhb4|Pcdhb5|Pcdhb6|Pcdhb8|Pcdhb10|Pcdhb12|Pcdhb13|Pcdhb15|Celsr3|Dsg1b|Prtg|Cdh24|Cadm2|Cdh7|Pcdh19|Nrcam,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0032310,prostaglandin secretion,19_GO:0051179 localization,-2.5,8.1,4.6,17423,4,1604,3,0.19,0.11,16846|18126|19225,Lep|Nos2|Ptgs2,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0009946,proximal/distal axis specification,19_GO:0032502 developmental process,-2.5,8.1,4.6,17423,4,1604,3,0.19,0.11,14165|20473|20890,Fgf10|Six3|Wnt8a,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0033563,dorsal/ventral axon guidance,19_GO:0032502 developmental process,-2.5,8.1,4.6,17423,4,1604,3,0.19,0.11,13176|14179|20562,Dcc|Fgf8|Slit1,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0090103,cochlea morphogenesis,19_GO:0032502 developmental process,-2.5,3.1,3.5,17423,28,1604,8,0.5,0.18,14048|15394|18994|20471|21380|22095|57265|329421,Eya1|Hoxa1|Pou3f4|Six1|Tbx1|Tshr|Fzd2|Myo3b,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0007320,insemination,19_GO:0022414 reproductive process,-2.5,4.5,3.9,17423,12,1604,5,0.31,0.14,18390|18429|18436|21336|317653,Oprm1|Oxt|P2rx1|Tacr1|Klk14,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0042472,inner ear morphogenesis,19_GO:0032502 developmental process,-2.5,1.9,3.2,17423,120,1604,21,1.3,0.28,12814|14048|14165|14174|14179|14581|15394|18994|20471|21380|21393|22095|22295|26564|57265|70129|140476|237523|328789|329421|100503041,Col11a1|Eya1|Fgf10|Fgf3|Fgf8|Gfi1|Hoxa1|Pou3f4|Six1|Tbx1|Tcap|Tshr|Cdh23|Ror2|Fzd2|Slc44a4|Strc|Ptprq|Lhfpl5|Myo3b|Pdzd7,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0038003,G protein-coupled opioid receptor signaling pathway,19_GO:0050896 response to stimulus,-2.5,3.8,3.7,17423,17,1604,6,0.37,0.15,11514|18386|18387|18390|233231|243978,Adcy8|Oprd1|Oprk1|Oprm1|Mrgprb1|Mrgprx2,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0055001,muscle cell development,19_GO:0032502 developmental process,-2.5,1.7,3.1,17423,185,1604,29,1.8,0.33,11459|11474|12292|12372|12373|17306|17868|17906|17930|21393|21916|21957|23828|23925|56808|59006|59011|64082|68016|68802|72330|74376|109272|214384|225638|233199|237611|278507|381339,Acta1|Actn3|Cacna1s|Casq1|Casq2|Sypl2|Mybpc3|Myl2|Myom2|Tcap|Tmod1|Tnnt3|Popdc1|Kel|Cacna2d2|Myoz2|Myoz1|Popdc2|Cavin4|Mypn|Klhl40|Myo18b|Mybpc1|Myocd|Alpk2|Mybpc2|Stac3|Wfikkn2|Tmem182,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0048704,embryonic skeletal system morphogenesis,19_GO:0032502 developmental process,-2.5,2,3.2,17423,105,1604,19,1.2,0.27,11695|12814|13345|14048|14179|14234|15394|15401|15404|15414|15415|15417|15427|16869|20471|21380|21384|23967|216285,Alx4|Col11a1|Twist2|Eya1|Fgf8|Foxc2|Hoxa1|Hoxa4|Hoxa7|Hoxb6|Hoxb7|Hoxb9|Hoxc9|Lhx1|Six1|Tbx1|Tbx15|Osr1|Alx1,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0044703,multi-organism reproductive process,19_GO:0022414 reproductive process,-2.5,1.6,3,17423,227,1604,34,2.1,0.36,11551|11604|12740|14347|15484|16365|16846|17986|18155|18390|18429|18436|18667|18811|18814|19011|19225|19242|20855|20856|21336|22092|22337|23968|27206|67971|69852|71236|75533|105349|214704|243897|317653|723965,Adra2a|Agrp|Cldn4|Fut7|Hsd11b2|Acod1|Lep|Ndp|Pnoc|Oprm1|Oxt|P2rx1|Pgr|Prl2c2|Prl7d1|Endou|Ptgs2|Ptn|Stc1|Stc2|Tacr1|Rsph1|Vdr|Nlrp5|Nrk|Tppp3|Tcf23|Rsph14|Nme5|Akr1c18|Iqub|Ggn|Klk14|Mirlet7a-2,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0050905,neuromuscular process,19_GO:0032501 multicellular organismal process,-2.5,1.7,3,17423,202,1604,31,1.9,0.34,11435|11447|11448|11449|12386|14169|14804|14811|14814|15394|16485|16510|17189|18142|20265|21393|21925|21952|21953|21954|21957|22295|57277|57340|69017|80297|217154|237523|237611|268859|319984,Chrna1|Chrnd|Chrne|Chrng|Ctnna2|Fgf14|Grid2|Grin2a|Grin2d|Hoxa1|Kcna1|Kcnh1|Mb|Npas1|Scn1a|Tcap|Tnnc2|Tnni1|Tnni2|Tnni3|Tnnt3|Cdh23|Slurp1|Jph3|Prrt2|Sptbn4|Stac2|Ptprq|Stac3|Rbfox1|Jph4,-1.1,GC_cluster_1_DE_enriched
GO Biological Processes,19,GO:0070509,calcium ion import,19_GO:0051179 localization,-2.5,2.6,3.4,17423,41,1604,10,0.62,0.2,12287|12291|12292|15465|22066|52024|54652|58226|193034|270028,Cacna1b|Cacna1g|Cacna1s|Hrh1|Trpc4|Ankrd22|Cacna1f|Cacna1h|Trpv1|Nalf1,-1.1,GC_cluster_1_DE_enriched
