gene_id	gene_symbol	official_log2_fold_change	official_fdr_bh	official_significant	all_samples_mean_log2_flight	all_samples_mean_log2_ground	all_samples_log2_mean_difference	all_samples_welch_t	all_samples_p_value	all_samples_fdr_bh	all_samples_significant_fdr05_abs_effect1	without_flagged_mean_log2_flight	without_flagged_mean_log2_ground	without_flagged_log2_mean_difference	without_flagged_welch_t	without_flagged_p_value	without_flagged_fdr_bh	without_flagged_significant_fdr05_abs_effect1
ENSMUSG00000031461	Myom2	11.6914367471592	4.26028661685748e-05	True	2.5551744361357853	0.10944574948968067	2.4457286866461048	1.659883942299379	0.130938297641467	0.6152714256433297	False	0.4060141221816598	0.10944574948968067	0.2965683726919791	0.7052644122918731	0.5006095936763936	0.8033036601772382	False
ENSMUSG00000022358	Fbxo32	1.57925339953932	0.100682005638111	False	7.537195442876532	7.239454616062142	0.2977408268143904	0.5049182851256595	0.6253436383012321	0.8813531920081231	False	6.720961316744097	7.239454616062142	-0.5184932993180453	-1.8626092203417066	0.0987112002626208	0.49962449114352314	False
ENSMUSG00000069833	Ahnak	0.791401765178696	0.144503088018967	False	12.339296537876518	11.990607560813828	0.34868897706268953	0.9658239378759057	0.3546239512149962	0.7260012415207409	False	11.883663973030112	11.990607560813828	-0.10694358778371615	-0.5795930720267628	0.5709862327807345	0.8475916422527865	False
ENSMUSG00000052374	Actn2	7.73504014679254	0.0006842271816019	True	3.4100116608909374	1.2463929403092266	2.163618720581711	1.5329726463994042	0.15560864286061565	0.6436588623965334	False	1.513142387517716	1.2463929403092266	0.26674944720848925	0.3605675576165012	0.725181476991317	0.9327592833036673	False
ENSMUSG00000068699	Flnc	6.69286167853278	2.6743630821778e-06	True	4.784267440935902	3.1077722470566336	1.6764951938792683	1.23711480701831	0.24451793317315065	0.6984992264600042	False	2.914430525345544	3.1077722470566336	-0.19334172171108976	-0.30594016746670283	0.765393654353094	0.9524465262357369	False
ENSMUSG00000038170	Pde4dip	1.39935477373839	0.0108855567693224	True	12.201520645208303	11.452349226940923	0.7491714182673803	1.8435899038293646	0.09723414312480837	0.5686705550092565	False	11.607279123129784	11.452349226940923	0.154929896188861	1.4709152888313672	0.1680044571575756	0.5890778404787294	False
ENSMUSG00000021798	Ldb3	9.58946896715247	3.30688027650765e-07	True	3.5510200846818876	1.2068402530702782	2.3441798316116094	1.4859826916386327	0.17034545646452287	0.6436588623965334	False	1.3130940463023315	1.2068402530702782	0.1062537932320533	0.16889726579617403	0.8697546818258105	0.994801233004893	False
ENSMUSG00000029432	Nipsnap2	1.37322564900125	0.0710855460210892	False	8.219254310796268	7.732095901088128	0.4871584097081403	1.049016215331008	0.320559760147713	0.7176894261647344	False	7.538761387425065	7.732095901088128	-0.19333451366306242	-1.9793639012229483	0.06676423878947488	0.45486213715743706	False
ENSMUSG00000047419	Cmya5	10.8216496248844	2.2291572285856304e-09	True	4.9055755117086	1.4863106209770034	3.419264890731596	2.0312334590987198	0.07106333712955964	0.5351771264693521	False	2.554649927725088	1.4863106209770034	1.0683393067480844	1.4344886717345577	0.18397009099307055	0.5941183539716591	False
ENSMUSG00000060147	Serpinb6a	0.484429800544056	0.372571263310234	False	8.891479003578912	8.858031242663992	0.0334477609149193	0.09810505459956902	0.9237069802632895	0.9994165457360922	False	8.478527779149497	8.858031242663992	-0.3795034635144958	-2.346366110436613	0.035274342732459434	0.37576545447804954	False
ENSMUSG00000001027	Scn4a	7.3649092892053	0.0003728711400009	True	2.992602071096653	1.4618642129749282	1.530737858121725	1.1311643180251296	0.28498331210390976	0.7176894261647344	False	1.0397310640924209	1.4618642129749282	-0.4221331488825073	-1.0225049012146354	0.3226302504510262	0.6872809146752342	False
ENSMUSG00000031543	Ank1	6.353500707299	1.89534856158555e-05	True	4.431420521418863	2.352193004684314	2.079227516734549	1.7851959395804118	0.10521029849447505	0.5808146032036575	False	2.8199280333425696	2.352193004684314	0.46773502865825556	0.8679252159338108	0.405146469962779	0.7305605767012863	False
ENSMUSG00000073557	Ppp1r12b	0.950438548982424	0.155825699198361	False	8.373331373794972	8.03830748329655	0.3350238904984213	0.8146069410191996	0.43448251175483615	0.7790170653738291	False	7.802010076671651	8.03830748329655	-0.2362974066248995	-1.3518819622216898	0.20203927643141456	0.6088628202020486	False
ENSMUSG00000017300	Tnnc2	11.4791237537674	4.18281523737088e-07	True	4.735541121921096	1.3603879256556315	3.3751531962654644	1.8548237698566408	0.09491300710572433	0.5652939379474664	False	2.2019179077447517	1.3603879256556315	0.8415299820891202	1.0180447762026927	0.3351056135089852	0.6872809146752342	False
ENSMUSG00000056328	Myh1	10.9860305453655	3.01359053425961e-07	True	5.553934569486541	1.8183268485056225	3.735607720980919	2.044823204847064	0.06790729018477074	0.5278692171654967	False	3.1443558578005386	1.8183268485056225	1.326029009294916	1.2706517318361619	0.23294922381625208	0.6418482905265724	False
ENSMUSG00000074218	Cox7a1	4.39477399452953	2.37643532294587e-05	True	6.331241651880398	4.854386961541064	1.4768546903393336	1.6840633343735316	0.12503486913107856	0.6075745943591593	False	5.040684073262856	4.854386961541064	0.18629711172179153	1.0063333039211562	0.32961558784289424	0.6872809146752342	False
ENSMUSG00000016349	Eef1a2	10.3720693334449	0.0004168545298891	True	3.3919089927766324	0.5044904134231301	2.8874185793535023	1.9097834336355792	0.08720011708040608	0.5570489854528108	False	1.26546627595903	0.5044904134231301	0.7609758625359	1.1804310416015769	0.26889628653605424	0.6782739442643224	False
ENSMUSG00000062515	Fabp4	2.45704474093157	0.0009773731451854	True	7.737920022344551	6.422554917376021	1.3153651049685298	2.041700824509537	0.06356550676878725	0.5163124837174158	False	6.913208958320926	6.422554917376021	0.4906540409449045	1.3020740203615266	0.2123611757655935	0.6189092831242508	False
ENSMUSG00000027940	Tpm3	0.578173974113347	0.399688561787519	False	9.651109030839745	9.372864992648879	0.2782440381908664	0.9001400152105008	0.3879534579768084	0.7512693470548946	False	9.234104920418616	9.372864992648879	-0.1387600722302622	-0.8935701916303592	0.3875391865384049	0.7176451017371527	False
ENSMUSG00000026950	Neb	3.13345610950231	0.010539582367401	True	10.830483768141844	10.26605228704281	0.5644314810990352	0.6604999852829814	0.5232530704109365	0.8301745083248618	False	9.610238587925782	10.26605228704281	-0.6558136991170276	-2.459880813869407	0.027730520854871744	0.3442507909436321	False
ENSMUSG00000031633	Slc25a4	4.01807536454345	0.0002784761680881	True	8.499423581958562	7.339848994686889	1.1595745872716723	1.334344096332223	0.21403336508719142	0.6733753402757945	False	7.216320911248648	7.339848994686889	-0.12352808343824151	-0.6952323456346168	0.49928010959506847	0.802362236095674	False
ENSMUSG00000078486	Perm1	10.5555436172077	2.60556574391561e-05	True	2.8293562809093435	0.2358988768101587	2.5934574040991847	1.8621238007524932	0.09463351977149323	0.5650770530118939	False	0.819072960336789	0.2358988768101587	0.5831740835266304	1.2706418006110247	0.23595067402149805	0.6445541043005031	False
ENSMUSG00000030189	Ybx3	1.20779703460206	0.0473869479664907	True	9.234957321120882	8.481371064084863	0.7535862570360194	2.0105195919466676	0.06937923903480786	0.5312704131187532	False	8.718520997543884	8.481371064084863	0.2371499334590208	1.4847649273177081	0.15705176571221077	0.5890778404787294	False
ENSMUSG00000073940	Hbb-bt	1.7160259774586	0.0631164839383817	False	8.828260130481127	8.894964731040185	-0.06670460055905814	-0.08297254367696705	0.9352973706498982	1.0	False	7.821177876212216	8.894964731040185	-1.0737868548279685	-2.1319490553202836	0.052840009878492925	0.4175774574442609	False
