tissue	method	accession	term	effect	project
skin	ssgsea	OSD-240	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	-0.021581035586409197	RR-5
skin	ssgsea	OSD-240	R-MMU-212165_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.04629188046259647	RR-5
skin	ssgsea	OSD-240	R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	0.05309550573757943	RR-5
skin	ssgsea	OSD-240	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	0.02028448178932018	RR-5
skin	ssgsea	OSD-240	R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	0.013541887673719208	RR-5
skin	ssgsea	OSD-240	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.004742825699553865	RR-5
skin	ssgsea	OSD-240	R-MMU-2142753_ARACHIDONATE_METABOLISM	-0.0004064765577571905	RR-5
skin	ssgsea	OSD-240	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.013997498927759033	RR-5
skin	ssgsea	OSD-240	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	-0.014982793002053824	RR-5
skin	ssgsea	OSD-240	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.020602947987336737	RR-5
skin	ssgsea	OSD-240	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	0.007502872167864119	RR-5
skin	ssgsea	OSD-240	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	0.011087798487447342	RR-5
skin	ssgsea	OSD-240	R-MMU-2299718_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.049557364140583426	RR-5
skin	ssgsea	OSD-240	R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	0.030639987512463787	RR-5
skin	ssgsea	OSD-240	R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	0.02931048063934738	RR-5
skin	ssgsea	OSD-240	R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	0.03182781557891204	RR-5
skin	ssgsea	OSD-240	R-MMU-2559583_CELLULAR_SENESCENCE	0.045372616601381456	RR-5
skin	ssgsea	OSD-240	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	0.044711707833652053	RR-5
skin	ssgsea	OSD-240	R-MMU-2672351_STIMULI_SENSING_CHANNELS	-0.01927036175110028	RR-5
skin	ssgsea	OSD-240	R-MMU-2682334_EPH_EPHRIN_SIGNALING	0.01567749766799062	RR-5
skin	ssgsea	OSD-240	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	-0.04393058983673984	RR-5
skin	ssgsea	OSD-240	R-MMU-2990846_SUMOYLATION	0.020619982975879025	RR-5
skin	ssgsea	OSD-240	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.0001846538811360321	RR-5
skin	ssgsea	OSD-240	R-MMU-3000178_ECM_PROTEOGLYCANS	0.008017404875745343	RR-5
skin	ssgsea	OSD-240	R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	0.020619982975879025	RR-5
skin	ssgsea	OSD-240	R-MMU-3214841_PKMTS_METHYLATE_HISTONE_LYSINES	0.05438412024860016	RR-5
skin	ssgsea	OSD-240	R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	0.05547654518518677	RR-5
skin	ssgsea	OSD-240	R-MMU-3214847_HATS_ACETYLATE_HISTONES	0.05021024685423928	RR-5
skin	ssgsea	OSD-240	R-MMU-3214858_RMTS_METHYLATE_HISTONE_ARGININES	0.0571708540137153	RR-5
skin	ssgsea	OSD-240	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	0.04311828781646947	RR-5
skin	ssgsea	OSD-240	R-MMU-3371497_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	0.0026555988391178398	RR-5
skin	ssgsea	OSD-240	R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	2.9185949826648905e-05	RR-5
skin	ssgsea	OSD-240	R-MMU-352230_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.0006709759161830364	RR-5
skin	ssgsea	OSD-240	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	-0.0036709742081144636	RR-5
skin	ssgsea	OSD-240	R-MMU-372790_SIGNALING_BY_GPCR	-0.00863074191688204	RR-5
skin	ssgsea	OSD-240	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	-0.013039786925022612	RR-5
skin	ssgsea	OSD-240	R-MMU-373755_SEMAPHORIN_INTERACTIONS	0.004116152430330311	RR-5
skin	ssgsea	OSD-240	R-MMU-373760_L1CAM_INTERACTIONS	0.010953292319526686	RR-5
skin	ssgsea	OSD-240	R-MMU-375165_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.004783603601864889	RR-5
skin	ssgsea	OSD-240	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	-0.008744086538984452	RR-5
skin	ssgsea	OSD-240	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	-0.006491395304211778	RR-5
skin	ssgsea	OSD-240	R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.006716439720688638	RR-5
skin	ssgsea	OSD-240	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	-0.0073253277746963275	RR-5
skin	ssgsea	OSD-240	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	-0.011413373762393486	RR-5
skin	ssgsea	OSD-240	R-MMU-3858494_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.020809527328254085	RR-5
skin	ssgsea	OSD-240	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	-0.006308722042985507	RR-5
skin	ssgsea	OSD-240	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	0.02785364081120363	RR-5
skin	ssgsea	OSD-240	R-MMU-389948_CO_INHIBITION_BY_PD_1	0.037696197965129435	RR-5
skin	ssgsea	OSD-240	R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	-0.07777090543680548	RR-5
skin	ssgsea	OSD-240	R-MMU-392499_METABOLISM_OF_PROTEINS	-0.00046707884312002096	RR-5
skin	ssgsea	OSD-240	R-MMU-3928665_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.01872548263439172	RR-5
skin	ssgsea	OSD-240	R-MMU-397014_MUSCLE_CONTRACTION	-0.04908624610796841	RR-5
skin	ssgsea	OSD-240	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	-0.007186061512299509	RR-5
skin	ssgsea	OSD-240	R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	0.015044775767941193	RR-5
skin	ssgsea	OSD-240	R-MMU-418346_PLATELET_HOMEOSTASIS	-0.009920710744828188	RR-5
skin	ssgsea	OSD-240	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	-0.020438585309678972	RR-5
skin	ssgsea	OSD-240	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	-0.013339063655082528	RR-5
skin	ssgsea	OSD-240	R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	0.02089635939467403	RR-5
skin	ssgsea	OSD-240	R-MMU-419037_NCAM1_INTERACTIONS	0.011685304600883406	RR-5
skin	ssgsea	OSD-240	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	0.02157917186120537	RR-5
skin	ssgsea	OSD-240	R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	0.006043480888201863	RR-5
skin	ssgsea	OSD-240	R-MMU-422475_AXON_GUIDANCE	0.008194071796968183	RR-5
skin	ssgsea	OSD-240	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	-0.0050325908302411085	RR-5
skin	ssgsea	OSD-240	R-MMU-428157_SPHINGOLIPID_METABOLISM	-0.011579444307412007	RR-5
skin	ssgsea	OSD-240	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	0.003950540702370303	RR-5
skin	ssgsea	OSD-240	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	-0.024703350743779495	RR-5
skin	ssgsea	OSD-240	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	-0.005487384942590032	RR-5
skin	ssgsea	OSD-240	R-MMU-446652_INTERLEUKIN_1_FAMILY_SIGNALING	-0.006389559302568241	RR-5
skin	ssgsea	OSD-240	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	0.017978351583630835	RR-5
skin	ssgsea	OSD-240	R-MMU-449147_SIGNALING_BY_INTERLEUKINS	0.012429818731416055	RR-5
skin	ssgsea	OSD-240	R-MMU-453274_MITOTIC_G2_G2_M_PHASES	0.014955409302202051	RR-5
skin	ssgsea	OSD-240	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.029316405508123103	RR-5
skin	ssgsea	OSD-240	R-MMU-4839726_CHROMATIN_ORGANIZATION	0.04398340012885109	RR-5
skin	ssgsea	OSD-240	R-MMU-500792_GPCR_LIGAND_BINDING	-0.014996393591592883	RR-5
skin	ssgsea	OSD-240	R-MMU-5173105_O_LINKED_GLYCOSYLATION	0.007735390487779329	RR-5
skin	ssgsea	OSD-240	R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.0083976817095478	RR-5
skin	ssgsea	OSD-240	R-MMU-5357801_PROGRAMMED_CELL_DEATH	0.007420551943200154	RR-5
skin	ssgsea	OSD-240	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	0.01308932371273755	RR-5
skin	ssgsea	OSD-240	R-MMU-5362517_SIGNALING_BY_RETINOIC_ACID	-0.023439665967171744	RR-5
skin	ssgsea	OSD-240	R-MMU-556833_METABOLISM_OF_LIPIDS	-0.007214987858062266	RR-5
skin	ssgsea	OSD-240	R-MMU-5576891_CARDIAC_CONDUCTION	-0.03328076058820287	RR-5
skin	ssgsea	OSD-240	R-MMU-5578775_ION_HOMEOSTASIS	-0.03871044660476178	RR-5
skin	ssgsea	OSD-240	R-MMU-5610787_HEDGEHOG_OFF_STATE	0.012315295784350339	RR-5
skin	ssgsea	OSD-240	R-MMU-5617833_CILIUM_ASSEMBLY	0.007899940206965245	RR-5
skin	ssgsea	OSD-240	R-MMU-5628897_TP53_REGULATES_METABOLIC_GENES	-0.03519927430591602	RR-5
skin	ssgsea	OSD-240	R-MMU-5633007_REGULATION_OF_TP53_ACTIVITY	0.008470318324642942	RR-5
skin	ssgsea	OSD-240	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	0.004308214887738512	RR-5
skin	ssgsea	OSD-240	R-MMU-5663220_RHO_GTPASES_ACTIVATE_FORMINS	0.02144053357525995	RR-5
skin	ssgsea	OSD-240	R-MMU-5673001_RAF_MAP_KINASE_CASCADE	0.002621757749160042	RR-5
skin	ssgsea	OSD-240	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	0.0031782208650791358	RR-5
skin	ssgsea	OSD-240	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	0.0029660095893411995	RR-5
skin	ssgsea	OSD-240	R-MMU-5688426_DEUBIQUITINATION	0.015715603051832935	RR-5
skin	ssgsea	OSD-240	R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	0.017433195188336977	RR-5
skin	ssgsea	OSD-240	R-MMU-5689901_METALLOPROTEASE_DUBS	0.048228701555560416	RR-5
skin	ssgsea	OSD-240	R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	0.043888350155314476	RR-5
skin	ssgsea	OSD-240	R-MMU-5693538_HOMOLOGY_DIRECTED_REPAIR	0.048087427976158864	RR-5
skin	ssgsea	OSD-240	R-MMU-5693565_RECRUITMENT_AND_ATM_MEDIATED_PHOSPHORYLATION_OF_REPAIR_AND_SIGNALING_PROTEINS_AT_DNA_DOUBLE_STRAND_BREAKS	0.04238651293704507	RR-5
skin	ssgsea	OSD-240	R-MMU-5693567_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA	0.048087427976158864	RR-5
skin	ssgsea	OSD-240	R-MMU-5693571_NONHOMOLOGOUS_END_JOINING_NHEJ	0.04367620165577343	RR-5
skin	ssgsea	OSD-240	R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	0.03870638774349194	RR-5
skin	ssgsea	OSD-240	R-MMU-5693607_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.04651609971516352	RR-5
skin	ssgsea	OSD-240	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.004648006358098533	RR-5
skin	ssgsea	OSD-240	R-MMU-606279_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.04544443145269442	RR-5
skin	ssgsea	OSD-240	R-MMU-6783589_INTERLEUKIN_6_FAMILY_SIGNALING	0.003054797523259857	RR-5
skin	ssgsea	OSD-240	R-MMU-6791312_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.026814668350195622	RR-5
skin	ssgsea	OSD-240	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	-0.008259166164641209	RR-5
skin	ssgsea	OSD-240	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	-0.013368370531611273	RR-5
skin	ssgsea	OSD-240	R-MMU-6805567_KERATINIZATION	0.015792338754891277	RR-5
skin	ssgsea	OSD-240	R-MMU-6806667_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	0.0053489647665317525	RR-5
skin	ssgsea	OSD-240	R-MMU-6806834_SIGNALING_BY_MET	0.009875902034415601	RR-5
skin	ssgsea	OSD-240	R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	0.015351426333639284	RR-5
skin	ssgsea	OSD-240	R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.029766760063053163	RR-5
skin	ssgsea	OSD-240	R-MMU-6811442_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	0.02524618536699248	RR-5
skin	ssgsea	OSD-240	R-MMU-6811558_PI5P_PP2A_AND_IER3_REGULATE_PI3K_AKT_SIGNALING	0.0021694656356341796	RR-5
skin	ssgsea	OSD-240	R-MMU-68875_MITOTIC_PROPHASE	0.04941723565509207	RR-5
skin	ssgsea	OSD-240	R-MMU-68877_MITOTIC_PROMETAPHASE	0.026115369606858365	RR-5
skin	ssgsea	OSD-240	R-MMU-68882_MITOTIC_ANAPHASE	0.03182781557891204	RR-5
skin	ssgsea	OSD-240	R-MMU-68886_M_PHASE	0.03937768886344145	RR-5
skin	ssgsea	OSD-240	R-MMU-69206_G1_S_TRANSITION	0.03268971990588264	RR-5
skin	ssgsea	OSD-240	R-MMU-69239_SYNTHESIS_OF_DNA	0.0470065406778468	RR-5
skin	ssgsea	OSD-240	R-MMU-69242_S_PHASE	0.034391474215926476	RR-5
skin	ssgsea	OSD-240	R-MMU-69275_G2_M_TRANSITION	0.014955409302202051	RR-5
skin	ssgsea	OSD-240	R-MMU-69278_CELL_CYCLE_MITOTIC	0.03817316374883886	RR-5
skin	ssgsea	OSD-240	R-MMU-69306_DNA_REPLICATION	0.0470065406778468	RR-5
skin	ssgsea	OSD-240	R-MMU-69473_G2_M_DNA_DAMAGE_CHECKPOINT	0.0323633771143768	RR-5
skin	ssgsea	OSD-240	R-MMU-69481_G2_M_CHECKPOINTS	0.03866469309600369	RR-5
skin	ssgsea	OSD-240	R-MMU-69618_MITOTIC_SPINDLE_CHECKPOINT	0.040996689422846316	RR-5
skin	ssgsea	OSD-240	R-MMU-69620_CELL_CYCLE_CHECKPOINTS	0.03824602998635164	RR-5
skin	ssgsea	OSD-240	R-MMU-70326_GLUCOSE_METABOLISM	-0.02186841739237355	RR-5
skin	ssgsea	OSD-240	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.010334833128976553	RR-5
skin	ssgsea	OSD-240	R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	-0.008919645386798153	RR-5
skin	ssgsea	OSD-240	R-MMU-72766_TRANSLATION	-0.011960553477996683	RR-5
skin	ssgsea	OSD-240	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	0.01991458708847818	RR-5
skin	ssgsea	OSD-240	R-MMU-73884_BASE_EXCISION_REPAIR	0.048553434303978404	RR-5
skin	ssgsea	OSD-240	R-MMU-73886_CHROMOSOME_MAINTENANCE	0.044322402215823564	RR-5
skin	ssgsea	OSD-240	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	0.012574722012141312	RR-5
skin	ssgsea	OSD-240	R-MMU-73894_DNA_REPAIR	0.043344399107967474	RR-5
skin	ssgsea	OSD-240	R-MMU-73927_DEPURINATION	0.045843567166995364	RR-5
skin	ssgsea	OSD-240	R-MMU-73929_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	0.045843567166995364	RR-5
skin	ssgsea	OSD-240	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	0.020053164242497673	RR-5
skin	ssgsea	OSD-240	R-MMU-74752_SIGNALING_BY_INSULIN_RECEPTOR	0.0041514009100662025	RR-5
skin	ssgsea	OSD-240	R-MMU-75153_APOPTOTIC_EXECUTION_PHASE	0.013085940521929573	RR-5
skin	ssgsea	OSD-240	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	-0.006612670420275274	RR-5
skin	ssgsea	OSD-240	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	-0.009858644203025013	RR-5
skin	ssgsea	OSD-240	R-MMU-774815_NUCLEOSOME_ASSEMBLY	0.04544443145269442	RR-5
skin	ssgsea	OSD-240	R-MMU-8848021_SIGNALING_BY_PTK6	0.01675736624132082	RR-5
skin	ssgsea	OSD-240	R-MMU-8852276_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	0.01407071814073052	RR-5
skin	ssgsea	OSD-240	R-MMU-8856688_GOLGI_TO_ER_RETROGRADE_TRANSPORT	0.027691631174084585	RR-5
skin	ssgsea	OSD-240	R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	-0.003231457539435434	RR-5
skin	ssgsea	OSD-240	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	-0.002560971801566267	RR-5
skin	ssgsea	OSD-240	R-MMU-8874081_MET_ACTIVATES_PTK2_SIGNALING	0.012604456378094653	RR-5
skin	ssgsea	OSD-240	R-MMU-8875878_MET_PROMOTES_CELL_MOTILITY	0.013502458505415316	RR-5
skin	ssgsea	OSD-240	R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	0.04155997501873013	RR-5
skin	ssgsea	OSD-240	R-MMU-8936459_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	0.051628851270987125	RR-5
skin	ssgsea	OSD-240	R-MMU-8939211_ESR_MEDIATED_SIGNALING	0.016991437837401778	RR-5
skin	ssgsea	OSD-240	R-MMU-8948216_COLLAGEN_CHAIN_TRIMERIZATION	0.012870576373348708	RR-5
skin	ssgsea	OSD-240	R-MMU-8951664_NEDDYLATION	-0.006405737177783852	RR-5
skin	ssgsea	OSD-240	R-MMU-8953854_METABOLISM_OF_RNA	0.007682777779065619	RR-5
skin	ssgsea	OSD-240	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	0.00887666825887208	RR-5
skin	ssgsea	OSD-240	R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	-0.008152566697384567	RR-5
skin	ssgsea	OSD-240	R-MMU-8957322_METABOLISM_OF_STEROIDS	0.0157345081327733	RR-5
skin	ssgsea	OSD-240	R-MMU-8978868_FATTY_ACID_METABOLISM	-0.004200029783016812	RR-5
skin	ssgsea	OSD-240	R-MMU-8980692_RHOA_GTPASE_CYCLE	0.011721683506416947	RR-5
skin	ssgsea	OSD-240	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	-0.0027134852517404565	RR-5
skin	ssgsea	OSD-240	R-MMU-9006927_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	0.01675736624132082	RR-5
skin	ssgsea	OSD-240	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	0.007159780258810554	RR-5
skin	ssgsea	OSD-240	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.006695980358321668	RR-5
skin	ssgsea	OSD-240	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.011705873968743896	RR-5
skin	ssgsea	OSD-240	R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	-0.011446140150847592	RR-5
skin	ssgsea	OSD-240	R-MMU-9012999_RHO_GTPASE_CYCLE	0.01107062711069294	RR-5
skin	ssgsea	OSD-240	R-MMU-9013026_RHOB_GTPASE_CYCLE	0.012254828970720527	RR-5
skin	ssgsea	OSD-240	R-MMU-9013106_RHOC_GTPASE_CYCLE	0.018878619364138566	RR-5
skin	ssgsea	OSD-240	R-MMU-9013148_CDC42_GTPASE_CYCLE	0.014393697601791863	RR-5
skin	ssgsea	OSD-240	R-MMU-9013149_RAC1_GTPASE_CYCLE	0.012876216219358083	RR-5
skin	ssgsea	OSD-240	R-MMU-9013404_RAC2_GTPASE_CYCLE	0.009147753581008777	RR-5
skin	ssgsea	OSD-240	R-MMU-9013406_RHOQ_GTPASE_CYCLE	0.007560836131478316	RR-5
skin	ssgsea	OSD-240	R-MMU-9013408_RHOG_GTPASE_CYCLE	0.015926053594934694	RR-5
skin	ssgsea	OSD-240	R-MMU-9013423_RAC3_GTPASE_CYCLE	0.005102179171065979	RR-5
skin	ssgsea	OSD-240	R-MMU-9018519_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.04787303836053189	RR-5
skin	ssgsea	OSD-240	R-MMU-913531_INTERFERON_SIGNALING	0.009924224550680087	RR-5
skin	ssgsea	OSD-240	R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.00849097137743432	RR-5
skin	ssgsea	OSD-240	R-MMU-917937_IRON_UPTAKE_AND_TRANSPORT	-0.010931826978919021	RR-5
skin	ssgsea	OSD-240	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	-0.01853784776592149	RR-5
skin	ssgsea	OSD-240	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	0.012988894983690515	RR-5
skin	ssgsea	OSD-240	R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	-0.005410317546002352	RR-5
skin	ssgsea	OSD-240	R-MMU-9612973_AUTOPHAGY	-0.01113187686181999	RR-5
skin	ssgsea	OSD-240	R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	0.029031161218376525	RR-5
skin	ssgsea	OSD-240	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.045843567166995364	RR-5
skin	ssgsea	OSD-240	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	0.008181636091216665	RR-5
skin	ssgsea	OSD-240	R-MMU-9696273_RND1_GTPASE_CYCLE	0.007447535150252704	RR-5
skin	ssgsea	OSD-240	R-MMU-9709957_SENSORY_PERCEPTION	0.008491757079248805	RR-5
skin	ssgsea	OSD-240	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	-0.019816921119081288	RR-5
skin	ssgsea	OSD-240	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.013090677639566478	RR-5
skin	ssgsea	OSD-240	R-MMU-9730414_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	0.016032607242989976	RR-5
skin	ssgsea	OSD-240	R-MMU-9748784_DRUG_ADME	-0.017579251268487174	RR-5
skin	ssgsea	OSD-240	R-MMU-9749641_ASPIRIN_ADME	-0.029722341163090235	RR-5
skin	ssgsea	OSD-240	R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.01130650531850004	RR-5
skin	ssgsea	OSD-240	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	0.01022948707482761	RR-5
skin	ssgsea	OSD-240	R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	0.0053489647665317525	RR-5
skin	ssgsea	OSD-240	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	0.024225631154528776	RR-5
skin	ssgsea	OSD-240	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	0.032665557584323525	RR-5
skin	ssgsea	OSD-240	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	0.032665557584323525	RR-5
skin	ssgsea	OSD-240	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.04984569047614518	RR-5
skin	ssgsea	OSD-240	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.04984569047614518	RR-5
skin	ssgsea	OSD-240	R-MMU-9769735_INITIATION_OF_COAGULATION_CASCADE	0.003003581066374772	RR-5
skin	ssgsea	OSD-240	R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	-0.004459880189893392	RR-5
skin	ssgsea	OSD-240	R-MMU-9769740_COAGULATION_PATHWAY	-0.0051606215033127845	RR-5
skin	ssgsea	OSD-240	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	-0.03648989521240256	RR-5
skin	ssgsea	OSD-240	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.05231832073201287	RR-5
skin	ssgsea	OSD-240	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	-0.007781053231885701	RR-5
skin	ssgsea	OSD-240	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	-0.006167585273434709	RR-5
skin	ssgsea	OSD-240	R-MMU-983189_KINESINS	0.029766760063053163	RR-5
skin	ssgsea	OSD-240	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.032316852910729124	RR-5
skin	ssgsea	OSD-240	R-MMU-9833482_PKR_MEDIATED_SIGNALING	0.017424951725917223	RR-5
skin	ssgsea	OSD-240	R-MMU-983712_ION_CHANNEL_TRANSPORT	-0.017330457829805024	RR-5
skin	ssgsea	OSD-240	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	0.05378453375358336	RR-5
