tissue	method	accession	term	effect	project
skin	ssgsea	OSD-240	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.04851597280570816	RR-5
skin	ssgsea	OSD-240	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	0.04851597280570816	RR-5
skin	ssgsea	OSD-240	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	0.05378453375358336	RR-5
skin	ssgsea	OSD-240	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	-0.00886490616955677	RR-5
skin	ssgsea	OSD-240	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	-0.00886490616955677	RR-5
skin	ssgsea	OSD-240	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	0.04895351768002182	RR-5
skin	ssgsea	OSD-240	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	0.05378453375358336	RR-5
skin	ssgsea	OSD-240	R-MMU-9913351_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC	-0.025459446049764717	RR-5
skin	ssgsea	OSD-240	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	0.051319588533986576	RR-5
skin	ssgsea	OSD-240	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	0.051413813102380815	RR-5
skin	ssgsea	OSD-240	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	0.05111726068785288	RR-5
skin	ssgsea	OSD-240	R-MMU-9937850_NURD_COMPLEX_ASSEMBLY	0.04993288659589254	RR-5
skin	ssgsea	OSD-240	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	0.04993288659589254	RR-5
skin	ssgsea	OSD-240	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	0.05224537491083242	RR-5
skin	ssgsea	OSD-240	R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	-0.011502389044710126	RR-5
skin	ssgsea	OSD-240	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	-0.006335634701660611	RR-5
skin	ssgsea	OSD-240	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	0.007899940206965245	RR-5
skin	ssgsea	OSD-241	R-MMU-109581_APOPTOSIS	-0.002929176233826547	RR-5
skin	ssgsea	OSD-241	R-MMU-109582_HEMOSTASIS	0.0004273434881385263	RR-5
skin	ssgsea	OSD-241	R-MMU-110330_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	-0.0035326598412045995	RR-5
skin	ssgsea	OSD-241	R-MMU-110331_CLEAVAGE_OF_THE_DAMAGED_PURINE	-0.0035326598412045995	RR-5
skin	ssgsea	OSD-241	R-MMU-111465_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	-0.006831454444933938	RR-5
skin	ssgsea	OSD-241	R-MMU-111885_OPIOID_SIGNALLING	0.005967314364821029	RR-5
skin	ssgsea	OSD-241	R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	-0.0064474111342569616	RR-5
skin	ssgsea	OSD-241	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	-0.0041371509365858245	RR-5
skin	ssgsea	OSD-241	R-MMU-112316_NEURONAL_SYSTEM	-0.005975613885316554	RR-5
skin	ssgsea	OSD-241	R-MMU-114604_GPVI_MEDIATED_ACTIVATION_CASCADE	-0.0030311251698675115	RR-5
skin	ssgsea	OSD-241	R-MMU-114608_PLATELET_DEGRANULATION	0.013956054801917167	RR-5
skin	ssgsea	OSD-241	R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	-0.005321097844555478	RR-5
skin	ssgsea	OSD-241	R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.015199541335328415	RR-5
skin	ssgsea	OSD-241	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	0.002193052123467591	RR-5
skin	ssgsea	OSD-241	R-MMU-1266695_INTERLEUKIN_7_SIGNALING	-0.017813715499854832	RR-5
skin	ssgsea	OSD-241	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	-0.012875478583984995	RR-5
skin	ssgsea	OSD-241	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	-0.008040813454843282	RR-5
skin	ssgsea	OSD-241	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	-0.0006941919897255136	RR-5
skin	ssgsea	OSD-241	R-MMU-1296071_POTASSIUM_CHANNELS	-0.019186816108132443	RR-5
skin	ssgsea	OSD-241	R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	-0.008309272721351152	RR-5
skin	ssgsea	OSD-241	R-MMU-141444_AMPLIFICATION_OF_SIGNAL_FROM_UNATTACHED_KINETOCHORES_VIA_A_MAD2_INHIBITORY_SIGNAL	-0.008309272721351152	RR-5
skin	ssgsea	OSD-241	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.012852482502937523	RR-5
skin	ssgsea	OSD-241	R-MMU-1430728_METABOLISM	0.011337563598547457	RR-5
skin	ssgsea	OSD-241	R-MMU-1442490_COLLAGEN_DEGRADATION	-0.0027626624385378995	RR-5
skin	ssgsea	OSD-241	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	-0.0029451351693042943	RR-5
skin	ssgsea	OSD-241	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	-0.00045846627454687594	RR-5
skin	ssgsea	OSD-241	R-MMU-1474290_COLLAGEN_FORMATION	0.00513951915001129	RR-5
skin	ssgsea	OSD-241	R-MMU-1483206_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.004645625434824968	RR-5
skin	ssgsea	OSD-241	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	2.95872927634222e-05	RR-5
skin	ssgsea	OSD-241	R-MMU-1500931_CELL_CELL_COMMUNICATION	-0.004246185896146525	RR-5
skin	ssgsea	OSD-241	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.0033845509402133257	RR-5
skin	ssgsea	OSD-241	R-MMU-156590_GLUTATHIONE_CONJUGATION	-0.001848484295415835	RR-5
skin	ssgsea	OSD-241	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	-0.004458369278703737	RR-5
skin	ssgsea	OSD-241	R-MMU-157579_TELOMERE_MAINTENANCE	-0.002376680192099856	RR-5
skin	ssgsea	OSD-241	R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	-0.002050209048721302	RR-5
skin	ssgsea	OSD-241	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	0.008497984520191834	RR-5
skin	ssgsea	OSD-241	R-MMU-1592389_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	-0.010183521969597202	RR-5
skin	ssgsea	OSD-241	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	0.003793313836994855	RR-5
skin	ssgsea	OSD-241	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.0062145923998613226	RR-5
skin	ssgsea	OSD-241	R-MMU-1632852_MACROAUTOPHAGY	-0.002140416069194684	RR-5
skin	ssgsea	OSD-241	R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	0.007042443910026078	RR-5
skin	ssgsea	OSD-241	R-MMU-1638074_KERATAN_SULFATE_KERATIN_METABOLISM	0.024500185709374844	RR-5
skin	ssgsea	OSD-241	R-MMU-1638091_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	-0.005503809980797414	RR-5
skin	ssgsea	OSD-241	R-MMU-1640170_CELL_CYCLE	-0.006582460202005119	RR-5
skin	ssgsea	OSD-241	R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.00553285188960978	RR-5
skin	ssgsea	OSD-241	R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	-0.0042480285202194275	RR-5
skin	ssgsea	OSD-241	R-MMU-1660662_GLYCOSPHINGOLIPID_METABOLISM	0.0013235510699657303	RR-5
skin	ssgsea	OSD-241	R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	-0.009676350619035792	RR-5
skin	ssgsea	OSD-241	R-MMU-166658_COMPLEMENT_CASCADE	0.04394061235561436	RR-5
skin	ssgsea	OSD-241	R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	-0.013371767188247395	RR-5
skin	ssgsea	OSD-241	R-MMU-168181_TOLL_LIKE_RECEPTOR_7_8_TLR7_8_CASCADE	-0.01319344286994774	RR-5
skin	ssgsea	OSD-241	R-MMU-168249_INNATE_IMMUNE_SYSTEM	0.010002094712105142	RR-5
skin	ssgsea	OSD-241	R-MMU-168256_IMMUNE_SYSTEM	0.0041048591988227506	RR-5
skin	ssgsea	OSD-241	R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	0.002656261620025944	RR-5
skin	ssgsea	OSD-241	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	-0.008809679211149446	RR-5
skin	ssgsea	OSD-241	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.0025545341652005726	RR-5
skin	ssgsea	OSD-241	R-MMU-177929_SIGNALING_BY_EGFR	-0.015039881529038943	RR-5
skin	ssgsea	OSD-241	R-MMU-1852241_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	0.005088164049492472	RR-5
skin	ssgsea	OSD-241	R-MMU-186797_SIGNALING_BY_PDGF	0.008262829095262658	RR-5
skin	ssgsea	OSD-241	R-MMU-190828_GAP_JUNCTION_TRAFFICKING	-0.002050209048721302	RR-5
skin	ssgsea	OSD-241	R-MMU-190861_GAP_JUNCTION_ASSEMBLY	-0.003683564884828988	RR-5
skin	ssgsea	OSD-241	R-MMU-191273_CHOLESTEROL_BIOSYNTHESIS	0.011405247484072234	RR-5
skin	ssgsea	OSD-241	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	-0.012127206629564388	RR-5
skin	ssgsea	OSD-241	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	-0.013357119748226148	RR-5
skin	ssgsea	OSD-241	R-MMU-194138_SIGNALING_BY_VEGF	1.0151847852038487e-05	RR-5
skin	ssgsea	OSD-241	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	-0.007261358482938615	RR-5
skin	ssgsea	OSD-241	R-MMU-195258_RHO_GTPASE_EFFECTORS	-0.005178607625598099	RR-5
skin	ssgsea	OSD-241	R-MMU-195721_SIGNALING_BY_WNT	-0.017721099061724387	RR-5
skin	ssgsea	OSD-241	R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	0.0215299919696553	RR-5
skin	ssgsea	OSD-241	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.01599615903123458	RR-5
skin	ssgsea	OSD-241	R-MMU-1971475_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	-0.004143016435035063	RR-5
skin	ssgsea	OSD-241	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.008710294409180724	RR-5
skin	ssgsea	OSD-241	R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.00037009216953159604	RR-5
skin	ssgsea	OSD-241	R-MMU-199977_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	-0.004642617910850577	RR-5
skin	ssgsea	OSD-241	R-MMU-199991_MEMBRANE_TRAFFICKING	-0.006527959723577337	RR-5
skin	ssgsea	OSD-241	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	-0.023126571645977836	RR-5
skin	ssgsea	OSD-241	R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.005467771156375964	RR-5
skin	ssgsea	OSD-241	R-MMU-2022928_HS_GAG_BIOSYNTHESIS	-0.00595910356165881	RR-5
skin	ssgsea	OSD-241	R-MMU-202403_TCR_SIGNALING	-0.0074062283786904826	RR-5
skin	ssgsea	OSD-241	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.0017134541355615686	RR-5
skin	ssgsea	OSD-241	R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	0.0010975194066951133	RR-5
skin	ssgsea	OSD-241	R-MMU-2029482_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION	0.0011287934348270245	RR-5
skin	ssgsea	OSD-241	R-MMU-204998_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	-0.00993732411915986	RR-5
skin	ssgsea	OSD-241	R-MMU-211859_BIOLOGICAL_OXIDATIONS	0.012981265965214511	RR-5
skin	ssgsea	OSD-241	R-MMU-211897_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.011629377919270878	RR-5
skin	ssgsea	OSD-241	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	0.01829758608070567	RR-5
skin	ssgsea	OSD-241	R-MMU-212165_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	-0.006346201528747708	RR-5
skin	ssgsea	OSD-241	R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	-0.004978188563951685	RR-5
skin	ssgsea	OSD-241	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	-0.0083023009249946	RR-5
skin	ssgsea	OSD-241	R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	-0.005065638125866093	RR-5
skin	ssgsea	OSD-241	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	-0.0013915395058266	RR-5
skin	ssgsea	OSD-241	R-MMU-2142753_ARACHIDONATE_METABOLISM	0.017433929779468643	RR-5
skin	ssgsea	OSD-241	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	-0.00047980403052536036	RR-5
skin	ssgsea	OSD-241	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.017313637789387812	RR-5
skin	ssgsea	OSD-241	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	-0.007597174079315039	RR-5
skin	ssgsea	OSD-241	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	0.00444961434782043	RR-5
skin	ssgsea	OSD-241	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	0.000416422758010411	RR-5
skin	ssgsea	OSD-241	R-MMU-2299718_CONDENSATION_OF_PROPHASE_CHROMOSOMES	-0.0021740204085316794	RR-5
skin	ssgsea	OSD-241	R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	-0.009202842544686562	RR-5
skin	ssgsea	OSD-241	R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	-0.0069776494970262	RR-5
skin	ssgsea	OSD-241	R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	-0.00802934102663011	RR-5
skin	ssgsea	OSD-241	R-MMU-2559583_CELLULAR_SENESCENCE	-0.005740568344554317	RR-5
skin	ssgsea	OSD-241	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	-0.0006174430402616227	RR-5
skin	ssgsea	OSD-241	R-MMU-2672351_STIMULI_SENSING_CHANNELS	-0.0016106892963911185	RR-5
skin	ssgsea	OSD-241	R-MMU-2682334_EPH_EPHRIN_SIGNALING	-0.01040656705727247	RR-5
skin	ssgsea	OSD-241	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	0.02251392108051408	RR-5
skin	ssgsea	OSD-241	R-MMU-2990846_SUMOYLATION	-0.005664061446831889	RR-5
skin	ssgsea	OSD-241	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.005385923255029845	RR-5
skin	ssgsea	OSD-241	R-MMU-3000178_ECM_PROTEOGLYCANS	0.00026772701459482073	RR-5
skin	ssgsea	OSD-241	R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	-0.005664061446831889	RR-5
skin	ssgsea	OSD-241	R-MMU-3214841_PKMTS_METHYLATE_HISTONE_LYSINES	-0.006799050795371133	RR-5
skin	ssgsea	OSD-241	R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	-0.0057444346447695915	RR-5
skin	ssgsea	OSD-241	R-MMU-3214847_HATS_ACETYLATE_HISTONES	-0.0064142680143131625	RR-5
skin	ssgsea	OSD-241	R-MMU-3214858_RMTS_METHYLATE_HISTONE_ARGININES	-0.004038915949649696	RR-5
skin	ssgsea	OSD-241	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	-0.016588672742487334	RR-5
skin	ssgsea	OSD-241	R-MMU-3371497_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	-0.008524477985483059	RR-5
skin	ssgsea	OSD-241	R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	-0.004518827592401159	RR-5
skin	ssgsea	OSD-241	R-MMU-352230_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	-0.015123901285953659	RR-5
skin	ssgsea	OSD-241	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	-0.010562029625778013	RR-5
skin	ssgsea	OSD-241	R-MMU-372790_SIGNALING_BY_GPCR	0.0009262930212202009	RR-5
skin	ssgsea	OSD-241	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	0.005334569148247065	RR-5
skin	ssgsea	OSD-241	R-MMU-373755_SEMAPHORIN_INTERACTIONS	-0.005871837721334039	RR-5
skin	ssgsea	OSD-241	R-MMU-373760_L1CAM_INTERACTIONS	-0.002780952095371325	RR-5
skin	ssgsea	OSD-241	R-MMU-375165_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.012226832367516177	RR-5
skin	ssgsea	OSD-241	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.003969201564345076	RR-5
skin	ssgsea	OSD-241	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	-0.006443196603391044	RR-5
skin	ssgsea	OSD-241	R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	-0.002062016173097342	RR-5
skin	ssgsea	OSD-241	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.015692050805820368	RR-5
skin	ssgsea	OSD-241	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	-0.002992450506179148	RR-5
skin	ssgsea	OSD-241	R-MMU-3858494_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	-0.01597285081414678	RR-5
skin	ssgsea	OSD-241	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	0.0008015778347981728	RR-5
skin	ssgsea	OSD-241	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	-0.002157050035182101	RR-5
skin	ssgsea	OSD-241	R-MMU-389948_CO_INHIBITION_BY_PD_1	-0.00038829624916270067	RR-5
skin	ssgsea	OSD-241	R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	0.06204112350040508	RR-5
skin	ssgsea	OSD-241	R-MMU-392499_METABOLISM_OF_PROTEINS	0.003480502797709374	RR-5
skin	ssgsea	OSD-241	R-MMU-3928665_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	-0.007118483784580298	RR-5
skin	ssgsea	OSD-241	R-MMU-397014_MUSCLE_CONTRACTION	0.03174022220291586	RR-5
skin	ssgsea	OSD-241	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	0.00887909318834967	RR-5
skin	ssgsea	OSD-241	R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	-0.00971926790394824	RR-5
skin	ssgsea	OSD-241	R-MMU-418346_PLATELET_HOMEOSTASIS	0.0009018039522474992	RR-5
skin	ssgsea	OSD-241	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	-0.003921114945483528	RR-5
skin	ssgsea	OSD-241	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	0.006586273671556897	RR-5
skin	ssgsea	OSD-241	R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	-0.0035933839013968343	RR-5
skin	ssgsea	OSD-241	R-MMU-419037_NCAM1_INTERACTIONS	0.012652505181672297	RR-5
skin	ssgsea	OSD-241	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	-0.005609384934852302	RR-5
skin	ssgsea	OSD-241	R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	-0.0022240951065455317	RR-5
skin	ssgsea	OSD-241	R-MMU-422475_AXON_GUIDANCE	-0.005607660687672322	RR-5
skin	ssgsea	OSD-241	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	-0.007700580332624739	RR-5
skin	ssgsea	OSD-241	R-MMU-428157_SPHINGOLIPID_METABOLISM	-0.005036720867018354	RR-5
skin	ssgsea	OSD-241	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	0.0005303090113046999	RR-5
skin	ssgsea	OSD-241	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	0.017010759816761145	RR-5
skin	ssgsea	OSD-241	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.004827389826455711	RR-5
skin	ssgsea	OSD-241	R-MMU-446652_INTERLEUKIN_1_FAMILY_SIGNALING	-0.013862009103384606	RR-5
skin	ssgsea	OSD-241	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	-0.004359412187431286	RR-5
skin	ssgsea	OSD-241	R-MMU-449147_SIGNALING_BY_INTERLEUKINS	-0.008823883182638017	RR-5
skin	ssgsea	OSD-241	R-MMU-453274_MITOTIC_G2_G2_M_PHASES	-0.008929693505128532	RR-5
skin	ssgsea	OSD-241	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	-0.00568473516773825	RR-5
skin	ssgsea	OSD-241	R-MMU-4839726_CHROMATIN_ORGANIZATION	-0.01943908337070338	RR-5
skin	ssgsea	OSD-241	R-MMU-500792_GPCR_LIGAND_BINDING	0.006130427548428463	RR-5
skin	ssgsea	OSD-241	R-MMU-5173105_O_LINKED_GLYCOSYLATION	0.0006078119684088112	RR-5
skin	ssgsea	OSD-241	R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	-0.0019846989750740493	RR-5
skin	ssgsea	OSD-241	R-MMU-5357801_PROGRAMMED_CELL_DEATH	-0.0023677142920394134	RR-5
skin	ssgsea	OSD-241	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	-0.014935549835645892	RR-5
skin	ssgsea	OSD-241	R-MMU-5362517_SIGNALING_BY_RETINOIC_ACID	0.02468023496289482	RR-5
skin	ssgsea	OSD-241	R-MMU-556833_METABOLISM_OF_LIPIDS	0.007688127225954633	RR-5
skin	ssgsea	OSD-241	R-MMU-5576891_CARDIAC_CONDUCTION	0.012535677290904781	RR-5
skin	ssgsea	OSD-241	R-MMU-5578775_ION_HOMEOSTASIS	0.015428874519096192	RR-5
skin	ssgsea	OSD-241	R-MMU-5610787_HEDGEHOG_OFF_STATE	-0.011395051153294034	RR-5
skin	ssgsea	OSD-241	R-MMU-5617833_CILIUM_ASSEMBLY	-0.001026903920703981	RR-5
skin	ssgsea	OSD-241	R-MMU-5628897_TP53_REGULATES_METABOLIC_GENES	-0.008691906596672294	RR-5
skin	ssgsea	OSD-241	R-MMU-5633007_REGULATION_OF_TP53_ACTIVITY	-0.013792496962214643	RR-5
skin	ssgsea	OSD-241	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	-0.0024831514639516578	RR-5
skin	ssgsea	OSD-241	R-MMU-5663220_RHO_GTPASES_ACTIVATE_FORMINS	-0.009202140816531604	RR-5
skin	ssgsea	OSD-241	R-MMU-5673001_RAF_MAP_KINASE_CASCADE	-0.0056616412326152415	RR-5
skin	ssgsea	OSD-241	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	-0.006672661749760285	RR-5
skin	ssgsea	OSD-241	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	-0.006101635180859981	RR-5
skin	ssgsea	OSD-241	R-MMU-5688426_DEUBIQUITINATION	-0.008112607836410539	RR-5
skin	ssgsea	OSD-241	R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	-0.009748074600339347	RR-5
skin	ssgsea	OSD-241	R-MMU-5689901_METALLOPROTEASE_DUBS	-0.010348872361574946	RR-5
skin	ssgsea	OSD-241	R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	0.002424784461176832	RR-5
skin	ssgsea	OSD-241	R-MMU-5693538_HOMOLOGY_DIRECTED_REPAIR	-0.0010709451471928033	RR-5
skin	ssgsea	OSD-241	R-MMU-5693565_RECRUITMENT_AND_ATM_MEDIATED_PHOSPHORYLATION_OF_REPAIR_AND_SIGNALING_PROTEINS_AT_DNA_DOUBLE_STRAND_BREAKS	-1.3780410123037656e-05	RR-5
skin	ssgsea	OSD-241	R-MMU-5693567_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA	-0.0010709451471928033	RR-5
skin	ssgsea	OSD-241	R-MMU-5693571_NONHOMOLOGOUS_END_JOINING_NHEJ	0.001546456501726995	RR-5
skin	ssgsea	OSD-241	R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	0.005822178199283448	RR-5
skin	ssgsea	OSD-241	R-MMU-5693607_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.0009563973046701618	RR-5
skin	ssgsea	OSD-241	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.0011741095176780805	RR-5
skin	ssgsea	OSD-241	R-MMU-606279_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	-0.006026110760826792	RR-5
skin	ssgsea	OSD-241	R-MMU-6783589_INTERLEUKIN_6_FAMILY_SIGNALING	-0.007331194240178779	RR-5
skin	ssgsea	OSD-241	R-MMU-6791312_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	-0.00649697911185991	RR-5
skin	ssgsea	OSD-241	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	0.011601539644377466	RR-5
skin	ssgsea	OSD-241	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	0.010961218294636116	RR-5
skin	ssgsea	OSD-241	R-MMU-6805567_KERATINIZATION	-0.021149741170816194	RR-5
