method	term	description	query_size	universe_size	term_size	overlap	enrichment_ratio	p_value	overlap_gene_ids	fdr_bh
GLARE_top_latent_shift	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	48	12962	25	3	32.405	0.00010351972249190363	ENSMUSG00000028001,ENSMUSG00000033831,ENSMUSG00000033860	0.0003199700513386112
GLARE_top_latent_shift	REACTOME_GLUCONEOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUCONEOGENESIS	48	12962	27	3	30.004629629629626	0.00013096699836149565	ENSMUSG00000027513,ENSMUSG00000028307,ENSMUSG00000069805	0.00037107316202423764
GLARE_top_latent_shift	REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	48	12962	30	3	27.004166666666666	0.000180374081722357	ENSMUSG00000028001,ENSMUSG00000033831,ENSMUSG00000033860	0.0004717475983507799
GLARE_top_latent_shift	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	48	12962	33	3	24.549242424242426	0.00024051144269996512	ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000025153	0.0005840992179856296
GLARE_top_latent_shift	REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	48	12962	162	5	8.334619341563787	0.00031804239036102854	ENSMUSG00000020532,ENSMUSG00000020538,ENSMUSG00000020917,ENSMUSG00000025153,ENSMUSG00000054422	0.0007208960848183313
GLARE_top_latent_shift	REACTOME_AMYLOIDS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_AMYLOIDS	48	12962	15	2	36.00555555555555	0.0013672936786037022	ENSMUSG00000028001,ENSMUSG00000061808	0.0029054990670328673
GLARE_top_latent_shift	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	48	12962	68	3	11.91360294117647	0.002017507991027809	ENSMUSG00000028001,ENSMUSG00000033831,ENSMUSG00000033860	0.004035015982055618
GLARE_top_latent_shift	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	48	12962	155	4	6.968817204301074	0.002542956714611181	ENSMUSG00000019987,ENSMUSG00000020051,ENSMUSG00000030934,ENSMUSG00000076441	0.0048033626831544525
GLARE_top_latent_shift	REACTOME_LIPOPROTEIN_METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_LIPOPROTEIN_METABOLISM	48	12962	22	2	24.549242424242426	0.002958762644755414	ENSMUSG00000020609,ENSMUSG00000029368	0.005294627890614951
GLARE_top_latent_shift	REACTOME_XENOBIOTICS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_XENOBIOTICS	48	12962	23	2	23.481884057971016	0.003232918513138038	ENSMUSG00000025479,ENSMUSG00000075551	0.005495961472334665
GLARE_top_latent_shift	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	48	12962	82	3	9.879573170731707	0.0034383847913674543	ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000025153	0.005566908709833021
GLARE_top_latent_shift	REACTOME_METABOLISM_OF_CARBOHYDRATES	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_CARBOHYDRATES	48	12962	186	4	5.807347670250896	0.004882393654664842	ENSMUSG00000001891,ENSMUSG00000027513,ENSMUSG00000028307,ENSMUSG00000069805	0.00754551746630021
GLARE_top_latent_shift	REACTOME_IRON_UPTAKE_AND_TRANSPORT	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_IRON_UPTAKE_AND_TRANSPORT	48	12962	31	2	17.422043010752688	0.00583102546824134	ENSMUSG00000003617,ENSMUSG00000050708	0.008619776779139372
GLARE_top_latent_shift	REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	48	12962	38	2	14.212719298245613	0.008671636584377284	ENSMUSG00000020609,ENSMUSG00000029368	0.012284818494534486
GLARE_top_latent_shift	REACTOME_BIOLOGICAL_OXIDATIONS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BIOLOGICAL_OXIDATIONS	48	12962	124	3	6.533266129032258	0.010805716816644712	ENSMUSG00000001891,ENSMUSG00000025479,ENSMUSG00000075551	0.014695774870636807
GLARE_top_latent_shift	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	48	12962	47	2	11.49113475177305	0.013055745687352328	ENSMUSG00000025479,ENSMUSG00000075551	0.01707289820653766
GLARE_top_latent_shift	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	48	12962	271	4	3.985854858548585	0.01769493093540185	ENSMUSG00000003617,ENSMUSG00000010064,ENSMUSG00000029368,ENSMUSG00000050708	0.02228250562235789
GLARE_top_latent_shift	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	48	12962	162	3	5.000771604938271	0.021985166869182515	ENSMUSG00000003617,ENSMUSG00000010064,ENSMUSG00000029368	0.025750479421594738
GLARE_top_latent_shift	REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	48	12962	63	2	8.572751322751321	0.0227210112543483	ENSMUSG00000025479,ENSMUSG00000075551	0.025750479421594738
GLARE_top_latent_shift	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	48	12962	63	2	8.572751322751321	0.0227210112543483	ENSMUSG00000020538,ENSMUSG00000027513	0.025750479421594738
GLARE_top_latent_shift	REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	48	12962	106	2	5.095125786163521	0.05859333796197664	ENSMUSG00000020538,ENSMUSG00000054422	0.06426366099055503
GLARE_top_latent_shift	REACTOME_DEVELOPMENTAL_BIOLOGY	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DEVELOPMENTAL_BIOLOGY	48	12962	297	3	2.727693602693603	0.09708290143663856	ENSMUSG00000020538,ENSMUSG00000023944,ENSMUSG00000027513	0.10315058277642847
GLARE_top_latent_shift	REACTOME_INNATE_IMMUNE_SYSTEM	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INNATE_IMMUNE_SYSTEM	48	12962	184	2	2.935235507246377	0.14834696153348367	ENSMUSG00000023944,ENSMUSG00000024164	0.1528423240041953
GLARE_top_latent_shift	REACTOME_IMMUNE_SYSTEM	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_IMMUNE_SYSTEM	48	12962	716	2	0.7543063314711359	0.7516831758954643	ENSMUSG00000023944,ENSMUSG00000024164	0.7516831758954643
