gene_cluster	n_genes	direction	rank	id.accession	mean_expression	z_score_across_studies
1	1679	high	10	OSD-137	0.7095163	-0.3314944090276261
1	1679	high	11	OSD-242	0.62915295	-0.4631048317750343
1	1679	high	12	OSD-173	0.4574151	-0.744358550543988
1	1679	high	13	OSD-47	0.42357463	-0.7997788206381415
1	1679	high	14	OSD-164	0.32772484	-0.9567512637001879
1	1679	high	15	OSD-49	0.2734432	-1.045647876245865
1	1679	high	16	OSD-686	0.16067764	-1.2303231420597993
1	1679	high	17	OSD-457	0.15592118	-1.2381127589856882
1	1679	low	1	OSD-457	0.15592118	-1.2381127589856882
1	1679	low	2	OSD-686	0.16067764	-1.2303231420597993
1	1679	low	3	OSD-49	0.2734432	-1.045647876245865
1	1679	low	4	OSD-164	0.32772484	-0.9567512637001879
1	1679	low	5	OSD-47	0.42357463	-0.7997788206381415
1	1679	low	6	OSD-173	0.4574151	-0.744358550543988
1	1679	low	7	OSD-242	0.62915295	-0.4631048317750343
1	1679	low	8	OSD-137	0.7095163	-0.3314944090276261
1	1679	low	9	OSD-463	0.71104157	-0.32899648641111073
1	1679	low	10	OSD-245	0.8323256	-0.1303705896458645
1	1679	low	11	OSD-48	0.9881732	0.12485979236495243
1	1679	low	12	OSD-379	1.1014577	0.31038492211288843
1	1679	low	13	OSD-273	1.4776171	0.9264181966641789
1	1679	low	14	OSD-168	1.582627	1.0983920794311748
1	1679	low	15	OSD-294	1.5944809	1.1178051177154862
1	1679	low	16	OSD-322	1.9303355	1.6678315400542973
1	1679	low	17	OSD-235	2.1473577	2.0232470806903287
2	2356	high	1	OSD-168	48.868813	2.0378810650612205
2	2356	high	2	OSD-273	48.54293	2.0106309476895876
2	2356	high	3	OSD-245	37.23004	1.06465469144927
2	2356	high	4	OSD-463	34.932323	0.8725211406448568
2	2356	high	5	OSD-235	31.299795	0.5687715914025211
2	2356	high	6	OSD-137	29.670982	0.4325713433796408
2	2356	high	7	OSD-379	23.673912	-0.06889961824122894
2	2356	high	8	OSD-48	20.736115	-0.31455622832530444
2	2356	high	9	OSD-242	20.661585	-0.3207883768194199
2	2356	high	10	OSD-322	20.505215	-0.33386393109319945
2	2356	high	11	OSD-294	19.73775	-0.39803883843301063
2	2356	high	12	OSD-47	19.728237	-0.39883430909750156
2	2356	high	13	OSD-173	17.895586	-0.5520793536418287
2	2356	high	14	OSD-49	13.690012	-0.9037466241502153
2	2356	high	15	OSD-164	12.610144	-0.9940444603241477
2	2356	high	16	OSD-686	8.793718	-1.313171436693423
2	2356	high	17	OSD-457	7.8867965	-1.389007602807816
2	2356	low	1	OSD-457	7.8867965	-1.389007602807816
2	2356	low	2	OSD-686	8.793718	-1.313171436693423
2	2356	low	3	OSD-164	12.610144	-0.9940444603241477
2	2356	low	4	OSD-49	13.690012	-0.9037466241502153
2	2356	low	5	OSD-173	17.895586	-0.5520793536418287
2	2356	low	6	OSD-47	19.728237	-0.39883430909750156
2	2356	low	7	OSD-294	19.73775	-0.39803883843301063
2	2356	low	8	OSD-322	20.505215	-0.33386393109319945
2	2356	low	9	OSD-242	20.661585	-0.3207883768194199
2	2356	low	10	OSD-48	20.736115	-0.31455622832530444
2	2356	low	11	OSD-379	23.673912	-0.06889961824122894
2	2356	low	12	OSD-137	29.670982	0.4325713433796408
2	2356	low	13	OSD-235	31.299795	0.5687715914025211
2	2356	low	14	OSD-463	34.932323	0.8725211406448568
2	2356	low	15	OSD-245	37.23004	1.06465469144927
2	2356	low	16	OSD-273	48.54293	2.0106309476895876
2	2356	low	17	OSD-168	48.868813	2.0378810650612205
3	2013	high	1	OSD-273	759.14777	2.539106454609787
3	2013	high	2	OSD-463	591.098	1.4856640417015694
3	2013	high	3	OSD-168	585.97504	1.4535500831782568
3	2013	high	4	OSD-245	457.78986	0.6500041734261982
3	2013	high	5	OSD-137	456.6047	0.642574839782467
3	2013	high	6	OSD-47	334.94278	-0.1200791439977337
3	2013	high	7	OSD-379	333.12817	-0.13145426897938287
3	2013	high	8	OSD-49	324.8194	-0.18353890269890208
3	2013	high	9	OSD-48	309.53265	-0.27936593540192023
3	2013	high	10	OSD-235	303.16592	-0.31927663217666197
3	2013	high	11	OSD-242	286.90683	-0.42119890794824966
3	2013	high	12	OSD-173	279.44858	-0.46795194352855857
3	2013	high	13	OSD-686	220.69035	-0.8362857507656408
3	2013	high	14	OSD-164	216.7546	-0.8609575249466082
3	2013	high	15	OSD-322	193.1315	-1.009042080280258
3	2013	high	16	OSD-294	189.8817	-1.0294138853322323
3	2013	high	17	OSD-457	176.65382	-1.1123346166421315
3	2013	low	1	OSD-457	176.65382	-1.1123346166421315
3	2013	low	2	OSD-294	189.8817	-1.0294138853322323
3	2013	low	3	OSD-322	193.1315	-1.009042080280258
3	2013	low	4	OSD-164	216.7546	-0.8609575249466082
3	2013	low	5	OSD-686	220.69035	-0.8362857507656408
3	2013	low	6	OSD-173	279.44858	-0.46795194352855857
3	2013	low	7	OSD-242	286.90683	-0.42119890794824966
3	2013	low	8	OSD-235	303.16592	-0.31927663217666197
3	2013	low	9	OSD-48	309.53265	-0.27936593540192023
3	2013	low	10	OSD-49	324.8194	-0.18353890269890208
3	2013	low	11	OSD-379	333.12817	-0.13145426897938287
3	2013	low	12	OSD-47	334.94278	-0.1200791439977337
3	2013	low	13	OSD-137	456.6047	0.642574839782467
3	2013	low	14	OSD-245	457.78986	0.6500041734261982
3	2013	low	15	OSD-168	585.97504	1.4535500831782568
3	2013	low	16	OSD-463	591.098	1.4856640417015694
3	2013	low	17	OSD-273	759.14777	2.539106454609787
4	1945	high	1	OSD-463	26579.328	2.2245681237603643
4	1945	high	2	OSD-273	24319.65	1.8763607551021961
4	1945	high	3	OSD-168	20124.738	1.2299415443683772
4	1945	high	4	OSD-245	17906.111	0.888059971107069
4	1945	high	5	OSD-137	15837.689	0.5693243893584012
4	1945	high	6	OSD-235	12092.945	-0.007725727754950491
4	1945	high	7	OSD-173	11448.86	-0.10697665777338501
4	1945	high	8	OSD-379	11413.783	-0.11238188359335713
4	1945	high	9	OSD-242	11135.59	-0.15525031551556975
4	1945	high	10	OSD-49	10755.785	-0.21377675142954322
4	1945	high	11	OSD-47	8944.667	-0.49286281285486344
4	1945	high	12	OSD-48	8064.28	-0.6285269387484017
4	1945	high	13	OSD-686	6104.232	-0.930562519270806
4	1945	high	14	OSD-164	6050.8774	-0.9387842503633816
4	1945	high	15	OSD-322	5559.869	-1.0144466867605397
4	1945	high	16	OSD-294	5383.296	-1.0416558819228943
4	1945	high	17	OSD-457	4710.6733	-1.1453043577087152
4	1945	low	1	OSD-457	4710.6733	-1.1453043577087152
4	1945	low	2	OSD-294	5383.296	-1.0416558819228943
4	1945	low	3	OSD-322	5559.869	-1.0144466867605397
4	1945	low	4	OSD-164	6050.8774	-0.9387842503633816
4	1945	low	5	OSD-686	6104.232	-0.930562519270806
4	1945	low	6	OSD-48	8064.28	-0.6285269387484017
4	1945	low	7	OSD-47	8944.667	-0.49286281285486344
4	1945	low	8	OSD-49	10755.785	-0.21377675142954322
4	1945	low	9	OSD-242	11135.59	-0.15525031551556975
4	1945	low	10	OSD-379	11413.783	-0.11238188359335713
4	1945	low	11	OSD-173	11448.86	-0.10697665777338501
4	1945	low	12	OSD-235	12092.945	-0.007725727754950491
4	1945	low	13	OSD-137	15837.689	0.5693243893584012
4	1945	low	14	OSD-245	17906.111	0.888059971107069
4	1945	low	15	OSD-168	20124.738	1.2299415443683772
4	1945	low	16	OSD-273	24319.65	1.8763607551021961
4	1945	low	17	OSD-463	26579.328	2.2245681237603643
5	1047	high	1	OSD-273	7642.9575	2.823036552686366
5	1047	high	2	OSD-463	5511.0405	1.4554978781783572
5	1047	high	3	OSD-168	5233.391	1.277396934657661
5	1047	high	4	OSD-137	3913.9822	0.4310494635852875
5	1047	high	5	OSD-245	3862.5408	0.39805188254867313
5	1047	high	6	OSD-49	3458.9019	0.1391338260362146
5	1047	high	7	OSD-47	3115.085	-0.08141083292539233
5	1047	high	8	OSD-379	2871.922	-0.2373900791668693
5	1047	high	9	OSD-48	2633.8416	-0.39010904272986735
5	1047	high	10	OSD-173	2625.5847	-0.3954055106887727
5	1047	high	11	OSD-235	2535.5957	-0.453129820678468
5	1047	high	12	OSD-242	2476.7876	-0.4908528423178348
5	1047	high	13	OSD-686	2201.653	-0.6673405790333315
5	1047	high	14	OSD-164	1965.5579	-0.8187860528073271
5	1047	high	15	OSD-457	1762.872	-0.9488008737536691
5	1047	high	16	OSD-294	1665.4277	-1.0113074576686907
5	1047	high	17	OSD-322	1636.8585	-1.0296334459223393
5	1047	low	1	OSD-322	1636.8585	-1.0296334459223393
5	1047	low	2	OSD-294	1665.4277	-1.0113074576686907
5	1047	low	3	OSD-457	1762.872	-0.9488008737536691
5	1047	low	4	OSD-164	1965.5579	-0.8187860528073271
5	1047	low	5	OSD-686	2201.653	-0.6673405790333315
5	1047	low	6	OSD-242	2476.7876	-0.4908528423178348
5	1047	low	7	OSD-235	2535.5957	-0.453129820678468
5	1047	low	8	OSD-173	2625.5847	-0.3954055106887727
5	1047	low	9	OSD-48	2633.8416	-0.39010904272986735
5	1047	low	10	OSD-379	2871.922	-0.2373900791668693
5	1047	low	11	OSD-47	3115.085	-0.08141083292539233
5	1047	low	12	OSD-49	3458.9019	0.1391338260362146
5	1047	low	13	OSD-245	3862.5408	0.39805188254867313
5	1047	low	14	OSD-137	3913.9822	0.4310494635852875
5	1047	low	15	OSD-168	5233.391	1.277396934657661
5	1047	low	16	OSD-463	5511.0405	1.4554978781783572
5	1047	low	17	OSD-273	7642.9575	2.823036552686366
6	2120	high	1	OSD-273	1785.4392	2.0439963522783624
6	2120	high	2	OSD-168	1572.3107	1.5714154578406827
6	2120	high	3	OSD-463	1521.022	1.4576903590362251
6	2120	high	4	OSD-245	1416.6567	1.2262757578812566
6	2120	high	5	OSD-137	1219.1569	0.7883491918177653
6	2120	high	6	OSD-235	896.9599	0.07392504654795402
6	2120	high	7	OSD-379	818.50684	-0.10003299879170208
6	2120	high	8	OSD-242	794.85565	-0.15247601098723443
6	2120	high	9	OSD-173	761.64453	-0.2261167525815171
6	2120	high	10	OSD-47	649.07544	-0.4757220434658224
6	2120	high	11	OSD-49	628.4252	-0.5215108933359839
6	2120	high	12	OSD-48	536.2135	-0.7259766858678085
6	2120	high	13	OSD-322	472.44202	-0.8673805012093257
6	2120	high	14	OSD-294	464.41684	-0.8851751497074074
6	2120	high	15	OSD-686	417.68243	-0.9888017847131303
6	2120	high	16	OSD-164	399.80637	-1.028439301158944
6	2120	high	17	OSD-457	326.93533	-1.1900200435833683
6	2120	low	1	OSD-457	326.93533	-1.1900200435833683
6	2120	low	2	OSD-164	399.80637	-1.028439301158944
6	2120	low	3	OSD-686	417.68243	-0.9888017847131303
6	2120	low	4	OSD-294	464.41684	-0.8851751497074074
6	2120	low	5	OSD-322	472.44202	-0.8673805012093257
6	2120	low	6	OSD-48	536.2135	-0.7259766858678085
6	2120	low	7	OSD-49	628.4252	-0.5215108933359839
6	2120	low	8	OSD-47	649.07544	-0.4757220434658224
6	2120	low	9	OSD-173	761.64453	-0.2261167525815171
6	2120	low	10	OSD-242	794.85565	-0.15247601098723443
6	2120	low	11	OSD-379	818.50684	-0.10003299879170208
6	2120	low	12	OSD-235	896.9599	0.07392504654795402
6	2120	low	13	OSD-137	1219.1569	0.7883491918177653
6	2120	low	14	OSD-245	1416.6567	1.2262757578812566
6	2120	low	15	OSD-463	1521.022	1.4576903590362251
6	2120	low	16	OSD-168	1572.3107	1.5714154578406827
6	2120	low	17	OSD-273	1785.4392	2.0439963522783624
7	1516	high	1	OSD-168	15.987987	2.0952622683284967
7	1516	high	2	OSD-273	14.891852	1.817504127717426
7	1516	high	3	OSD-235	12.078161	1.1045211644746646
7	1516	high	4	OSD-245	10.888723	0.8031202537728347
7	1516	high	5	OSD-463	9.963402	0.5686459961053242
7	1516	high	6	OSD-322	8.658025	0.23786640388679492
7	1516	high	7	OSD-137	8.372178	0.16543341778631201
7	1516	high	8	OSD-294	7.837687	0.029994602007825076
7	1516	high	9	OSD-379	6.988969	-0.18506862796215728
7	1516	high	10	OSD-48	6.870948	-0.21497488359039568
7	1516	high	11	OSD-242	6.4680223	-0.3170753486210845
7	1516	high	12	OSD-47	5.558587	-0.5475242056816393
7	1516	high	13	OSD-173	5.1094985	-0.6613222202782126
7	1516	high	14	OSD-164	3.6632586	-1.0277961541472531
7	1516	high	15	OSD-49	3.4841688	-1.0731771061745203
7	1516	high	16	OSD-686	2.214673	-1.3948644831140067
7	1516	high	17	OSD-457	2.1922548	-1.40054520451041
7	1516	low	1	OSD-457	2.1922548	-1.40054520451041
7	1516	low	2	OSD-686	2.214673	-1.3948644831140067
7	1516	low	3	OSD-49	3.4841688	-1.0731771061745203
7	1516	low	4	OSD-164	3.6632586	-1.0277961541472531
7	1516	low	5	OSD-173	5.1094985	-0.6613222202782126
7	1516	low	6	OSD-47	5.558587	-0.5475242056816393
7	1516	low	7	OSD-242	6.4680223	-0.3170753486210845
7	1516	low	8	OSD-48	6.870948	-0.21497488359039568
7	1516	low	9	OSD-379	6.988969	-0.18506862796215728
7	1516	low	10	OSD-294	7.837687	0.029994602007825076
7	1516	low	11	OSD-137	8.372178	0.16543341778631201
7	1516	low	12	OSD-322	8.658025	0.23786640388679492
7	1516	low	13	OSD-463	9.963402	0.5686459961053242
7	1516	low	14	OSD-245	10.888723	0.8031202537728347
7	1516	low	15	OSD-235	12.078161	1.1045211644746646
7	1516	low	16	OSD-273	14.891852	1.817504127717426
7	1516	low	17	OSD-168	15.987987	2.0952622683284967
8	566	high	1	OSD-235	0.26183745	1.8166225040008033
8	566	high	2	OSD-322	0.25915784	1.7853942292290326
8	566	high	3	OSD-294	0.24941108	1.6718051250629429
8	566	high	4	OSD-168	0.22275075	1.3611046459835008
8	566	high	5	OSD-48	0.14071177	0.40501931661253143
8	566	high	6	OSD-273	0.11791862	0.13938709732906485
8	566	high	7	OSD-245	0.082140505	-0.27757238783332294
8	566	high	8	OSD-242	0.0813489	-0.28679778199542383
8	566	high	9	OSD-379	0.07792647	-0.3266829087217567
8	566	high	10	OSD-137	0.07253632	-0.3894999176376273
8	566	high	11	OSD-463	0.071127325	-0.4059203978612606
8	566	high	12	OSD-173	0.045936394	-0.6994964462506528
8	566	high	13	OSD-47	0.030195951	-0.8829361553998886
8	566	high	14	OSD-49	0.027875934	-0.9099737199526322
8	566	high	15	OSD-457	0.022084804	-0.9774637647274467
8	566	high	16	OSD-164	0.019876326	-1.0032014496186843
8	566	high	17	OSD-686	0.018453082	-1.0197879882191796
8	566	low	1	OSD-686	0.018453082	-1.0197879882191796
8	566	low	2	OSD-164	0.019876326	-1.0032014496186843
8	566	low	3	OSD-457	0.022084804	-0.9774637647274467
8	566	low	4	OSD-49	0.027875934	-0.9099737199526322
8	566	low	5	OSD-47	0.030195951	-0.8829361553998886
8	566	low	6	OSD-173	0.045936394	-0.6994964462506528
8	566	low	7	OSD-463	0.071127325	-0.4059203978612606
8	566	low	8	OSD-137	0.07253632	-0.3894999176376273
8	566	low	9	OSD-379	0.07792647	-0.3266829087217567
8	566	low	10	OSD-242	0.0813489	-0.28679778199542383
8	566	low	11	OSD-245	0.082140505	-0.27757238783332294
8	566	low	12	OSD-273	0.11791862	0.13938709732906485
8	566	low	13	OSD-48	0.14071177	0.40501931661253143
8	566	low	14	OSD-168	0.22275075	1.3611046459835008
8	566	low	15	OSD-294	0.24941108	1.6718051250629429
8	566	low	16	OSD-322	0.25915784	1.7853942292290326
8	566	low	17	OSD-235	0.26183745	1.8166225040008033
9	967	high	1	OSD-273	1235.8516	2.4357964369541762
9	967	high	2	OSD-168	992.704	1.5451467703978514
9	967	high	3	OSD-463	968.6818	1.4571534510315516
9	967	high	4	OSD-137	783.46216	0.7786939038031094
9	967	high	5	OSD-245	772.5771	0.7388219286758795
9	967	high	6	OSD-379	535.4281	-0.1298548658890917
9	967	high	7	OSD-235	505.74365	-0.2385890071860153
9	967	high	8	OSD-47	503.12024	-0.2481985580997011
9	967	high	9	OSD-49	487.0471	-0.3070744704324288
9	967	high	10	OSD-173	481.59445	-0.32704752755636646
9	967	high	11	OSD-242	475.2492	-0.3502901785087778
9	967	high	12	OSD-48	414.67035	-0.5721905079912222
9	967	high	13	OSD-686	332.66702	-0.8725687083971001
9	967	high	14	OSD-164	323.81824	-0.904981789819373
9	967	high	15	OSD-322	321.13962	-0.9147935749648202
9	967	high	16	OSD-294	309.8819	-0.9560306036839376
9	967	high	17	OSD-457	261.2982	-1.1339926983337407
9	967	low	1	OSD-457	261.2982	-1.1339926983337407
9	967	low	2	OSD-294	309.8819	-0.9560306036839376
9	967	low	3	OSD-322	321.13962	-0.9147935749648202
9	967	low	4	OSD-164	323.81824	-0.904981789819373
9	967	low	5	OSD-686	332.66702	-0.8725687083971001
9	967	low	6	OSD-48	414.67035	-0.5721905079912222
9	967	low	7	OSD-242	475.2492	-0.3502901785087778
9	967	low	8	OSD-173	481.59445	-0.32704752755636646
9	967	low	9	OSD-49	487.0471	-0.3070744704324288
9	967	low	10	OSD-47	503.12024	-0.2481985580997011
9	967	low	11	OSD-235	505.74365	-0.2385890071860153
9	967	low	12	OSD-379	535.4281	-0.1298548658890917
9	967	low	13	OSD-245	772.5771	0.7388219286758795
9	967	low	14	OSD-137	783.46216	0.7786939038031094
9	967	low	15	OSD-463	968.6818	1.4571534510315516
9	967	low	16	OSD-168	992.704	1.5451467703978514
9	967	low	17	OSD-273	1235.8516	2.4357964369541762
10	956	high	1	OSD-273	302.0668	2.2025807724512165
10	956	high	2	OSD-168	266.9812	1.7011175234458962
10	956	high	3	OSD-463	241.92593	1.3430134266396412
10	956	high	4	OSD-245	221.42508	1.0500036776722381
10	956	high	5	OSD-137	195.7865	0.6835625842697357
10	956	high	6	OSD-235	153.02475	0.07238745577960728
10	956	high	7	OSD-379	137.94144	-0.1431917458972757
10	956	high	8	OSD-242	128.1645	-0.2829293048311425
10	956	high	9	OSD-47	126.56828	-0.3057433843203709
10	956	high	10	OSD-173	120.689674	-0.38976374778521616
10	956	high	11	OSD-48	114.46301	-0.47875875314081684
10	956	high	12	OSD-49	109.678635	-0.5471397479637593
10	956	high	13	OSD-322	93.43863	-0.7792510891169004
10	956	high	14	OSD-294	92.27019	-0.7959510947792741
10	956	high	15	OSD-164	81.87212	-0.944566195150502
10	956	high	16	OSD-686	72.12134	-1.0839298605612715
10	956	high	17	OSD-457	56.902893	-1.3014405167118082
10	956	low	1	OSD-457	56.902893	-1.3014405167118082
10	956	low	2	OSD-686	72.12134	-1.0839298605612715
10	956	low	3	OSD-164	81.87212	-0.944566195150502
10	956	low	4	OSD-294	92.27019	-0.7959510947792741
10	956	low	5	OSD-322	93.43863	-0.7792510891169004
10	956	low	6	OSD-49	109.678635	-0.5471397479637593
10	956	low	7	OSD-48	114.46301	-0.47875875314081684
10	956	low	8	OSD-173	120.689674	-0.38976374778521616
10	956	low	9	OSD-47	126.56828	-0.3057433843203709
10	956	low	10	OSD-242	128.1645	-0.2829293048311425
10	956	low	11	OSD-379	137.94144	-0.1431917458972757
10	956	low	12	OSD-235	153.02475	0.07238745577960728
10	956	low	13	OSD-137	195.7865	0.6835625842697357
10	956	low	14	OSD-245	221.42508	1.0500036776722381
10	956	low	15	OSD-463	241.92593	1.3430134266396412
10	956	low	16	OSD-168	266.9812	1.7011175234458962
10	956	low	17	OSD-273	302.0668	2.2025807724512165
11	559	high	1	OSD-273	3542.3105	2.9030302559656698
11	559	high	2	OSD-168	2446.019	1.3468569682167482
11	559	high	3	OSD-463	2360.5676	1.2255596799674566
11	559	high	4	OSD-137	1865.7634	0.5231907582837854
11	559	high	5	OSD-245	1737.2384	0.3407509858255202
11	559	high	6	OSD-49	1571.6649	0.10572128992885771
11	559	high	7	OSD-47	1513.9009	0.023725950374069105
11	559	high	8	OSD-379	1329.5294	-0.2379872922463476
11	559	high	9	OSD-48	1216.1637	-0.39890861115373455
11	559	high	10	OSD-173	1177.8396	-0.453309234251714
11	559	high	11	OSD-235	1143.284	-0.5023605145563925
11	559	high	12	OSD-242	1139.737	-0.5073954406245463
11	559	high	13	OSD-686	1053.7477	-0.6294562717923777
11	559	high	14	OSD-164	943.2339	-0.7863293511582459
11	559	high	15	OSD-457	831.2395	-0.9453041253469244
11	559	high	16	OSD-322	791.8652	-1.0011954953737945
11	559	high	17	OSD-294	788.0652	-1.0065895520580301
11	559	low	1	OSD-294	788.0652	-1.0065895520580301
11	559	low	2	OSD-322	791.8652	-1.0011954953737945
11	559	low	3	OSD-457	831.2395	-0.9453041253469244
11	559	low	4	OSD-164	943.2339	-0.7863293511582459
11	559	low	5	OSD-686	1053.7477	-0.6294562717923777
11	559	low	6	OSD-242	1139.737	-0.5073954406245463
11	559	low	7	OSD-235	1143.284	-0.5023605145563925
11	559	low	8	OSD-173	1177.8396	-0.453309234251714
11	559	low	9	OSD-48	1216.1637	-0.39890861115373455
11	559	low	10	OSD-379	1329.5294	-0.2379872922463476
11	559	low	11	OSD-47	1513.9009	0.023725950374069105
11	559	low	12	OSD-49	1571.6649	0.10572128992885771
11	559	low	13	OSD-245	1737.2384	0.3407509858255202
11	559	low	14	OSD-137	1865.7634	0.5231907582837854
11	559	low	15	OSD-463	2360.5676	1.2255596799674566
11	559	low	16	OSD-168	2446.019	1.3468569682167482
11	559	low	17	OSD-273	3542.3105	2.9030302559656698
12	1634	high	1	OSD-168	5.437788	1.926620308403089
12	1634	high	2	OSD-235	4.962383	1.5941362592004074
12	1634	high	3	OSD-273	4.5853734	1.330467012145195
12	1634	high	4	OSD-322	4.0904527	0.984334265602299
12	1634	high	5	OSD-294	3.5135865	0.5808912853556379
12	1634	high	6	OSD-463	3.1775377	0.34586879767944145
12	1634	high	7	OSD-245	3.0648403	0.2670516041568362
12	1634	high	8	OSD-48	2.9932678	0.21699593664900815
12	1634	high	9	OSD-137	2.4610703	-0.15520708977171546
12	1634	high	10	OSD-379	2.2696943	-0.28904974477158374
12	1634	high	11	OSD-242	2.078761	-0.42258278862183823
12	1634	high	12	OSD-47	1.6304663	-0.7361067042140205
12	1634	high	13	OSD-173	1.5566095	-0.7877599428740105
12	1634	high	14	OSD-164	1.2223072	-1.0215609806455308
12	1634	high	15	OSD-49	1.0851353	-1.1174949080312868
12	1634	high	16	OSD-686	0.7781178	-1.3322137721073573
12	1634	high	17	OSD-457	0.70351386	-1.384389538154567
12	1634	low	1	OSD-457	0.70351386	-1.384389538154567
12	1634	low	2	OSD-686	0.7781178	-1.3322137721073573
12	1634	low	3	OSD-49	1.0851353	-1.1174949080312868
12	1634	low	4	OSD-164	1.2223072	-1.0215609806455308
12	1634	low	5	OSD-173	1.5566095	-0.7877599428740105
12	1634	low	6	OSD-47	1.6304663	-0.7361067042140205
12	1634	low	7	OSD-242	2.078761	-0.42258278862183823
12	1634	low	8	OSD-379	2.2696943	-0.28904974477158374
12	1634	low	9	OSD-137	2.4610703	-0.15520708977171546
12	1634	low	10	OSD-48	2.9932678	0.21699593664900815
12	1634	low	11	OSD-245	3.0648403	0.2670516041568362
12	1634	low	12	OSD-463	3.1775377	0.34586879767944145
12	1634	low	13	OSD-294	3.5135865	0.5808912853556379
12	1634	low	14	OSD-322	4.0904527	0.984334265602299
12	1634	low	15	OSD-273	4.5853734	1.330467012145195
12	1634	low	16	OSD-235	4.962383	1.5941362592004074
12	1634	low	17	OSD-168	5.437788	1.926620308403089
13	611	high	1	OSD-273	533.09375	2.6777704836029477
13	611	high	2	OSD-168	413.95648	1.596502778032965
13	611	high	3	OSD-463	357.10965	1.0805715212312366
13	611	high	4	OSD-245	318.8939	0.7337324815324414
13	611	high	5	OSD-137	305.8927	0.6157360082738512
13	611	high	6	OSD-47	235.19	-0.025948547756371693
13	611	high	7	OSD-379	213.34984	-0.2241657781199792
13	611	high	8	OSD-235	212.36032	-0.23314647761070623
13	611	high	9	OSD-49	208.77632	-0.2656741950643865
13	611	high	10	OSD-48	206.16518	-0.2893724160889409
13	611	high	11	OSD-242	186.96626	-0.4636182434259416
13	611	high	12	OSD-173	181.67595	-0.5116321131029448
13	611	high	13	OSD-164	148.72423	-0.8106957955172261
13	611	high	14	OSD-686	139.03838	-0.8986027687590592
13	611	high	15	OSD-322	137.40594	-0.913418490600601
13	611	high	16	OSD-294	135.63344	-0.9295053709540183
13	611	high	17	OSD-457	112.60215	-1.1385330756732628
13	611	low	1	OSD-457	112.60215	-1.1385330756732628
13	611	low	2	OSD-294	135.63344	-0.9295053709540183
13	611	low	3	OSD-322	137.40594	-0.913418490600601
13	611	low	4	OSD-686	139.03838	-0.8986027687590592
13	611	low	5	OSD-164	148.72423	-0.8106957955172261
13	611	low	6	OSD-173	181.67595	-0.5116321131029448
13	611	low	7	OSD-242	186.96626	-0.4636182434259416
13	611	low	8	OSD-48	206.16518	-0.2893724160889409
13	611	low	9	OSD-49	208.77632	-0.2656741950643865
13	611	low	10	OSD-235	212.36032	-0.23314647761070623
13	611	low	11	OSD-379	213.34984	-0.2241657781199792
13	611	low	12	OSD-47	235.19	-0.025948547756371693
