gene_id	pc1	pc2	pc3	inspection_cluster
ENSMUSG00000027531	0.14352901	-0.051313594	0.06888791	0
ENSMUSG00000091541	-0.6251089	-0.07439172	-0.02185565	0
ENSMUSG00000031565	-0.5786719	-0.056087214	-0.025626369	0
ENSMUSG00000101078	-0.63053864	-0.073587716	-0.022106161	0
ENSMUSG00000070047	0.40668347	0.02233836	-0.054799385	0
ENSMUSG00000030057	2.8187652	0.17999117	0.46243858	0
ENSMUSG00000050121	-0.6267535	-0.0731848	-0.02046053	0
ENSMUSG00000024353	-0.61983305	-0.07519067	-0.019958494	0
ENSMUSG00000060002	2.6409745	0.8233293	1.8383431	0
ENSMUSG00000054406	-0.6305491	-0.0735723	-0.022094479	0
ENSMUSG00000065569	-0.63058656	-0.07357092	-0.022088138	0
ENSMUSG00000034471	-0.4729015	-0.065397464	-0.065198496	0
ENSMUSG00000028246	-0.62821317	-0.073874	-0.021388406	0
ENSMUSG00000092815	-0.63058656	-0.07357092	-0.022088138	0
ENSMUSG00000022749	-0.30414662	-0.11773169	0.04448208	0
ENSMUSG00000029919	-0.6088398	-0.075468265	-0.01510453	0
ENSMUSG00000000739	-0.56864554	-0.055909973	-0.0130792735	0
ENSMUSG00000037020	-0.5948208	-0.077359006	-0.029816866	0
ENSMUSG00000035933	-0.1621569	-0.10196584	0.0958221	0
ENSMUSG00000116611	-0.6300456	-0.07297749	-0.021766692	0
ENSMUSG00000059639	-0.63020796	-0.07364801	-0.021955866	0
ENSMUSG00000028359	-0.4547364	-0.10303643	-0.009245306	0
ENSMUSG00000021464	-0.6297894	-0.07354029	-0.022575727	0
ENSMUSG00000044338	-0.6277349	-0.074464634	-0.024484696	0
ENSMUSG00000002633	-0.6245536	-0.07274788	-0.020833027	0
ENSMUSG00000069722	-0.63058656	-0.07357092	-0.022088138	0
ENSMUSG00000067713	-0.27359992	-0.06258739	-0.06669226	0
ENSMUSG00000021591	-0.07736117	-0.040098853	-0.048573907	0
ENSMUSG00000069184	-0.55330276	-0.07927216	0.021886285	0
ENSMUSG00000027171	-0.62336224	-0.07198074	-0.01922155	0
ENSMUSG00000031539	-0.5924214	-0.07477081	-0.026936788	0
ENSMUSG00000075145	-0.63055146	-0.07358131	-0.022104522	0
ENSMUSG00000022221	-0.6078576	-0.075241	-0.024649093	0
ENSMUSG00000063386	-0.62648505	-0.07389239	-0.019546075	0
ENSMUSG00000056782	-0.58970124	-0.07961368	-0.0074035204	0
ENSMUSG00000025410	0.34115797	0.007626858	-0.19881873	0
ENSMUSG00000027332	1.3819761	0.051621087	-0.26573822	0
ENSMUSG00000025268	-0.5112813	-0.09531077	-0.046272326	0
ENSMUSG00000026519	-0.42020845	-0.09281243	-0.061033458	0
ENSMUSG00000043323	-0.48344073	-0.06839031	-0.050882805	0
ENSMUSG00000060803	3.6293697	4.914431	-0.30943108	0
ENSMUSG00000026117	-0.2708015	-0.103199	-0.054260544	0
ENSMUSG00000073906	-0.63045967	-0.07360361	-0.022118783	0
ENSMUSG00000098912	-0.58328366	-0.06543846	0.0106662605	0
ENSMUSG00000062175	-0.62227005	-0.07376947	-0.022953691	0
ENSMUSG00000028035	-0.047092035	0.029304834	0.11499369	0
ENSMUSG00000039656	-0.36805853	-0.04485003	-0.08243957	0
ENSMUSG00000024955	-0.33689952	-0.01777501	-0.098238565	0
ENSMUSG00000018921	-0.5276212	-0.07083653	-0.04125207	0
ENSMUSG00000047751	-0.6305515	-0.07356359	-0.022112621	0
ENSMUSG00000032257	-0.6305494	-0.07358464	-0.022102518	0
ENSMUSG00000015342	-0.541469	-0.068867825	0.0005637321	0
ENSMUSG00000059623	-0.6231513	-0.07001966	-0.021686962	0
ENSMUSG00000047904	-0.6260718	-0.06762021	-0.022422416	0
ENSMUSG00000001348	0.17144744	-0.019405823	-0.17494246	0
ENSMUSG00000027965	-0.538208	-0.0761285	0.049050268	0
ENSMUSG00000031891	-0.6289244	-0.0733076	-0.022049116	0
ENSMUSG00000069089	-0.38009796	-0.046534024	0.025236076	0
ENSMUSG00000027186	-0.6052959	-0.076501705	-0.021608112	0
ENSMUSG00000030934	12.286418	-1.5292865	0.11762578	0
