profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url	h5_accession	h5_sample_name	h5_accession_sample_name	project_identifier	project_type	assay_technology	source_name	material_type	tissue_type	spaceflight_factor	sex	strain	genotype	age_at_launch	age	duration	sample_preservation_method	library_selection	library_layout	sequencing_instrument	condition_label	accession_order
Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	884	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	ISS-T GC 5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 5	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	885	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	LAR GC 6	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 6	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	886	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	LAR GC 4	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 4	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	887	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	LAR GC 10	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 10	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	888	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	LAR GC 5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 5	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6001	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	889	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	LAR GC 7	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 7	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6002	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	890	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	LAR GC 8	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 8	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6003	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	891	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	LAR GC 9	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 9	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6004	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	892	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	LAR GC 2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 2	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6005	GC	1
Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	893	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	LAR GC 3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 3	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6006	GC	1
RR23_LVR_GC_G1_techrep1	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2063	ground_control	RR23_LVR_GC_G1_techrep1	RR-23_GC1	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G1_techrep1	OSD-463_RR23_LVR_GC_G1_techrep1	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC1	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G1_techrep2	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2064	ground_control	RR23_LVR_GC_G1_techrep2	RR-23_GC1	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G1_techrep2	OSD-463_RR23_LVR_GC_G1_techrep2	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC1	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G2	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2065	ground_control	RR23_LVR_GC_G2	RR-23_GC2	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G2	OSD-463_RR23_LVR_GC_G2	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC2	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G3	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2066	ground_control	RR23_LVR_GC_G3	RR-23_GC3	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G3	OSD-463_RR23_LVR_GC_G3	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC3	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G4	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2067	ground_control	RR23_LVR_GC_G4	RR-23_GC4	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G4	OSD-463_RR23_LVR_GC_G4	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC4	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G5	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2068	ground_control	RR23_LVR_GC_G5	RR-23_GC5	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G5	OSD-463_RR23_LVR_GC_G5	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC5	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G6	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2069	ground_control	RR23_LVR_GC_G6	RR-23_GC6	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G6	OSD-463_RR23_LVR_GC_G6	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC6	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G7	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2070	ground_control	RR23_LVR_GC_G7	RR-23_GC7	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G7	OSD-463_RR23_LVR_GC_G7	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC7	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G8	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2071	ground_control	RR23_LVR_GC_G8	RR-23_GC8	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G8	OSD-463_RR23_LVR_GC_G8	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC8	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
RR23_LVR_GC_G9	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2072	ground_control	RR23_LVR_GC_G9	RR-23_GC9	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_GC_G9	OSD-463_RR23_LVR_GC_G9	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_GC9	Left Lobe of the Liver		Ground Control	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	2
Mmus_C57-6J_LVR_GC_C2_Rep1_G1	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	720	ground_control	Mmus_C57-6J_LVR_GC_C2_Rep1_G1	GC1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_GC_C2_Rep1_G1	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep1_G1	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	GC1	Liver		Ground Control	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	3
Mmus_C57-6J_LVR_GC_C2_Rep2_G3	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	721	ground_control	Mmus_C57-6J_LVR_GC_C2_Rep2_G3	GC3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_GC_C2_Rep2_G3	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep2_G3	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	GC3	Liver		Ground Control	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	3
Mmus_C57-6J_LVR_GC_C2_Rep3_G4	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	722	ground_control	Mmus_C57-6J_LVR_GC_C2_Rep3_G4	GC4	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_GC_C2_Rep3_G4	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep3_G4	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	GC4	Liver		Ground Control	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	3
Mmus_C57-6J_LVR_GC_C2_Rep4_G5	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	723	ground_control	Mmus_C57-6J_LVR_GC_C2_Rep4_G5	GC5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_GC_C2_Rep4_G5	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep4_G5	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	GC5	Liver		Ground Control	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	3
Mmus_BAL-TAL_LVR_GC_Rep1_G1	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	139	ground_control	Mmus_BAL-TAL_LVR_GC_Rep1_G1	RR3_GC_G1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_GC_Rep1_G1	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep1_G1	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_GC_G1	Liver		Ground Control	Female	BALB/c		12 {week}		39 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	GC	4
Mmus_BAL-TAL_LVR_GC_Rep2_G2	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	140	ground_control	Mmus_BAL-TAL_LVR_GC_Rep2_G2	RR3_GC_G2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_GC_Rep2_G2	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep2_G2	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_GC_G2	Liver		Ground Control	Female	BALB/c		12 {week}		39 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	GC	4
Mmus_BAL-TAL_LVR_GC_Rep3_G3	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	141	ground_control	Mmus_BAL-TAL_LVR_GC_Rep3_G3	RR3_GC_G3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_GC_Rep3_G3	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep3_G3	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_GC_G3	Liver		Ground Control	Female	BALB/c		12 {week}		40 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	GC	4
Mmus_BAL-TAL_LVR_GC_Rep4_G5	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	142	ground_control	Mmus_BAL-TAL_LVR_GC_Rep4_G5	RR3_GC_G5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_GC_Rep4_G5	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_GC_G5	Liver		Ground Control	Female	BALB/c		12 {week}		40 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	GC	4
Mmus_BAL-TAL_LVR_GC_Rep5_G6	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	143	ground_control	Mmus_BAL-TAL_LVR_GC_Rep5_G6	RR3_GC_G6	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_GC_Rep5_G6	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep5_G6	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_GC_G6	Liver		Ground Control	Female	BALB/c		12 {week}		41 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	GC	4
Mmus_BAL-TAL_LVR_GC_Rep6_G7	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	144	ground_control	Mmus_BAL-TAL_LVR_GC_Rep6_G7	RR3_GC_G7	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_GC_Rep6_G7	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep6_G7	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_GC_G7	Liver		Ground Control	Female	BALB/c		12 {week}		41 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	GC	4
Mmus_C57-6T_LVR_GC_Rep1_G2	OSD-47	Spaceflight Study	RNA Sequencing (RNA-Seq)	6	ground_control	Mmus_C57-6T_LVR_GC_Rep1_G2	RR-1_GC_M2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-47	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-47	OSD-47	Mmus_C57-6T_LVR_GC_Rep1_G2	OSD-47_Mmus_C57-6T_LVR_GC_Rep1_G2	RR-1	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-1_GC_M2	Liver		Ground Control	Female	C57BL/6NTac		8 {month}		21 {day}	Mini Cold Bag	polyA enrichment	SINGLE	Illumina HiSeq 3000	GC	5
Mmus_C57-6T_LVR_GC_Rep2_G3	OSD-47	Spaceflight Study	RNA Sequencing (RNA-Seq)	7	ground_control	Mmus_C57-6T_LVR_GC_Rep2_G3	RR-1_GC_M3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-47	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-47	OSD-47	Mmus_C57-6T_LVR_GC_Rep2_G3	OSD-47_Mmus_C57-6T_LVR_GC_Rep2_G3	RR-1	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-1_GC_M3	Liver		Ground Control	Female	C57BL/6NTac		8 {month}		21 {day}	Mini Cold Bag	polyA enrichment	SINGLE	Illumina HiSeq 3000	GC	5
Mmus_C57-6T_LVR_GC_Rep3_G5	OSD-47	Spaceflight Study	RNA Sequencing (RNA-Seq)	8	ground_control	Mmus_C57-6T_LVR_GC_Rep3_G5	RR-1_GC_M5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-47	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-47	OSD-47	Mmus_C57-6T_LVR_GC_Rep3_G5	OSD-47_Mmus_C57-6T_LVR_GC_Rep3_G5	RR-1	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-1_GC_M5	Liver		Ground Control	Female	C57BL/6NTac		8 {month}		22 {day}	Mini Cold Bag	polyA enrichment	SINGLE	Illumina HiSeq 3000	GC	5
GSM7708682	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2649	ground_control	GSM7708682	MHU2_G4	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708682	OSD-686_GSM7708682	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_G4	Liver		Ground Control	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	GC	6
GSM7708683	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2650	ground_control	GSM7708683	MHU2_G5	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708683	OSD-686_GSM7708683	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_G5	Liver		Ground Control	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	GC	6
GSM7708684	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2651	ground_control	GSM7708684	MHU2_G6	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708684	OSD-686_GSM7708684	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_G6	Liver		Ground Control	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	GC	6
