profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url	h5_accession	h5_sample_name	h5_accession_sample_name	project_identifier	project_type	assay_technology	source_name	material_type	tissue_type	spaceflight_factor	sex	strain	genotype	age_at_launch	age	duration	sample_preservation_method	library_selection	library_layout	sequencing_instrument	condition_label	accession_order
RR23_LVR_FLT_F8_techrep3	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2061	flight	RR23_LVR_FLT_F8_techrep3	RR-23_F8	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_FLT_F8_techrep3	OSD-463_RR23_LVR_FLT_F8_techrep3	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_F8	Left Lobe of the Liver		Space Flight	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	2
RR23_LVR_FLT_F9	OSD-463	Spaceflight Study	RNA Sequencing (RNA-Seq)	2062	flight	RR23_LVR_FLT_F9	RR-23_F9	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-463	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-463	OSD-463	RR23_LVR_FLT_F9	OSD-463_RR23_LVR_FLT_F9	RR-23	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-23_F9	Left Lobe of the Liver		Space Flight	Male	C57BL/6J	Wild Type	16-17 {week}		38 {day}	Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	2
Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	715	flight	Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	F1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	F1	Liver		Space Flight	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	3
Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	716	flight	Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	F2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	F2	Liver		Space Flight	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	3
Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	717	flight	Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	F3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	F3	Liver		Space Flight	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	3
Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	718	flight	Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	F4	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	F4	Liver		Space Flight	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	3
Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	OSD-242	Spaceflight Study	RNA Sequencing (RNA-Seq)	719	flight	Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	F5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-242	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-242	OSD-242	Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	RR-9	Spaceflight Study	RNA Sequencing (RNA-Seq)	F5	Liver		Space Flight	Male	C57BL/6J		10 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	3
Mmus_BAL-TAL_LVR_FLT_Rep1_F1	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	133	flight	Mmus_BAL-TAL_LVR_FLT_Rep1_F1	RR3_FLT_F1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_FLT_Rep1_F1	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_FLT_F1	Liver		Space Flight	Female	BALB/c		12 {week}		39 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	4
Mmus_BAL-TAL_LVR_FLT_Rep2_F2	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	134	flight	Mmus_BAL-TAL_LVR_FLT_Rep2_F2	RR3_FLT_F2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_FLT_Rep2_F2	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep2_F2	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_FLT_F2	Liver		Space Flight	Female	BALB/c		12 {week}		39 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	4
Mmus_BAL-TAL_LVR_FLT_Rep3_F3	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	135	flight	Mmus_BAL-TAL_LVR_FLT_Rep3_F3	RR3_FLT_F3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_FLT_Rep3_F3	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_FLT_F3	Liver		Space Flight	Female	BALB/c		12 {week}		40 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	4
Mmus_BAL-TAL_LVR_FLT_Rep4_F4	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	136	flight	Mmus_BAL-TAL_LVR_FLT_Rep4_F4	RR3_FLT_F4	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_FLT_Rep4_F4	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_FLT_F4	Liver		Space Flight	Female	BALB/c		12 {week}		40 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	4
Mmus_BAL-TAL_LVR_FLT_Rep5_F5	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	137	flight	Mmus_BAL-TAL_LVR_FLT_Rep5_F5	RR3_FLT_F5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_FLT_Rep5_F5	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_FLT_F5	Liver		Space Flight	Female	BALB/c		12 {week}		40 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	4
Mmus_BAL-TAL_LVR_FLT_Rep6_F6	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	138	flight	Mmus_BAL-TAL_LVR_FLT_Rep6_F6	RR3_FLT_F6	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_FLT_Rep6_F6	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_FLT_F6	Liver		Space Flight	Female	BALB/c		12 {week}		41 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	4
Mmus_C57-6T_LVR_FLT_Rep1_F1	OSD-47	Spaceflight Study	RNA Sequencing (RNA-Seq)	3	flight	Mmus_C57-6T_LVR_FLT_Rep1_F1	RR-1_FLT_M1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-47	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-47	OSD-47	Mmus_C57-6T_LVR_FLT_Rep1_F1	OSD-47_Mmus_C57-6T_LVR_FLT_Rep1_F1	RR-1	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-1_FLT_M1	Liver		Space Flight	Female	C57BL/6NTac		8 {month}		21 {day}	Mini Cold Bag	polyA enrichment	SINGLE	Illumina HiSeq 3000	FLT	5
Mmus_C57-6T_LVR_FLT_Rep1_F1	OSD-47	Spaceflight Study	RNA Sequencing (RNA-Seq)	198	flight	Mmus_C57-6T_LVR_FLT_Rep1_F1	RR-1_FLT_M1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-47	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-47	OSD-47	Mmus_C57-6T_LVR_FLT_Rep1_F1	OSD-47_Mmus_C57-6T_LVR_FLT_Rep1_F1	RR-1	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-1_FLT_M1	Liver		Space Flight	Female	C57BL/6NTac		8 {month}		21 {day}	Mini Cold Bag	polyA enrichment	SINGLE	Illumina HiSeq 3000	FLT	5
Mmus_C57-6T_LVR_FLT_Rep2_F2	OSD-47	Spaceflight Study	RNA Sequencing (RNA-Seq)	4	flight	Mmus_C57-6T_LVR_FLT_Rep2_F2	RR-1_FLT_M2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-47	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-47	OSD-47	Mmus_C57-6T_LVR_FLT_Rep2_F2	OSD-47_Mmus_C57-6T_LVR_FLT_Rep2_F2	RR-1	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-1_FLT_M2	Liver		Space Flight	Female	C57BL/6NTac		8 {month}		21 {day}	Mini Cold Bag	polyA enrichment	SINGLE	Illumina HiSeq 3000	FLT	5
Mmus_C57-6T_LVR_FLT_Rep2_F2	OSD-47	Spaceflight Study	RNA Sequencing (RNA-Seq)	199	flight	Mmus_C57-6T_LVR_FLT_Rep2_F2	RR-1_FLT_M2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-47	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-47	OSD-47	Mmus_C57-6T_LVR_FLT_Rep2_F2	OSD-47_Mmus_C57-6T_LVR_FLT_Rep2_F2	RR-1	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-1_FLT_M2	Liver		Space Flight	Female	C57BL/6NTac		8 {month}		21 {day}	Mini Cold Bag	polyA enrichment	SINGLE	Illumina HiSeq 3000	FLT	5
Mmus_C57-6T_LVR_FLT_Rep3_F4	OSD-47	Spaceflight Study	RNA Sequencing (RNA-Seq)	5	flight	Mmus_C57-6T_LVR_FLT_Rep3_F4	RR-1_FLT_M4	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-47	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-47	OSD-47	Mmus_C57-6T_LVR_FLT_Rep3_F4	OSD-47_Mmus_C57-6T_LVR_FLT_Rep3_F4	RR-1	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR-1_FLT_M4	Liver		Space Flight	Female	C57BL/6NTac		8 {month}		22 {day}	Mini Cold Bag	polyA enrichment	SINGLE	Illumina HiSeq 3000	FLT	5
GSM7708685	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2652	flight	GSM7708685	MHU2_F6	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708685	OSD-686_GSM7708685	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_F6	Liver		Space Flight	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	FLT	6
GSM7708686	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2653	flight	GSM7708686	MHU2_F11	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708686	OSD-686_GSM7708686	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_F11	Liver		Space Flight	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	FLT	6
GSM7708687	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2654	flight	GSM7708687	MHU2_F12	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708687	OSD-686_GSM7708687	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_F12	Liver		Space Flight	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	FLT	6
GSM7708688	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2655	flight	GSM7708688	MHU2_F1	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708688	OSD-686_GSM7708688	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_F1	Liver		Space Flight	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	FLT	6
GSM7708689	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2656	flight	GSM7708689	MHU2_F2	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708689	OSD-686_GSM7708689	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_F2	Liver		Space Flight	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	FLT	6
GSM7708690	OSD-686	Spaceflight Study	RNA Sequencing (RNA-Seq)	2657	flight	GSM7708690	MHU2_F7	Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-686	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-686	OSD-686	GSM7708690	OSD-686_GSM7708690	MHU-2	Spaceflight Study	RNA Sequencing (RNA-Seq)	MHU2_F7	Liver		Space Flight	Male	C57BL/6J	Wild Type	9 {week}		30 {day}	Liquid Nitrogen	polyA enrichment	PAIRED	Illumina NovaSeq 6000	FLT	6
Mmus_C57-6CR_LVR_FLT_Rep1_F58	OSD-173	Spaceflight Study	RNA Sequencing (RNA-Seq)	262	flight	Mmus_C57-6CR_LVR_FLT_Rep1_F58	Flight 58	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-173	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-173	OSD-173	Mmus_C57-6CR_LVR_FLT_Rep1_F58	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	BSP135	Spaceflight Study	RNA Sequencing (RNA-Seq)	Flight 58	Liver		Space Flight	Female	C57BL/6NCrl		9 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	7
Mmus_C57-6CR_LVR_FLT_Rep2_F64	OSD-173	Spaceflight Study	RNA Sequencing (RNA-Seq)	263	flight	Mmus_C57-6CR_LVR_FLT_Rep2_F64	Flight 64	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-173	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-173	OSD-173	Mmus_C57-6CR_LVR_FLT_Rep2_F64	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	BSP135	Spaceflight Study	RNA Sequencing (RNA-Seq)	Flight 64	Liver		Space Flight	Female	C57BL/6NCrl		9 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	7
RR8_LVR_GC_ISS-T_OLD_GI11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1693	ground_control	RR8_LVR_GC_ISS-T_OLD_GI11	HC_ISS_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI11	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_11	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI12	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1694	ground_control	RR8_LVR_GC_ISS-T_OLD_GI12	HC_ISS_12	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI12	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_12	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI13	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1695	ground_control	RR8_LVR_GC_ISS-T_OLD_GI13	HC_ISS_13	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI13	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_13	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI14	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1696	ground_control	RR8_LVR_GC_ISS-T_OLD_GI14	HC_ISS_14	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_14	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI15	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1697	ground_control	RR8_LVR_GC_ISS-T_OLD_GI15	HC_ISS_15	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI15	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_15	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI16	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1698	ground_control	RR8_LVR_GC_ISS-T_OLD_GI16	HC_ISS_16	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI16	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_16	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI17	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1699	ground_control	RR8_LVR_GC_ISS-T_OLD_GI17	HC_ISS_17	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI17	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_17	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI18	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1700	ground_control	RR8_LVR_GC_ISS-T_OLD_GI18	HC_ISS_18	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_18	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI19	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1701	ground_control	RR8_LVR_GC_ISS-T_OLD_GI19	HC_ISS_19	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI19	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_19	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_OLD_GI20	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1702	ground_control	RR8_LVR_GC_ISS-T_OLD_GI20	HC_ISS_20	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI20	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_20	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
