gene_cluster	gene
10	ENSMUSG00000027347
10	ENSMUSG00000027394
10	ENSMUSG00000027419
10	ENSMUSG00000027438
10	ENSMUSG00000027457
10	ENSMUSG00000027525
10	ENSMUSG00000027546
10	ENSMUSG00000027581
10	ENSMUSG00000027624
10	ENSMUSG00000027663
10	ENSMUSG00000027674
10	ENSMUSG00000027692
10	ENSMUSG00000027797
10	ENSMUSG00000027805
10	ENSMUSG00000027894
10	ENSMUSG00000028005
10	ENSMUSG00000028033
10	ENSMUSG00000028137
10	ENSMUSG00000028149
10	ENSMUSG00000028152
10	ENSMUSG00000028161
10	ENSMUSG00000028176
10	ENSMUSG00000028266
10	ENSMUSG00000028289
10	ENSMUSG00000028347
10	ENSMUSG00000028351
10	ENSMUSG00000028354
10	ENSMUSG00000028439
10	ENSMUSG00000028458
10	ENSMUSG00000028488
10	ENSMUSG00000028519
10	ENSMUSG00000028524
10	ENSMUSG00000028634
10	ENSMUSG00000028782
10	ENSMUSG00000028785
10	ENSMUSG00000028833
10	ENSMUSG00000028849
10	ENSMUSG00000028863
10	ENSMUSG00000028926
10	ENSMUSG00000028931
10	ENSMUSG00000028937
10	ENSMUSG00000029016
10	ENSMUSG00000029033
10	ENSMUSG00000029053
10	ENSMUSG00000029095
10	ENSMUSG00000029108
10	ENSMUSG00000029120
10	ENSMUSG00000029121
10	ENSMUSG00000029166
10	ENSMUSG00000029211
10	ENSMUSG00000029212
10	ENSMUSG00000029223
10	ENSMUSG00000029245
10	ENSMUSG00000029361
10	ENSMUSG00000029406
10	ENSMUSG00000029420
10	ENSMUSG00000029436
10	ENSMUSG00000029461
10	ENSMUSG00000029471
10	ENSMUSG00000029516
10	ENSMUSG00000029544
10	ENSMUSG00000029559
10	ENSMUSG00000029581
10	ENSMUSG00000029608
10	ENSMUSG00000029636
10	ENSMUSG00000029657
10	ENSMUSG00000029757
10	ENSMUSG00000029765
10	ENSMUSG00000029778
10	ENSMUSG00000029838
10	ENSMUSG00000029878
10	ENSMUSG00000030000
10	ENSMUSG00000030020
10	ENSMUSG00000030120
10	ENSMUSG00000030134
10	ENSMUSG00000030207
10	ENSMUSG00000030209
10	ENSMUSG00000030226
10	ENSMUSG00000030257
10	ENSMUSG00000030302
10	ENSMUSG00000030306
10	ENSMUSG00000030307
10	ENSMUSG00000030310
10	ENSMUSG00000030329
10	ENSMUSG00000030347
10	ENSMUSG00000030376
10	ENSMUSG00000030410
10	ENSMUSG00000030428
10	ENSMUSG00000030519
10	ENSMUSG00000030657
10	ENSMUSG00000030683
10	ENSMUSG00000030718
10	ENSMUSG00000030729
10	ENSMUSG00000030806
10	ENSMUSG00000030854
10	ENSMUSG00000031028
10	ENSMUSG00000031066
10	ENSMUSG00000031137
10	ENSMUSG00000031144
10	ENSMUSG00000031166
10	ENSMUSG00000031227
10	ENSMUSG00000031284
10	ENSMUSG00000031292
10	ENSMUSG00000031302
10	ENSMUSG00000031343
10	ENSMUSG00000031376
10	ENSMUSG00000031391
10	ENSMUSG00000031428
10	ENSMUSG00000031442
10	ENSMUSG00000031539
10	ENSMUSG00000031561
10	ENSMUSG00000031605
10	ENSMUSG00000031626
10	ENSMUSG00000031709
10	ENSMUSG00000031748
10	ENSMUSG00000031749
10	ENSMUSG00000031760
10	ENSMUSG00000031778
10	ENSMUSG00000031824
10	ENSMUSG00000031833
10	ENSMUSG00000031840
10	ENSMUSG00000031865
10	ENSMUSG00000032011
10	ENSMUSG00000032046
10	ENSMUSG00000032076
10	ENSMUSG00000032174
10	ENSMUSG00000032177
10	ENSMUSG00000032186
10	ENSMUSG00000032356
10	ENSMUSG00000032452
10	ENSMUSG00000032470
10	ENSMUSG00000032482
10	ENSMUSG00000032532
10	ENSMUSG00000032549
10	ENSMUSG00000032589
10	ENSMUSG00000032773
10	ENSMUSG00000032788
10	ENSMUSG00000032826
10	ENSMUSG00000032827
10	ENSMUSG00000032890
10	ENSMUSG00000032936
10	ENSMUSG00000032966
10	ENSMUSG00000033009
10	ENSMUSG00000033066
10	ENSMUSG00000033152
10	ENSMUSG00000033350
10	ENSMUSG00000033389
10	ENSMUSG00000033419
10	ENSMUSG00000033423
10	ENSMUSG00000033436
10	ENSMUSG00000033530
10	ENSMUSG00000033565
10	ENSMUSG00000033585
10	ENSMUSG00000033595
10	ENSMUSG00000033615
10	ENSMUSG00000033676
10	ENSMUSG00000033730
10	ENSMUSG00000033763
10	ENSMUSG00000033768
10	ENSMUSG00000033900
10	ENSMUSG00000033953
10	ENSMUSG00000033981
10	ENSMUSG00000034156
10	ENSMUSG00000034187
10	ENSMUSG00000034245
10	ENSMUSG00000034312
10	ENSMUSG00000034336
10	ENSMUSG00000034341
10	ENSMUSG00000034390
10	ENSMUSG00000034403
10	ENSMUSG00000034472
10	ENSMUSG00000034586
10	ENSMUSG00000034593
10	ENSMUSG00000034656
10	ENSMUSG00000034675
10	ENSMUSG00000034730
10	ENSMUSG00000034731
10	ENSMUSG00000034818
10	ENSMUSG00000034891
10	ENSMUSG00000034902
10	ENSMUSG00000034958
10	ENSMUSG00000035033
10	ENSMUSG00000035226
10	ENSMUSG00000035390
10	ENSMUSG00000035596
10	ENSMUSG00000035640
10	ENSMUSG00000035681
10	ENSMUSG00000035735
10	ENSMUSG00000035847
10	ENSMUSG00000035863
10	ENSMUSG00000035864
10	ENSMUSG00000035954
10	ENSMUSG00000035964
10	ENSMUSG00000035969
10	ENSMUSG00000036062
10	ENSMUSG00000036095
10	ENSMUSG00000036158
10	ENSMUSG00000036225
10	ENSMUSG00000036298
10	ENSMUSG00000036306
10	ENSMUSG00000036564
10	ENSMUSG00000036565
10	ENSMUSG00000036634
10	ENSMUSG00000036699
10	ENSMUSG00000036748
10	ENSMUSG00000036825
10	ENSMUSG00000036882
10	ENSMUSG00000036955
10	ENSMUSG00000036966
10	ENSMUSG00000036989
10	ENSMUSG00000037032
10	ENSMUSG00000037104
10	ENSMUSG00000037126
10	ENSMUSG00000037217
10	ENSMUSG00000037259
10	ENSMUSG00000037351
10	ENSMUSG00000037428
10	ENSMUSG00000037509
10	ENSMUSG00000037541
10	ENSMUSG00000037605
10	ENSMUSG00000037679
10	ENSMUSG00000037703
10	ENSMUSG00000037747
10	ENSMUSG00000037754
10	ENSMUSG00000037771
10	ENSMUSG00000037852
10	ENSMUSG00000037855
10	ENSMUSG00000037887
10	ENSMUSG00000037902
10	ENSMUSG00000037979
10	ENSMUSG00000037989
10	ENSMUSG00000037996
10	ENSMUSG00000038013
10	ENSMUSG00000038020
10	ENSMUSG00000038026
10	ENSMUSG00000038034
10	ENSMUSG00000038077
10	ENSMUSG00000038143
10	ENSMUSG00000038248
10	ENSMUSG00000038264
10	ENSMUSG00000038351
10	ENSMUSG00000038370
10	ENSMUSG00000038390
10	ENSMUSG00000038418
10	ENSMUSG00000038453
10	ENSMUSG00000038486
10	ENSMUSG00000038530
10	ENSMUSG00000038555
10	ENSMUSG00000038576
10	ENSMUSG00000038602
10	ENSMUSG00000038604
10	ENSMUSG00000038738
10	ENSMUSG00000038740
10	ENSMUSG00000038807
10	ENSMUSG00000038831
10	ENSMUSG00000038916
10	ENSMUSG00000038976
10	ENSMUSG00000039058
10	ENSMUSG00000039252
10	ENSMUSG00000039278
10	ENSMUSG00000039347
10	ENSMUSG00000039419
10	ENSMUSG00000039474
10	ENSMUSG00000039542
10	ENSMUSG00000039568
10	ENSMUSG00000039601
10	ENSMUSG00000039652
10	ENSMUSG00000039686
10	ENSMUSG00000039716
10	ENSMUSG00000039740
10	ENSMUSG00000039809
10	ENSMUSG00000039883
10	ENSMUSG00000040003
10	ENSMUSG00000040009
10	ENSMUSG00000040035
10	ENSMUSG00000040097
10	ENSMUSG00000040118
10	ENSMUSG00000040125
10	ENSMUSG00000040265
10	ENSMUSG00000040276
10	ENSMUSG00000040327
10	ENSMUSG00000040389
10	ENSMUSG00000040536
10	ENSMUSG00000040563
10	ENSMUSG00000040606
10	ENSMUSG00000040612
10	ENSMUSG00000040640
10	ENSMUSG00000040659
10	ENSMUSG00000040712
10	ENSMUSG00000040721
10	ENSMUSG00000040722
10	ENSMUSG00000040724
10	ENSMUSG00000040811
10	ENSMUSG00000040855
10	ENSMUSG00000040896
10	ENSMUSG00000041020
10	ENSMUSG00000041037
10	ENSMUSG00000041096
10	ENSMUSG00000041115
10	ENSMUSG00000041141
10	ENSMUSG00000041263
10	ENSMUSG00000041298
10	ENSMUSG00000041351
10	ENSMUSG00000041444
10	ENSMUSG00000041571
10	ENSMUSG00000041708
10	ENSMUSG00000041720
10	ENSMUSG00000041729
10	ENSMUSG00000041773
10	ENSMUSG00000041889
10	ENSMUSG00000041923
10	ENSMUSG00000041986
10	ENSMUSG00000042066
10	ENSMUSG00000042109
10	ENSMUSG00000042216
10	ENSMUSG00000042298
10	ENSMUSG00000042388
10	ENSMUSG00000042429
10	ENSMUSG00000042506
10	ENSMUSG00000042532
10	ENSMUSG00000042589
10	ENSMUSG00000042700
10	ENSMUSG00000042743
10	ENSMUSG00000042750
10	ENSMUSG00000042873
10	ENSMUSG00000043004
10	ENSMUSG00000043079
10	ENSMUSG00000043384
10	ENSMUSG00000043388
10	ENSMUSG00000043419
10	ENSMUSG00000043460
10	ENSMUSG00000043670
10	ENSMUSG00000044024
10	ENSMUSG00000044117
10	ENSMUSG00000044285
10	ENSMUSG00000044340
10	ENSMUSG00000044352
10	ENSMUSG00000044550
10	ENSMUSG00000044647
10	ENSMUSG00000044667
10	ENSMUSG00000044708
10	ENSMUSG00000045038
10	ENSMUSG00000045095
10	ENSMUSG00000045114
10	ENSMUSG00000045180
10	ENSMUSG00000045671
10	ENSMUSG00000045733
10	ENSMUSG00000045763
10	ENSMUSG00000045994
10	ENSMUSG00000046093
10	ENSMUSG00000046240
10	ENSMUSG00000046329
10	ENSMUSG00000046432
10	ENSMUSG00000046442
10	ENSMUSG00000046447
10	ENSMUSG00000046709
10	ENSMUSG00000047085
10	ENSMUSG00000047261
10	ENSMUSG00000047388
10	ENSMUSG00000047414
10	ENSMUSG00000047747
10	ENSMUSG00000048078
10	ENSMUSG00000048240
10	ENSMUSG00000048385
10	ENSMUSG00000048388
10	ENSMUSG00000048458
10	ENSMUSG00000048644
10	ENSMUSG00000048814
10	ENSMUSG00000048834
10	ENSMUSG00000048895
10	ENSMUSG00000048978
10	ENSMUSG00000049044
10	ENSMUSG00000049100
10	ENSMUSG00000049225
10	ENSMUSG00000049281
10	ENSMUSG00000049336
10	ENSMUSG00000049556
10	ENSMUSG00000049583
10	ENSMUSG00000049612
10	ENSMUSG00000049804
10	ENSMUSG00000049807
10	ENSMUSG00000049939
10	ENSMUSG00000050148
10	ENSMUSG00000050272
10	ENSMUSG00000050321
10	ENSMUSG00000050587
10	ENSMUSG00000050711
10	ENSMUSG00000050751
10	ENSMUSG00000050821
10	ENSMUSG00000050947
10	ENSMUSG00000050967
10	ENSMUSG00000051111
10	ENSMUSG00000051177
10	ENSMUSG00000051335
10	ENSMUSG00000051359
10	ENSMUSG00000051375
10	ENSMUSG00000051391
10	ENSMUSG00000051527
10	ENSMUSG00000051615
10	ENSMUSG00000051675
10	ENSMUSG00000051726
10	ENSMUSG00000051790
10	ENSMUSG00000051853
10	ENSMUSG00000052105
10	ENSMUSG00000052516
10	ENSMUSG00000052572
10	ENSMUSG00000052852
10	ENSMUSG00000052889
10	ENSMUSG00000052928
10	ENSMUSG00000052934
10	ENSMUSG00000052949
10	ENSMUSG00000053046
10	ENSMUSG00000053141
10	ENSMUSG00000053192
10	ENSMUSG00000053199
10	ENSMUSG00000053310
10	ENSMUSG00000053550
10	ENSMUSG00000053580
10	ENSMUSG00000053693
10	ENSMUSG00000053963
10	ENSMUSG00000054027
10	ENSMUSG00000054162
10	ENSMUSG00000054459
10	ENSMUSG00000054728
10	ENSMUSG00000054793
10	ENSMUSG00000054863
10	ENSMUSG00000055254
10	ENSMUSG00000055407
10	ENSMUSG00000055567
10	ENSMUSG00000056004
10	ENSMUSG00000056124
10	ENSMUSG00000056211
10	ENSMUSG00000056222
10	ENSMUSG00000056258
10	ENSMUSG00000056413
10	ENSMUSG00000056486
10	ENSMUSG00000056553
10	ENSMUSG00000056596
10	ENSMUSG00000056602
10	ENSMUSG00000056812
10	ENSMUSG00000057177
10	ENSMUSG00000057230
10	ENSMUSG00000057716
10	ENSMUSG00000057897
10	ENSMUSG00000058153
10	ENSMUSG00000058230
10	ENSMUSG00000058248
10	ENSMUSG00000058254
10	ENSMUSG00000058297
10	ENSMUSG00000058441
10	ENSMUSG00000058624
10	ENSMUSG00000058656
10	ENSMUSG00000058672
10	ENSMUSG00000058740
10	ENSMUSG00000058756
10	ENSMUSG00000058975
10	ENSMUSG00000059003
10	ENSMUSG00000059173
10	ENSMUSG00000059213
10	ENSMUSG00000059742
10	ENSMUSG00000059995
10	ENSMUSG00000060212
10	ENSMUSG00000060240
10	ENSMUSG00000060279
10	ENSMUSG00000060924
10	ENSMUSG00000061032
10	ENSMUSG00000061576
10	ENSMUSG00000061601
10	ENSMUSG00000061603
10	ENSMUSG00000061689
10	ENSMUSG00000061718
10	ENSMUSG00000061751
10	ENSMUSG00000061911
10	ENSMUSG00000062044
10	ENSMUSG00000062232
10	ENSMUSG00000062257
10	ENSMUSG00000062296
10	ENSMUSG00000062380
10	ENSMUSG00000062591
10	ENSMUSG00000062661
10	ENSMUSG00000062785
10	ENSMUSG00000063063
10	ENSMUSG00000063142
10	ENSMUSG00000063146
10	ENSMUSG00000063455
10	ENSMUSG00000063873
10	ENSMUSG00000064115
10	ENSMUSG00000066189
10	ENSMUSG00000066392
10	ENSMUSG00000066607
10	ENSMUSG00000067242
10	ENSMUSG00000067879
10	ENSMUSG00000067889
10	ENSMUSG00000067924
10	ENSMUSG00000067925
10	ENSMUSG00000068373
10	ENSMUSG00000068696
10	ENSMUSG00000068740
10	ENSMUSG00000068742
10	ENSMUSG00000068923
10	ENSMUSG00000069072
10	ENSMUSG00000069227
10	ENSMUSG00000069601
10	ENSMUSG00000069806
10	ENSMUSG00000070498
10	ENSMUSG00000070565
10	ENSMUSG00000070570
10	ENSMUSG00000070802
10	ENSMUSG00000070880
10	ENSMUSG00000071064
10	ENSMUSG00000071649
10	ENSMUSG00000071658
10	ENSMUSG00000071862
10	ENSMUSG00000072825
10	ENSMUSG00000073514
10	ENSMUSG00000073755
10	ENSMUSG00000074968
10	ENSMUSG00000078307
10	ENSMUSG00000078716
10	ENSMUSG00000078794
10	ENSMUSG00000078816
10	ENSMUSG00000079056
10	ENSMUSG00000079157
10	ENSMUSG00000079481
10	ENSMUSG00000084883
10	ENSMUSG00000086040
10	ENSMUSG00000086968
10	ENSMUSG00000089715
10	ENSMUSG00000090071
10	ENSMUSG00000090546
10	ENSMUSG00000091264
10	ENSMUSG00000094910
10	ENSMUSG00000097767
10	ENSMUSG00000098912
10	ENSMUSG00000102252
10	ENSMUSG00000102543
10	ENSMUSG00000106847
10	ENSMUSG00000110195
10	ENSMUSG00000111375
10	ENSMUSG00000116165
8	ENSMUSG00000000197
8	ENSMUSG00000000581
8	ENSMUSG00000000605
8	ENSMUSG00000000708
8	ENSMUSG00000000804
8	ENSMUSG00000001127
8	ENSMUSG00000001173
8	ENSMUSG00000001313
8	ENSMUSG00000001366
8	ENSMUSG00000001376
8	ENSMUSG00000001383
8	ENSMUSG00000001687
8	ENSMUSG00000001833
8	ENSMUSG00000002274
8	ENSMUSG00000002413
8	ENSMUSG00000002475
8	ENSMUSG00000002477
8	ENSMUSG00000002489
8	ENSMUSG00000002728
8	ENSMUSG00000002808
8	ENSMUSG00000002881
8	ENSMUSG00000002930
8	ENSMUSG00000003131
8	ENSMUSG00000003153
8	ENSMUSG00000003452
8	ENSMUSG00000003657
8	ENSMUSG00000003662
8	ENSMUSG00000004032
8	ENSMUSG00000004071
8	ENSMUSG00000004096
8	ENSMUSG00000004151
8	ENSMUSG00000004319
8	ENSMUSG00000004347
8	ENSMUSG00000004630
8	ENSMUSG00000004633
8	ENSMUSG00000004771
8	ENSMUSG00000004798
8	ENSMUSG00000005360
8	ENSMUSG00000005362
8	ENSMUSG00000005802
8	ENSMUSG00000006010
8	ENSMUSG00000006423
8	ENSMUSG00000006740
8	ENSMUSG00000006782
8	ENSMUSG00000006941
8	ENSMUSG00000007415
8	ENSMUSG00000007653
8	ENSMUSG00000007682
8	ENSMUSG00000007989
8	ENSMUSG00000008734
8	ENSMUSG00000008859
8	ENSMUSG00000009013
8	ENSMUSG00000009030
8	ENSMUSG00000009207
8	ENSMUSG00000009535
8	ENSMUSG00000009575
8	ENSMUSG00000010054
8	ENSMUSG00000010663
8	ENSMUSG00000010803
8	ENSMUSG00000011831
8	ENSMUSG00000012609
8	ENSMUSG00000013662
8	ENSMUSG00000013698
8	ENSMUSG00000013736
8	ENSMUSG00000014226
8	ENSMUSG00000014551
8	ENSMUSG00000014905
8	ENSMUSG00000014932
8	ENSMUSG00000015002
