sample	strain	sex	condition	location	project_identifier	h5_accession	z_0	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32	z_33	z_34	z_35	z_36	z_37	z_38	z_39	z_40	z_41	z_42	z_43	z_44	z_45	z_46	z_47	z_48	z_49	z_50	z_51	z_52	z_53	z_54	z_55	z_56	z_57	z_58	z_59	z_60	z_61	z_62	z_63
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI11	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.3595	3.0312	4.1452	-2.9802	-0.5212	-1.5763	-2.4359	2.7137	-3.8383	-2.4194	-4.3887	-1.6308	1.9426	-2.0171	-5.449	-3.1143	1.7154	-4.341	-1.9383	-0.6503	0.7764	-4.9661	-3.8158	-1.3898	-0.1111	2.6186	-0.8048	0.9438	-3.3119	-4.0169	-1.2349	-0.9379	-3.1993	-0.7657	3.8419	-3.0863	-2.9085	-2.0557	-2.5354	-2.1498	-2.6762	-2.5674	-1.3269	4.0667	1.1807	-0.7001	4.6821	2.5888	-4.5045	-1.372	0.5335	-4.0618	1.4686	-4.7559	1.305	-0.7766	-3.2423	1.5049	5.5299	0.6154	1.6687	1.7544	-2.368	2.1756
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.2099	3.1169	4.5804	-5.9243	1.0538	-0.3338	-3.9755	2.9035	-4.7736	-2.1564	-3.6013	-2.9126	1.2564	-3.047	-6.2135	-3.2918	1.6236	-4.1683	-2.6916	-1.4302	-1.5274	-4.3153	-4.4986	-2.3455	0.4666	1.135	-1.621	2.2782	-2.7512	1.3504	0.3094	0.1837	-5.2352	-0.7592	1.7081	-4.4307	-3.4565	-2.63	-4.0437	-4.1299	-2.9743	-5.9656	-1.4575	6.7919	0.8517	-0.3048	6.0594	2.8634	-6.4247	-1.8198	3.604	-5.1182	0.1626	-3.6281	0.579	-1.8039	-2.6736	2.1396	7.2082	0.673	4.058	3.2332	-2.6309	0.5159
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.7808	3.5839	1.8401	-0.8902	-1.0485	-0.7177	-3.9	5.1903	-4.2133	-2.1455	-5.492	-2.3943	1.2841	-0.2573	-6.7745	-2.1845	0.648	-9.754	-0.7296	-0.8859	0.9229	-7.247	-5.0018	-0.5224	-1.1168	-1.302	-1.3357	0.2432	-1.7641	-2.5272	-0.8651	0.4185	-2.3626	-0.829	2.9825	-0.2709	-3.2835	-3.6237	-1.4565	-4.7054	-7.2067	-4.1409	-2.0934	3.1924	1.1403	0.0306	5.7091	1.9094	-5.7737	-0.0277	1.2341	-2.5165	-2.5968	-2.5972	-0.5261	-2.6197	-0.3817	-1.8745	10.3726	2.4981	0.2301	1.8734	-3.1546	-1.0219
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI14	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.1774	4.2847	5.579	-4.596	2.5443	-0.7987	-6.2687	2.8658	-5.7072	-2.6856	-4.1875	-2.5736	2.0121	-2.6197	-7.1184	-4.4909	0.8349	-4.7044	-2.8312	-1.2237	-0.0565	-6.3058	-2.1631	-2.976	1.9972	-0.0971	-0.6026	0.637	-2.5691	0.5899	-1.0162	-0.9551	-4.4935	-0.4659	2.64	-6.9508	-2.1631	-3.7453	-3.2497	-2.5605	-2.6141	-4.7575	-1.2211	4.366	2.8713	-0.1387	6.2544	2.123	-7.02	-2.1395	2.205	-4.9442	-1.2218	-1.8437	2.1446	-2.4556	-3.0146	1.4623	9.8083	2.3017	3.051	3.4165	-3.0993	-0.2983
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI15	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-2.5434	5.5067	9.7526	-2.0769	2.2679	-1.7684	-4.192	4.5324	-4.1047	-2.5486	-4.2963	-0.8244	1.4916	-0.5583	-5.8165	-4.5507	0.9048	-4.7888	-3.9451	-0.1056	1.4878	-5.5673	-2.6331	-0.9849	-0.792	-1.9598	-2.7672	-1.4172	0.1468	3.4194	0.3214	-3.5454	-2.6386	-0.811	3.1815	-3.7392	0.1411	-3.2437	-0.625	-2.3171	-5.8897	-4.5216	-1.7573	4.063	1.4579	1.1913	4.9541	2.2936	-5.1067	-1.4411	4.5182	-2.7336	-0.6414	-2.104	1.1498	-0.4536	-2.1517	-0.1242	9.1209	5.6596	-0.2227	1.6064	-3.0094	-0.3592
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI18	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.7566	2.4444	6.6074	-1.9794	-0.4394	-1.0749	-2.8286	2.3705	-3.1754	-3.7915	-4.9128	-2.167	2.4424	-2.6037	-6.8468	-3.698	2.094	-5.4943	-3.1608	-0.8549	-0.6582	-5.0869	-4.7548	-1.6591	-0.4504	1.9315	-2.4348	1.183	-3.5379	-2.706	1.8268	-0.5901	-4.1161	-0.8472	3.4882	-3.6648	-4.6461	-2.617	-3.2085	-3.2038	-4.1419	-4.0873	-2.0244	3.6106	2.7419	-1.2788	5.9295	2.3322	-7.118	-1.7437	1.0152	-5.8354	1.147	-2.6656	-0.157	-1.1148	-3.3077	0.1709	4.3457	0.7731	2.2881	3.4129	-2.2011	-0.2678
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.4733	1.1936	3.9001	-0.8762	-1.1914	-1.3398	-0.0265	1.6192	-3.5251	-1.6762	-2.8947	-2.7971	-1.8052	0.1756	-4.3576	-1.3672	0.3645	-6.5528	-3.8693	0.7223	-0.2344	-5.6843	-5.6917	-0.627	1.3086	-3.4427	1.8462	2.1101	-0.1783	-1.0088	0.1351	-0.431	-0.898	-0.9111	1.6717	-1.1379	-1.3908	-2.6567	-1.6962	-4.8979	-3.593	-2.8468	-2.007	2.0199	2.5293	0.2896	5.1803	0.5321	-4.7879	-0.0404	1.5688	-1.3229	-3.364	-2.2974	-0.9619	-1.6905	-2.4779	-0.5015	6.0382	3.0208	-0.1187	2.3166	-2.2958	-0.6357
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI20	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.3297	2.6771	1.3955	-4.5029	2.0168	-0.6159	-3.4449	0.7479	-5.0535	-2.8589	-3.821	-3.7122	5.3221	-5.329	-5.8611	-4.9673	-0.9796	-4.5817	-3.4298	-1.8324	-0.6266	-3.3183	-1.8909	-2.2684	0.747	1.6106	-1.6217	1.1445	-4.1051	1.7799	-0.3398	-0.0646	-5.3761	-0.1316	0.859	-8.5144	-4.1208	-2.0352	-4.3781	-1.3771	-1.7896	-4.1017	-0.1864	4.625	1.7792	-0.3618	6.6311	3.6296	-6.1779	-3.1971	2.2052	-6.215	1.3168	-2.9482	3.2895	-1.3992	-2.8859	2.9944	7.3972	1.8973	2.2468	3.6506	-3.4066	0.6075
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI1	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.1619	3.7402	5.9845	-2.075	-1.9701	-1.0867	-4.0858	3.4624	-4.0502	-1.0632	-4.1512	-2.731	2.2216	-2.4579	-5.8277	-3.1798	0.9718	-6.1312	-4.0882	1.0439	1.205	-6.11	-4.635	-0.6444	1.0322	0.7461	-1.7226	1.3407	-2.7659	-3.2823	1.9868	-2.1902	-2.9153	-0.8219	3.576	-2.433	-2.9347	-0.1187	-2.735	-3.9044	-4.8155	-4.3429	-3.3144	4.9036	2.9582	0.2393	4.474	1.6722	-4.7473	-1.9635	0.1031	-3.6137	-0.7922	-3.2023	-0.6988	-2.861	-2.4531	-0.0733	5.8906	2.3973	1.0	3.5059	-2.386	1.0657
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI2	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-2.689	4.8358	4.2013	-2.7187	0.1783	-1.4054	-4.662	1.6021	-6.6213	-2.885	-7.7795	-2.5417	0.456	0.1948	-6.5831	-3.2214	-0.0551	-9.2317	-3.9311	-0.0026	1.7328	-5.5844	-3.4797	-1.3585	-0.5826	-0.7267	-0.2739	1.6352	-0.3065	-3.436	-0.3603	1.064	-3.3696	-0.7941	2.7257	-2.5618	-3.6731	-2.5796	-2.1735	-4.3153	-5.6639	-3.1827	-1.4785	4.7281	3.3147	2.1554	7.6164	1.6446	-6.2676	-1.5425	1.2663	-4.7537	-0.5459	-2.3728	0.6757	-1.5663	-2.2533	-0.68	9.9723	2.5134	1.102	0.3796	-3.9339	0.1957
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.5846	2.1704	3.3832	-0.5714	-0.6832	-0.7034	-4.0835	2.7447	-3.9314	-3.1663	-4.368	-2.5184	1.1443	-1.4686	-6.364	-3.2266	0.7082	-4.8058	-1.8838	-1.4789	-0.1684	-4.7077	-3.9888	-0.8882	0.6926	2.5368	-2.8175	1.4816	-3.0803	-1.3839	0.9581	-1.8245	-3.4508	-0.5302	2.2417	-3.362	-3.6842	0.7079	-2.0119	-3.0115	-3.0184	-3.1618	-1.0269	4.8481	2.4698	-0.9048	5.6801	3.7413	-4.6455	-2.9205	1.6239	-4.5542	1.0307	-2.7868	0.7922	-1.8758	-3.2399	0.3545	4.8714	-0.0603	1.4075	4.5908	-2.1324	1.7683
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI4	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.9293	4.42	1.5335	-2.4292	2.6402	-0.9794	-4.8709	3.0311	-4.3217	-2.5679	-4.8	-2.669	1.1459	-0.7973	-6.2106	-4.245	-0.0362	-5.1639	-4.1915	-0.6857	0.9575	-4.6677	-3.9291	-1.8514	0.5474	-0.1763	-0.6891	-0.3983	-1.8629	-1.1265	-1.6956	-0.2957	-3.9729	-0.7972	1.9089	-3.2404	-1.1712	-4.314	-1.7066	-3.0559	-4.189	-4.0053	-1.1541	4.5606	1.9944	2.1403	4.709	2.7777	-8.2263	-2.8658	2.9668	-4.5072	-0.6498	-2.9947	1.2751	-1.685	-3.1369	0.108	8.6868	4.3557	2.351	3.1365	-4.0646	-0.7045
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.733	2.0596	3.5886	-0.6812	-0.9703	-2.6995	-1.8543	3.2983	-2.2846	-3.0543	-6.4778	-1.0247	-2.6723	3.2452	-4.4421	0.0676	0.4431	-7.5276	-3.5383	2.6097	1.7637	-7.5187	-1.7288	-0.5834	-0.2218	-1.0571	0.7477	-2.0883	1.9818	-2.803	1.4884	-0.3349	0.7125	-1.4795	3.6593	2.3056	-1.3637	-3.6966	-0.1575	-6.1308	-6.384	-2.6241	-2.8965	2.8237	2.7687	3.6958	4.4533	1.6409	-5.2245	2.573	-1.6019	-2.1061	-3.9611	-2.2146	-0.8071	-2.8311	-0.6257	-4.1491	7.5464	5.0309	-2.126	0.6074	-0.9573	-0.6891
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.5923	3.2388	9.1444	-4.7236	1.5462	0.4901	-5.4168	-0.7451	-5.7534	-2.8615	-3.8007	-2.096	2.5635	-1.9739	-7.0007	-4.5617	-0.4819	-5.1503	-3.0588	-0.3635	-0.713	-7.0311	-5.179	-3.0134	0.0996	-0.4666	-0.5919	0.8356	-1.9267	-0.562	-1.1513	0.465	-3.2842	0.4874	2.1951	-1.1718	-1.4682	-2.5884	-1.8744	-4.2868	-4.5082	-2.6183	-1.9339	4.6924	1.2785	1.9021	7.4909	2.1822	-6.7758	-1.5512	1.5329	-5.2229	-2.0069	-3.3032	1.0942	-1.8378	-2.0716	0.0189	9.0178	2.6513	1.195	3.5311	-4.0323	-1.2041
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI7	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-2.8279	2.6881	4.8948	-2.2933	1.4008	-0.3579	-4.4432	5.3556	-4.3172	-2.0931	-6.7425	-2.6532	2.0134	-2.1599	-6.4468	-4.0187	-0.9952	-4.9889	-2.6549	-0.9436	0.1344	-4.1005	-3.2626	-1.6392	0.5727	0.8176	-0.8871	1.3717	-0.9649	1.0833	0.6894	1.4207	-4.3221	0.0769	1.8154	-5.1122	-3.975	-3.9063	-1.4479	-2.2276	-4.4606	-3.3026	-0.2794	5.1235	0.8606	1.1882	4.9536	3.3147	-4.1394	-1.3925	2.1725	-5.2461	1.4337	-3.4228	3.4656	-0.8064	-3.1332	2.2097	9.9839	2.094	0.789	1.9826	-3.6774	-1.0849
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.184	3.2538	5.0642	-0.5057	-0.8942	-0.6688	-1.0805	2.7742	-1.9038	-2.1289	-5.0197	-1.5496	-0.5723	0.1473	-5.0877	-1.8641	0.28	-7.7058	-2.528	-0.2222	3.2877	-6.2175	-2.8088	-0.9649	2.2854	-1.9525	-1.356	1.837	-0.5502	0.9418	0.1089	0.8047	-0.5662	-1.1374	2.2806	-1.4788	-2.6217	-2.608	-1.2975	-4.9444	-5.0187	-4.0061	-2.2268	2.3469	0.8954	1.258	6.1092	0.3929	-4.0826	1.2866	-0.3162	-3.4582	-2.6483	-1.8055	-0.2742	-3.1326	-0.3273	-1.8426	7.3582	4.8798	-0.8487	1.8653	-1.8843	-2.6768
OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-0.5815	2.3011	-0.4349	-3.8513	1.112	-0.156	-3.1528	2.3848	-3.6262	-1.2339	-0.206	-1.8535	6.8198	-3.3013	-4.2498	-5.386	2.6306	-1.7475	-1.2539	-3.7421	-3.2037	-1.3366	-0.6207	-0.631	-0.8884	4.7	-3.1861	1.6467	-4.7918	1.7199	2.0248	2.2304	-5.214	0.2481	1.3404	-6.1245	-1.7663	-0.7813	-4.6416	0.9745	0.246	-4.2902	1.1326	3.8735	3.6801	-2.7354	1.6504	3.6866	-2.1261	-4.1451	2.8525	-4.7666	3.882	-3.2075	2.8163	1.0773	-1.1318	4.7239	1.5886	-0.813	4.9372	4.3322	-3.6804	2.7073
OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.3247	1.8493	0.069	-4.8893	3.1331	0.4067	-3.9407	1.1993	-6.0061	-1.367	-1.4952	-1.9727	4.8566	-3.687	-6.2825	-5.2287	3.3048	-1.1034	-2.1654	-2.8592	-1.3055	-1.5553	-1.4418	0.224	0.0277	2.7072	-0.2937	1.4512	-3.9531	1.2429	1.0871	0.6402	-5.3127	0.3497	0.0914	-7.0638	-3.2336	-1.9778	-4.3985	0.552	-0.6297	-4.1292	0.5229	4.534	1.911	-1.446	4.8104	1.6616	-4.2615	-1.878	3.1803	-4.925	2.6814	-2.2789	2.1828	0.7655	-3.5253	5.341	3.6989	-0.2217	4.8004	4.8052	-3.2554	1.6864
OSD-379_RR8_LVR_FLT_LAR_OLD_FL16	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-0.6686	1.5402	0.0865	-2.7933	0.3557	-0.2709	-3.2809	0.6107	-4.2103	-2.5353	0.9404	-1.859	3.3105	-3.1354	-5.6772	-3.9686	3.4541	0.9816	-1.4572	-3.0523	-2.0476	-0.6837	-0.8172	-0.7525	1.1446	4.2299	-0.3383	0.1878	-4.5012	-0.2008	1.494	0.6429	-4.142	0.1985	0.2178	-5.6256	-2.6094	-0.9293	-2.7966	1.8323	1.8084	-2.6185	0.005	2.9166	2.5822	-1.9958	3.6433	4.5359	-1.7775	-1.6568	-0.5367	-3.3623	3.1966	-2.7911	0.7626	1.3544	-2.2669	3.5772	1.872	-2.7322	4.5362	4.0031	-1.7823	3.3492
OSD-379_RR8_LVR_FLT_LAR_OLD_FL3	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	1.3647	-1.0336	-1.6202	-1.6687	-1.4767	1.0429	-1.3112	0.5374	-1.5769	-1.5127	0.4375	-2.3893	4.3314	-3.2379	-2.6471	-2.9981	3.9516	0.9931	-0.198	-2.5976	-1.6141	-0.9818	-1.7265	0.7865	1.7876	4.6577	-0.8761	1.2674	-6.541	-1.4939	0.3409	0.7057	-3.3751	-0.4139	-0.1808	-3.3279	-3.1508	1.8088	-5.0244	0.2335	0.2027	-1.1484	0.5162	2.7541	0.7951	-4.3837	2.9457	4.1702	0.454	-1.4822	2.3684	-3.2066	2.1346	-3.4501	0.5521	0.9787	-2.4362	5.1376	-2.5708	-3.3444	4.3835	5.5551	-0.2251	3.8738
OSD-379_RR8_LVR_FLT_LAR_OLD_FL4	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-0.4218	-0.2344	-1.8782	-2.1816	0.1398	-0.9677	-2.4167	1.2366	-3.7653	-1.2147	0.5507	-1.7615	4.7201	-2.9527	-4.6765	-3.8325	2.1314	0.5974	-0.7429	-2.9573	-4.0241	-0.1771	-0.7031	-0.7011	-3.3578	4.7917	-0.5162	1.1124	-5.9436	-0.3212	2.5786	0.5065	-4.5024	-0.0306	1.6478	-4.2095	-1.9505	0.5657	-3.1362	1.3105	2.9346	-1.3262	-0.5436	3.0238	2.4206	-2.4051	3.3515	4.2627	-0.7622	-2.3849	2.5727	-4.4097	2.9773	-2.0186	2.2153	2.026	-1.8323	3.2835	-0.3271	-1.3745	3.8562	5.1835	-1.2003	4.0066
OSD-379_RR8_LVR_FLT_LAR_OLD_FL7	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.2791	2.1891	2.6203	-3.6271	1.2034	0.0371	-4.0801	1.159	-2.9934	-0.8668	-3.2731	-2.2206	3.2443	-3.0597	-5.5602	-3.9062	3.3601	-2.1166	-1.6069	-2.2831	-0.8155	-2.2032	-2.5789	0.0531	0.0049	1.7249	-1.4544	0.8867	-3.5286	-0.0458	2.5712	0.9148	-4.3736	0.1293	1.5198	-4.1952	-3.5302	-2.2107	-2.5724	-1.0704	-0.9206	-4.6432	0.0114	4.6864	1.5319	-1.6914	4.7873	3.2129	-4.0152	-1.5153	3.6857	-4.0819	2.2069	-2.246	1.2245	0.357	-0.3486	2.7327	5.6131	0.6237	3.0083	2.2955	-1.9783	1.2439
OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-0.286	0.9465	0.1607	-4.8202	2.1904	0.5349	-6.2432	0.9971	-4.2655	-1.34	-0.2365	-2.8401	4.0438	-4.4343	-6.0763	-5.2216	3.6943	-1.3697	-1.9843	-4.603	-3.2902	-1.8388	-1.8027	-0.6926	-1.2108	4.542	-0.9867	2.7223	-6.0602	0.6796	2.1358	1.0421	-6.7626	1.0347	0.4585	-7.3749	-3.9715	-2.5141	-4.2484	0.9867	-0.0172	-4.8717	0.7155	4.352	2.4814	-2.2481	6.0767	4.4101	-5.5221	-2.4057	3.7706	-6.6018	3.1781	-2.6015	2.7009	1.2266	-2.3938	8.3435	4.0484	-0.1006	4.8688	4.9413	-3.3572	3.7886
OSD-379_RR8_LVR_FLT_LAR_YNG_FL1	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-1.6644	2.6876	5.4805	0.4672	-3.0095	-2.628	-2.0329	2.9003	-2.6051	-2.3489	-5.5493	-2.5357	-2.5453	0.423	-6.0835	-2.4774	0.4534	-7.4182	-3.5981	1.6039	2.3644	-5.6874	-5.099	0.26	-0.5875	-0.1101	-0.6807	-0.5818	-2.1479	-4.5178	-1.6986	-1.0206	-0.3737	-2.2708	2.7075	-1.6549	-3.0068	-0.963	-3.2841	-4.819	-4.7012	-1.2312	-3.7575	2.9119	0.6915	-0.7771	5.2496	2.8598	-4.5131	-1.8883	-2.3083	-3.4675	-0.9461	-3.6874	-1.3481	-0.7698	-1.8189	-0.9409	6.3757	3.6385	0.672	0.0844	-1.6688	0.7302
OSD-379_RR8_LVR_FLT_LAR_YNG_FL13	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-2.2294	2.2937	2.8259	-3.7324	4.0614	-0.5013	-4.1969	0.8292	-5.0669	-2.0852	-1.7838	-0.6617	5.3699	-1.6049	-4.1828	-5.7131	-0.6285	-0.339	-3.0334	-2.8587	-0.4466	-0.3329	-2.1417	-2.3072	0.5802	1.5422	-0.4697	-0.0369	-2.7832	1.9448	0.6221	1.8527	-4.1709	0.1835	-0.1714	-6.3131	-0.297	-1.9809	-2.1075	1.2766	-0.8694	-3.2596	-0.178	3.51	1.0802	1.1685	2.2715	2.1035	-3.0275	-2.1789	2.7511	-5.2844	3.0782	-1.9198	4.4225	1.1139	-1.0474	3.7681	7.357	0.9354	1.6881	2.7517	-3.4505	1.4938
OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-2.8011	3.2061	-0.9601	-3.5991	3.3809	-1.302	-2.7653	-0.2271	-3.6717	-1.5452	-2.7122	-0.4493	3.4592	-2.9033	-4.9439	-4.2868	0.4016	-1.1023	-2.5617	-1.8138	1.1	-2.3846	-1.3449	-1.9345	-0.5173	1.0197	-0.1383	-1.4543	-2.5372	0.8595	-0.1458	-0.6979	-3.3962	0.0354	2.5891	-3.5028	-1.8249	-1.5589	-2.1109	1.2258	-1.9451	-3.2529	-0.6096	2.9343	1.8486	0.9141	4.3032	2.1714	-4.2534	-2.5962	2.3486	-5.2886	3.7751	-1.8061	3.7351	1.3284	-0.9656	2.8202	5.6712	0.6331	1.6579	2.0621	-4.4952	1.2672
OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	0.568	-0.0702	-2.3237	-1.8327	1.7358	0.4264	-1.685	0.4749	-2.2191	-1.863	2.2324	-0.432	1.3728	-3.5371	-2.0865	-3.9677	1.0576	2.6085	0.6491	-3.2	-1.7199	1.253	0.4235	2.5446	1.6999	5.6522	-0.9512	1.1444	-5.726	0.9076	1.9048	1.1281	-3.5005	0.9206	-1.5304	-4.8642	-2.015	0.9343	-3.0065	2.4422	2.3113	-1.7757	1.9123	3.2963	1.0023	-3.4236	-1.3654	3.3676	-0.2618	-2.3108	1.9586	-2.7037	3.5245	-2.1509	2.0655	1.2721	-0.7684	5.1744	-2.9489	-3.1744	3.6255	4.5587	-1.4775	4.0891
OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-0.2183	0.0443	-3.3563	-2.1824	0.8733	0.1318	-3.8249	0.8646	-2.2813	-0.3163	2.154	-1.4597	5.3906	-5.0679	-2.6791	-4.0423	4.1669	2.4958	-0.1054	-3.3653	-2.7772	-0.2025	-0.5795	1.9105	1.767	5.7606	-1.4934	0.8277	-6.8468	-0.6746	1.4597	0.5884	-5.5118	0.7301	0.6295	-5.8942	-2.7335	0.9348	-4.1557	2.3785	1.3511	-2.7802	0.1269	2.9889	1.5938	-3.2903	2.067	5.1782	-1.5639	-2.7942	0.1	-4.0486	3.226	-2.9784	1.4431	1.1772	-3.5337	5.636	-1.783	-2.0255	6.2604	5.2728	-2.0187	4.1122
OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-0.453	0.3378	-2.4863	-3.0129	1.55	0.3286	-2.584	0.2793	-3.3356	0.5855	2.1978	-2.6948	7.9348	-5.0294	-3.9156	-4.5568	3.2525	1.2029	-0.7324	-4.3597	-4.2206	0.2349	-0.8707	-0.3247	-0.3337	4.7568	-1.9775	1.7654	-7.5995	0.747	1.9381	2.1686	-6.3522	0.8694	-1.6469	-7.3566	-3.2821	-0.0535	-4.9565	2.1869	3.263	-3.0448	2.4521	4.4447	2.4369	-3.5326	1.912	4.3245	-1.1241	-3.3813	2.8547	-3.5283	2.1088	-2.9546	1.8758	2.5573	-3.2018	5.0162	0.8737	-2.7478	5.0133	4.8355	-1.2073	3.3899
OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	-0.1421	0.9071	-3.6599	-1.9838	1.602	-0.1228	-2.2824	0.7704	-1.5005	-0.7508	2.9127	-0.423	3.4129	-4.9344	-1.5981	-3.8131	3.8852	3.9592	0.8713	-4.2692	-2.8594	2.2534	0.7634	2.0624	2.2302	5.3247	-1.4468	0.889	-5.7623	0.7475	1.2177	0.2069	-3.1935	0.8337	0.0162	-5.2017	-2.2705	2.1224	-3.2272	4.1655	3.4061	-2.2297	1.3297	2.3503	2.7416	-3.2334	-0.6522	4.0933	0.8819	-2.1217	2.1321	-3.2545	4.4387	-0.9437	2.789	2.3098	-2.522	6.928	-3.6598	-3.4657	3.9699	3.7103	-1.298	4.9509
OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	0.5488	0.0681	-3.3069	-2.0556	-0.2009	-0.1015	-1.8737	1.0127	-2.8298	-1.3912	1.2982	-2.3025	2.956	-4.2294	-1.2078	-2.6614	2.6724	3.627	0.3698	-2.6321	-3.9099	0.5582	0.0126	0.4053	-0.4802	5.6477	-0.5796	1.5616	-7.0026	-0.3229	1.0938	0.8275	-3.765	0.9252	-0.4502	-5.0286	-3.1921	0.8552	-4.745	3.3043	2.3677	-2.5235	-0.073	2.9682	1.4224	-3.8411	2.5352	4.3221	-0.7952	-3.0884	0.8431	-3.5799	2.3217	-3.1762	1.4344	1.793	-2.0292	4.9673	-1.0622	-3.2458	3.9211	4.8591	-0.5594	3.5234
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	1.1438	1.0849	1.6887	6.6024	-5.0344	-3.6098	4.6406	1.1656	4.3489	-1.7458	-1.7435	1.7635	-7.5285	9.0938	3.9442	6.0988	-1.2051	-2.2033	-0.4005	4.1756	4.7792	-0.1355	1.545	2.0461	2.1389	-0.4843	-1.386	-4.7816	7.3867	-5.4261	-2.3209	-3.3972	8.4237	-2.7842	0.8739	8.4789	4.1409	3.6327	3.179	-0.6285	-2.4984	7.119	-2.9061	-5.9101	-0.4774	0.6787	-3.0773	-3.3397	2.7448	1.3234	-4.4274	5.5627	-3.023	2.2014	-1.0932	0.2766	0.8922	-7.0435	-4.1232	2.3372	-5.2758	-4.8663	3.0849	-3.2303
