FLT_cluster_02,FLT_cluster_03,FLT_cluster_04,FLT_cluster_05,FLT_cluster_06,FLT_cluster_07,FLT_cluster_08,FLT_cluster_09,FLT_cluster_10,FLT_cluster_11,FLT_cluster_12,FLT_cluster_13,FLT_cluster_14
ENSMUSG00000058318,ENSMUSG00000079484,,,,,,,,,,,
ENSMUSG00000017677,ENSMUSG00000024515,,,,,,,,,,,
ENSMUSG00000039069,ENSMUSG00000057531,,,,,,,,,,,
ENSMUSG00000019558,ENSMUSG00000035297,,,,,,,,,,,
ENSMUSG00000014504,ENSMUSG00000020604,,,,,,,,,,,
ENSMUSG00000028163,ENSMUSG00000025813,,,,,,,,,,,
ENSMUSG00000018377,ENSMUSG00000021770,,,,,,,,,,,
ENSMUSG00000022194,ENSMUSG00000026095,,,,,,,,,,,
ENSMUSG00000037992,ENSMUSG00000028284,,,,,,,,,,,
ENSMUSG00000029207,ENSMUSG00000030435,,,,,,,,,,,
ENSMUSG00000046056,ENSMUSG00000054474,,,,,,,,,,,
ENSMUSG00000001376,ENSMUSG00000027770,,,,,,,,,,,
ENSMUSG00000042508,ENSMUSG00000010517,,,,,,,,,,,
ENSMUSG00000008301,ENSMUSG00000006423,,,,,,,,,,,
ENSMUSG00000005732,ENSMUSG00000042670,,,,,,,,,,,
ENSMUSG00000036528,ENSMUSG00000042628,,,,,,,,,,,
ENSMUSG00000031378,ENSMUSG00000031441,,,,,,,,,,,
ENSMUSG00000038422,ENSMUSG00000032078,,,,,,,,,,,
ENSMUSG00000042302,ENSMUSG00000031592,,,,,,,,,,,
ENSMUSG00000015971,ENSMUSG00000073131,,,,,,,,,,,
ENSMUSG00000002031,ENSMUSG00000049791,,,,,,,,,,,
ENSMUSG00000041362,ENSMUSG00000024231,,,,,,,,,,,
ENSMUSG00000095567,ENSMUSG00000005469,,,,,,,,,,,
ENSMUSG00000027667,ENSMUSG00000078429,,,,,,,,,,,
ENSMUSG00000022568,ENSMUSG00000028599,,,,,,,,,,,
ENSMUSG00000034462,ENSMUSG00000039616,,,,,,,,,,,
ENSMUSG00000000538,ENSMUSG00000026811,,,,,,,,,,,
ENSMUSG00000026778,ENSMUSG00000072772,,,,,,,,,,,
ENSMUSG00000033454,ENSMUSG00000073678,,,,,,,,,,,
ENSMUSG00000025208,ENSMUSG00000020430,,,,,,,,,,,
ENSMUSG00002074846,ENSMUSG00000027272,,,,,,,,,,,
ENSMUSG00000022215,ENSMUSG00000042133,,,,,,,,,,,
ENSMUSG00000029722,ENSMUSG00000029328,,,,,,,,,,,
ENSMUSG00000002608,ENSMUSG00000042032,,,,,,,,,,,
ENSMUSG00000005575,ENSMUSG00000106918,,,,,,,,,,,
ENSMUSG00000033396,ENSMUSG00000022889,,,,,,,,,,,
ENSMUSG00000004565,ENSMUSG00000037260,,,,,,,,,,,
ENSMUSG00000028333,ENSMUSG00000022517,,,,,,,,,,,
ENSMUSG00000026304,ENSMUSG00000025793,,,,,,,,,,,
ENSMUSG00000022617,ENSMUSG00000058325,,,,,,,,,,,
ENSMUSG00000032624,ENSMUSG00000022771,,,,,,,,,,,
ENSMUSG00000024603,ENSMUSG00000073889,,,,,,,,,,,
ENSMUSG00000021390,ENSMUSG00000052102,,,,,,,,,,,
ENSMUSG00000040365,ENSMUSG00000087679,,,,,,,,,,,
ENSMUSG00000057396,ENSMUSG00000000738,,,,,,,,,,,
ENSMUSG00000014776,ENSMUSG00000003199,,,,,,,,,,,
ENSMUSG00000015889,ENSMUSG00000024949,,,,,,,,,,,
ENSMUSG00000043391,ENSMUSG00000001383,,,,,,,,,,,
ENSMUSG00000049800,ENSMUSG00000041702,,,,,,,,,,,
ENSMUSG00000039519,ENSMUSG00000027479,,,,,,,,,,,
ENSMUSG00000049225,ENSMUSG00000023186,,,,,,,,,,,
ENSMUSG00000025608,ENSMUSG00000033964,,,,,,,,,,,
ENSMUSG00000028348,ENSMUSG00000064145,,,,,,,,,,,
ENSMUSG00000034192,ENSMUSG00000028277,,,,,,,,,,,
ENSMUSG00000055128,ENSMUSG00000000184,,,,,,,,,,,
ENSMUSG00000040396,ENSMUSG00000051853,,,,,,,,,,,
ENSMUSG00000039809,ENSMUSG00000029650,,,,,,,,,,,
ENSMUSG00000073468,ENSMUSG00000032410,,,,,,,,,,,
ENSMUSG00000031667,ENSMUSG00000021460,,,,,,,,,,,
ENSMUSG00000025036,ENSMUSG00000025173,,,,,,,,,,,
ENSMUSG00000039841,ENSMUSG00000000420,,,,,,,,,,,
ENSMUSG00000021360,ENSMUSG00000033917,,,,,,,,,,,
ENSMUSG00000032040,ENSMUSG00000054920,,,,,,,,,,,
ENSMUSG00000030272,ENSMUSG00000025283,,,,,,,,,,,
ENSMUSG00000021025,ENSMUSG00000030850,,,,,,,,,,,
ENSMUSG00000020843,ENSMUSG00000030879,,,,,,,,,,,
ENSMUSG00000038607,ENSMUSG00000016510,,,,,,,,,,,
ENSMUSG00000036473,ENSMUSG00000049401,,,,,,,,,,,
ENSMUSG00000019864,ENSMUSG00000009293,,,,,,,,,,,
ENSMUSG00000024959,ENSMUSG00000015759,,,,,,,,,,,
ENSMUSG00000041779,ENSMUSG00000058216,,,,,,,,,,,
ENSMUSG00000034349,ENSMUSG00000026662,,,,,,,,,,,
ENSMUSG00000060678,ENSMUSG00000084786,,,,,,,,,,,
ENSMUSG00000031488,ENSMUSG00000026812,,,,,,,,,,,
ENSMUSG00000041762,ENSMUSG00000021171,,,,,,,,,,,
ENSMUSG00000042197,ENSMUSG00000034252,,,,,,,,,,,
ENSMUSG00000038535,ENSMUSG00000022337,,,,,,,,,,,
ENSMUSG00000045896,ENSMUSG00000020949,,,,,,,,,,,
ENSMUSG00000026078,ENSMUSG00000052085,,,,,,,,,,,
ENSMUSG00000020476,ENSMUSG00000024694,,,,,,,,,,,
ENSMUSG00000027200,ENSMUSG00000070733,,,,,,,,,,,
ENSMUSG00000038520,ENSMUSG00000031729,,,,,,,,,,,
ENSMUSG00000062077,ENSMUSG00000024454,,,,,,,,,,,
ENSMUSG00000060935,ENSMUSG00000074115,,,,,,,,,,,
ENSMUSG00000020186,ENSMUSG00000014402,,,,,,,,,,,
ENSMUSG00000021573,ENSMUSG00000036580,,,,,,,,,,,
ENSMUSG00000057572,ENSMUSG00000020457,,,,,,,,,,,
ENSMUSG00000024079,ENSMUSG00000007613,,,,,,,,,,,
ENSMUSG00000029217,ENSMUSG00000026753,,,,,,,,,,,
ENSMUSG00000026643,ENSMUSG00000031007,,,,,,,,,,,
ENSMUSG00000021468,ENSMUSG00000030753,,,,,,,,,,,
ENSMUSG00000029726,ENSMUSG00000022010,,,,,,,,,,,
ENSMUSG00000098557,ENSMUSG00000025497,,,,,,,,,,,
ENSMUSG00000028700,ENSMUSG00000036097,,,,,,,,,,,
ENSMUSG00000019470,ENSMUSG00000032754,,,,,,,,,,,
ENSMUSG00000050541,ENSMUSG00000022607,,,,,,,,,,,
ENSMUSG00000016253,ENSMUSG00000039221,,,,,,,,,,,
ENSMUSG00000025366,ENSMUSG00000022299,,,,,,,,,,,
ENSMUSG00000030588,ENSMUSG00000033377,,,,,,,,,,,
ENSMUSG00000024219,ENSMUSG00000026970,,,,,,,,,,,
ENSMUSG00000001052,ENSMUSG00000025964,,,,,,,,,,,
ENSMUSG00000032215,ENSMUSG00000028042,,,,,,,,,,,
ENSMUSG00000024135,ENSMUSG00000031950,,,,,,,,,,,
ENSMUSG00000022601,ENSMUSG00000032548,,,,,,,,,,,
ENSMUSG00000020444,ENSMUSG00000022772,,,,,,,,,,,
ENSMUSG00000039958,ENSMUSG00000024914,,,,,,,,,,,
ENSMUSG00000033083,ENSMUSG00000038344,,,,,,,,,,,
ENSMUSG00000057177,ENSMUSG00000110195,,,,,,,,,,,
ENSMUSG00000027804,ENSMUSG00000022912,,,,,,,,,,,
ENSMUSG00000071649,ENSMUSG00000030663,,,,,,,,,,,
ENSMUSG00000029920,ENSMUSG00000042524,,,,,,,,,,,
ENSMUSG00000032872,ENSMUSG00000008859,,,,,,,,,,,
ENSMUSG00000039959,ENSMUSG00000023031,,,,,,,,,,,
ENSMUSG00000018565,ENSMUSG00000025353,,,,,,,,,,,
ENSMUSG00000025035,ENSMUSG00000037197,,,,,,,,,,,
ENSMUSG00000030352,ENSMUSG00000032867,,,,,,,,,,,
ENSMUSG00000039745,ENSMUSG00000026209,,,,,,,,,,,
ENSMUSG00000028019,ENSMUSG00000036026,,,,,,,,,,,
ENSMUSG00000041992,ENSMUSG00000008845,,,,,,,,,,,
ENSMUSG00000007036,ENSMUSG00000024197,,,,,,,,,,,
ENSMUSG00000046562,ENSMUSG00000006024,,,,,,,,,,,
ENSMUSG00000020677,ENSMUSG00000079508,,,,,,,,,,,
ENSMUSG00000040097,ENSMUSG00000055137,,,,,,,,,,,
ENSMUSG00000044709,ENSMUSG00000070056,,,,,,,,,,,
ENSMUSG00000032175,ENSMUSG00000002546,,,,,,,,,,,
ENSMUSG00000021866,ENSMUSG00000027108,,,,,,,,,,,
ENSMUSG00000057672,ENSMUSG00000078517,,,,,,,,,,,
ENSMUSG00000047843,ENSMUSG00000078853,,,,,,,,,,,
ENSMUSG00000042988,ENSMUSG00000036879,,,,,,,,,,,
ENSMUSG00000034247,ENSMUSG00000037152,,,,,,,,,,,
ENSMUSG00000074221,ENSMUSG00000021094,,,,,,,,,,,
ENSMUSG00000002968,ENSMUSG00000069601,,,,,,,,,,,
ENSMUSG00000022779,ENSMUSG00000024068,,,,,,,,,,,
ENSMUSG00000022635,ENSMUSG00000025085,,,,,,,,,,,
ENSMUSG00000028403,ENSMUSG00000030213,,,,,,,,,,,
ENSMUSG00000003184,ENSMUSG00000029189,,,,,,,,,,,
ENSMUSG00000008333,ENSMUSG00000030522,,,,,,,,,,,
ENSMUSG00000036114,ENSMUSG00000005054,,,,,,,,,,,
ENSMUSG00000028669,ENSMUSG00000037709,,,,,,,,,,,
ENSMUSG00000023079,ENSMUSG00000020923,,,,,,,,,,,
ENSMUSG00000033542,ENSMUSG00000026914,,,,,,,,,,,
ENSMUSG00000050668,ENSMUSG00000003847,,,,,,,,,,,
ENSMUSG00000027263,ENSMUSG00000055239,,,,,,,,,,,
ENSMUSG00000018476,ENSMUSG00000041530,,,,,,,,,,,
ENSMUSG00000060090,ENSMUSG00000022507,,,,,,,,,,,
ENSMUSG00000047150,ENSMUSG00000032526,,,,,,,,,,,
ENSMUSG00000005505,ENSMUSG00000036561,,,,,,,,,,,
ENSMUSG00000024277,ENSMUSG00000043162,,,,,,,,,,,
ENSMUSG00000040383,ENSMUSG00000004394,,,,,,,,,,,
ENSMUSG00000026604,ENSMUSG00000049577,,,,,,,,,,,
ENSMUSG00000041712,ENSMUSG00000042055,,,,,,,,,,,
ENSMUSG00000064210,ENSMUSG00000032026,,,,,,,,,,,
ENSMUSG00000040584,ENSMUSG00000025854,,,,,,,,,,,
ENSMUSG00000028049,ENSMUSG00000019578,,,,,,,,,,,
ENSMUSG00000024581,ENSMUSG00000031532,,,,,,,,,,,
ENSMUSG00000051674,ENSMUSG00000031503,,,,,,,,,,,
ENSMUSG00000033885,ENSMUSG00000008035,,,,,,,,,,,
ENSMUSG00000044768,ENSMUSG00000002346,,,,,,,,,,,
ENSMUSG00000024539,ENSMUSG00000046230,,,,,,,,,,,
ENSMUSG00000003810,ENSMUSG00000033799,,,,,,,,,,,
ENSMUSG00000072949,ENSMUSG00000028646,,,,,,,,,,,
ENSMUSG00000020412,ENSMUSG00000007476,,,,,,,,,,,
ENSMUSG00000027475,ENSMUSG00000036529,,,,,,,,,,,
ENSMUSG00000060923,ENSMUSG00000063787,,,,,,,,,,,
ENSMUSG00000037098,ENSMUSG00000039220,,,,,,,,,,,
ENSMUSG00000003033,ENSMUSG00000038828,,,,,,,,,,,
ENSMUSG00000005225,ENSMUSG00000014426,,,,,,,,,,,
ENSMUSG00000031790,ENSMUSG00000045103,,,,,,,,,,,
ENSMUSG00000024858,ENSMUSG00000025354,,,,,,,,,,,
ENSMUSG00000051256,ENSMUSG00000028420,,,,,,,,,,,
ENSMUSG00000031216,ENSMUSG00000035199,,,,,,,,,,,
ENSMUSG00000023791,ENSMUSG00000021076,,,,,,,,,,,
ENSMUSG00000032265,ENSMUSG00000021687,,,,,,,,,,,
ENSMUSG00000039678,ENSMUSG00000024095,,,,,,,,,,,
ENSMUSG00000022571,ENSMUSG00000032086,,,,,,,,,,,
ENSMUSG00000026594,ENSMUSG00000021690,,,,,,,,,,,
ENSMUSG00000087380,ENSMUSG00000032580,,,,,,,,,,,
ENSMUSG00000030682,ENSMUSG00000063200,,,,,,,,,,,
ENSMUSG00000038876,ENSMUSG00000027257,,,,,,,,,,,
ENSMUSG00000002326,ENSMUSG00000029642,,,,,,,,,,,
ENSMUSG00000031862,ENSMUSG00000001774,,,,,,,,,,,
ENSMUSG00000066571,ENSMUSG00000074994,,,,,,,,,,,
ENSMUSG00000022677,ENSMUSG00000073563,,,,,,,,,,,
ENSMUSG00000032398,ENSMUSG00000022781,,,,,,,,,,,
ENSMUSG00000002032,ENSMUSG00000038023,,,,,,,,,,,
ENSMUSG00000102918,ENSMUSG00000040356,,,,,,,,,,,
ENSMUSG00000039191,ENSMUSG00000030870,,,,,,,,,,,
ENSMUSG00000031617,ENSMUSG00000020485,,,,,,,,,,,
ENSMUSG00000030697,ENSMUSG00000026005,,,,,,,,,,,
ENSMUSG00000039068,ENSMUSG00000054693,,,,,,,,,,,
ENSMUSG00000039968,ENSMUSG00000015291,,,,,,,,,,,
ENSMUSG00000055932,ENSMUSG00000024772,,,,,,,,,,,
ENSMUSG00000030701,ENSMUSG00000022858,,,,,,,,,,,
ENSMUSG00000028955,ENSMUSG00000064254,,,,,,,,,,,
ENSMUSG00000071074,ENSMUSG00000038552,,,,,,,,,,,
ENSMUSG00000038195,ENSMUSG00000090175,,,,,,,,,,,
ENSMUSG00000019899,ENSMUSG00000036850,,,,,,,,,,,
ENSMUSG00000029404,ENSMUSG00000027610,,,,,,,,,,,
ENSMUSG00000024778,ENSMUSG00000021785,,,,,,,,,,,
ENSMUSG00000019849,ENSMUSG00000010392,,,,,,,,,,,
ENSMUSG00000063801,ENSMUSG00000008690,,,,,,,,,,,
ENSMUSG00000030207,ENSMUSG00000031660,,,,,,,,,,,
ENSMUSG00000029648,ENSMUSG00000001794,,,,,,,,,,,
ENSMUSG00000027800,ENSMUSG00000025958,,,,,,,,,,,
ENSMUSG00000063894,ENSMUSG00000069874,,,,,,,,,,,
ENSMUSG00000037493,ENSMUSG00000037013,,,,,,,,,,,
ENSMUSG00000002319,ENSMUSG00000041132,,,,,,,,,,,
ENSMUSG00000056383,ENSMUSG00000021149,,,,,,,,,,,
ENSMUSG00000022052,ENSMUSG00000014932,,,,,,,,,,,
ENSMUSG00000030314,ENSMUSG00000030647,,,,,,,,,,,
ENSMUSG00000024942,ENSMUSG00000028468,,,,,,,,,,,
ENSMUSG00000075324,ENSMUSG00000009073,,,,,,,,,,,
ENSMUSG00000071180,ENSMUSG00000038546,,,,,,,,,,,
ENSMUSG00000090035,ENSMUSG00000000838,,,,,,,,,,,
ENSMUSG00000024947,ENSMUSG00000073565,,,,,,,,,,,
ENSMUSG00000026767,ENSMUSG00000028034,,,,,,,,,,,
ENSMUSG00000031403,ENSMUSG00000010406,,,,,,,,,,,
ENSMUSG00000026142,ENSMUSG00000025499,,,,,,,,,,,
ENSMUSG00000026413,ENSMUSG00000039286,,,,,,,,,,,
ENSMUSG00000006611,ENSMUSG00000026938,,,,,,,,,,,
ENSMUSG00000026843,ENSMUSG00000067071,,,,,,,,,,,
ENSMUSG00000060538,ENSMUSG00000020608,,,,,,,,,,,
ENSMUSG00000095463,ENSMUSG00000046311,,,,,,,,,,,
ENSMUSG00000056962,ENSMUSG00000022971,,,,,,,,,,,
ENSMUSG00000031382,ENSMUSG00000029621,,,,,,,,,,,
ENSMUSG00000029466,ENSMUSG00000020864,,,,,,,,,,,
ENSMUSG00000004567,ENSMUSG00000005107,,,,,,,,,,,
ENSMUSG00000025484,ENSMUSG00000028894,,,,,,,,,,,
ENSMUSG00000019718,ENSMUSG00000040891,,,,,,,,,,,
ENSMUSG00000035632,ENSMUSG00000024238,,,,,,,,,,,
ENSMUSG00000054428,ENSMUSG00000069539,,,,,,,,,,,
ENSMUSG00000061589,ENSMUSG00000079509,,,,,,,,,,,
ENSMUSG00000046722,ENSMUSG00000022280,,,,,,,,,,,
ENSMUSG00000049804,ENSMUSG00000033781,,,,,,,,,,,
ENSMUSG00000023027,ENSMUSG00000050608,,,,,,,,,,,
ENSMUSG00000034973,ENSMUSG00000024477,,,,,,,,,,,
ENSMUSG00000015961,ENSMUSG00000002763,,,,,,,,,,,
ENSMUSG00000031226,ENSMUSG00000054843,,,,,,,,,,,
ENSMUSG00000031591,ENSMUSG00000058006,,,,,,,,,,,
ENSMUSG00000036019,ENSMUSG00000004771,,,,,,,,,,,
ENSMUSG00000028339,ENSMUSG00000026822,,,,,,,,,,,
ENSMUSG00000028048,ENSMUSG00000069729,,,,,,,,,,,
ENSMUSG00000026000,ENSMUSG00000001418,,,,,,,,,,,
ENSMUSG00000057068,ENSMUSG00000036104,,,,,,,,,,,
ENSMUSG00000026718,ENSMUSG00000019782,,,,,,,,,,,
ENSMUSG00000052033,ENSMUSG00000058594,,,,,,,,,,,
ENSMUSG00000109336,ENSMUSG00000031483,,,,,,,,,,,
ENSMUSG00000022973,ENSMUSG00000029185,,,,,,,,,,,
ENSMUSG00000029338,ENSMUSG00000036402,,,,,,,,,,,
ENSMUSG00000070436,ENSMUSG00000058761,,,,,,,,,,,
ENSMUSG00000020873,ENSMUSG00000024400,,,,,,,,,,,
ENSMUSG00000033272,ENSMUSG00000048701,,,,,,,,,,,
ENSMUSG00000035673,ENSMUSG00000042772,,,,,,,,,,,
ENSMUSG00000000823,ENSMUSG00000075486,,,,,,,,,,,
ENSMUSG00000022992,ENSMUSG00000004677,,,,,,,,,,,
ENSMUSG00000000751,ENSMUSG00000019832,,,,,,,,,,,
ENSMUSG00000021286,ENSMUSG00000045282,,,,,,,,,,,
ENSMUSG00000032551,ENSMUSG00000025630,,,,,,,,,,,
ENSMUSG00000057137,ENSMUSG00000024384,,,,,,,,,,,
ENSMUSG00000037440,ENSMUSG00000029781,,,,,,,,,,,
ENSMUSG00000037536,ENSMUSG00000035354,,,,,,,,,,,
ENSMUSG00000056749,ENSMUSG00000024974,,,,,,,,,,,
ENSMUSG00000060224,ENSMUSG00000022799,,,,,,,,,,,
ENSMUSG00000026482,ENSMUSG00000028437,,,,,,,,,,,
ENSMUSG00000017288,ENSMUSG00000015341,,,,,,,,,,,
ENSMUSG00000051236,ENSMUSG00000020962,,,,,,,,,,,
ENSMUSG00000056211,ENSMUSG00000057637,,,,,,,,,,,
ENSMUSG00000050953,ENSMUSG00000020128,,,,,,,,,,,
ENSMUSG00000030760,ENSMUSG00000031634,,,,,,,,,,,
ENSMUSG00000039463,ENSMUSG00000034354,,,,,,,,,,,
ENSMUSG00000052456,ENSMUSG00000018474,,,,,,,,,,,
ENSMUSG00000002393,ENSMUSG00000028630,,,,,,,,,,,
ENSMUSG00000075415,ENSMUSG00000037533,,,,,,,,,,,
ENSMUSG00000025374,ENSMUSG00000055850,,,,,,,,,,,
ENSMUSG00000040943,ENSMUSG00000020840,,,,,,,,,,,
ENSMUSG00000041130,ENSMUSG00000066440,,,,,,,,,,,
ENSMUSG00000074925,ENSMUSG00000023452,,,,,,,,,,,
ENSMUSG00000027750,ENSMUSG00000030341,,,,,,,,,,,
ENSMUSG00000036940,ENSMUSG00000031353,,,,,,,,,,,
ENSMUSG00000026153,ENSMUSG00000034781,,,,,,,,,,,
ENSMUSG00000026860,ENSMUSG00000032540,,,,,,,,,,,
ENSMUSG00000024818,ENSMUSG00000037465,,,,,,,,,,,
ENSMUSG00000021114,ENSMUSG00000027133,,,,,,,,,,,
ENSMUSG00000032324,ENSMUSG00000058624,,,,,,,,,,,
ENSMUSG00000020641,ENSMUSG00000036822,,,,,,,,,,,
ENSMUSG00000041632,ENSMUSG00000018821,,,,,,,,,,,
ENSMUSG00000035164,ENSMUSG00000042632,,,,,,,,,,,
ENSMUSG00000019970,ENSMUSG00000002741,,,,,,,,,,,
ENSMUSG00000059486,ENSMUSG00000002660,,,,,,,,,,,
ENSMUSG00000071042,ENSMUSG00000038619,,,,,,,,,,,
ENSMUSG00000061410,ENSMUSG00000004285,,,,,,,,,,,
ENSMUSG00000063108,ENSMUSG00000033237,,,,,,,,,,,
ENSMUSG00000046982,ENSMUSG00000021124,,,,,,,,,,,
ENSMUSG00000026377,ENSMUSG00000039756,,,,,,,,,,,
ENSMUSG00000075528,ENSMUSG00000072501,,,,,,,,,,,
ENSMUSG00000036966,ENSMUSG00000031549,,,,,,,,,,,
ENSMUSG00000020922,ENSMUSG00000004356,,,,,,,,,,,
ENSMUSG00000037772,ENSMUSG00000059278,,,,,,,,,,,
ENSMUSG00000040532,,,,,,,,,,,,
ENSMUSG00000108414,,,,,,,,,,,,
ENSMUSG00000015697,,,,,,,,,,,,
ENSMUSG00000028790,,,,,,,,,,,,
ENSMUSG00000021699,,,,,,,,,,,,
ENSMUSG00000027371,,,,,,,,,,,,
ENSMUSG00000036202,,,,,,,,,,,,
ENSMUSG00000025898,,,,,,,,,,,,
ENSMUSG00000026887,,,,,,,,,,,,
ENSMUSG00000026586,,,,,,,,,,,,
ENSMUSG00000024234,,,,,,,,,,,,
ENSMUSG00000041444,,,,,,,,,,,,
ENSMUSG00000040472,,,,,,,,,,,,
ENSMUSG00000029860,,,,,,,,,,,,
ENSMUSG00000005442,,,,,,,,,,,,
ENSMUSG00000015340,,,,,,,,,,,,
ENSMUSG00000036273,,,,,,,,,,,,
ENSMUSG00000072872,,,,,,,,,,,,
ENSMUSG00000002320,,,,,,,,,,,,
ENSMUSG00000028282,,,,,,,,,,,,
ENSMUSG00000024592,,,,,,,,,,,,
ENSMUSG00000017999,,,,,,,,,,,,
ENSMUSG00000047648,,,,,,,,,,,,
ENSMUSG00000035105,,,,,,,,,,,,
ENSMUSG00000019790,,,,,,,,,,,,
ENSMUSG00000028167,,,,,,,,,,,,
ENSMUSG00000047613,,,,,,,,,,,,
ENSMUSG00000018604,,,,,,,,,,,,
ENSMUSG00000090799,,,,,,,,,,,,
ENSMUSG00000041353,,,,,,,,,,,,
ENSMUSG00000021009,,,,,,,,,,,,
ENSMUSG00000027879,,,,,,,,,,,,
ENSMUSG00000050079,,,,,,,,,,,,
ENSMUSG00000042712,,,,,,,,,,,,
ENSMUSG00000020311,,,,,,,,,,,,
ENSMUSG00000042198,,,,,,,,,,,,
ENSMUSG00000029617,,,,,,,,,,,,
ENSMUSG00000030816,,,,,,,,,,,,
ENSMUSG00000030551,,,,,,,,,,,,
ENSMUSG00000048878,,,,,,,,,,,,
ENSMUSG00000089682,,,,,,,,,,,,
ENSMUSG00000027016,,,,,,,,,,,,
ENSMUSG00000021969,,,,,,,,,,,,
ENSMUSG00000017679,,,,,,,,,,,,
ENSMUSG00000031671,,,,,,,,,,,,
ENSMUSG00000029681,,,,,,,,,,,,
ENSMUSG00000040760,,,,,,,,,,,,
ENSMUSG00000034032,,,,,,,,,,,,
ENSMUSG00000035868,,,,,,,,,,,,
ENSMUSG00000020889,,,,,,,,,,,,
ENSMUSG00000029922,,,,,,,,,,,,
ENSMUSG00000075467,,,,,,,,,,,,
ENSMUSG00000051910,,,,,,,,,,,,
ENSMUSG00000024194,,,,,,,,,,,,
ENSMUSG00000024614,,,,,,,,,,,,
ENSMUSG00000030509,,,,,,,,,,,,
ENSMUSG00000026172,,,,,,,,,,,,
ENSMUSG00000027765,,,,,,,,,,,,
ENSMUSG00000034932,,,,,,,,,,,,
ENSMUSG00000068184,,,,,,,,,,,,
ENSMUSG00000038013,,,,,,,,,,,,
ENSMUSG00000019966,,,,,,,,,,,,
ENSMUSG00000085148,,,,,,,,,,,,
ENSMUSG00000001151,,,,,,,,,,,,
ENSMUSG00000022031,,,,,,,,,,,,
ENSMUSG00000021112,,,,,,,,,,,,
ENSMUSG00000004626,,,,,,,,,,,,
ENSMUSG00000029009,,,,,,,,,,,,
ENSMUSG00000005621,,,,,,,,,,,,
ENSMUSG00000038812,,,,,,,,,,,,
ENSMUSG00000006715,,,,,,,,,,,,
ENSMUSG00000035572,,,,,,,,,,,,
ENSMUSG00000073987,,,,,,,,,,,,
ENSMUSG00000022119,,,,,,,,,,,,
ENSMUSG00000028414,,,,,,,,,,,,
ENSMUSG00000005483,,,,,,,,,,,,
ENSMUSG00000006273,,,,,,,,,,,,
ENSMUSG00000020397,,,,,,,,,,,,
ENSMUSG00000031371,,,,,,,,,,,,
ENSMUSG00000027207,,,,,,,,,,,,
ENSMUSG00000040044,,,,,,,,,,,,
ENSMUSG00000057335,,,,,,,,,,,,
ENSMUSG00000040297,,,,,,,,,,,,
ENSMUSG00000028251,,,,,,,,,,,,
ENSMUSG00000030533,,,,,,,,,,,,
ENSMUSG00000022750,,,,,,,,,,,,
ENSMUSG00000003812,,,,,,,,,,,,
ENSMUSG00000001119,,,,,,,,,,,,
ENSMUSG00000042608,,,,,,,,,,,,
ENSMUSG00000042426,,,,,,,,,,,,
ENSMUSG00000030264,,,,,,,,,,,,
ENSMUSG00000025184,,,,,,,,,,,,
ENSMUSG00000025869,,,,,,,,,,,,
ENSMUSG00000025733,,,,,,,,,,,,
ENSMUSG00000028496,,,,,,,,,,,,
ENSMUSG00000030342,,,,,,,,,,,,
ENSMUSG00000030979,,,,,,,,,,,,
ENSMUSG00000041445,,,,,,,,,,,,
ENSMUSG00000031714,,,,,,,,,,,,
ENSMUSG00000028270,,,,,,,,,,,,
ENSMUSG00000039167,,,,,,,,,,,,
ENSMUSG00000002279,,,,,,,,,,,,
ENSMUSG00000020023,,,,,,,,,,,,
ENSMUSG00000031090,,,,,,,,,,,,
ENSMUSG00000020176,,,,,,,,,,,,
ENSMUSG00000018899,,,,,,,,,,,,
ENSMUSG00000027082,,,,,,,,,,,,
ENSMUSG00000028252,,,,,,,,,,,,
ENSMUSG00000029192,,,,,,,,,,,,
ENSMUSG00000024165,,,,,,,,,,,,
ENSMUSG00000019659,,,,,,,,,,,,
ENSMUSG00000028834,,,,,,,,,,,,
ENSMUSG00000028330,,,,,,,,,,,,
ENSMUSG00000071054,,,,,,,,,,,,
ENSMUSG00000032500,,,,,,,,,,,,
ENSMUSG00000049971,,,,,,,,,,,,
ENSMUSG00000032883,,,,,,,,,,,,
ENSMUSG00000004642,,,,,,,,,,,,
ENSMUSG00000042312,,,,,,,,,,,,
ENSMUSG00000063663,,,,,,,,,,,,
ENSMUSG00000042828,,,,,,,,,,,,
ENSMUSG00000041025,,,,,,,,,,,,
ENSMUSG00000025417,,,,,,,,,,,,
ENSMUSG00000003604,,,,,,,,,,,,
ENSMUSG00000029556,,,,,,,,,,,,
ENSMUSG00000028793,,,,,,,,,,,,
ENSMUSG00000021144,,,,,,,,,,,,
ENSMUSG00000027508,,,,,,,,,,,,
ENSMUSG00000027274,,,,,,,,,,,,
ENSMUSG00000026977,,,,,,,,,,,,
ENSMUSG00000035649,,,,,,,,,,,,
ENSMUSG00000040287,,,,,,,,,,,,
ENSMUSG00000004105,,,,,,,,,,,,
ENSMUSG00000074238,,,,,,,,,,,,
ENSMUSG00000040410,,,,,,,,,,,,
ENSMUSG00000054640,,,,,,,,,,,,
ENSMUSG00000055312,,,,,,,,,,,,
ENSMUSG00000026773,,,,,,,,,,,,
ENSMUSG00000089255,,,,,,,,,,,,
ENSMUSG00000033111,,,,,,,,,,,,
ENSMUSG00000035311,,,,,,,,,,,,
ENSMUSG00000034187,,,,,,,,,,,,
ENSMUSG00000048546,,,,,,,,,,,,
