FLT_cluster_02,FLT_cluster_03,FLT_cluster_04,FLT_cluster_05,FLT_cluster_06,FLT_cluster_07,FLT_cluster_08,FLT_cluster_09,FLT_cluster_10,FLT_cluster_11,FLT_cluster_12,FLT_cluster_13,FLT_cluster_14
ENSMUSG00000000142,ENSMUSG00000034807,ENSMUSG00000055943,ENSMUSG00000001247,ENSMUSG00000035674,ENSMUSG00000029505,ENSMUSG00000032218,ENSMUSG00000109644,,,,,
ENSMUSG00000035623,ENSMUSG00000030748,ENSMUSG00000041846,ENSMUSG00000023830,ENSMUSG00000020372,ENSMUSG00000025911,ENSMUSG00000074771,ENSMUSG00000035000,,,,,
ENSMUSG00000028821,ENSMUSG00000019256,ENSMUSG00000016487,ENSMUSG00000021336,ENSMUSG00000029102,ENSMUSG00000027893,ENSMUSG00000019590,ENSMUSG00000035459,,,,,
ENSMUSG00000017386,ENSMUSG00000046836,ENSMUSG00000029623,ENSMUSG00000032238,ENSMUSG00000035780,ENSMUSG00000028760,ENSMUSG00000050296,ENSMUSG00000030082,,,,,
ENSMUSG00000042082,ENSMUSG00000026203,ENSMUSG00000008305,ENSMUSG00000026491,ENSMUSG00000037805,ENSMUSG00000062963,ENSMUSG00000010142,ENSMUSG00000041828,,,,,
ENSMUSG00000017747,ENSMUSG00000022757,ENSMUSG00000020708,ENSMUSG00000021213,ENSMUSG00000027523,ENSMUSG00000030224,ENSMUSG00000044244,ENSMUSG00000028426,,,,,
ENSMUSG00000039275,ENSMUSG00000026656,ENSMUSG00000004035,ENSMUSG00000047213,ENSMUSG00000009281,ENSMUSG00000052296,ENSMUSG00000028587,ENSMUSG00000034708,,,,,
ENSMUSG00000029186,ENSMUSG00000030131,ENSMUSG00000030016,ENSMUSG00000031765,ENSMUSG00000013663,ENSMUSG00000034422,ENSMUSG00000066456,ENSMUSG00000046949,,,,,
ENSMUSG00000024411,ENSMUSG00000020954,ENSMUSG00000061032,ENSMUSG00000062078,ENSMUSG00000058558,ENSMUSG00000071655,ENSMUSG00000047216,ENSMUSG00000026131,,,,,
ENSMUSG00000005374,ENSMUSG00000034021,ENSMUSG00000024589,ENSMUSG00000024913,ENSMUSG00000024827,ENSMUSG00000026276,ENSMUSG00000031489,ENSMUSG00000054889,,,,,
ENSMUSG00000022723,ENSMUSG00000020153,ENSMUSG00000012535,ENSMUSG00000073079,ENSMUSG00000071866,ENSMUSG00000006299,ENSMUSG00000030793,ENSMUSG00000056692,,,,,
ENSMUSG00000039953,ENSMUSG00000027351,ENSMUSG00000027363,ENSMUSG00000073664,ENSMUSG00000024150,ENSMUSG00000040842,ENSMUSG00000025216,ENSMUSG00000020122,,,,,
ENSMUSG00000022983,ENSMUSG00000046691,ENSMUSG00000030842,ENSMUSG00000024695,ENSMUSG00000045294,ENSMUSG00000016382,ENSMUSG00000029414,ENSMUSG00000066150,,,,,
ENSMUSG00000043079,ENSMUSG00000009681,ENSMUSG00000028015,ENSMUSG00000028906,ENSMUSG00000028936,ENSMUSG00000025792,ENSMUSG00000050447,ENSMUSG00000056851,,,,,
ENSMUSG00000036167,ENSMUSG00000026305,ENSMUSG00000006014,ENSMUSG00000031812,ENSMUSG00000031924,ENSMUSG00000036256,ENSMUSG00000040896,ENSMUSG00000011831,,,,,
ENSMUSG00000040820,ENSMUSG00000056899,ENSMUSG00000068798,ENSMUSG00000036775,ENSMUSG00000015536,ENSMUSG00000029472,ENSMUSG00000043613,ENSMUSG00000025860,,,,,
ENSMUSG00000026965,ENSMUSG00000059456,ENSMUSG00000039844,ENSMUSG00000054545,ENSMUSG00000038641,ENSMUSG00000043733,ENSMUSG00000047686,ENSMUSG00000074794,,,,,
ENSMUSG00000006517,ENSMUSG00000032067,ENSMUSG00000013662,ENSMUSG00000017760,ENSMUSG00000078974,ENSMUSG00000019960,ENSMUSG00000027797,ENSMUSG00000014956,,,,,
ENSMUSG00000015189,ENSMUSG00000024457,ENSMUSG00000034724,ENSMUSG00000027878,ENSMUSG00000032330,ENSMUSG00000050103,ENSMUSG00000046095,ENSMUSG00000031770,,,,,
ENSMUSG00000059810,ENSMUSG00000018848,ENSMUSG00000022338,ENSMUSG00000031375,ENSMUSG00000018707,ENSMUSG00000042406,ENSMUSG00000032586,ENSMUSG00000026839,,,,,
ENSMUSG00000030611,ENSMUSG00000091780,ENSMUSG00000002768,ENSMUSG00000005161,ENSMUSG00000021999,ENSMUSG00000040562,ENSMUSG00000026073,ENSMUSG00000022419,,,,,
ENSMUSG00000000355,ENSMUSG00000038160,ENSMUSG00000020515,ENSMUSG00000020612,ENSMUSG00000027566,ENSMUSG00000021928,ENSMUSG00000063296,ENSMUSG00000028672,,,,,
ENSMUSG00000022377,ENSMUSG00000029310,ENSMUSG00000041685,ENSMUSG00000062901,ENSMUSG00000001663,ENSMUSG00000021981,ENSMUSG00000071656,ENSMUSG00000005981,,,,,
ENSMUSG00000049739,ENSMUSG00000031556,ENSMUSG00000037287,ENSMUSG00000056201,ENSMUSG00000033610,ENSMUSG00000036333,ENSMUSG00000041794,ENSMUSG00000022304,,,,,
ENSMUSG00000079334,ENSMUSG00000024146,ENSMUSG00000002475,ENSMUSG00000021178,ENSMUSG00000036833,ENSMUSG00000025369,ENSMUSG00000034040,ENSMUSG00000060591,,,,,
ENSMUSG00000042121,ENSMUSG00000027099,ENSMUSG00000028822,ENSMUSG00000024908,ENSMUSG00000032114,ENSMUSG00000026341,ENSMUSG00000037362,ENSMUSG00000028530,,,,,
ENSMUSG00000042042,ENSMUSG00000007817,ENSMUSG00000036985,ENSMUSG00000020620,ENSMUSG00000029776,ENSMUSG00000025917,ENSMUSG00000020333,ENSMUSG00000022234,,,,,
ENSMUSG00000050148,ENSMUSG00000021156,ENSMUSG00000020357,ENSMUSG00000020580,ENSMUSG00000022546,ENSMUSG00000003464,ENSMUSG00000022468,ENSMUSG00000042079,,,,,
ENSMUSG00000043140,ENSMUSG00000068739,ENSMUSG00000002524,ENSMUSG00000025260,ENSMUSG00000063316,ENSMUSG00000015733,ENSMUSG00000016458,ENSMUSG00000040462,,,,,
ENSMUSG00000044533,ENSMUSG00000021629,ENSMUSG00000034341,ENSMUSG00000014542,ENSMUSG00000025823,ENSMUSG00000052712,ENSMUSG00000069515,ENSMUSG00000025968,,,,,
ENSMUSG00000040479,ENSMUSG00000014226,ENSMUSG00000028070,ENSMUSG00000069744,ENSMUSG00000073676,ENSMUSG00000047638,ENSMUSG00000079025,ENSMUSG00000058672,,,,,
ENSMUSG00000027165,ENSMUSG00000024055,ENSMUSG00000017421,ENSMUSG00000026554,ENSMUSG00000036503,ENSMUSG00000037608,ENSMUSG00000049241,ENSMUSG00000039062,,,,,
ENSMUSG00000028838,ENSMUSG00000035575,ENSMUSG00000040785,ENSMUSG00000028479,ENSMUSG00000015837,ENSMUSG00000009378,ENSMUSG00000022053,ENSMUSG00000039349,,,,,
ENSMUSG00000061455,ENSMUSG00000026127,ENSMUSG00000020078,ENSMUSG00000039367,ENSMUSG00000025396,ENSMUSG00000026589,ENSMUSG00000052430,ENSMUSG00000018567,,,,,
ENSMUSG00000051177,ENSMUSG00000020978,ENSMUSG00000020817,ENSMUSG00000033916,ENSMUSG00000059796,ENSMUSG00000015451,ENSMUSG00000043122,ENSMUSG00000004789,,,,,
ENSMUSG00000028093,ENSMUSG00000034403,ENSMUSG00000027193,ENSMUSG00000048578,ENSMUSG00000089617,ENSMUSG00000021361,ENSMUSG00000049436,ENSMUSG00000028405,,,,,
ENSMUSG00000033044,ENSMUSG00000024474,ENSMUSG00000042626,ENSMUSG00000069668,ENSMUSG00000029467,ENSMUSG00000073424,ENSMUSG00000020169,ENSMUSG00000069456,,,,,
ENSMUSG00000032449,ENSMUSG00000045098,ENSMUSG00000020988,ENSMUSG00000041261,ENSMUSG00000033427,ENSMUSG00000030935,ENSMUSG00000040016,ENSMUSG00000068039,,,,,
ENSMUSG00000039686,ENSMUSG00000066568,ENSMUSG00000063888,ENSMUSG00000024747,ENSMUSG00000046364,ENSMUSG00000017802,ENSMUSG00000024883,ENSMUSG00000038014,,,,,
ENSMUSG00000029394,ENSMUSG00000004945,ENSMUSG00000052299,ENSMUSG00000033416,ENSMUSG00000024781,ENSMUSG00000005299,ENSMUSG00000003379,ENSMUSG00000022708,,,,,
ENSMUSG00000028857,ENSMUSG00000075701,ENSMUSG00000039648,ENSMUSG00000020089,ENSMUSG00000035504,ENSMUSG00000029048,ENSMUSG00000057969,ENSMUSG00000040706,,,,,
ENSMUSG00000002731,ENSMUSG00000051495,ENSMUSG00000040725,ENSMUSG00000003420,ENSMUSG00000010025,ENSMUSG00000015671,ENSMUSG00000042918,ENSMUSG00000021340,,,,,
ENSMUSG00000037933,ENSMUSG00000022350,ENSMUSG00000018446,ENSMUSG00000014769,ENSMUSG00000062070,ENSMUSG00000026827,ENSMUSG00000046275,ENSMUSG00000048076,,,,,
ENSMUSG00000029535,ENSMUSG00000006392,ENSMUSG00000058258,ENSMUSG00000038965,ENSMUSG00000072115,ENSMUSG00000023832,ENSMUSG00000047842,ENSMUSG00000036391,,,,,
ENSMUSG00000027961,ENSMUSG00000021905,ENSMUSG00000031666,ENSMUSG00000031176,ENSMUSG00000071415,ENSMUSG00000033943,ENSMUSG00000020388,ENSMUSG00000060961,,,,,
ENSMUSG00000028102,ENSMUSG00000053536,ENSMUSG00000023087,ENSMUSG00000033004,ENSMUSG00000060036,ENSMUSG00000022216,ENSMUSG00000034612,ENSMUSG00000020534,,,,,
ENSMUSG00000004936,ENSMUSG00000003119,ENSMUSG00000032279,ENSMUSG00000001416,ENSMUSG00000063694,ENSMUSG00000038393,ENSMUSG00000056174,ENSMUSG00000030313,,,,,
ENSMUSG00000031393,ENSMUSG00000026986,ENSMUSG00000025812,ENSMUSG00000025355,ENSMUSG00000012848,ENSMUSG00000034377,ENSMUSG00000028139,ENSMUSG00000002222,,,,,
ENSMUSG00000028796,ENSMUSG00000036073,ENSMUSG00000008763,ENSMUSG00000002944,ENSMUSG00000032050,ENSMUSG00000028991,ENSMUSG00000024481,ENSMUSG00000079477,,,,,
ENSMUSG00000026603,ENSMUSG00000025510,ENSMUSG00000053012,ENSMUSG00000046798,ENSMUSG00000034528,ENSMUSG00000055681,ENSMUSG00000057454,ENSMUSG00000027406,,,,,
ENSMUSG00000022801,ENSMUSG00000016128,ENSMUSG00000031967,ENSMUSG00000038095,ENSMUSG00000029390,ENSMUSG00000029173,ENSMUSG00000063698,ENSMUSG00000071177,,,,,
ENSMUSG00000027931,ENSMUSG00000070372,ENSMUSG00000019370,ENSMUSG00000027255,ENSMUSG00000036216,ENSMUSG00000027708,ENSMUSG00000000223,ENSMUSG00000032786,,,,,
ENSMUSG00000034789,ENSMUSG00000042520,ENSMUSG00000042605,ENSMUSG00000089943,ENSMUSG00000025745,ENSMUSG00000028478,ENSMUSG00000000392,ENSMUSG00000011382,,,,,
ENSMUSG00000006445,ENSMUSG00000040520,ENSMUSG00000039529,ENSMUSG00000031613,ENSMUSG00000026819,ENSMUSG00000001280,ENSMUSG00000062661,ENSMUSG00000021417,,,,,
ENSMUSG00000041264,ENSMUSG00000029416,ENSMUSG00000022867,ENSMUSG00000048154,ENSMUSG00000090841,ENSMUSG00000035093,ENSMUSG00000044737,ENSMUSG00000052974,,,,,
ENSMUSG00000028729,ENSMUSG00000002949,ENSMUSG00000090258,ENSMUSG00000031311,ENSMUSG00000061477,ENSMUSG00000041650,ENSMUSG00000075217,ENSMUSG00000025791,,,,,
ENSMUSG00000028145,ENSMUSG00000029050,ENSMUSG00000025583,ENSMUSG00000030451,ENSMUSG00000003555,ENSMUSG00000058056,ENSMUSG00000029752,ENSMUSG00000046352,,,,,
ENSMUSG00000018362,ENSMUSG00000000957,ENSMUSG00000029195,ENSMUSG00000040407,ENSMUSG00000031320,ENSMUSG00000041698,ENSMUSG00000053198,ENSMUSG00000055322,,,,,
ENSMUSG00000026502,ENSMUSG00000038642,ENSMUSG00000094483,ENSMUSG00000026712,ENSMUSG00000035041,ENSMUSG00000035152,ENSMUSG00000049598,ENSMUSG00000019368,,,,,
ENSMUSG00000021557,ENSMUSG00000022967,ENSMUSG00000040370,ENSMUSG00000038612,ENSMUSG00000005514,ENSMUSG00000038324,ENSMUSG00000031880,ENSMUSG00000032193,,,,,
ENSMUSG00000029084,ENSMUSG00000003531,ENSMUSG00000039000,ENSMUSG00000070811,ENSMUSG00000005268,ENSMUSG00000021279,ENSMUSG00000037005,ENSMUSG00000044308,,,,,
ENSMUSG00000045107,ENSMUSG00000021497,ENSMUSG00000000804,ENSMUSG00000040225,ENSMUSG00000021270,ENSMUSG00000038388,ENSMUSG00000032503,ENSMUSG00000029076,,,,,
ENSMUSG00000047409,ENSMUSG00000062031,ENSMUSG00000029729,ENSMUSG00000055204,ENSMUSG00000032018,ENSMUSG00000027109,ENSMUSG00000003418,ENSMUSG00000030237,,,,,
ENSMUSG00000025439,ENSMUSG00000025757,ENSMUSG00000016664,ENSMUSG00000019802,ENSMUSG00000117310,ENSMUSG00000024583,ENSMUSG00000034161,ENSMUSG00000092274,,,,,
ENSMUSG00000028328,ENSMUSG00000018965,ENSMUSG00000041236,ENSMUSG00000016559,ENSMUSG00000059534,ENSMUSG00000038366,ENSMUSG00000046058,ENSMUSG00000020258,,,,,
ENSMUSG00000031133,ENSMUSG00000002767,ENSMUSG00000043866,ENSMUSG00000055065,ENSMUSG00000067274,ENSMUSG00000022629,ENSMUSG00000057337,ENSMUSG00000029447,,,,,
ENSMUSG00000008140,ENSMUSG00000007411,ENSMUSG00000040033,ENSMUSG00000053931,ENSMUSG00000027828,ENSMUSG00000021024,ENSMUSG00000024653,ENSMUSG00000037936,,,,,
ENSMUSG00000027427,ENSMUSG00000046079,ENSMUSG00000006050,ENSMUSG00000003660,ENSMUSG00000040952,ENSMUSG00000018442,ENSMUSG00000032368,ENSMUSG00000027366,,,,,
ENSMUSG00000031622,ENSMUSG00000030615,ENSMUSG00000018583,ENSMUSG00000023150,ENSMUSG00000024978,ENSMUSG00000054408,ENSMUSG00000073437,ENSMUSG00000015970,,,,,
ENSMUSG00000035960,ENSMUSG00000006010,ENSMUSG00000027253,ENSMUSG00000025862,ENSMUSG00000040883,ENSMUSG00000022336,ENSMUSG00000039239,,,,,,
ENSMUSG00000024309,ENSMUSG00000062232,ENSMUSG00000029036,ENSMUSG00000056148,ENSMUSG00000022403,ENSMUSG00000041625,ENSMUSG00000048040,,,,,,
ENSMUSG00000038884,ENSMUSG00000057982,ENSMUSG00000030180,ENSMUSG00000090145,ENSMUSG00000030244,ENSMUSG00000021188,ENSMUSG00000081683,,,,,,
ENSMUSG00000042895,ENSMUSG00000055319,ENSMUSG00000014355,ENSMUSG00000013846,ENSMUSG00000024782,ENSMUSG00000021900,ENSMUSG00000007030,,,,,,
ENSMUSG00000031012,ENSMUSG00000048379,ENSMUSG00000030286,ENSMUSG00000022098,ENSMUSG00000090150,ENSMUSG00000015839,ENSMUSG00000047880,,,,,,
ENSMUSG00000014444,ENSMUSG00000020074,ENSMUSG00000022139,ENSMUSG00000026475,ENSMUSG00000022214,ENSMUSG00000025907,ENSMUSG00000028871,,,,,,
ENSMUSG00000053799,ENSMUSG00000043252,ENSMUSG00000028249,ENSMUSG00000002102,ENSMUSG00000021660,ENSMUSG00000024335,ENSMUSG00000030559,,,,,,
ENSMUSG00000037204,ENSMUSG00000009894,ENSMUSG00000027078,ENSMUSG00000000149,ENSMUSG00000078650,ENSMUSG00000027007,ENSMUSG00000034317,,,,,,
ENSMUSG00000071266,ENSMUSG00000038370,ENSMUSG00000053094,ENSMUSG00000034109,ENSMUSG00000061315,ENSMUSG00000020190,ENSMUSG00000009114,,,,,,
ENSMUSG00000028608,ENSMUSG00000003458,ENSMUSG00000052512,ENSMUSG00000066232,ENSMUSG00000056050,ENSMUSG00000039536,ENSMUSG00000067616,,,,,,
ENSMUSG00000032468,ENSMUSG00000046404,ENSMUSG00000010376,ENSMUSG00000066324,ENSMUSG00000038274,ENSMUSG00000008892,ENSMUSG00000096001,,,,,,
ENSMUSG00000000384,ENSMUSG00000089809,ENSMUSG00000029512,ENSMUSG00000020250,ENSMUSG00000020538,ENSMUSG00000035561,ENSMUSG00000044716,,,,,,
ENSMUSG00000037643,ENSMUSG00000032336,ENSMUSG00000029664,ENSMUSG00000033228,ENSMUSG00000010651,ENSMUSG00000035048,ENSMUSG00000049265,,,,,,
ENSMUSG00000069255,ENSMUSG00000019989,ENSMUSG00000022500,ENSMUSG00000074748,ENSMUSG00000022884,ENSMUSG00000039159,ENSMUSG00000020892,,,,,,
ENSMUSG00000021311,ENSMUSG00000032512,ENSMUSG00000024222,ENSMUSG00000021136,ENSMUSG00000071528,ENSMUSG00000004897,ENSMUSG00000014453,,,,,,
ENSMUSG00000040174,ENSMUSG00000030138,ENSMUSG00000035372,ENSMUSG00000037242,ENSMUSG00000063524,ENSMUSG00000021877,ENSMUSG00000036560,,,,,,
ENSMUSG00000042349,ENSMUSG00000058704,ENSMUSG00000043998,ENSMUSG00000030087,ENSMUSG00000059291,ENSMUSG00000019726,ENSMUSG00000044499,,,,,,
ENSMUSG00000032212,ENSMUSG00000032412,ENSMUSG00000042363,ENSMUSG00000061436,ENSMUSG00000021290,ENSMUSG00000021215,ENSMUSG00000051331,,,,,,
ENSMUSG00000045817,ENSMUSG00000022765,ENSMUSG00000019494,ENSMUSG00000020484,ENSMUSG00000032207,ENSMUSG00000022051,ENSMUSG00000032243,,,,,,
ENSMUSG00000038683,ENSMUSG00000053477,ENSMUSG00000026436,ENSMUSG00000066406,ENSMUSG00000006932,ENSMUSG00000061665,ENSMUSG00000027895,,,,,,
ENSMUSG00000072825,ENSMUSG00000009741,ENSMUSG00000042797,ENSMUSG00000006740,ENSMUSG00000060073,ENSMUSG00000021395,ENSMUSG00000043259,,,,,,
ENSMUSG00000020448,ENSMUSG00000040354,ENSMUSG00000000168,ENSMUSG00000019873,ENSMUSG00000027792,ENSMUSG00000021807,ENSMUSG00000029816,,,,,,
ENSMUSG00000042308,ENSMUSG00000015597,ENSMUSG00000026509,ENSMUSG00000063558,ENSMUSG00000061838,ENSMUSG00000037720,ENSMUSG00000026697,,,,,,
ENSMUSG00000048175,ENSMUSG00000027465,ENSMUSG00000032602,ENSMUSG00000035202,ENSMUSG00000016252,ENSMUSG00000008393,ENSMUSG00000009471,,,,,,
ENSMUSG00000020661,ENSMUSG00000031988,ENSMUSG00000026083,ENSMUSG00000019851,ENSMUSG00000051716,ENSMUSG00000037058,ENSMUSG00000030074,,,,,,
ENSMUSG00000030374,ENSMUSG00000003131,ENSMUSG00000011958,ENSMUSG00000020149,ENSMUSG00000020857,ENSMUSG00000019951,ENSMUSG00000020303,,,,,,
ENSMUSG00000020709,ENSMUSG00000025786,ENSMUSG00000053897,ENSMUSG00000001440,ENSMUSG00000021996,ENSMUSG00000038633,ENSMUSG00000028427,,,,,,
ENSMUSG00000083282,ENSMUSG00000026181,ENSMUSG00000060510,ENSMUSG00000024120,ENSMUSG00000041881,ENSMUSG00000050730,ENSMUSG00000057716,,,,,,
ENSMUSG00000033751,ENSMUSG00000032376,ENSMUSG00000025017,ENSMUSG00000005625,ENSMUSG00000028081,ENSMUSG00000040505,ENSMUSG00000017692,,,,,,
ENSMUSG00000020216,ENSMUSG00000032092,ENSMUSG00000022391,ENSMUSG00000007458,ENSMUSG00000022354,ENSMUSG00000062203,ENSMUSG00000021768,,,,,,
ENSMUSG00000045237,ENSMUSG00000002395,ENSMUSG00000079659,ENSMUSG00000000340,ENSMUSG00000046598,ENSMUSG00000005142,ENSMUSG00000026828,,,,,,
ENSMUSG00000004865,ENSMUSG00000042978,ENSMUSG00000046814,ENSMUSG00000041740,ENSMUSG00000015243,ENSMUSG00000025609,ENSMUSG00000031137,,,,,,
ENSMUSG00000058396,ENSMUSG00000030869,ENSMUSG00000054823,ENSMUSG00000087141,ENSMUSG00000003746,ENSMUSG00000043154,ENSMUSG00000100410,,,,,,
ENSMUSG00000032422,ENSMUSG00000029859,ENSMUSG00000021917,ENSMUSG00000001424,ENSMUSG00000041220,ENSMUSG00000015854,ENSMUSG00000037358,,,,,,
ENSMUSG00000020736,ENSMUSG00000072849,ENSMUSG00000042541,ENSMUSG00000024066,ENSMUSG00000023175,ENSMUSG00000020003,ENSMUSG00000048807,,,,,,
ENSMUSG00000117924,ENSMUSG00000016933,ENSMUSG00000053317,ENSMUSG00000031431,ENSMUSG00000062997,ENSMUSG00000031196,ENSMUSG00000032024,,,,,,
ENSMUSG00000044254,ENSMUSG00000033793,ENSMUSG00000029465,ENSMUSG00000010122,ENSMUSG00000032328,ENSMUSG00000029578,ENSMUSG00000049588,,,,,,
ENSMUSG00000027405,ENSMUSG00000063362,ENSMUSG00000033114,ENSMUSG00000024587,ENSMUSG00000061947,ENSMUSG00000021771,ENSMUSG00000048251,,,,,,
ENSMUSG00000036501,ENSMUSG00000038844,ENSMUSG00000040021,ENSMUSG00000023025,ENSMUSG00000004610,ENSMUSG00000025702,ENSMUSG00000027716,,,,,,
ENSMUSG00000038628,ENSMUSG00000041360,ENSMUSG00000026112,ENSMUSG00000037826,ENSMUSG00000031445,ENSMUSG00000032902,ENSMUSG00000005958,,,,,,
ENSMUSG00000049047,ENSMUSG00000020111,ENSMUSG00000092021,ENSMUSG00000049044,ENSMUSG00000052146,ENSMUSG00000000594,ENSMUSG00000051323,,,,,,
ENSMUSG00000031312,ENSMUSG00000060475,ENSMUSG00000001127,ENSMUSG00000024601,ENSMUSG00000064225,ENSMUSG00000041757,ENSMUSG00000040265,,,,,,
ENSMUSG00000020882,ENSMUSG00000066151,ENSMUSG00000021051,ENSMUSG00000032528,ENSMUSG00000007891,ENSMUSG00000033813,ENSMUSG00000051596,,,,,,
ENSMUSG00000037750,ENSMUSG00000048249,ENSMUSG00000020869,ENSMUSG00000058230,ENSMUSG00000039001,ENSMUSG00000014959,,,,,,,
ENSMUSG00000015488,ENSMUSG00000003161,ENSMUSG00000026104,ENSMUSG00000029840,ENSMUSG00000046794,ENSMUSG00000025381,,,,,,,
ENSMUSG00000031583,ENSMUSG00000031902,ENSMUSG00000032679,ENSMUSG00000005506,ENSMUSG00000042453,ENSMUSG00000037416,,,,,,,
ENSMUSG00000079104,ENSMUSG00000040274,ENSMUSG00000050017,ENSMUSG00000038845,ENSMUSG00000038900,ENSMUSG00000030972,,,,,,,
ENSMUSG00000040752,ENSMUSG00000035754,ENSMUSG00000033577,ENSMUSG00000028565,ENSMUSG00000026489,ENSMUSG00000021998,,,,,,,
ENSMUSG00000057411,ENSMUSG00000036398,ENSMUSG00000000826,ENSMUSG00000023089,ENSMUSG00000037072,ENSMUSG00000039262,,,,,,,
ENSMUSG00000043384,ENSMUSG00000024516,ENSMUSG00000028820,ENSMUSG00000032042,ENSMUSG00000036093,ENSMUSG00000029407,,,,,,,
ENSMUSG00000023026,ENSMUSG00000040818,ENSMUSG00000028998,ENSMUSG00000019762,ENSMUSG00000028138,ENSMUSG00000027546,,,,,,,
ENSMUSG00000033712,ENSMUSG00000021537,ENSMUSG00000055435,ENSMUSG00000022892,ENSMUSG00000062006,ENSMUSG00000025464,,,,,,,
ENSMUSG00000028542,ENSMUSG00000024045,ENSMUSG00000042699,ENSMUSG00000062762,ENSMUSG00000057103,ENSMUSG00000037710,,,,,,,
ENSMUSG00000038859,ENSMUSG00000017188,ENSMUSG00000020483,ENSMUSG00000020349,ENSMUSG00000023921,ENSMUSG00000027598,,,,,,,
ENSMUSG00000032402,ENSMUSG00000021408,ENSMUSG00000053754,ENSMUSG00000021228,ENSMUSG00000012405,ENSMUSG00000030671,,,,,,,
ENSMUSG00000063354,ENSMUSG00000032741,ENSMUSG00000024132,ENSMUSG00000023977,ENSMUSG00000027422,ENSMUSG00000020594,,,,,,,
ENSMUSG00000033543,ENSMUSG00000031954,ENSMUSG00000018379,ENSMUSG00000028383,ENSMUSG00000044749,ENSMUSG00000028412,,,,,,,
ENSMUSG00000020482,ENSMUSG00000042207,ENSMUSG00000040536,ENSMUSG00000030762,ENSMUSG00000018042,ENSMUSG00000036368,,,,,,,
ENSMUSG00000027803,ENSMUSG00000022808,ENSMUSG00000025451,ENSMUSG00000059811,ENSMUSG00000015806,ENSMUSG00000006378,,,,,,,
ENSMUSG00000055371,ENSMUSG00000048960,ENSMUSG00000022914,ENSMUSG00000070923,ENSMUSG00000025137,,,,,,,,
ENSMUSG00000040254,ENSMUSG00000027215,ENSMUSG00000041720,ENSMUSG00000030103,ENSMUSG00000028756,,,,,,,,
ENSMUSG00000074886,ENSMUSG00000021133,ENSMUSG00000027303,ENSMUSG00000041417,ENSMUSG00000027605,,,,,,,,
ENSMUSG00000036908,ENSMUSG00000017721,ENSMUSG00000052707,ENSMUSG00000063450,ENSMUSG00000022751,,,,,,,,
ENSMUSG00000015176,ENSMUSG00000042390,ENSMUSG00000055296,ENSMUSG00000010601,ENSMUSG00000040147,,,,,,,,
ENSMUSG00000022257,ENSMUSG00000021366,ENSMUSG00000029178,ENSMUSG00000024131,ENSMUSG00000025204,,,,,,,,
ENSMUSG00000026727,ENSMUSG00000021982,ENSMUSG00000028745,ENSMUSG00000032116,ENSMUSG00000070493,,,,,,,,
ENSMUSG00000048285,ENSMUSG00000031985,ENSMUSG00000001687,ENSMUSG00000025241,ENSMUSG00000031818,,,,,,,,
ENSMUSG00000026207,ENSMUSG00000041328,ENSMUSG00000034042,ENSMUSG00000002108,ENSMUSG00000057530,,,,,,,,
ENSMUSG00000022761,ENSMUSG00000042790,ENSMUSG00000021737,ENSMUSG00000042202,ENSMUSG00000043091,,,,,,,,
ENSMUSG00000022855,ENSMUSG00000048007,ENSMUSG00000045092,ENSMUSG00000055302,ENSMUSG00000027288,,,,,,,,
ENSMUSG00000022634,ENSMUSG00000090553,ENSMUSG00000026944,ENSMUSG00000056770,ENSMUSG00000054452,,,,,,,,
ENSMUSG00000023932,ENSMUSG00000041598,ENSMUSG00000026749,ENSMUSG00000038591,ENSMUSG00000026623,,,,,,,,
ENSMUSG00000043681,ENSMUSG00000025337,ENSMUSG00000032745,ENSMUSG00000024966,ENSMUSG00000021546,,,,,,,,
ENSMUSG00000025041,ENSMUSG00000027944,ENSMUSG00000068040,ENSMUSG00000004069,ENSMUSG00000037916,,,,,,,,
ENSMUSG00000015882,ENSMUSG00000029038,ENSMUSG00000021711,ENSMUSG00000023043,ENSMUSG00000005803,,,,,,,,
ENSMUSG00000027077,ENSMUSG00000022295,ENSMUSG00000038068,ENSMUSG00000022353,ENSMUSG00000035237,,,,,,,,
ENSMUSG00000051185,ENSMUSG00000038467,ENSMUSG00000020790,ENSMUSG00000028382,ENSMUSG00000067225,,,,,,,,
ENSMUSG00000030847,ENSMUSG00000063884,ENSMUSG00000057388,ENSMUSG00000029238,ENSMUSG00000020821,,,,,,,,
ENSMUSG00000028233,ENSMUSG00000024976,ENSMUSG00000034714,ENSMUSG00000022141,ENSMUSG00000006057,,,,,,,,
ENSMUSG00000089911,ENSMUSG00000048307,ENSMUSG00000040782,ENSMUSG00000063870,ENSMUSG00000025651,,,,,,,,
ENSMUSG00000022878,ENSMUSG00000025255,ENSMUSG00000030109,ENSMUSG00000000001,ENSMUSG00000079435,,,,,,,,
ENSMUSG00000009030,ENSMUSG00000024924,ENSMUSG00000028580,ENSMUSG00000030055,ENSMUSG00000026238,,,,,,,,
ENSMUSG00000047466,ENSMUSG00000032035,ENSMUSG00000036151,ENSMUSG00000001472,ENSMUSG00000017778,,,,,,,,
ENSMUSG00000038205,ENSMUSG00000049106,ENSMUSG00000037656,ENSMUSG00000030591,ENSMUSG00000078578,,,,,,,,
