gene_id	pc1	pc2	pc3	inspection_cluster
ENSMUSG00000002109	-0.31391677	-0.039902397	-0.019320196	2
ENSMUSG00000041840	-0.31653887	-0.038445123	-0.018537253	2
ENSMUSG00000021555	-0.17331193	-0.039651684	-0.0069298884	2
ENSMUSG00000022814	-0.05236469	0.045239013	-0.013160267	2
ENSMUSG00000028782	-0.3366135	-0.04257459	-0.019217784	2
ENSMUSG00000095028	-0.33665642	-0.04272653	-0.019093461	2
ENSMUSG00000057223	-0.3369489	-0.042746708	-0.019082086	2
ENSMUSG00000034413	-0.3314612	-0.043364365	-0.019159336	2
ENSMUSG00000087579	0.59498155	0.30165967	0.008795431	2
ENSMUSG00000025127	0.4388123	0.1616562	0.05724918	2
ENSMUSG00000030222	-0.32996088	-0.041092027	-0.01951231	2
ENSMUSG00000040133	-0.33685884	-0.042726282	-0.019135537	2
ENSMUSG00000027845	-0.30495644	-0.04568554	-0.015096416	2
ENSMUSG00000028003	0.0174886	0.04142468	-0.014171571	2
ENSMUSG00000030054	-0.33601433	-0.042781197	-0.018986309	2
ENSMUSG00000034227	-0.33594152	-0.042641804	-0.019137293	2
ENSMUSG00000003435	-0.047180973	-0.046219837	0.024992198	2
ENSMUSG00000049280	-0.33695307	-0.042745993	-0.019090282	2
ENSMUSG00000022309	-0.3214267	-0.04064745	-0.020858519	2
ENSMUSG00000093460	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000029684	0.14954302	-0.09832829	0.023288151	2
ENSMUSG00000027531	-0.042664118	-0.036826096	-0.0056492705	2
ENSMUSG00000031565	-0.3296613	-0.041178286	-0.018850327	2
ENSMUSG00000070047	0.21488681	-0.06267383	0.04556665	2
ENSMUSG00000030057	1.1758313	0.06561899	-0.07797794	2
ENSMUSG00000024353	-0.33535004	-0.041683916	-0.01927208	2
ENSMUSG00000060002	0.3961175	0.19103241	-0.08469441	2
ENSMUSG00000034471	-0.26602545	-0.03174398	-0.008033098	2
ENSMUSG00000028246	-0.3364609	-0.042753134	-0.01903733	2
ENSMUSG00000022749	-0.17066567	-0.031326935	-0.0126329	2
ENSMUSG00000029919	-0.32991526	-0.041970864	-0.018921485	2
ENSMUSG00000000739	-0.32709035	-0.04373084	-0.016683087	2
ENSMUSG00000037020	-0.32326454	-0.04191546	-0.016838094	2
ENSMUSG00000035933	-0.13818981	-0.03652047	-0.0013306515	2
ENSMUSG00000059639	-0.3368959	-0.042704843	-0.019132437	2
ENSMUSG00000028359	-0.2882232	-0.034018982	-0.017250998	2
ENSMUSG00000021464	-0.33669227	-0.042696085	-0.019201687	2
ENSMUSG00000044338	-0.33578676	-0.04297586	-0.01905378	2
ENSMUSG00000002633	-0.33624852	-0.04233377	-0.019454038	2
ENSMUSG00000067713	-0.2063789	-0.012560041	-0.011038477	2
ENSMUSG00000021591	-0.116006464	-0.01167282	-0.005407636	2
ENSMUSG00000069184	-0.30146694	-0.036727346	-0.018104365	2
ENSMUSG00000027171	-0.33675468	-0.04272632	-0.019075328	2
ENSMUSG00000031539	-0.32172543	-0.04046512	-0.019566705	2
ENSMUSG00000022221	-0.32921186	-0.0402713	-0.0187765	2
ENSMUSG00000025410	0.11334548	-0.00899911	0.037519015	2
ENSMUSG00000027332	0.26643673	-0.09712266	0.020517856	2
ENSMUSG00000025268	-0.27124062	-0.026694201	-0.0098407455	2
ENSMUSG00000026519	-0.23721011	-0.043915447	-0.012627063	2
ENSMUSG00000043323	-0.29001632	-0.0437027	-0.0110221505	2
ENSMUSG00000060803	0.8023401	0.53116614	0.0066904356	2
ENSMUSG00000026117	-0.20982388	0.05613623	-0.024537576	2
ENSMUSG00000098912	-0.33628705	-0.042611048	-0.018999605	2
ENSMUSG00000062175	-0.33283168	-0.04231676	-0.01905631	2
ENSMUSG00000028035	-0.15381454	-0.03406547	-0.008021385	2
ENSMUSG00000039656	-0.24740215	-0.034731593	-0.0114367455	2
ENSMUSG00000024955	-0.23960526	0.014409971	-0.019097684	2
ENSMUSG00000018921	-0.2925801	-0.047812227	-0.012702758	2
ENSMUSG00000032257	-0.33695546	-0.04274503	-0.019095713	2
ENSMUSG00000015342	-0.2877399	-0.05138834	-0.017668743	2
ENSMUSG00000047904	-0.33657166	-0.042431027	-0.019126346	2
ENSMUSG00000001348	0.001257389	-0.017787892	0.0049424497	2
ENSMUSG00000027965	-0.30439118	-0.034396004	-0.022211885	2
ENSMUSG00000031891	-0.33694193	-0.04275112	-0.019111628	2
ENSMUSG00000069089	-0.24982074	-0.00747991	-0.015934227	2
ENSMUSG00000027186	-0.3369315	-0.042736024	-0.019058535	2
ENSMUSG00000030934	3.627915	1.0648943	0.45198238	2
ENSMUSG00000040037	-0.33664805	-0.042577427	-0.019179849	2
ENSMUSG00000055720	-0.22256754	-0.05016603	-0.0035657971	2
ENSMUSG00000050213	-0.2832969	-0.032834683	-0.011293578	2
ENSMUSG00000054423	-0.3368734	-0.042671822	-0.019188086	2
ENSMUSG00000053914	-0.33683527	-0.0428022	-0.019028613	2
ENSMUSG00000097520	-0.33694202	-0.04271083	-0.019127913	2
ENSMUSG00000019944	0.033649463	-0.07462143	-0.011777433	2
ENSMUSG00000034893	-0.22346437	-0.028159993	-0.012174228	2
ENSMUSG00000034269	-0.012503522	-0.07181617	0.00330534	2
ENSMUSG00000044339	-0.3234971	-0.037206367	-0.015910605	2
ENSMUSG00000027575	-0.23305991	-0.03532268	-0.0061864303	2
ENSMUSG00000085162	-0.33694202	-0.04271083	-0.019127913	2
ENSMUSG00000040247	-0.3318638	-0.04126864	-0.019389851	2
ENSMUSG00000090862	0.25809294	0.42957723	-0.10696973	2
ENSMUSG00000023106	-0.11748523	-0.010971995	0.011435486	2
ENSMUSG00000054598	-0.3361032	-0.042561162	-0.019483697	2
ENSMUSG00000006276	-0.2456821	-0.035227574	-0.005745478	2
ENSMUSG00000047502	-0.336634	-0.042522456	-0.01906504	2
ENSMUSG00000059689	-0.26668805	-0.025070116	-0.0144492565	2
ENSMUSG00000036737	-0.13852082	-0.032686215	-0.002514444	2
ENSMUSG00000033379	-0.010490161	0.17459416	-0.027691772	2
ENSMUSG00000040749	-0.33039966	-0.041147936	-0.019319873	2
ENSMUSG00000039936	-0.3159281	-0.03861183	-0.016799148	2
ENSMUSG00000060450	0.014602689	0.01931843	-0.00750602	2
ENSMUSG00000027530	-0.33528575	-0.042952053	-0.01914724	2
ENSMUSG00000041135	-0.30661708	-0.031702522	-0.01304097	2
ENSMUSG00000018340	0.3800287	-0.024756577	0.04339765	2
ENSMUSG00000017299	-0.28137746	-0.040251072	-0.010802585	2
ENSMUSG00000057230	-0.15541223	-0.04616732	-0.0018665125	2
ENSMUSG00000041079	-0.28776246	-0.0364562	-0.016932148	2
ENSMUSG00000030127	-0.09752788	-0.015678661	0.0032156797	2
ENSMUSG00000066149	-0.21131727	0.020583512	-0.02154297	2
ENSMUSG00000032563	-0.21985292	-0.009313328	-0.019808222	2
ENSMUSG00000027244	-0.209871	-0.06643239	-7.577465e-05	2
ENSMUSG00000038762	-0.06491343	-0.05321304	0.02233084	2
ENSMUSG00000027784	-0.19014786	-0.04899766	-0.009858164	2
ENSMUSG00000026792	-0.25472462	-0.043214634	-0.014645348	2
ENSMUSG00000059201	-0.33619916	-0.04171428	-0.019974114	2
ENSMUSG00000022724	-0.25477237	-0.02471639	-0.01497933	2
ENSMUSG00000078716	-0.33228186	-0.043435395	-0.018830795	2
ENSMUSG00000054901	-0.33686838	-0.042766824	-0.019030606	2
ENSMUSG00000020524	-0.33673853	-0.04269398	-0.01910473	2
ENSMUSG00000017774	-0.016625507	0.004206108	-0.0068144426	2
ENSMUSG00000077457	-0.33609506	-0.042241603	-0.019379333	2
ENSMUSG00000059031	-0.33568007	-0.042685997	-0.01904027	2
ENSMUSG00000032192	-0.33296567	-0.04144673	-0.019351197	2
ENSMUSG00000031410	-0.33661306	-0.042764872	-0.019023618	2
ENSMUSG00000002910	-0.29901767	-0.042237267	-0.014820106	2
ENSMUSG00000023947	-0.3097387	-0.04073829	-0.017234173	2
ENSMUSG00000031125	-0.33667344	-0.042596728	-0.019083207	2
ENSMUSG00000039477	-0.16670886	-0.0674227	0.013137387	2
ENSMUSG00000022707	0.31768593	0.13997841	-0.0017945246	2
ENSMUSG00000052364	-0.33426374	-0.041833352	-0.019126873	2
ENSMUSG00000034730	-0.33685854	-0.042682897	-0.019101704	2
ENSMUSG00000031753	0.044984527	0.0026367586	0.018574426	2
ENSMUSG00000036169	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000022706	-0.1789677	0.0046843486	-0.015857618	2
ENSMUSG00000006575	-0.3349595	-0.042155005	-0.018810725	2
ENSMUSG00000025236	-0.24956378	-0.021902319	-0.012336728	2
ENSMUSG00000061981	-0.15046822	-0.043485213	0.0074245683	2
ENSMUSG00000005089	0.5937168	-0.04571621	0.1286951	2
ENSMUSG00000069917	0.8554896	-0.19537482	0.06991026	2
ENSMUSG00000042345	-0.33519387	-0.04247981	-0.018909276	2
ENSMUSG00000035642	-0.25527555	-0.004796061	-0.021414168	2
ENSMUSG00000021294	-0.3282676	-0.041945595	-0.018346967	2
ENSMUSG00000026333	-0.27531677	-0.030821739	-0.014410122	2
ENSMUSG00000024558	-0.33175203	-0.043639705	-0.018292898	2
ENSMUSG00000039725	-0.30568135	-0.034661736	-0.01685393	2
ENSMUSG00000085886	-0.33660537	-0.042537324	-0.019154182	2
ENSMUSG00000038517	-0.31475177	-0.041101355	-0.019105094	2
ENSMUSG00000039555	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000037962	-0.33682406	-0.042647902	-0.01910368	2
ENSMUSG00000050973	-0.3042947	-0.034750782	-0.013941203	2
ENSMUSG00000001420	-0.33100104	-0.041386534	-0.01868466	2
ENSMUSG00000018470	-0.33387634	-0.04186763	-0.019254746	2
ENSMUSG00000050217	-0.33694354	-0.042757303	-0.019108469	2
ENSMUSG00000029716	0.9500352	-0.1283556	0.19972277	2
ENSMUSG00000078453	-0.29765925	-0.029139742	-0.021147104	2
ENSMUSG00000028538	-0.07554039	-0.030125286	0.031600412	2
ENSMUSG00000026766	-0.1175461	0.012621708	-0.02263507	2
ENSMUSG00000101655	-0.3215047	-0.031681355	-0.020986127	2
ENSMUSG00000001155	0.9720421	0.07716001	0.00045255185	2
ENSMUSG00000023092	-0.289948	-0.027496684	-0.021972345	2
ENSMUSG00000030607	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000025949	-0.04136751	-0.007685424	-0.009378468	2
ENSMUSG00000024182	-0.19142108	-0.04521655	0.0007471486	2
ENSMUSG00000042750	-0.3362568	-0.04273887	-0.019006992	2
ENSMUSG00000033033	-0.32745385	-0.039306883	-0.018238954	2
ENSMUSG00000047669	-0.33167565	-0.04100743	-0.01936869	2
ENSMUSG00000031168	0.7131415	0.18546857	-0.0008703553	2
ENSMUSG00000111564	-0.3364642	-0.042664707	-0.019110048	2
ENSMUSG00000045438	-0.24082126	0.021105792	-0.026023775	2
ENSMUSG00000030002	-0.090074494	-0.018232731	-0.007518703	2
ENSMUSG00000032594	-0.040167645	-0.0027046076	0.0016939428	2
