accession	location	cluster	cluster_genes	tested_dgea_genes	significant_padj05_genes	significant_padj05_abs_lfc_genes	significant_fraction	mean_log2fc_tested	mean_log2fc_sig	mean_abs_stat_tested	mean_latent_shift_tested	fisher_odds_ratio	fisher_p_value	top_significant_genes	fisher_fdr_bh
OSD-379	GC	0	3425	3227	160	43	0.04958165478772854	-0.05159212461521801	0.375580155595565	1.113037442998996	0.37131944144569967	0.3815204170247955	1.0	1700010I14Rik,Adcy1,Slc34a2,Gngt1,Myh1,Bag2,Ckm,Mylpf,Slc51b,Ldb3	1.0
OSD-379	GC	8	1435	1435	118	12	0.08222996515679443	-0.05369836206468116	0.029184131215597705	1.2906706295889387	0.3540094538626916	0.7412054314286176	0.9991651284716897	Dhrs9,Npas2,Zbtb7c,Pde6c,Rabl2,Chrna4,C1ql3,Slc41a3,Npnt,Trpv2	1.0
OSD-379	GC	9	776	776	105	1	0.13530927835051546	-0.018855867964476872	-0.046447462428459235	1.4747275222729908	5.5067087245587905	1.3500643968456842	0.004164703881524201	Upp2,Sc5d,Slc25a47,Slc7a2,Cyp2c70,Cpt1a,Abcb11,Nrn1,Nr1i3,Eci2	0.015617639555715756
OSD-379	GC	2	2738	225	43	41	0.19111111111111112	0.8877718346877204	2.6381092073070045	1.6718166201880083	0.45856909330217555	2.031509022959308	8.058251556564117e-05	Tnnt3,Tnni2,Sln,Mypn,Mybpc1,Tnnc2,Xirp2,Mybpc2,Mb,Tbx15	0.00040291257782820586
OSD-379	GC	10	21	21	4	2	0.19047619047619047	-0.4903746046131529	-0.2778779908442073	1.449916399284185	0.7412294067304985	1.9984003490147604	0.17425936535290468	Hspb1,Pnliprp1,Serpina4-ps1,Mup18	0.3267363100366963
OSD-379	GC	1	2934	16	3	3	0.1875	3.258094088252686	8.094267088250053	2.146687575621066	0.3699440073160441	1.9593291205397443	0.23431634006760668	Ctxn3,2310002L09Rik,Myf6	0.39052723344601115
OSD-379	GC	14	1	1	1	1	1.0	3.59796857879232	3.59796857879232	5.01689689422065	7.31484162857555		0.10545478187374031	Acta1	0.22597453258658637
OSD-379	GC	12	6	6	1	1	0.16666666666666666	-1.419464422716504	-1.63524806261557	1.9940722198392702	3.4233110803216333	1.6969771745835904	0.48765341109580645	Cela2a	0.6649819242215543
OSD-379	GC	11	14	14	1	0	0.07142857142857142	0.031490972391746995	-0.387927758853446	0.871121175488762	35.821891938817465	0.6523038959806388	0.790043614767324	Cyp2e1	0.987554518459155
OSD-379	GC	13	4	4	0	0	0.0	0.018540468140996157		0.7857959989118704	23.333882519012803	0.0	1.0		1.0
