accession	direction	term	clean_term	description	query_genes	overlap	term_genes_in_universe	universe_genes	p_value	overlap_genes	fdr_bh	glare_best_fdr_bh	glare_cluster_count	glare_locations	glare_example_clusters
OSD-463	down_in_flight	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Cytokine Signaling In Immune System	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1231	41	225	15362	5.154058920307288e-07	ENSMUSG00000004040,ENSMUSG00000004043,ENSMUSG00000005087,ENSMUSG00000018899,ENSMUSG00000020227,ENSMUSG00000020700,ENSMUSG00000021457,ENSMUSG00000021756,ENSMUSG00000022504,ENSMUSG00000022884,ENSMUSG00000024235,ENSMUSG00000024789,ENSMUSG00000025225,ENSMUSG00000026072,ENSMUSG00000026073,ENSMUSG00000026981,ENSMUSG00000026999,ENSMUSG00000027398,ENSMUSG00000027540,ENSMUSG00000028270,ENSMUSG00000028530,ENSMUSG00000031304,ENSMUSG00000032508,ENSMUSG00000032690,ENSMUSG00000034438,ENSMUSG00000034826,ENSMUSG00000037405,ENSMUSG00000038037,ENSMUSG00000040033,ENSMUSG00000040264,ENSMUSG00000041135,ENSMUSG00000041515,ENSMUSG00000042228,ENSMUSG00000052593,ENSMUSG00000053113,ENSMUSG00000055737,ENSMUSG00000059883,ENSMUSG00000071713,ENSMUSG00000079363,ENSMUSG00000105096,ENSMUSG00000105504	4.12324713624583e-05	0.0003896350170835	6	FLT,GC	GC7;FLT2;GC3;GC9;GC4;FLT4
OSD-463	down_in_flight	REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	Fatty Acyl Coa Biosynthesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	1231	9	17	15362	1.7816071230133693e-06	ENSMUSG00000006390,ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000021364,ENSMUSG00000021696,ENSMUSG00000025153,ENSMUSG00000027195,ENSMUSG00000032883,ENSMUSG00000041220	0.00010689642738080215	2.198581565127921e-09	3	FLT,GC	GC4;FLT6;FLT4
OSD-463	down_in_flight	REACTOME_UNFOLDED_PROTEIN_RESPONSE	Unfolded Protein Response	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_UNFOLDED_PROTEIN_RESPONSE	1231	18	66	15362	2.7488614523201878e-06	ENSMUSG00000004460,ENSMUSG00000020048,ENSMUSG00000020429,ENSMUSG00000021427,ENSMUSG00000021978,ENSMUSG00000022136,ENSMUSG00000022844,ENSMUSG00000024807,ENSMUSG00000025408,ENSMUSG00000026864,ENSMUSG00000027808,ENSMUSG00000030104,ENSMUSG00000031770,ENSMUSG00000031835,ENSMUSG00000032115,ENSMUSG00000035385,ENSMUSG00000038074,ENSMUSG00000041096	0.00013194534971136903	6.148732325218607e-06	6	FLT,GC	GC4;FLT4;FLT6;FLT1;GC3;GC9
OSD-463	down_in_flight	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	Chemokine Receptors Bind Chemokines	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	1231	11	29	15362	7.489768677426922e-06	ENSMUSG00000018930,ENSMUSG00000025804,ENSMUSG00000029417,ENSMUSG00000031779,ENSMUSG00000034855,ENSMUSG00000035373,ENSMUSG00000035385,ENSMUSG00000049103,ENSMUSG00000060509,ENSMUSG00000071005,ENSMUSG00000079227	0.0002995907470970769	0.0024799623496421	2	FLT,GC	FLT0;GC0
OSD-463	down_in_flight	REACTOME_INNATE_IMMUNE_SYSTEM	Innate Immune System	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INNATE_IMMUNE_SYSTEM	1231	33	184	15362	9.22504944198956e-06	ENSMUSG00000009406,ENSMUSG00000018899,ENSMUSG00000019850,ENSMUSG00000020048,ENSMUSG00000020227,ENSMUSG00000021277,ENSMUSG00000021408,ENSMUSG00000021754,ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000023944,ENSMUSG00000023973,ENSMUSG00000024371,ENSMUSG00000025225,ENSMUSG00000025958,ENSMUSG00000026874,ENSMUSG00000027995,ENSMUSG00000028757,ENSMUSG00000032000,ENSMUSG00000032041,ENSMUSG00000032508,ENSMUSG00000035031,ENSMUSG00000036712,ENSMUSG00000037942,ENSMUSG00000038521,ENSMUSG00000038642,ENSMUSG00000040522,ENSMUSG00000041135,ENSMUSG00000049103,ENSMUSG00000051439,ENSMUSG00000057367,ENSMUSG00000059883,ENSMUSG00000090231	0.0003162874094396421	0.0007465170127762	5	FLT,GC	FLT6;GC4;GC7;GC1;FLT2
OSD-463	down_in_flight	REACTOME_SIGNALING_BY_ILS	Signaling By Ils	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_ILS	1231	21	100	15362	3.5595764303765284e-05	ENSMUSG00000004040,ENSMUSG00000004043,ENSMUSG00000020227,ENSMUSG00000020700,ENSMUSG00000021457,ENSMUSG00000021756,ENSMUSG00000024235,ENSMUSG00000024789,ENSMUSG00000025225,ENSMUSG00000026072,ENSMUSG00000026073,ENSMUSG00000026981,ENSMUSG00000027398,ENSMUSG00000028530,ENSMUSG00000031304,ENSMUSG00000032508,ENSMUSG00000041135,ENSMUSG00000042228,ENSMUSG00000053113,ENSMUSG00000059883,ENSMUSG00000071713	0.0010262473370606833	0.0004505546161242	5	FLT,GC	FLT4;GC7;FLT2;GC9;GC4
OSD-463	down_in_flight	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	Growth Hormone Receptor Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	1231	9	23	15362	3.848427513977563e-05	ENSMUSG00000004040,ENSMUSG00000004043,ENSMUSG00000024789,ENSMUSG00000027540,ENSMUSG00000038037,ENSMUSG00000042228,ENSMUSG00000052593,ENSMUSG00000053113,ENSMUSG00000055737	0.0010262473370606833	4.63474029835656e-06	1	GC	GC1
OSD-463	down_in_flight	REACTOME_CHOLESTEROL_BIOSYNTHESIS	Cholesterol Biosynthesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CHOLESTEROL_BIOSYNTHESIS	1231	8	19	15362	5.632125734732321e-05	ENSMUSG00000001467,ENSMUSG00000004880,ENSMUSG00000022351,ENSMUSG00000027952,ENSMUSG00000031349,ENSMUSG00000058258,ENSMUSG00000058454,ENSMUSG00000059743	0.0012288274330325066	1.119665947525712e-05	2	FLT,GC	GC4;FLT4
OSD-463	down_in_flight	REACTOME_METAL_ION_SLC_TRANSPORTERS	Metal Ion Slc Transporters	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METAL_ION_SLC_TRANSPORTERS	1231	8	20	15362	8.72924096458519e-05	ENSMUSG00000003617,ENSMUSG00000013275,ENSMUSG00000021629,ENSMUSG00000024270,ENSMUSG00000025986,ENSMUSG00000029151,ENSMUSG00000034591,ENSMUSG00000054414	0.001613228782776118	0.0228830368586367	1	GC	GC4
OSD-463	down_in_flight	REACTOME_DIABETES_PATHWAYS	Diabetes Pathways	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DIABETES_PATHWAYS	1231	21	106	15362	8.738322573370639e-05	ENSMUSG00000004460,ENSMUSG00000020048,ENSMUSG00000020429,ENSMUSG00000021427,ENSMUSG00000021629,ENSMUSG00000021978,ENSMUSG00000022136,ENSMUSG00000022844,ENSMUSG00000024807,ENSMUSG00000025408,ENSMUSG00000025724,ENSMUSG00000026864,ENSMUSG00000027808,ENSMUSG00000030104,ENSMUSG00000031770,ENSMUSG00000031835,ENSMUSG00000032115,ENSMUSG00000035385,ENSMUSG00000038074,ENSMUSG00000041096,ENSMUSG00000054414	0.001613228782776118	1.2730785936870248e-05	3	FLT,GC	GC4;FLT6;FLT4
OSD-463	down_in_flight	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	Integrin Cell Surface Interactions	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	1231	16	70	15362	0.0001031440913009864	ENSMUSG00000000290,ENSMUSG00000001281,ENSMUSG00000001506,ENSMUSG00000005947,ENSMUSG00000021457,ENSMUSG00000027540,ENSMUSG00000028001,ENSMUSG00000028364,ENSMUSG00000029661,ENSMUSG00000030789,ENSMUSG00000030830,ENSMUSG00000032796,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000037405,ENSMUSG00000039115	0.001768184422302624	0.0018877836307226	3	FLT,GC	FLT7;GC7;FLT2
OSD-463	down_in_flight	REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	Activation Of Chaperone Genes By Xbp1S	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	1231	11	39	15362	0.00017198762869767033	ENSMUSG00000004460,ENSMUSG00000021427,ENSMUSG00000021978,ENSMUSG00000022136,ENSMUSG00000022844,ENSMUSG00000024807,ENSMUSG00000027808,ENSMUSG00000030104,ENSMUSG00000032115,ENSMUSG00000038074,ENSMUSG00000041096	0.002579814430465055	0.0010392848191796	6	FLT,GC	GC4;FLT4;GC3;FLT2;FLT6;GC7
OSD-463	down_in_flight	REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	Synthesis Of Very Long Chain Fatty Acyl Coas	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	1231	6	13	15362	0.0002742795002767096	ENSMUSG00000006390,ENSMUSG00000021364,ENSMUSG00000021696,ENSMUSG00000027195,ENSMUSG00000032883,ENSMUSG00000041220	0.0038721811803770767	3.787445260721951e-06	2	FLT,GC	GC4;FLT6
OSD-463	down_in_flight	REACTOME_COMPLEMENT_CASCADE	Complement Cascade	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_COMPLEMENT_CASCADE	1231	8	24	15362	0.00038145406087286294	ENSMUSG00000022149,ENSMUSG00000022181,ENSMUSG00000024371,ENSMUSG00000026874,ENSMUSG00000035031,ENSMUSG00000037942,ENSMUSG00000038521,ENSMUSG00000090231	0.005086054144971506	2.2018783896198595e-14	2	FLT,GC	FLT6;GC4
OSD-463	down_in_flight	REACTOME_CALNEXIN_CALRETICULIN_CYCLE	Calnexin Calreticulin Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CALNEXIN_CALRETICULIN_CYCLE	1231	5	10	15362	0.0005865859294432749	ENSMUSG00000020368,ENSMUSG00000027248,ENSMUSG00000030104,ENSMUSG00000037470,ENSMUSG00000071650	0.0070390311533192985	1.2581583725089023e-06	2	FLT,GC	GC4;FLT4
OSD-463	down_in_flight	REACTOME_IL1_SIGNALING	Il1 Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_IL1_SIGNALING	1231	10	38	15362	0.0006220901918238281	ENSMUSG00000020227,ENSMUSG00000020700,ENSMUSG00000024235,ENSMUSG00000026072,ENSMUSG00000026073,ENSMUSG00000026981,ENSMUSG00000027398,ENSMUSG00000032508,ENSMUSG00000041135,ENSMUSG00000059883	0.007109602192272322	0.008837813148032	3	FLT,GC	GC7;FLT4;GC4
OSD-463	down_in_flight	REACTOME_INTERFERON_SIGNALING	Interferon Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTERFERON_SIGNALING	1231	21	122	15362	0.0006569364410771921	ENSMUSG00000005087,ENSMUSG00000018899,ENSMUSG00000022504,ENSMUSG00000022884,ENSMUSG00000024789,ENSMUSG00000026999,ENSMUSG00000027540,ENSMUSG00000028270,ENSMUSG00000028530,ENSMUSG00000032690,ENSMUSG00000034438,ENSMUSG00000034826,ENSMUSG00000037405,ENSMUSG00000038037,ENSMUSG00000040033,ENSMUSG00000040264,ENSMUSG00000041515,ENSMUSG00000053113,ENSMUSG00000079363,ENSMUSG00000105096,ENSMUSG00000105504	0.007166579357205732	0.0062677612834193	6	FLT,GC	FLT2;GC3;FLT6;GC4;GC7;GC2
OSD-463	down_in_flight	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	Peptide Ligand Binding Receptors	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1231	15	76	15362	0.0008948595337253992	ENSMUSG00000018930,ENSMUSG00000021367,ENSMUSG00000024659,ENSMUSG00000025804,ENSMUSG00000026874,ENSMUSG00000029417,ENSMUSG00000031779,ENSMUSG00000034855,ENSMUSG00000035373,ENSMUSG00000035385,ENSMUSG00000049103,ENSMUSG00000060459,ENSMUSG00000060509,ENSMUSG00000071005,ENSMUSG00000079227	0.009337664699743297	3.732128761609921e-13	3	FLT,GC	FLT0;GC1;GC0
OSD-463	down_in_flight	REACTOME_REGULATION_OF_IFNA_SIGNALING	Regulation Of Ifna Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_IFNA_SIGNALING	1231	5	11	15362	0.0010045928408261926	ENSMUSG00000027540,ENSMUSG00000028530,ENSMUSG00000038037,ENSMUSG00000040033,ENSMUSG00000053113	0.010045928408261927	0.0008419816503825	1	GC	GC1
OSD-463	down_in_flight	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	Triglyceride Biosynthesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	1231	9	34	15362	0.001104863374468535	ENSMUSG00000006390,ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000021364,ENSMUSG00000021696,ENSMUSG00000025153,ENSMUSG00000027195,ENSMUSG00000032883,ENSMUSG00000041220	0.010606688394897937	2.9925058719916485e-12	2	FLT,GC	GC4;FLT6
OSD-463	down_in_flight	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	N Glycan Trimming In The Er And Calnexin Calreticulin Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	1231	5	12	15362	0.0016090004071654793	ENSMUSG00000020368,ENSMUSG00000027248,ENSMUSG00000030104,ENSMUSG00000037470,ENSMUSG00000071650	0.014302225841470928	5.660478219177036e-07	2	FLT,GC	GC4;FLT4
OSD-463	down_in_flight	REACTOME_REGULATION_OF_IFNG_SIGNALING	Regulation Of Ifng Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_IFNG_SIGNALING	1231	5	12	15362	0.0016090004071654793	ENSMUSG00000024789,ENSMUSG00000027540,ENSMUSG00000028530,ENSMUSG00000038037,ENSMUSG00000053113	0.014302225841470928	0.0019829736172198	2	FLT,GC	GC3;FLT1
OSD-463	down_in_flight	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	Cell Surface Interactions At The Vascular Wall	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	1231	14	74	15362	0.002003629172972504	ENSMUSG00000000290,ENSMUSG00000001506,ENSMUSG00000025161,ENSMUSG00000026580,ENSMUSG00000026581,ENSMUSG00000029661,ENSMUSG00000030162,ENSMUSG00000030789,ENSMUSG00000030830,ENSMUSG00000031904,ENSMUSG00000032412,ENSMUSG00000042228,ENSMUSG00000042265,ENSMUSG00000078780	0.01717396433976432	0.007543450549912	2	FLT,GC	GC7;FLT2
OSD-463	down_in_flight	REACTOME_ZINC_TRANSPORTERS	Zinc Transporters	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ZINC_TRANSPORTERS	1231	5	13	15362	0.0024432009739709607	ENSMUSG00000021629,ENSMUSG00000024270,ENSMUSG00000025986,ENSMUSG00000029151,ENSMUSG00000054414	0.020219594267345882	0.0165513569870433	1	FLT	FLT2
OSD-463	down_in_flight	REACTOME_TOLL_RECEPTOR_CASCADES	Toll Receptor Cascades	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TOLL_RECEPTOR_CASCADES	1231	17	102	15362	0.002937218345179774	ENSMUSG00000009406,ENSMUSG00000020048,ENSMUSG00000020227,ENSMUSG00000021277,ENSMUSG00000021408,ENSMUSG00000021754,ENSMUSG00000023973,ENSMUSG00000025225,ENSMUSG00000025958,ENSMUSG00000027995,ENSMUSG00000032041,ENSMUSG00000032508,ENSMUSG00000038642,ENSMUSG00000040522,ENSMUSG00000041135,ENSMUSG00000051439,ENSMUSG00000059883	0.023497746761438194	0.0020460012546444	5	FLT,GC	FLT2;GC7;GC3;GC9;FLT1
OSD-463	down_in_flight	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	Asparagine N Linked Glycosylation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1231	13	71	15362	0.0038461484946036963	ENSMUSG00000003746,ENSMUSG00000020368,ENSMUSG00000022885,ENSMUSG00000027248,ENSMUSG00000028757,ENSMUSG00000030062,ENSMUSG00000030104,ENSMUSG00000032116,ENSMUSG00000035704,ENSMUSG00000037470,ENSMUSG00000052423,ENSMUSG00000063362,ENSMUSG00000071650	0.02884611370952772	4.48930515519443e-08	3	FLT,GC	GC4;FLT4;FLT6
OSD-463	up_in_flight	REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	Tca Cycle And Respiratory Electron Transport	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	1473	36	91	15362	2.2215949076263475e-14	ENSMUSG00000000171,ENSMUSG00000002010,ENSMUSG00000002379,ENSMUSG00000004610,ENSMUSG00000004789,ENSMUSG00000009863,ENSMUSG00000017778,ENSMUSG00000019179,ENSMUSG00000020022,ENSMUSG00000020153,ENSMUSG00000020163,ENSMUSG00000021606,ENSMUSG00000022354,ENSMUSG00000022477,ENSMUSG00000022551,ENSMUSG00000022820,ENSMUSG00000023089,ENSMUSG00000024038,ENSMUSG00000025204,ENSMUSG00000025651,ENSMUSG00000026895,ENSMUSG00000027809,ENSMUSG00000030246,ENSMUSG00000030541,ENSMUSG00000030647,ENSMUSG00000031818,ENSMUSG00000033624,ENSMUSG00000033938,ENSMUSG00000036199,ENSMUSG00000036751,ENSMUSG00000037916,ENSMUSG00000038967,ENSMUSG00000041697,ENSMUSG00000041881,ENSMUSG00000044894,ENSMUSG00000063694	3.1822093996065642e-12	3.546035850906249e-40	4	FLT,GC	GC4;FLT6;FLT4;GC7
OSD-463	up_in_flight	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	Respiratory Electron Transport	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1473	28	57	15362	2.314334108804774e-14	ENSMUSG00000000171,ENSMUSG00000002379,ENSMUSG00000004610,ENSMUSG00000009863,ENSMUSG00000017778,ENSMUSG00000020022,ENSMUSG00000020153,ENSMUSG00000020163,ENSMUSG00000021606,ENSMUSG00000022354,ENSMUSG00000022551,ENSMUSG00000022820,ENSMUSG00000023089,ENSMUSG00000024038,ENSMUSG00000025204,ENSMUSG00000025651,ENSMUSG00000026895,ENSMUSG00000027809,ENSMUSG00000030647,ENSMUSG00000031818,ENSMUSG00000033938,ENSMUSG00000036199,ENSMUSG00000036751,ENSMUSG00000037916,ENSMUSG00000041697,ENSMUSG00000041881,ENSMUSG00000044894,ENSMUSG00000063694	3.1822093996065642e-12	1.670118715925054e-36	3	FLT,GC	GC4;FLT6;FLT4
OSD-463	up_in_flight	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	Respiratory Electron Transport Atp Synthesis By Chemiosmotic Coupling And Heat Production By Uncoupling Proteins 	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	1473	28	58	15362	4.068080203889143e-14	ENSMUSG00000000171,ENSMUSG00000002379,ENSMUSG00000004610,ENSMUSG00000009863,ENSMUSG00000017778,ENSMUSG00000020022,ENSMUSG00000020153,ENSMUSG00000020163,ENSMUSG00000021606,ENSMUSG00000022354,ENSMUSG00000022551,ENSMUSG00000022820,ENSMUSG00000023089,ENSMUSG00000024038,ENSMUSG00000025204,ENSMUSG00000025651,ENSMUSG00000026895,ENSMUSG00000027809,ENSMUSG00000030647,ENSMUSG00000031818,ENSMUSG00000033938,ENSMUSG00000036199,ENSMUSG00000036751,ENSMUSG00000037916,ENSMUSG00000041697,ENSMUSG00000041881,ENSMUSG00000044894,ENSMUSG00000063694	3.729073520231714e-12	1.3811182226087659e-34	3	FLT,GC	GC4;FLT6;FLT4
OSD-463	up_in_flight	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	Mitochondrial Protein Import	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1473	18	41	15362	9.965446835572085e-09	ENSMUSG00000002010,ENSMUSG00000002984,ENSMUSG00000009995,ENSMUSG00000013701,ENSMUSG00000015112,ENSMUSG00000020219,ENSMUSG00000022437,ENSMUSG00000022477,ENSMUSG00000022551,ENSMUSG00000027010,ENSMUSG00000027099,ENSMUSG00000027679,ENSMUSG00000029198,ENSMUSG00000031158,ENSMUSG00000040888,ENSMUSG00000043510,ENSMUSG00000048007,ENSMUSG00000064068	6.851244699455808e-07	5.5684587217003326e-08	5	FLT,GC	FLT4;GC4;GC7;FLT2;FLT6
OSD-463	up_in_flight	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	Metabolism Of Amino Acids And Derivatives	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	1473	38	160	15362	1.0347062075258536e-07	ENSMUSG00000001155,ENSMUSG00000003526,ENSMUSG00000003849,ENSMUSG00000004789,ENSMUSG00000004996,ENSMUSG00000005625,ENSMUSG00000017221,ENSMUSG00000019558,ENSMUSG00000019987,ENSMUSG00000022546,ENSMUSG00000025190,ENSMUSG00000025260,ENSMUSG00000025533,ENSMUSG00000026272,ENSMUSG00000027566,ENSMUSG00000027597,ENSMUSG00000028011,ENSMUSG00000028179,ENSMUSG00000029326,ENSMUSG00000029440,ENSMUSG00000029445,ENSMUSG00000029695,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030826,ENSMUSG00000031482,ENSMUSG00000031672,ENSMUSG00000031700,ENSMUSG00000032047,ENSMUSG00000032869,ENSMUSG00000033022,ENSMUSG00000034456,ENSMUSG00000035472,ENSMUSG00000037798,ENSMUSG00000060376,ENSMUSG00000064254,ENSMUSG00000074768,ENSMUSG00000076441	5.690884141392195e-06	1.7085321679474868e-51	3	FLT,GC	GC4;FLT6;FLT4
OSD-463	up_in_flight	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	Metabolism Of Lipids And Lipoproteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	1473	72	407	15362	2.1024899026785975e-07	ENSMUSG00000000440,ENSMUSG00000001173,ENSMUSG00000001211,ENSMUSG00000002968,ENSMUSG00000003555,ENSMUSG00000005469,ENSMUSG00000006127,ENSMUSG00000007038,ENSMUSG00000009995,ENSMUSG00000013833,ENSMUSG00000017307,ENSMUSG00000018574,ENSMUSG00000019822,ENSMUSG00000020333,ENSMUSG00000020604,ENSMUSG00000021135,ENSMUSG00000021751,ENSMUSG00000021884,ENSMUSG00000022098,ENSMUSG00000022555,ENSMUSG00000022617,ENSMUSG00000023019,ENSMUSG00000023963,ENSMUSG00000024454,ENSMUSG00000024900,ENSMUSG00000024955,ENSMUSG00000025059,ENSMUSG00000025495,ENSMUSG00000025509,ENSMUSG00000026003,ENSMUSG00000026853,ENSMUSG00000027412,ENSMUSG00000027875,ENSMUSG00000027984,ENSMUSG00000027999,ENSMUSG00000028240,ENSMUSG00000028672,ENSMUSG00000028712,ENSMUSG00000028944,ENSMUSG00000029167,ENSMUSG00000029545,ENSMUSG00000030228,ENSMUSG00000030237,ENSMUSG00000031378,ENSMUSG00000031481,ENSMUSG00000031808,ENSMUSG00000031834,ENSMUSG00000031906,ENSMUSG00000031980,ENSMUSG00000031985,ENSMUSG00000032047,ENSMUSG00000032602,ENSMUSG00000032715,ENSMUSG00000032786,ENSMUSG00000033174,ENSMUSG00000034902,ENSMUSG00000036138,ENSMUSG00000038641,ENSMUSG00000038768,ENSMUSG00000039653,ENSMUSG00000041650,ENSMUSG00000046027,ENSMUSG00000050445,ENSMUSG00000050860,ENSMUSG00000057342,ENSMUSG00000060002,ENSMUSG00000062908,ENSMUSG00000063929,ENSMUSG00000078937,ENSMUSG00000090165,ENSMUSG00000090175,ENSMUSG00000094156	9.636412053943572e-06	3.670407675692474e-38	7	FLT,GC	GC4;FLT6;FLT4;FLT2;GC7;GC9;FLT1
OSD-463	up_in_flight	REACTOME_GLUCONEOGENESIS	Gluconeogenesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUCONEOGENESIS	1473	13	28	15362	5.187456543069576e-07	ENSMUSG00000005469,ENSMUSG00000011752,ENSMUSG00000014606,ENSMUSG00000015112,ENSMUSG00000019179,ENSMUSG00000021456,ENSMUSG00000023456,ENSMUSG00000024892,ENSMUSG00000025190,ENSMUSG00000027010,ENSMUSG00000028307,ENSMUSG00000031672,ENSMUSG00000063524	2.0379293562059047e-05	1.461315610200172e-09	3	FLT,GC	FLT6;GC4;FLT4
OSD-463	up_in_flight	REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	Fatty Acid Triacylglycerol And Ketone Body Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	1473	35	157	15362	1.6059031838524025e-06	ENSMUSG00000000440,ENSMUSG00000001211,ENSMUSG00000002968,ENSMUSG00000013833,ENSMUSG00000018574,ENSMUSG00000020333,ENSMUSG00000022555,ENSMUSG00000023019,ENSMUSG00000024454,ENSMUSG00000024900,ENSMUSG00000024955,ENSMUSG00000025059,ENSMUSG00000026003,ENSMUSG00000027412,ENSMUSG00000027875,ENSMUSG00000027984,ENSMUSG00000028240,ENSMUSG00000028672,ENSMUSG00000028712,ENSMUSG00000028944,ENSMUSG00000029167,ENSMUSG00000029545,ENSMUSG00000031808,ENSMUSG00000031980,ENSMUSG00000032047,ENSMUSG00000032602,ENSMUSG00000032715,ENSMUSG00000032786,ENSMUSG00000041650,ENSMUSG00000062908,ENSMUSG00000063929,ENSMUSG00000078937,ENSMUSG00000090165,ENSMUSG00000090175,ENSMUSG00000094156	5.520292194492634e-05	5.897448198694975e-25	4	FLT,GC	GC4;FLT6;FLT4;GC9
