h5_accession	condition_label	ercc_biological_key	profile	ercc_status	duplicate_group	retained	decision
OSD-379	FLT	RR8_LVR_FLT_LAR_YNG_FL18	RR8_LVR_FLT_LAR_YNG_FL18	not_annotated	False	True	kept_unannotated
OSD-379	FLT	RR8_LVR_FLT_LAR_YNG_FL2	RR8_LVR_FLT_LAR_YNG_FL2	not_annotated	False	True	kept_unannotated
OSD-379	FLT	RR8_LVR_FLT_LAR_YNG_FL5	RR8_LVR_FLT_LAR_YNG_FL5	not_annotated	False	True	kept_unannotated
OSD-379	FLT	RR8_LVR_FLT_LAR_YNG_FL6	RR8_LVR_FLT_LAR_YNG_FL6	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI11	RR8_LVR_GC_ISS-T_OLD_GI11	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI12	RR8_LVR_GC_ISS-T_OLD_GI12	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI13	RR8_LVR_GC_ISS-T_OLD_GI13	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI14	RR8_LVR_GC_ISS-T_OLD_GI14	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI15	RR8_LVR_GC_ISS-T_OLD_GI15	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI16	RR8_LVR_GC_ISS-T_OLD_GI16	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI17	RR8_LVR_GC_ISS-T_OLD_GI17	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI18	RR8_LVR_GC_ISS-T_OLD_GI18	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI19	RR8_LVR_GC_ISS-T_OLD_GI19	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_OLD_GI20	RR8_LVR_GC_ISS-T_OLD_GI20	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI1	RR8_LVR_GC_ISS-T_YNG_GI1	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI2	RR8_LVR_GC_ISS-T_YNG_GI2	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI3	RR8_LVR_GC_ISS-T_YNG_GI3	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI4	RR8_LVR_GC_ISS-T_YNG_GI4	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI5	RR8_LVR_GC_ISS-T_YNG_GI5	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI6	RR8_LVR_GC_ISS-T_YNG_GI6	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI7	RR8_LVR_GC_ISS-T_YNG_GI7	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI8	RR8_LVR_GC_ISS-T_YNG_GI8	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_ISS-T_YNG_GI9	RR8_LVR_GC_ISS-T_YNG_GI9	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_OLD_GL11	RR8_LVR_GC_LAR_OLD_GL11	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_OLD_GL12	RR8_LVR_GC_LAR_OLD_GL12	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_OLD_GL15	RR8_LVR_GC_LAR_OLD_GL15	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_OLD_GL4	RR8_LVR_GC_LAR_OLD_GL4	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_OLD_GL7	RR8_LVR_GC_LAR_OLD_GL7	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_OLD_GL8	RR8_LVR_GC_LAR_OLD_GL8	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_YNG_GL1	RR8_LVR_GC_LAR_YNG_GL1	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_YNG_GL13	RR8_LVR_GC_LAR_YNG_GL13	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_YNG_GL14	RR8_LVR_GC_LAR_YNG_GL14	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_YNG_GL17	RR8_LVR_GC_LAR_YNG_GL17	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_YNG_GL2	RR8_LVR_GC_LAR_YNG_GL2	not_annotated	False	True	kept_unannotated
OSD-379	GC	RR8_LVR_GC_LAR_YNG_GL6	RR8_LVR_GC_LAR_YNG_GL6	not_annotated	False	True	kept_unannotated
