gene	raw_pca_2d_kmeans_cluster	ftsae_pca_2d_kmeans_cluster	ftsae_latent_kmeans_cluster	raw_pca_10d_kmeans_cluster	ftsae_pca_10d_kmeans_cluster
ENSMUSG00000024215	0	3	3	0	0
ENSMUSG00000003190	0	3	3	0	0
ENSMUSG00000022711	12	7	8	0	5
ENSMUSG00000032504	8	11	4	11	1
ENSMUSG00000073764	0	3	3	0	0
ENSMUSG00000051527	0	3	3	0	0
ENSMUSG00000115482	0	3	3	0	0
ENSMUSG00000021210	3	14	1	12	13
ENSMUSG00000032249	12	2	5	0	9
ENSMUSG00000027374	12	0	8	0	5
ENSMUSG00000047562	0	3	3	0	0
ENSMUSG00000000732	0	3	3	0	0
ENSMUSG00000050071	0	3	3	0	0
ENSMUSG00000070609	0	3	3	0	0
ENSMUSG00000027502	12	2	5	0	9
ENSMUSG00000055371	0	0	0	0	14
ENSMUSG00000021263	0	3	3	0	0
ENSMUSG00000057037	8	1	1	11	13
ENSMUSG00000074886	0	12	0	0	14
ENSMUSG00000069814	0	3	3	0	0
ENSMUSG00000065470	0	3	3	0	0
ENSMUSG00000079414	0	3	3	0	0
ENSMUSG00000026727	0	12	0	0	14
ENSMUSG00000090714	0	3	3	0	0
ENSMUSG00000020664	8	11	6	11	12
ENSMUSG00000058806	0	3	3	0	0
ENSMUSG00000031722	9	13	14	2	10
ENSMUSG00000026401	0	3	3	0	0
ENSMUSG00000031443	8	2	5	11	9
ENSMUSG00000115529	0	3	3	0	0
ENSMUSG00000026207	0	3	3	0	0
ENSMUSG00000099419	0	3	3	0	0
ENSMUSG00000075327	0	12	3	0	0
ENSMUSG00000058441	0	3	3	0	0
ENSMUSG00000089371	0	3	3	0	0
ENSMUSG00000044080	12	5	10	11	4
ENSMUSG00000019936	0	3	3	0	0
ENSMUSG00000018822	0	3	3	0	0
ENSMUSG00000025041	0	0	0	0	14
ENSMUSG00000058818	0	12	3	0	0
ENSMUSG00000004264	8	4	2	11	2
ENSMUSG00000100075	0	3	3	0	0
ENSMUSG00000021640	0	3	3	0	0
ENSMUSG00000020400	0	3	3	0	0
ENSMUSG00000110874	0	3	3	0	0
ENSMUSG00000041355	12	2	5	0	9
ENSMUSG00000016552	0	3	3	0	0
ENSMUSG00000089555	0	3	3	0	0
ENSMUSG00000023953	0	12	3	0	0
ENSMUSG00000041528	12	2	5	0	9
ENSMUSG00000036596	0	3	3	0	0
ENSMUSG00000032126	12	7	8	0	5
ENSMUSG00000035371	0	3	3	0	0
ENSMUSG00000040028	12	9	8	0	3
ENSMUSG00000009030	12	9	11	0	3
ENSMUSG00000043698	0	3	3	0	0
ENSMUSG00000020231	0	3	3	0	0
ENSMUSG00000019838	8	11	13	11	1
ENSMUSG00000000320	0	3	3	0	0
ENSMUSG00000065087	12	6	6	0	7
ENSMUSG00000021843	12	0	11	0	3
ENSMUSG00000046671	12	2	5	0	5
ENSMUSG00000000214	0	3	3	0	0
ENSMUSG00000025089	8	5	2	11	2
ENSMUSG00000033080	0	3	3	0	0
ENSMUSG00000025616	12	9	11	0	3
ENSMUSG00000020902	0	12	0	0	14
ENSMUSG00000027703	0	3	3	0	0
ENSMUSG00000038776	5	4	5	11	9
ENSMUSG00000095180	0	3	3	0	0
ENSMUSG00000032348	12	2	4	0	1
ENSMUSG00000052613	0	3	3	0	0
ENSMUSG00000025961	0	3	3	0	0
ENSMUSG00000036371	8	4	13	11	2
ENSMUSG00000021594	12	2	5	0	9
ENSMUSG00000026495	0	3	3	0	0
ENSMUSG00000055976	0	3	3	0	0
ENSMUSG00000073804	0	3	3	0	0
ENSMUSG00000000724	0	3	3	0	0
ENSMUSG00000048655	0	3	3	0	0
ENSMUSG00000038880	0	12	0	0	14
ENSMUSG00000009406	0	3	3	0	0
ENSMUSG00000039699	0	3	3	0	0
ENSMUSG00000030905	0	3	3	0	0
ENSMUSG00000021893	12	6	11	0	3
ENSMUSG00000062310	0	3	3	0	0
ENSMUSG00000035458	0	3	3	0	0
ENSMUSG00000033009	0	12	0	0	14
ENSMUSG00000058368	0	3	3	0	0
ENSMUSG00000049685	0	3	3	0	0
ENSMUSG00000113875	0	3	3	0	0
ENSMUSG00000007836	12	0	8	0	14
ENSMUSG00000022652	0	3	3	0	0
ENSMUSG00000065544	0	3	3	0	0
ENSMUSG00000042863	0	3	3	0	0
ENSMUSG00000042581	0	3	3	0	0
ENSMUSG00000038446	12	0	0	0	14
ENSMUSG00000024990	9	8	1	2	13
ENSMUSG00000076435	8	2	5	11	9
ENSMUSG00000010505	0	3	3	0	0
ENSMUSG00000054072	6	14	1	5	13
ENSMUSG00000042050	0	3	3	0	0
ENSMUSG00000039488	0	3	3	0	0
ENSMUSG00000029012	0	0	0	0	14
ENSMUSG00000031731	8	11	13	11	1
ENSMUSG00000045930	0	0	0	0	14
ENSMUSG00000074635	0	3	3	0	0
ENSMUSG00000033632	0	12	3	0	0
ENSMUSG00000037143	0	3	3	0	0
ENSMUSG00000075704	12	0	0	0	14
ENSMUSG00000060254	0	3	3	0	0
ENSMUSG00000044617	0	12	0	0	14
ENSMUSG00000021840	12	2	4	0	1
ENSMUSG00000022018	0	3	3	0	0
ENSMUSG00000020075	12	7	8	0	5
ENSMUSG00000052392	8	1	6	11	12
ENSMUSG00000087204	0	3	3	0	0
ENSMUSG00000028879	0	0	0	0	14
ENSMUSG00000027674	0	3	3	0	0
ENSMUSG00000021221	0	3	3	0	0
ENSMUSG00000030413	0	3	3	0	0
ENSMUSG00000021961	0	3	3	0	0
ENSMUSG00000006732	0	12	3	0	0
ENSMUSG00000072664	8	11	6	11	12
ENSMUSG00000025362	8	5	2	11	9
ENSMUSG00000052748	12	9	11	0	3
ENSMUSG00000114136	0	3	3	0	0
ENSMUSG00000030789	0	3	3	0	0
ENSMUSG00000033200	0	3	3	0	0
ENSMUSG00000047444	0	3	3	0	0
ENSMUSG00000030986	12	0	0	0	14
ENSMUSG00000048520	0	3	3	0	0
ENSMUSG00000028312	0	12	3	0	0
ENSMUSG00000034607	0	3	3	0	0
ENSMUSG00000047747	0	12	3	0	0
ENSMUSG00000026171	0	12	3	0	0
ENSMUSG00000066224	0	3	3	0	0
ENSMUSG00000022477	5	5	2	11	9
ENSMUSG00000011658	0	3	3	0	0
ENSMUSG00000033306	8	11	6	11	12
ENSMUSG00000117679	0	12	0	0	14
ENSMUSG00000076123	0	3	3	0	0
ENSMUSG00000027317	0	3	3	0	0
ENSMUSG00000028391	0	3	3	0	0
ENSMUSG00000075142	0	3	3	0	0
ENSMUSG00000064068	0	12	0	0	14
ENSMUSG00000045731	0	3	3	0	0
ENSMUSG00000053965	0	12	3	0	0
ENSMUSG00000020290	12	6	6	0	12
ENSMUSG00000075117	0	3	3	0	0
ENSMUSG00000032570	12	6	4	0	1
ENSMUSG00000017765	0	12	0	0	14
ENSMUSG00000080657	0	3	3	0	0
ENSMUSG00000086224	0	3	3	0	0
ENSMUSG00000067848	0	3	3	0	0
ENSMUSG00000022885	8	2	13	11	2
ENSMUSG00000025525	12	9	11	0	3
ENSMUSG00000075094	0	3	3	0	0
ENSMUSG00000036550	8	11	13	11	1
ENSMUSG00000052565	0	12	0	0	14
ENSMUSG00000070841	0	3	3	0	0
ENSMUSG00000068877	8	13	14	11	6
ENSMUSG00000046027	8	11	13	11	1
ENSMUSG00000020383	0	3	3	0	0
ENSMUSG00000060556	0	3	3	0	0
ENSMUSG00000064333	0	3	3	0	0
ENSMUSG00000025789	0	3	3	0	0
ENSMUSG00000021356	0	3	3	0	0
ENSMUSG00000098705	0	3	3	0	0
ENSMUSG00000037624	0	3	3	0	0
ENSMUSG00000009731	0	3	3	0	0
ENSMUSG00000032388	0	0	0	0	14
ENSMUSG00000074476	0	12	0	0	14
ENSMUSG00000041431	0	3	3	0	0
ENSMUSG00000038567	0	3	3	0	0
ENSMUSG00000026922	8	5	2	11	2
ENSMUSG00000027618	12	7	8	0	5
ENSMUSG00000113463	0	3	3	0	0
ENSMUSG00000029632	6	14	10	5	4
ENSMUSG00000095533	0	3	3	0	0
ENSMUSG00000020516	12	7	11	0	3
ENSMUSG00000020264	0	3	3	0	0
ENSMUSG00000016087	0	12	3	0	0
ENSMUSG00000085779	0	3	3	0	0
ENSMUSG00000112739	0	3	3	0	0
ENSMUSG00000001229	12	7	5	0	5
ENSMUSG00000055368	0	3	3	0	0
ENSMUSG00000092679	0	3	3	0	0
ENSMUSG00000032179	0	0	0	0	14
ENSMUSG00000040372	0	3	3	0	0
ENSMUSG00000016998	0	3	3	0	0
ENSMUSG00000075164	0	3	3	0	0
ENSMUSG00000001349	0	3	3	0	0
ENSMUSG00000079481	0	12	3	0	0
ENSMUSG00000090084	0	3	3	0	0
ENSMUSG00000040134	7	14	1	12	13
ENSMUSG00000032609	0	3	3	0	0
ENSMUSG00000028439	0	12	3	0	0
ENSMUSG00000057322	8	5	10	11	4
ENSMUSG00000037938	0	12	3	0	0
ENSMUSG00000010110	12	7	8	0	5
ENSMUSG00000034807	12	6	5	0	1
ENSMUSG00000040258	0	3	3	0	0
ENSMUSG00000046836	12	9	11	0	3
ENSMUSG00000050052	0	12	0	0	14
ENSMUSG00000056019	0	12	0	0	14
ENSMUSG00000056863	0	3	3	0	0
ENSMUSG00000064120	12	2	5	0	9
ENSMUSG00000076049	0	3	3	0	0
ENSMUSG00000051728	0	3	3	0	0
ENSMUSG00000039138	0	3	3	0	0
ENSMUSG00000050908	0	3	3	0	0
ENSMUSG00000020451	0	12	3	0	0
ENSMUSG00000049372	0	12	3	0	0
ENSMUSG00000042500	0	12	3	0	0
ENSMUSG00000095239	0	3	3	0	0
ENSMUSG00000045691	0	0	0	0	14
ENSMUSG00000027568	0	3	3	0	0
ENSMUSG00000032221	0	3	3	0	0
ENSMUSG00000037872	0	3	3	0	0
ENSMUSG00000027656	0	3	3	0	0
ENSMUSG00000027843	0	3	3	0	0
ENSMUSG00000115466	0	3	3	0	0
ENSMUSG00000117204	0	3	3	0	0
ENSMUSG00000112388	0	3	3	0	0
ENSMUSG00000056763	12	9	11	0	3
ENSMUSG00000019230	0	3	3	0	0
ENSMUSG00000026723	0	12	3	0	0
ENSMUSG00000106253	0	3	3	0	0
ENSMUSG00000062705	0	3	3	0	0
ENSMUSG00000041040	0	12	0	0	14
ENSMUSG00000117384	0	3	3	0	0
ENSMUSG00000076214	0	3	3	0	0
ENSMUSG00000028837	12	2	2	0	7
ENSMUSG00000072770	0	3	3	0	0
ENSMUSG00000024049	0	10	7	0	8
ENSMUSG00000057513	0	3	3	0	0
ENSMUSG00000019979	0	12	0	0	0
ENSMUSG00000100194	0	3	3	0	0
ENSMUSG00000034677	0	3	3	0	0
ENSMUSG00000079043	0	12	0	0	14
ENSMUSG00000072946	8	11	6	11	12
ENSMUSG00000032948	0	3	3	0	0
ENSMUSG00000042447	0	12	0	0	14
ENSMUSG00000028789	0	3	3	0	0
ENSMUSG00000051041	0	0	0	0	14
ENSMUSG00000072900	0	3	3	0	0
ENSMUSG00000091381	0	3	3	0	0
ENSMUSG00000040280	0	3	3	0	0
ENSMUSG00000021916	0	12	3	0	0
ENSMUSG00000008658	0	3	3	0	0
ENSMUSG00000055980	12	7	8	0	5
ENSMUSG00000059456	12	7	8	0	5
ENSMUSG00000115779	0	3	3	0	0
ENSMUSG00000023176	5	5	2	5	2
ENSMUSG00000025726	0	3	3	0	0
ENSMUSG00000044293	0	3	3	0	0
ENSMUSG00000024457	12	7	8	0	5
ENSMUSG00000020439	0	3	3	0	0
ENSMUSG00000049090	12	6	4	0	1
ENSMUSG00000020973	0	3	3	0	0
ENSMUSG00000110177	0	3	3	0	0
ENSMUSG00000029310	12	12	0	0	14
ENSMUSG00000009246	0	3	3	0	0
ENSMUSG00000087226	0	3	3	0	0
ENSMUSG00000031939	12	11	6	0	12
ENSMUSG00000092607	0	3	3	0	0
ENSMUSG00000044296	0	3	3	0	0
ENSMUSG00000064272	0	3	3	0	0
ENSMUSG00000112639	0	3	3	0	0
ENSMUSG00000066797	0	3	3	0	0
ENSMUSG00000026312	0	3	3	0	0
ENSMUSG00000021047	0	3	3	0	0
ENSMUSG00000024146	12	7	11	0	7
ENSMUSG00000018750	0	12	0	0	14
ENSMUSG00000043929	0	12	0	0	14
ENSMUSG00000002948	12	12	0	0	14
ENSMUSG00000051817	0	3	3	0	0
ENSMUSG00000070837	0	3	3	0	0
ENSMUSG00000079702	0	3	3	0	0
ENSMUSG00000063018	0	3	3	0	0
ENSMUSG00000010205	0	12	3	0	0
ENSMUSG00000036686	0	3	3	0	0
ENSMUSG00000020937	0	3	3	0	0
ENSMUSG00000019943	12	2	4	0	1
ENSMUSG00000040250	0	0	0	0	14
ENSMUSG00000029219	0	3	3	0	0
ENSMUSG00000023707	0	12	0	0	14
ENSMUSG00000021194	0	3	3	0	0
ENSMUSG00000047021	0	3	3	0	0
ENSMUSG00000027820	8	1	6	11	12
ENSMUSG00000023961	0	0	0	0	14
ENSMUSG00000086349	0	3	3	0	0
ENSMUSG00000078206	0	3	3	0	0
ENSMUSG00000022783	0	3	3	0	0
ENSMUSG00000061462	0	10	7	0	8
ENSMUSG00000056666	5	4	2	11	9
ENSMUSG00000027751	0	0	0	0	14
ENSMUSG00000030196	0	3	3	0	0
ENSMUSG00000028976	0	3	3	0	0
ENSMUSG00000068739	12	7	8	0	5
ENSMUSG00000055571	0	3	3	0	0
ENSMUSG00000088113	0	3	3	0	0
ENSMUSG00000044030	0	12	3	0	0
ENSMUSG00000076118	0	3	3	0	0
ENSMUSG00000027793	0	3	3	0	0
ENSMUSG00000045555	0	3	3	0	0
ENSMUSG00000022848	12	9	11	0	3
ENSMUSG00000018001	0	12	0	0	14
ENSMUSG00000037852	0	3	3	0	0
ENSMUSG00000117199	0	3	3	0	0
ENSMUSG00000028185	0	0	0	0	14
ENSMUSG00000095362	0	0	11	0	3
ENSMUSG00000063903	0	3	3	0	0
ENSMUSG00000039579	0	3	3	0	0
ENSMUSG00000050821	0	3	3	0	0
ENSMUSG00000000693	0	3	3	0	0
ENSMUSG00000024055	12	7	5	0	5
ENSMUSG00000024212	0	12	3	0	0
ENSMUSG00000054520	0	12	0	0	14
ENSMUSG00000059108	0	3	3	0	0
ENSMUSG00000037437	0	3	3	0	0
ENSMUSG00000043289	0	3	3	0	0
ENSMUSG00000060491	0	3	3	0	0
ENSMUSG00000026283	0	12	0	0	14
ENSMUSG00000066952	0	3	3	0	0
ENSMUSG00000060827	0	3	3	0	0
ENSMUSG00000024163	0	12	0	0	14
ENSMUSG00000036731	0	3	3	0	0
ENSMUSG00000026127	12	0	0	0	14
ENSMUSG00000017314	0	3	3	0	0
ENSMUSG00000032411	12	0	11	0	3
ENSMUSG00000032536	12	2	5	0	9
ENSMUSG00000032369	0	12	0	0	14
ENSMUSG00000020978	12	9	11	0	3
ENSMUSG00000016181	0	12	3	0	0
ENSMUSG00000034664	0	3	3	0	0
ENSMUSG00000085515	0	3	3	0	0
ENSMUSG00000032436	0	3	3	0	0
ENSMUSG00000021947	0	12	0	0	14
ENSMUSG00000018500	0	3	3	0	0
ENSMUSG00000032593	0	3	3	0	0
ENSMUSG00000095341	0	3	3	0	0
ENSMUSG00000090585	0	3	3	0	0
ENSMUSG00000031665	12	0	8	0	5
ENSMUSG00000039512	12	0	8	0	14
ENSMUSG00000047053	0	3	3	0	0
ENSMUSG00000029070	0	3	3	0	0
ENSMUSG00000045503	0	0	0	0	14
ENSMUSG00000022758	0	3	3	0	0
ENSMUSG00000044378	0	3	3	0	0
ENSMUSG00000028068	0	3	3	0	0
ENSMUSG00000035621	12	0	8	0	14
ENSMUSG00000070979	0	3	3	0	0
ENSMUSG00000026579	7	14	1	12	13
ENSMUSG00000022715	0	3	3	0	0
ENSMUSG00000095125	0	3	3	0	0
ENSMUSG00000065408	0	3	3	0	0
ENSMUSG00000027671	0	0	0	0	14
ENSMUSG00000045098	12	9	4	0	3
ENSMUSG00000101360	0	3	3	0	0
ENSMUSG00000026043	12	7	11	0	7
ENSMUSG00000099794	0	3	3	0	0
ENSMUSG00000049488	0	12	3	0	0
ENSMUSG00000068809	0	3	3	0	0
ENSMUSG00000034457	0	3	3	0	0
ENSMUSG00000020346	12	2	5	0	5
ENSMUSG00000036957	0	3	3	0	0
ENSMUSG00000063511	12	7	5	0	9
ENSMUSG00000065539	0	3	3	0	0
ENSMUSG00000020715	12	2	5	0	1
ENSMUSG00000013495	0	12	0	0	14
ENSMUSG00000022961	5	4	13	11	1
ENSMUSG00000075701	12	2	4	0	1
ENSMUSG00000036752	8	5	5	11	9
ENSMUSG00000020743	12	0	8	0	5
ENSMUSG00000051495	12	6	5	0	9
ENSMUSG00000073975	0	3	3	0	0
ENSMUSG00000077881	0	3	3	0	0
ENSMUSG00000067543	0	3	3	0	0
ENSMUSG00000101693	0	3	3	0	0
ENSMUSG00000051329	0	12	0	0	14
ENSMUSG00000073643	0	0	0	0	14
ENSMUSG00000076288	0	3	3	0	0
ENSMUSG00000046862	0	12	3	0	0
ENSMUSG00000007021	0	3	3	0	0
ENSMUSG00000108114	0	3	3	0	0
ENSMUSG00000035382	12	0	8	0	14
ENSMUSG00000027680	12	2	4	0	1
ENSMUSG00000073838	12	2	5	0	9
ENSMUSG00000094586	0	3	3	0	0
ENSMUSG00000052751	12	7	8	0	5
ENSMUSG00000064224	0	3	3	0	0
ENSMUSG00000028617	0	12	0	0	14
ENSMUSG00000022113	0	3	3	0	0
ENSMUSG00000077756	0	3	3	0	0
ENSMUSG00000026986	12	9	11	0	3
ENSMUSG00000062426	0	3	3	0	0
ENSMUSG00000025510	12	0	8	0	14
ENSMUSG00000056946	0	3	3	0	0
ENSMUSG00000030304	12	11	6	0	7
ENSMUSG00000049217	0	3	3	0	0
ENSMUSG00000025534	0	0	0	0	14
ENSMUSG00000096910	0	12	0	0	14
ENSMUSG00000030589	0	3	3	0	0
ENSMUSG00000027912	0	3	3	0	0
ENSMUSG00000025243	0	3	3	0	0
ENSMUSG00000045273	0	3	3	0	0
ENSMUSG00000074731	0	3	3	0	0
ENSMUSG00000093090	0	3	3	0	0
ENSMUSG00000029715	0	3	3	0	0
ENSMUSG00000026641	0	12	0	0	14
ENSMUSG00000022945	0	3	3	0	0
ENSMUSG00000015879	0	3	3	0	0
ENSMUSG00000095932	0	3	3	0	0
ENSMUSG00000048899	0	3	3	0	0
ENSMUSG00000027068	0	3	3	0	0
ENSMUSG00000026659	0	0	11	0	14
ENSMUSG00000056494	0	3	3	0	0
ENSMUSG00000039055	0	3	3	0	0
ENSMUSG00000100004	0	3	3	0	0
ENSMUSG00000010554	0	12	0	0	14
ENSMUSG00000050931	12	6	4	0	1
ENSMUSG00000090892	0	3	3	0	0
ENSMUSG00000035148	0	3	3	0	0
ENSMUSG00000035781	12	12	0	0	14
ENSMUSG00000057147	0	12	3	0	0
ENSMUSG00000034780	12	7	11	0	3
ENSMUSG00000094910	0	3	3	0	0
ENSMUSG00000021539	8	4	10	11	7
ENSMUSG00000095650	0	3	3	0	0
ENSMUSG00000050201	0	3	3	0	0
ENSMUSG00000077921	0	3	3	0	0
ENSMUSG00000079480	0	12	3	0	0
ENSMUSG00000040520	12	9	11	0	3
ENSMUSG00000029416	12	7	11	0	3
ENSMUSG00000058833	0	12	0	0	14
ENSMUSG00000099825	0	3	3	0	0
ENSMUSG00000021681	12	0	0	0	14
ENSMUSG00000070144	0	3	3	0	0
ENSMUSG00000074179	0	3	3	0	0
ENSMUSG00000029050	12	0	8	0	5
ENSMUSG00000090747	0	3	3	0	0
ENSMUSG00000027583	0	12	0	0	14
ENSMUSG00000060288	0	12	3	0	0
ENSMUSG00000070601	0	3	3	0	0
ENSMUSG00000030590	0	3	3	0	0
ENSMUSG00000036944	0	3	3	0	0
ENSMUSG00000007872	12	9	8	0	5
ENSMUSG00000104543	0	3	3	0	0
ENSMUSG00000022587	8	5	2	11	9
ENSMUSG00000047238	0	3	3	0	0
ENSMUSG00000060301	0	0	0	0	14
ENSMUSG00000023224	6	8	2	5	2
ENSMUSG00000051146	0	3	3	0	0
ENSMUSG00000030516	12	6	4	0	1
ENSMUSG00000093674	6	8	10	5	4
ENSMUSG00000062328	6	14	10	5	4
ENSMUSG00000096620	0	3	3	0	0
ENSMUSG00000046879	12	6	4	0	1
ENSMUSG00000030172	12	2	4	0	1
ENSMUSG00000027534	0	12	3	0	0
ENSMUSG00000065528	0	3	3	0	0
ENSMUSG00000063727	0	12	3	0	0
ENSMUSG00000018858	0	0	0	0	14
ENSMUSG00000007815	8	4	13	11	2
ENSMUSG00000030990	0	0	0	0	14
ENSMUSG00000098022	0	3	3	0	0
ENSMUSG00000062031	12	0	0	0	14
ENSMUSG00000031220	0	3	3	0	0
ENSMUSG00000073601	0	3	3	0	0
ENSMUSG00000022881	0	3	3	0	0
ENSMUSG00000028347	0	3	3	0	0
ENSMUSG00000021388	0	3	3	0	0
ENSMUSG00000092054	0	3	3	0	0
ENSMUSG00000092518	0	3	3	0	0
ENSMUSG00000099988	0	3	3	0	0
ENSMUSG00000020723	0	3	3	0	0
ENSMUSG00000115654	0	3	3	0	0
ENSMUSG00000055746	0	3	3	0	0
ENSMUSG00000096607	0	3	3	0	0
ENSMUSG00000065596	0	3	3	0	0
ENSMUSG00000051934	0	3	3	0	0
ENSMUSG00000029440	12	0	0	0	14
ENSMUSG00000077734	0	3	3	0	0
ENSMUSG00000074813	0	12	0	0	14
ENSMUSG00000000134	0	12	0	0	14
ENSMUSG00000097451	0	12	3	0	0
ENSMUSG00000085014	0	3	3	0	0
ENSMUSG00000041309	0	3	3	0	0
ENSMUSG00000033594	12	12	0	0	14
ENSMUSG00000087155	0	3	3	0	0
ENSMUSG00000027412	0	3	3	0	0
ENSMUSG00000044854	0	3	3	0	0
ENSMUSG00000078938	0	3	3	0	0
ENSMUSG00000042184	0	3	3	0	0
ENSMUSG00000002384	0	3	3	0	0
ENSMUSG00000026858	12	2	5	0	9
ENSMUSG00000107677	0	3	3	0	0
ENSMUSG00000031490	12	0	0	0	14
ENSMUSG00000039098	0	3	3	0	0
ENSMUSG00000061068	0	3	3	0	0
ENSMUSG00000025389	0	3	3	0	0
ENSMUSG00000094254	0	3	3	0	0
ENSMUSG00000027434	0	3	3	0	0
ENSMUSG00000036510	0	3	3	0	0
ENSMUSG00000109270	0	3	3	0	0
ENSMUSG00000030166	0	12	3	0	0
ENSMUSG00000032202	0	3	3	0	0
ENSMUSG00000042821	0	3	3	0	0
ENSMUSG00000064156	0	3	3	0	0
ENSMUSG00000060681	0	0	0	0	14
ENSMUSG00000038072	0	0	0	0	14
ENSMUSG00000022864	0	12	0	0	14
ENSMUSG00000022455	0	3	3	0	0
ENSMUSG00000062232	12	7	4	0	1
ENSMUSG00000021003	0	12	3	0	0
ENSMUSG00000096753	0	3	3	0	0
ENSMUSG00000097537	0	3	3	0	0
ENSMUSG00000034139	0	3	3	0	0
ENSMUSG00000057967	0	3	3	0	0
ENSMUSG00000001910	12	12	0	0	14
ENSMUSG00000057982	12	9	11	0	3
ENSMUSG00000054630	7	14	1	5	13
ENSMUSG00000006369	0	3	3	0	0
ENSMUSG00000043673	0	3	3	0	0
ENSMUSG00000055319	12	9	11	0	3
ENSMUSG00000027466	12	0	8	0	5
ENSMUSG00000080626	0	3	3	0	0
ENSMUSG00000025014	0	3	3	0	0
ENSMUSG00000029415	0	12	0	0	14
ENSMUSG00000103711	0	12	0	0	14
ENSMUSG00000070002	0	12	0	0	14
ENSMUSG00000095839	0	3	3	0	0
ENSMUSG00000052469	0	3	3	0	0
ENSMUSG00000068329	0	12	3	0	0
ENSMUSG00000073730	0	3	3	0	0
ENSMUSG00000029470	12	7	4	0	1
ENSMUSG00000046178	0	3	3	0	0
ENSMUSG00000041165	0	3	3	0	0
ENSMUSG00000020592	5	4	5	11	9
ENSMUSG00000031326	0	3	3	0	0
ENSMUSG00000096256	0	3	3	0	0
ENSMUSG00000022203	0	3	3	0	0
ENSMUSG00000022560	0	3	3	0	0
ENSMUSG00000081501	0	3	3	0	0
ENSMUSG00000037470	8	4	13	11	1
ENSMUSG00000037279	0	3	3	0	0
ENSMUSG00000055960	0	3	3	0	0
ENSMUSG00000029586	0	3	3	0	0
ENSMUSG00000037315	0	12	3	0	0
ENSMUSG00000001138	0	12	0	0	14
ENSMUSG00000042808	0	3	3	0	0
ENSMUSG00000021140	12	2	4	0	1
ENSMUSG00000022686	0	3	3	0	0
ENSMUSG00000041623	0	3	3	0	0
ENSMUSG00000029250	12	2	4	0	1
ENSMUSG00000046743	0	12	0	0	14
ENSMUSG00000031796	0	0	0	0	14
ENSMUSG00000085112	0	12	3	0	0
ENSMUSG00000059874	0	3	3	0	0
ENSMUSG00000020803	12	2	10	0	7
ENSMUSG00000028453	0	3	3	0	0
ENSMUSG00000039148	0	12	0	0	14
ENSMUSG00000113591	0	3	3	0	0
ENSMUSG00000035551	0	3	3	0	0
ENSMUSG00000053765	0	3	3	0	0
ENSMUSG00000069038	0	3	3	0	0
ENSMUSG00000109901	12	0	0	0	14
ENSMUSG00000038670	0	10	7	0	8
ENSMUSG00000091526	0	3	3	0	0
ENSMUSG00000054514	0	3	3	0	0
ENSMUSG00000096995	0	3	3	0	0
ENSMUSG00000035847	0	0	11	0	3
ENSMUSG00000040714	0	3	3	0	0
ENSMUSG00000040029	12	11	4	0	1
ENSMUSG00000040181	5	4	13	11	2
ENSMUSG00000063600	0	3	3	0	0
ENSMUSG00000101970	0	0	0	0	14
ENSMUSG00000065441	0	3	3	0	0
ENSMUSG00000053030	0	3	3	0	0
ENSMUSG00000021492	5	4	5	11	9
ENSMUSG00000040767	0	3	3	0	0
ENSMUSG00000028218	0	0	0	0	14
ENSMUSG00000041216	0	3	3	0	0
ENSMUSG00000091624	0	3	3	0	0
ENSMUSG00000090122	0	3	3	0	0
ENSMUSG00000046922	0	3	3	0	0
ENSMUSG00000042215	0	3	3	0	0
ENSMUSG00000024422	12	7	8	0	5
ENSMUSG00000050266	0	3	3	0	0
ENSMUSG00000035948	8	1	6	11	12
ENSMUSG00000022055	0	3	3	0	0
ENSMUSG00000064437	0	3	3	0	0
ENSMUSG00000079536	0	3	3	0	0
ENSMUSG00000027357	12	11	6	0	12
ENSMUSG00000100727	0	3	3	0	0
ENSMUSG00000090213	0	12	3	0	0
ENSMUSG00000021708	0	3	3	0	0
ENSMUSG00000048758	12	2	5	11	9
ENSMUSG00000031535	0	3	3	0	0
ENSMUSG00000044029	0	3	3	0	0
ENSMUSG00000032412	12	9	11	0	3
ENSMUSG00000033356	0	3	3	0	0
ENSMUSG00000024844	0	12	3	0	0
ENSMUSG00000033047	12	2	5	0	9
ENSMUSG00000011752	8	5	2	11	2
ENSMUSG00000065509	0	3	3	0	0
ENSMUSG00000034795	0	12	3	0	0
ENSMUSG00000100589	0	3	3	0	0
ENSMUSG00000051726	0	3	3	0	0
ENSMUSG00000073945	0	3	3	0	0
ENSMUSG00000040354	12	2	4	0	1
ENSMUSG00000031988	12	0	0	0	14
ENSMUSG00000024053	0	3	3	0	0
ENSMUSG00000020381	0	3	3	0	0
ENSMUSG00000079532	0	3	3	0	0
ENSMUSG00000044814	0	3	3	0	0
ENSMUSG00000063576	12	12	0	0	14
ENSMUSG00000016346	0	3	3	0	0
ENSMUSG00000011179	12	4	2	11	2
ENSMUSG00000100282	0	3	3	0	0
ENSMUSG00000047992	0	3	3	0	0
ENSMUSG00000031778	0	3	3	0	0
ENSMUSG00000007877	0	10	7	0	8
ENSMUSG00000049387	0	3	3	0	0
ENSMUSG00000079681	0	3	3	0	0
ENSMUSG00000051437	0	3	3	0	0
ENSMUSG00000024300	0	3	3	0	0
ENSMUSG00000035545	12	7	5	0	5
ENSMUSG00000043190	0	0	0	0	14
ENSMUSG00000073497	0	3	3	0	0
