gene	raw_pca_2d_kmeans_cluster	ftsae_pca_2d_kmeans_cluster	ftsae_latent_kmeans_cluster	raw_pca_10d_kmeans_cluster	ftsae_pca_10d_kmeans_cluster
ENSMUSG00000046814	8	11	10	11	7
ENSMUSG00000048779	0	3	3	0	0
ENSMUSG00000031072	0	12	0	0	14
ENSMUSG00000049537	0	3	3	0	0
ENSMUSG00000039958	12	7	8	0	5
ENSMUSG00000057177	12	12	0	0	14
ENSMUSG00000032393	12	11	4	0	1
ENSMUSG00000052942	0	3	3	0	0
ENSMUSG00000026205	0	3	3	0	0
ENSMUSG00001074846	0	3	3	0	0
ENSMUSG00000085615	0	3	3	0	0
ENSMUSG00000021917	12	2	10	0	7
ENSMUSG00000025196	5	5	2	11	9
ENSMUSG00000038236	0	3	3	0	0
ENSMUSG00000025395	0	3	3	0	0
ENSMUSG00000047293	0	3	3	0	0
ENSMUSG00000048988	0	3	3	0	0
ENSMUSG00000061845	0	3	3	0	0
ENSMUSG00000029920	12	9	11	0	3
ENSMUSG00000063314	0	3	3	0	0
ENSMUSG00000069633	12	7	8	0	5
ENSMUSG00000024963	0	3	3	0	0
ENSMUSG00000046169	0	12	3	0	0
ENSMUSG00000025035	0	12	0	0	14
ENSMUSG00000030352	12	0	0	0	14
ENSMUSG00000039745	0	0	0	0	14
ENSMUSG00000091685	0	3	3	0	0
ENSMUSG00000031700	6	14	13	5	2
ENSMUSG00000073972	0	3	3	0	0
ENSMUSG00000042360	0	3	3	0	0
ENSMUSG00000094846	0	3	3	0	0
ENSMUSG00000037669	12	7	4	0	1
ENSMUSG00000053856	0	3	3	0	0
ENSMUSG00000031365	0	0	0	0	14
ENSMUSG00000032060	0	10	7	0	8
ENSMUSG00000097113	0	3	3	0	0
ENSMUSG00000032175	0	0	0	0	14
ENSMUSG00000006219	0	3	3	0	0
ENSMUSG00000028262	0	3	3	0	0
ENSMUSG00000054342	0	3	3	0	0
ENSMUSG00000116894	0	3	3	0	0
ENSMUSG00000100759	0	3	3	0	0
ENSMUSG00000038987	0	3	3	0	0
ENSMUSG00000081534	12	0	8	0	14
ENSMUSG00000036106	0	3	3	0	0
ENSMUSG00000001173	0	12	0	0	14
ENSMUSG00000003051	0	3	3	0	0
ENSMUSG00000040021	12	6	4	0	1
ENSMUSG00000026303	0	12	3	0	0
ENSMUSG00000031099	0	3	3	0	0
ENSMUSG00000027276	0	12	0	0	14
ENSMUSG00000075271	0	3	3	0	0
ENSMUSG00000069310	0	3	3	0	0
ENSMUSG00000029544	0	3	3	0	0
ENSMUSG00000028403	12	9	11	0	3
ENSMUSG00000059741	0	3	3	0	0
ENSMUSG00000020940	0	3	3	0	0
ENSMUSG00000035232	0	3	3	0	0
ENSMUSG00000022193	12	7	5	0	5
ENSMUSG00000009863	8	4	2	11	2
ENSMUSG00000117042	0	3	3	0	0
ENSMUSG00000008333	0	12	0	0	14
ENSMUSG00000032244	12	9	11	0	3
ENSMUSG00000027202	0	3	3	0	0
ENSMUSG00000027935	0	3	3	0	0
ENSMUSG00000079655	0	3	3	0	0
ENSMUSG00000092021	12	2	11	0	3
ENSMUSG00000008318	0	3	3	0	0
ENSMUSG00000053815	0	3	3	0	0
ENSMUSG00000058908	0	3	3	0	0
ENSMUSG00000039474	0	3	3	0	0
ENSMUSG00000074060	0	3	3	0	0
ENSMUSG00000022265	12	0	8	0	3
ENSMUSG00000057842	0	12	0	0	14
ENSMUSG00000031886	8	11	13	11	12
ENSMUSG00000027835	12	6	6	0	7
ENSMUSG00000053825	0	3	3	0	0
ENSMUSG00000024277	0	12	0	0	14
ENSMUSG00000021177	0	3	3	0	0
ENSMUSG00000027995	0	3	3	0	0
ENSMUSG00000041712	0	0	0	0	14
ENSMUSG00000051768	0	3	3	0	0
ENSMUSG00000020869	12	2	5	0	9
ENSMUSG00000023467	0	3	3	0	0
ENSMUSG00000029767	8	4	13	11	2
ENSMUSG00000074622	12	6	5	0	5
ENSMUSG00000030510	0	3	3	0	0
ENSMUSG00000033703	0	12	0	0	14
ENSMUSG00000031394	0	3	3	0	0
ENSMUSG00000039200	0	3	3	0	0
ENSMUSG00000095457	0	3	3	0	0
ENSMUSG00000067597	0	3	3	0	0
ENSMUSG00000024078	0	12	0	0	14
ENSMUSG00000093413	0	3	3	0	0
ENSMUSG00000046873	0	0	0	0	14
ENSMUSG00000070330	0	3	3	0	0
ENSMUSG00000003810	0	12	0	0	14
ENSMUSG00000037098	0	12	0	0	14
ENSMUSG00000078161	0	3	3	0	0
ENSMUSG00000064602	0	3	3	0	0
ENSMUSG00000095528	0	3	3	0	0
ENSMUSG00000003033	0	12	0	0	14
ENSMUSG00000033577	12	11	4	0	1
ENSMUSG00000031790	12	0	8	0	5
ENSMUSG00000050504	0	3	3	0	0
ENSMUSG00000024858	12	12	0	0	14
ENSMUSG00000036661	0	3	3	0	0
ENSMUSG00000074947	0	12	3	0	0
ENSMUSG00000020399	0	3	3	0	0
ENSMUSG00000026976	0	3	3	0	0
ENSMUSG00000023232	0	3	3	0	0
ENSMUSG00000037286	12	6	6	0	3
ENSMUSG00000097084	0	3	3	0	0
ENSMUSG00000029029	0	12	3	0	0
ENSMUSG00000038069	0	0	0	0	14
ENSMUSG00000049152	6	1	1	5	13
ENSMUSG00000030682	0	12	0	0	14
ENSMUSG00000034595	0	3	3	0	0
ENSMUSG00000022243	0	3	3	0	0
ENSMUSG00000062270	8	11	6	11	12
ENSMUSG00000042268	0	3	3	0	0
ENSMUSG00000022157	0	3	3	0	0
ENSMUSG00000039738	0	3	3	0	0
ENSMUSG00000032399	6	8	2	5	2
ENSMUSG00000065416	0	3	3	0	0
ENSMUSG00000085044	0	3	3	0	0
ENSMUSG00000073062	0	12	0	0	14
ENSMUSG00000031617	0	0	0	0	14
ENSMUSG00000096742	0	3	3	0	0
ENSMUSG00000020123	12	0	0	0	14
ENSMUSG00000042851	0	12	3	0	0
ENSMUSG00000045064	0	3	3	0	0
ENSMUSG00000090966	0	3	3	0	0
ENSMUSG00000027356	0	3	3	0	0
ENSMUSG00000021072	12	6	6	0	12
ENSMUSG00000053129	0	3	3	0	0
ENSMUSG00000019437	12	0	0	0	3
ENSMUSG00000029675	0	3	3	0	0
ENSMUSG00000040600	0	3	3	0	0
ENSMUSG00000038057	0	3	3	0	0
ENSMUSG00000053219	0	12	3	0	0
ENSMUSG00000026383	12	6	6	0	12
ENSMUSG00000002343	0	3	3	0	0
ENSMUSG00000070621	0	3	3	0	0
ENSMUSG00000030701	0	12	0	0	14
ENSMUSG00000028955	0	0	0	0	14
ENSMUSG00000072878	0	3	3	0	0
ENSMUSG00000071074	12	0	8	0	14
ENSMUSG00000020097	12	6	4	0	1
ENSMUSG00000045591	0	3	3	0	0
ENSMUSG00000100857	0	3	3	0	0
ENSMUSG00000064540	0	3	3	0	0
ENSMUSG00000087381	0	3	3	0	0
ENSMUSG00000062121	0	3	3	0	0
ENSMUSG00000031273	0	3	3	0	0
ENSMUSG00000024132	8	4	5	11	9
ENSMUSG00000070034	0	12	3	0	0
ENSMUSG00000027800	0	0	0	0	14
ENSMUSG00000073724	0	3	3	0	0
ENSMUSG00000065438	0	3	3	0	0
ENSMUSG00000063894	0	0	0	0	14
ENSMUSG00000078866	12	1	6	0	12
ENSMUSG00000051390	0	12	0	0	14
ENSMUSG00000033365	0	3	3	0	0
ENSMUSG00000055110	0	3	3	0	0
ENSMUSG00000030314	12	0	8	0	5
ENSMUSG00000022466	0	12	3	0	0
ENSMUSG00000071180	12	9	11	0	3
ENSMUSG00000032652	12	6	4	0	1
ENSMUSG00000024947	0	12	0	0	14
ENSMUSG00000029431	0	3	3	0	0
ENSMUSG00000026767	12	9	11	0	3
ENSMUSG00000027761	6	14	1	5	13
ENSMUSG00000048626	0	3	3	0	0
ENSMUSG00000076042	0	3	3	0	0
ENSMUSG00000031788	0	12	0	0	14
ENSMUSG00000026413	0	3	3	0	0
ENSMUSG00000060701	0	3	3	0	0
ENSMUSG00000022840	0	3	3	0	0
ENSMUSG00000001943	0	3	3	0	0
ENSMUSG00000035109	0	3	3	0	0
ENSMUSG00000051592	0	3	3	0	0
ENSMUSG00000025825	12	2	5	0	9
ENSMUSG00000037876	12	11	4	0	1
ENSMUSG00000025451	12	11	6	0	12
ENSMUSG00000060538	12	0	0	0	14
ENSMUSG00000056962	0	12	0	0	14
ENSMUSG00000015755	12	7	5	0	5
ENSMUSG00000058498	0	3	3	0	0
ENSMUSG00000049657	0	12	0	0	14
ENSMUSG00000029235	0	3	3	0	0
ENSMUSG00000026821	0	3	3	0	0
ENSMUSG00000047033	0	3	3	0	0
ENSMUSG00000060699	0	3	3	0	0
ENSMUSG00000020462	0	0	0	0	14
ENSMUSG00000002006	0	3	3	0	0
ENSMUSG00000021794	3	14	1	12	13
ENSMUSG00000030898	0	3	3	0	0
ENSMUSG00000074182	0	3	3	0	0
ENSMUSG00000037706	8	4	5	11	9
ENSMUSG00000001095	0	3	3	0	0
ENSMUSG00000050288	0	3	3	0	0
ENSMUSG00000061589	0	12	0	0	14
ENSMUSG00000051251	0	3	3	0	0
ENSMUSG00000049804	0	3	3	0	0
ENSMUSG00000085820	0	3	3	0	0
ENSMUSG00000078190	0	3	3	0	0
ENSMUSG00000053007	0	3	3	0	0
ENSMUSG00000031226	0	12	0	0	14
ENSMUSG00000047674	0	3	3	0	0
ENSMUSG00000094285	0	3	3	0	0
ENSMUSG00000076372	0	3	3	0	0
ENSMUSG00000115983	0	3	3	0	0
ENSMUSG00000053574	0	3	3	0	0
ENSMUSG00000020609	1	8	9	1	10
ENSMUSG00000034833	0	3	3	0	0
ENSMUSG00000028367	8	11	6	11	12
ENSMUSG00000027293	0	12	3	0	0
ENSMUSG00000073915	0	3	3	0	0
ENSMUSG00000050808	0	3	3	0	0
ENSMUSG00000051176	0	3	3	0	0
ENSMUSG00000085795	0	3	3	0	0
ENSMUSG00000026000	0	12	0	0	14
ENSMUSG00000052033	0	12	3	0	0
ENSMUSG00000074890	0	12	3	0	0
ENSMUSG00000068086	5	13	12	11	11
ENSMUSG00000022973	0	0	0	0	14
ENSMUSG00000039059	0	3	3	0	0
ENSMUSG00000074129	6	14	10	5	4
ENSMUSG00000029338	12	9	8	0	3
ENSMUSG00000096795	0	12	0	0	14
ENSMUSG00000093108	0	3	3	0	0
ENSMUSG00000020873	12	7	8	0	5
ENSMUSG00000024107	0	12	3	0	0
ENSMUSG00000023885	0	12	3	0	0
ENSMUSG00000043430	0	3	3	0	0
ENSMUSG00000044667	0	3	3	0	0
ENSMUSG00000029468	0	3	3	0	0
ENSMUSG00000023039	0	3	3	0	0
ENSMUSG00000022992	0	0	0	0	14
ENSMUSG00000029401	0	12	0	0	14
ENSMUSG00000000751	12	9	11	0	3
ENSMUSG00000032216	5	4	13	5	2
ENSMUSG00000057116	0	3	3	0	0
ENSMUSG00000057137	12	0	0	0	14
ENSMUSG00000039706	0	3	3	0	0
ENSMUSG00000037440	12	6	6	0	12
ENSMUSG00000028041	0	3	3	0	0
ENSMUSG00000030884	5	4	13	11	2
ENSMUSG00000118665	0	12	0	0	14
ENSMUSG00000086484	0	3	3	0	0
ENSMUSG00000020844	0	3	3	0	0
ENSMUSG00000032939	0	12	3	0	0
ENSMUSG00000070619	0	3	3	0	0
ENSMUSG00000026482	0	0	0	0	14
ENSMUSG00000017288	12	0	0	0	14
ENSMUSG00000073458	0	3	3	0	0
ENSMUSG00000059246	0	3	3	0	0
ENSMUSG00000020428	0	3	3	0	0
ENSMUSG00000049658	12	9	11	0	3
ENSMUSG00000066000	0	3	3	0	0
ENSMUSG00000028800	0	0	0	0	14
ENSMUSG00000020903	0	12	0	0	14
ENSMUSG00000097023	0	3	3	0	0
ENSMUSG00000022820	12	2	10	0	4
ENSMUSG00000032690	0	3	3	0	0
ENSMUSG00000027285	0	0	0	0	14
ENSMUSG00000049281	0	3	3	0	0
ENSMUSG00000029147	12	0	8	0	5
ENSMUSG00000099974	0	3	3	0	0
ENSMUSG00000005447	0	3	3	0	0
ENSMUSG00000062939	0	3	3	0	0
ENSMUSG00000075415	0	12	0	0	14
ENSMUSG00000065403	0	3	3	0	0
ENSMUSG00000029066	12	7	11	0	7
ENSMUSG00000041130	12	7	8	0	5
ENSMUSG00000036940	0	0	0	0	14
ENSMUSG00000079263	0	3	3	0	0
ENSMUSG00000035121	0	12	3	0	0
ENSMUSG00000050866	0	3	3	0	0
ENSMUSG00000036206	0	3	3	0	0
ENSMUSG00000026735	0	3	3	0	0
ENSMUSG00000026860	0	12	0	0	14
ENSMUSG00000084997	0	3	3	0	0
ENSMUSG00000066042	0	3	3	0	0
ENSMUSG00000037601	12	0	8	0	5
ENSMUSG00000021692	0	12	3	0	0
ENSMUSG00000033739	0	3	3	0	0
ENSMUSG00000043614	0	3	3	0	0
ENSMUSG00000041406	0	3	3	0	0
ENSMUSG00000022829	0	3	3	0	0
ENSMUSG00000031274	0	12	3	0	0
ENSMUSG00000034555	0	3	3	0	0
ENSMUSG00000032324	0	3	3	0	0
ENSMUSG00000115018	0	3	3	0	0
ENSMUSG00000068407	0	3	3	0	0
ENSMUSG00000061816	0	10	7	0	8
ENSMUSG00000092827	0	3	3	0	0
ENSMUSG00000049728	0	3	3	0	0
ENSMUSG00000021396	0	3	3	0	0
ENSMUSG00000043885	0	0	0	0	14
ENSMUSG00000026377	0	0	0	0	14
ENSMUSG00000024048	12	12	0	0	14
ENSMUSG00000036966	0	12	3	0	0
ENSMUSG00000068079	0	3	3	0	0
ENSMUSG00000037032	0	3	3	0	0
ENSMUSG00000037772	0	3	3	0	0
ENSMUSG00000059821	0	3	3	0	0
ENSMUSG00000031871	12	9	11	0	3
ENSMUSG00000069670	0	3	3	0	0
ENSMUSG00000093042	0	3	3	0	0
ENSMUSG00000108414	0	0	0	0	14
ENSMUSG00000028580	12	2	4	0	1
ENSMUSG00000028234	8	4	10	11	7
ENSMUSG00000086847	0	3	3	0	0
ENSMUSG00000022181	12	5	12	0	11
ENSMUSG00000060244	0	3	3	0	0
ENSMUSG00000046456	0	3	3	0	0
ENSMUSG00000026887	0	0	0	0	14
ENSMUSG00000036151	12	0	0	0	14
ENSMUSG00000024234	0	0	0	0	14
ENSMUSG00000041444	12	0	0	0	14
ENSMUSG00000037984	0	3	3	0	0
ENSMUSG00000055214	0	3	3	0	0
ENSMUSG00000036805	0	3	3	0	0
ENSMUSG00000022201	12	11	6	0	12
ENSMUSG00000055882	0	3	3	0	0
ENSMUSG00000040472	0	0	0	0	14
ENSMUSG00000029860	12	12	0	0	14
ENSMUSG00000005442	12	0	8	0	14
ENSMUSG00000015340	0	0	11	0	14
ENSMUSG00000034685	0	3	3	0	0
ENSMUSG00000022408	0	3	3	0	0
ENSMUSG00000075061	0	3	3	0	0
ENSMUSG00000027673	12	11	6	11	7
ENSMUSG00000033998	0	3	3	0	0
ENSMUSG00000002668	0	3	3	0	0
ENSMUSG00000036570	8	5	2	11	9
ENSMUSG00000035337	0	3	3	0	0
ENSMUSG00000093868	0	3	3	0	0
ENSMUSG00000021892	12	7	8	0	5
ENSMUSG00000030844	0	3	3	0	0
ENSMUSG00000045409	0	12	0	0	14
ENSMUSG00000053453	12	6	6	0	7
ENSMUSG00000027206	12	11	6	0	12
ENSMUSG00000017999	0	12	0	0	14
ENSMUSG00000074656	12	11	6	11	7
ENSMUSG00000026277	12	7	8	0	5
ENSMUSG00000050232	0	3	3	0	0
ENSMUSG00000020888	0	12	3	0	0
ENSMUSG00000048424	0	12	0	0	14
ENSMUSG00000047777	0	3	3	0	0
ENSMUSG00000044062	0	3	3	0	0
ENSMUSG00000047773	0	3	3	0	0
ENSMUSG00000051703	0	3	3	0	0
ENSMUSG00000043019	12	2	4	0	1
ENSMUSG00000018604	12	0	0	0	14
ENSMUSG00000076948	0	3	3	0	0
ENSMUSG00000028559	8	4	13	11	2
ENSMUSG00000033063	0	3	3	0	0
ENSMUSG00000023987	0	3	3	0	0
ENSMUSG00000031604	8	1	1	11	12
ENSMUSG00000029603	0	3	3	0	0
ENSMUSG00000055730	5	4	13	11	11
ENSMUSG00000043962	12	2	5	0	1
ENSMUSG00000020434	0	3	3	0	0
ENSMUSG00000024081	12	6	4	0	3
ENSMUSG00000027879	12	6	4	0	3
ENSMUSG00000105827	0	3	3	0	0
ENSMUSG00000002748	8	4	13	11	1
ENSMUSG00000015843	0	3	3	0	0
ENSMUSG00000013593	8	5	2	11	2
ENSMUSG00000057149	0	3	3	0	0
ENSMUSG00000043008	0	3	3	0	0
ENSMUSG00000039714	0	3	3	0	0
ENSMUSG00000053510	12	2	4	0	1
ENSMUSG00000113275	0	3	3	0	0
ENSMUSG00000097145	0	3	3	0	0
ENSMUSG00000000532	0	12	0	0	14
ENSMUSG00000042712	0	0	0	0	14
ENSMUSG00000026896	12	6	6	0	12
ENSMUSG00000028687	0	3	3	0	0
ENSMUSG00000017950	6	8	2	5	11
ENSMUSG00000052310	12	11	13	11	1
ENSMUSG00000071317	0	3	3	0	0
ENSMUSG00000020564	0	12	0	0	14
ENSMUSG00000089682	0	12	0	0	14
ENSMUSG00000097287	0	3	3	0	0
ENSMUSG00000026427	12	0	0	0	14
ENSMUSG00000007880	12	7	8	0	5
ENSMUSG00000030505	0	12	0	0	14
ENSMUSG00000091651	0	3	3	0	0
ENSMUSG00000003348	0	3	3	0	0
ENSMUSG00000040086	0	3	3	0	0
ENSMUSG00000085558	0	12	3	0	0
ENSMUSG00000033697	0	3	3	0	0
ENSMUSG00000029490	0	3	3	0	0
ENSMUSG00000038271	0	3	3	0	0
ENSMUSG00000113035	0	3	3	0	0
ENSMUSG00000074281	0	3	3	0	0
ENSMUSG00000037708	0	3	3	0	0
ENSMUSG00000002221	0	12	0	0	14
ENSMUSG00000022074	0	12	3	0	0
ENSMUSG00000080653	0	3	3	0	0
ENSMUSG00000108265	0	3	3	0	0
ENSMUSG00000040760	0	0	0	0	14
ENSMUSG00000005102	0	12	0	0	14
ENSMUSG00000051839	0	3	3	0	0
ENSMUSG00000069910	0	3	3	0	0
ENSMUSG00000070382	0	3	3	0	0
ENSMUSG00000096497	0	3	3	0	0
ENSMUSG00000029922	0	0	0	0	14
ENSMUSG00000078688	5	8	12	11	11
ENSMUSG00000030209	0	3	3	0	0
ENSMUSG00000004637	0	12	0	0	14
ENSMUSG00000054763	0	3	3	0	0
ENSMUSG00000032908	0	3	3	0	0
ENSMUSG00000079018	0	3	3	0	0
ENSMUSG00000031928	0	12	0	0	14
ENSMUSG00000014725	0	3	3	0	0
ENSMUSG00000022440	0	3	3	0	0
ENSMUSG00000075302	0	3	3	0	0
ENSMUSG00000050747	0	3	3	0	0
ENSMUSG00000023236	0	3	3	0	0
ENSMUSG00000023019	5	5	2	11	9
ENSMUSG00000048756	12	2	4	0	1
ENSMUSG00000051675	0	12	3	0	0
ENSMUSG00000056822	0	3	3	0	0
ENSMUSG00000103442	0	3	3	0	0
ENSMUSG00000032870	12	0	8	0	14
ENSMUSG00000118406	0	3	3	0	0
ENSMUSG00000029106	12	9	8	0	5
ENSMUSG00000013822	12	7	11	0	7
ENSMUSG00000047935	0	3	3	0	0
ENSMUSG00000025431	0	3	3	0	0
ENSMUSG00000026098	0	12	0	0	14
ENSMUSG00000062608	0	3	3	0	0
ENSMUSG00000085928	0	3	3	0	0
ENSMUSG00000030657	0	3	3	0	0
ENSMUSG00000004626	0	12	0	0	14
ENSMUSG00000095525	0	3	3	0	0
ENSMUSG00000113115	0	3	3	0	0
ENSMUSG00000044636	0	3	3	0	0
ENSMUSG00000035745	0	3	3	0	0
ENSMUSG00000001211	8	5	2	11	9
ENSMUSG00000028953	12	0	8	0	5
ENSMUSG00000018481	12	6	11	0	3
ENSMUSG00000038812	0	12	3	0	0
ENSMUSG00000116461	0	3	3	0	0
ENSMUSG00000018395	0	3	3	0	0
ENSMUSG00000074366	0	3	3	0	0
ENSMUSG00000091151	0	3	3	0	0
ENSMUSG00000020115	12	9	11	0	3
ENSMUSG00000082315	0	3	3	0	0
ENSMUSG00000020397	0	12	0	0	14
ENSMUSG00000041014	0	3	3	0	0
ENSMUSG00000045248	0	3	3	0	0
ENSMUSG00000044454	0	3	3	0	0
ENSMUSG00000051444	0	3	3	0	0
ENSMUSG00000022596	0	3	3	0	0
ENSMUSG00000033156	0	3	3	0	0
ENSMUSG00000097852	0	3	3	0	0
ENSMUSG00000040044	12	9	11	0	3
ENSMUSG00000032310	6	8	12	5	11
ENSMUSG00000029234	0	12	0	0	14
ENSMUSG00000030533	0	12	0	0	14
ENSMUSG00000021986	0	3	3	0	0
ENSMUSG00000052537	0	3	3	0	0
ENSMUSG00000044715	0	12	0	0	14
ENSMUSG00000023935	0	3	3	0	0
ENSMUSG00000094560	0	3	3	0	0
ENSMUSG00000022750	0	12	0	0	14
ENSMUSG00000027955	0	3	3	0	0
ENSMUSG00000024052	5	14	13	11	2
ENSMUSG00000116695	0	3	3	0	0
ENSMUSG00000061165	0	3	3	0	0
ENSMUSG00000093348	0	3	3	0	0
ENSMUSG00000022639	0	12	0	0	14
ENSMUSG00000093122	0	3	3	0	0
ENSMUSG00000079261	0	3	3	0	0
ENSMUSG00000078144	0	3	3	0	0
ENSMUSG00000097082	0	3	3	0	0
ENSMUSG00000060565	0	3	3	0	0
ENSMUSG00000075120	0	3	3	0	0
ENSMUSG00000027004	0	3	3	0	0
ENSMUSG00000060787	0	3	3	0	0
ENSMUSG00000073758	0	3	3	0	0
ENSMUSG00000093270	0	3	3	0	0
ENSMUSG00000078656	12	7	8	0	5
ENSMUSG00000031838	0	12	3	0	0
ENSMUSG00000073856	0	3	3	0	0
ENSMUSG00000078935	0	3	3	0	0
ENSMUSG00000076315	0	3	3	0	0
ENSMUSG00000019890	0	3	3	0	0
ENSMUSG00000026167	0	3	3	0	0
ENSMUSG00000031467	0	12	0	0	14
ENSMUSG00000093803	0	3	3	0	0
ENSMUSG00000049103	0	12	3	0	0
ENSMUSG00000043004	0	3	3	0	0
ENSMUSG00000032013	0	3	3	0	0
ENSMUSG00000021242	12	6	6	0	7
ENSMUSG00000101605	0	3	3	0	0
ENSMUSG00000057191	0	3	3	0	0
ENSMUSG00000033318	12	6	4	0	1
ENSMUSG00000018899	12	9	8	0	3
ENSMUSG00000045246	0	3	3	0	0
ENSMUSG00000035295	0	3	3	0	0
ENSMUSG00000024165	12	0	0	0	14
ENSMUSG00000019659	0	12	3	0	0
ENSMUSG00000028834	0	3	3	0	0
ENSMUSG00000059112	0	3	3	0	0
ENSMUSG00000067698	0	3	3	0	0
ENSMUSG00000027468	0	3	3	0	0
ENSMUSG00000018865	0	3	3	0	0
ENSMUSG00000072774	0	12	3	0	0
ENSMUSG00000079017	0	0	0	0	14
ENSMUSG00000075199	0	3	3	0	0
ENSMUSG00000048226	0	3	3	0	0
ENSMUSG00000022525	0	3	3	0	0
ENSMUSG00000020395	0	3	3	0	0
ENSMUSG00000056617	0	3	3	0	0
ENSMUSG00000056203	0	3	3	0	0
ENSMUSG00000045551	0	3	3	0	0
ENSMUSG00000087609	0	3	3	0	0
ENSMUSG00000032500	0	12	0	0	14
ENSMUSG00000033715	6	14	1	5	13
ENSMUSG00000034430	0	12	0	0	14
ENSMUSG00000059114	0	3	3	0	0
ENSMUSG00000049971	12	9	8	0	5
ENSMUSG00000032883	12	9	11	0	3
ENSMUSG00000071456	0	12	3	0	0
ENSMUSG00000042312	0	12	0	0	14
ENSMUSG00000063663	0	0	0	0	14
ENSMUSG00000040808	0	3	3	0	0
ENSMUSG00000049641	0	3	3	0	0
ENSMUSG00000015202	0	12	0	0	14
ENSMUSG00000054051	0	0	0	0	14
ENSMUSG00000054277	0	12	0	0	14
ENSMUSG00000044876	0	12	0	0	14
ENSMUSG00000094269	0	3	3	0	0
ENSMUSG00000094156	12	1	6	0	12
ENSMUSG00000075122	0	3	3	0	0
ENSMUSG00000041025	0	0	0	0	14
ENSMUSG00000028974	0	12	0	0	14
ENSMUSG00000041842	0	3	3	0	0
ENSMUSG00000092008	6	1	1	5	13
ENSMUSG00000051335	0	3	3	0	0
ENSMUSG00000105096	12	0	11	0	3
ENSMUSG00000035852	0	3	3	0	0
ENSMUSG00000043274	0	3	3	0	0
ENSMUSG00000090314	0	3	3	0	0
ENSMUSG00000026977	12	6	6	0	12
ENSMUSG00000048752	0	3	3	0	0
ENSMUSG00000022240	0	12	3	0	0
ENSMUSG00000026867	12	6	4	0	1
ENSMUSG00000007589	0	12	0	0	14
ENSMUSG00000073079	12	6	6	0	12
ENSMUSG00000092374	0	3	3	0	0
ENSMUSG00000033701	0	12	0	0	14
ENSMUSG00000040565	12	6	4	0	1
ENSMUSG00000074238	0	0	0	0	14
ENSMUSG00000026536	0	3	3	0	0
ENSMUSG00000061533	0	12	3	0	0
ENSMUSG00000040410	0	0	0	0	14
ENSMUSG00000008958	0	3	3	0	0
ENSMUSG00000079092	0	3	3	0	0
ENSMUSG00000095339	0	3	3	0	0
ENSMUSG00000007946	0	3	3	0	0
ENSMUSG00000024121	12	2	5	0	9
ENSMUSG00000029371	0	3	3	0	0
ENSMUSG00000044092	0	3	3	0	0
ENSMUSG00000026773	0	12	0	0	14
ENSMUSG00000089255	12	9	11	0	7
ENSMUSG00000055357	0	3	3	0	0
ENSMUSG00000085833	0	3	3	0	0
ENSMUSG00000100277	0	3	3	0	0
ENSMUSG00000101734	0	3	3	0	0
ENSMUSG00000040314	0	3	3	0	0
ENSMUSG00000076458	0	3	3	0	0
ENSMUSG00000031357	12	6	6	0	12
ENSMUSG00000062778	0	3	3	0	0
ENSMUSG00000043621	0	3	3	0	0
ENSMUSG00000042396	12	6	6	0	12
ENSMUSG00000058331	0	12	3	0	0
ENSMUSG00000027079	0	12	0	0	14
ENSMUSG00000034640	0	0	0	0	14
ENSMUSG00000003378	0	3	3	0	0
ENSMUSG00000020577	0	3	3	0	0
ENSMUSG00000029819	0	3	3	0	0
ENSMUSG00000024087	0	3	3	0	0
ENSMUSG00000032827	0	12	0	0	14
ENSMUSG00000095253	0	12	0	0	14
ENSMUSG00000001510	0	3	3	0	0
ENSMUSG00000041935	12	9	11	0	3
ENSMUSG00000021718	0	3	3	0	0
ENSMUSG00000092417	0	3	3	0	0
ENSMUSG00000051351	0	12	3	0	0
ENSMUSG00000061950	12	0	0	0	14
ENSMUSG00000029314	0	0	0	0	14
ENSMUSG00000037126	0	3	3	0	0
ENSMUSG00000057649	0	12	3	0	0
ENSMUSG00000031289	0	3	3	0	0
ENSMUSG00000035513	0	3	3	0	0
ENSMUSG00000042279	0	3	3	0	0
ENSMUSG00000065479	0	3	3	0	0
ENSMUSG00000054792	0	3	3	0	0
ENSMUSG00000058267	0	0	0	0	14
ENSMUSG00000052525	0	3	3	0	0
ENSMUSG00000044770	0	3	3	0	0
ENSMUSG00000065611	0	3	3	0	0
ENSMUSG00000094520	0	9	11	0	3
ENSMUSG00000033409	0	3	3	0	0
ENSMUSG00000017760	8	2	5	11	9
ENSMUSG00000103793	0	3	3	0	0
ENSMUSG00000022262	0	3	3	0	0
ENSMUSG00000021752	0	12	3	0	0
ENSMUSG00000023169	0	12	0	0	14
ENSMUSG00000051065	0	12	0	0	14
ENSMUSG00000026463	0	0	0	0	14
ENSMUSG00000090272	0	0	0	0	14
ENSMUSG00000053113	0	3	3	0	0
ENSMUSG00000058200	0	3	3	0	0
ENSMUSG00000075167	0	3	3	0	0
ENSMUSG00000062115	0	12	3	0	0
ENSMUSG00000040945	0	12	0	0	14
ENSMUSG00000071494	0	3	3	0	0
ENSMUSG00000033055	0	3	3	0	0
ENSMUSG00000109864	0	3	3	0	0
ENSMUSG00000032915	0	0	0	0	14
ENSMUSG00000108848	0	3	3	0	0
ENSMUSG00000042816	0	3	3	0	0
ENSMUSG00000030720	0	12	3	0	0
