sample	strain	sex	condition	location	project_identifier	h5_accession	data_source	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	OSD-245	14.757495	85.873116	-20.425083	2.8055298	-8.892862	12.987228	4.5994005	-8.896706	6.0033765	-3.8777053	-4.4367843	-5.0641093	-3.595069	1.7840596	4.945923	1.8847073	-4.0963926	4.1220393	-4.0558314	2.266326
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	OSD-245	13.942984	84.31424	1.3442627	-13.94168	-22.43685	5.5510693	3.5179365	-4.1534743	-6.9856477	1.1589682	6.602809	-0.11912424	-0.6026022	-6.168214	1.9261723	-0.18134418	0.92427003	2.128441	-0.15489097	1.0158796
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	OSD-245	9.41329	85.02069	-11.211476	-12.211268	-23.376669	16.721462	4.7982197	-6.8942466	-4.6507826	1.5988533	5.4836025	-1.3268687	-1.1923587	-0.16173926	6.8558545	1.3608614	-2.2517114	5.2800627	-2.9378078	1.7081347
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	OSD-245	31.082392	69.488884	-38.03473	3.157143	-10.879755	4.890067	2.159408	0.43665144	-1.6776751	3.0082035	5.4846134	4.9254913	0.3634502	5.736125	-7.3428326	-1.1433631	0.9736873	-2.0729165	-0.08434353	-3.589446
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	OSD-245	25.202732	84.525955	-13.816626	-11.036756	-23.160343	8.895564	4.8103104	-3.4935422	-6.208793	2.5270786	8.477702	1.9820464	-0.18852179	-2.4769356	-0.41843885	-0.70903283	0.38467005	2.4698553	-0.5527552	0.8104716
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	OSD-245	7.7884765	95.019775	86.3782	-38.75888	-19.655416	-5.5095887	-1.680158	4.881335	-5.156464	7.559355	7.912715	5.203669	1.5404683	-2.1800704	7.216978	4.378322	-5.816544	-4.4712114	2.2710526	-0.34732968
OSD-463_RR23_LVR_FLT_F1	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-191.37949	-52.410034	-0.043592192	0.66718626	2.8606706	-7.002687	7.9072347	0.1341206	-0.70610046	1.1383033	0.30934024	0.23503637	-1.0835586	-2.8664525	-6.368564	9.216603	0.32831103	-0.88604015	-6.5544057	5.068791
OSD-463_RR23_LVR_FLT_F2	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-189.98904	-58.453495	-3.459599	5.0402565	8.118941	-11.844223	23.409748	-0.46086332	4.4951677	-0.38885555	4.233621	-1.4751087	-1.1475124	-0.7168937	-7.2251368	16.62982	1.0088948	9.483683	3.637051	-0.008319811
OSD-463_RR23_LVR_FLT_F3	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-189.6391	-44.93183	6.208012	-7.6294007	-5.519513	2.759587	-15.44068	1.8973058	-9.643087	3.3230913	-4.745358	2.5687673	-0.22383644	-4.5029697	-3.4980562	3.4566686	-0.9299005	-8.49475	-11.796376	3.790428
OSD-463_RR23_LVR_FLT_F4	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-190.97632	-54.843784	-3.611075	3.9268575	2.9074442	-18.384504	27.296656	-0.8364925	-10.3056135	4.8176637	-4.652074	1.9845564	-0.48808512	-1.3248421	-6.8229814	13.407396	-0.6466894	-1.3322471	-19.008266	5.616138
OSD-463_RR23_LVR_FLT_F5	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-191.86975	-61.038063	3.65927	4.304052	13.37817	-16.768118	41.420025	1.2509935	18.8363	0.23024198	20.61319	-1.9215027	0.75440615	-1.43613	-3.5779681	31.538946	-3.3875022	8.015105	-0.6809131	-22.388432
OSD-463_RR23_LVR_FLT_F6	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-190.3107	-50.4784	-1.4843178	-0.4350288	0.9464949	-2.4119112	0.035699647	-0.6177025	-4.449688	0.8332187	-3.775532	0.7469396	-0.40654454	-2.1236818	-3.0013583	2.9330058	0.5190402	-0.96954906	-1.2813555	2.2728217
OSD-463_RR23_LVR_FLT_F7_techrep1	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-188.34831	-49.33252	-12.590192	4.705867	-0.8580921	-3.4341676	1.2298058	-3.2263074	-13.901282	1.1514193	-12.863655	1.3921485	-0.33396763	1.8080329	-1.3712066	-3.931787	2.119899	5.7201796	6.624916	4.679453
OSD-463_RR23_LVR_FLT_F7_techrep2	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-187.05554	-50.140636	-11.113903	2.2400413	-3.9650278	-3.277963	-2.0193565	-1.9636748	-20.621035	3.1518087	-16.246777	2.8402746	0.24028914	0.73243797	-2.6978729	-1.697544	2.3863573	2.618599	-0.537756	7.140364
OSD-463_RR23_LVR_FLT_F8_techrep1	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-189.3917	-49.405125	-1.4022043	-1.9500455	-1.4692789	2.2635143	-8.309465	0.291113	-6.749488	0.44172004	-6.879386	1.3597196	-0.18778181	-1.3327245	-0.67311686	-0.59058845	-0.12518473	-2.7243466	1.7294873	-3.4092379
OSD-463_RR23_LVR_FLT_F8_techrep2	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-189.74382	-48.87015	-8.485086	2.682072	-0.49031785	0.58653855	-3.1925614	-1.9758933	-8.268772	0.6070126	-9.917498	0.46885023	0.30063283	0.67568004	-0.6064839	-2.4937956	1.5016749	4.504032	7.5586405	-0.4284678
OSD-463_RR23_LVR_FLT_F8_techrep3	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-189.31938	-47.33914	9.608833	-8.101614	-2.3376765	6.9240456	-18.22141	3.5041652	-0.30724835	0.84640926	-0.5962386	1.3888726	-0.25548577	-3.8583233	-2.7691607	4.1945267	-2.103536	-8.968582	-9.922839	-0.8535483
OSD-463_RR23_LVR_FLT_F9	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	OSD-463	-188.44374	-51.829506	-7.1198697	2.6254704	0.9492456	-5.7067394	5.10858	-2.143552	-10.193532	1.6225669	-8.961404	1.0252727	-0.43456373	0.031144762	-2.3792682	-0.409165	1.2736009	2.5232198	2.2869344	4.951031
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	-185.54239	-34.43476	-4.7607594	-8.216844	-11.254641	20.792463	-30.68964	-0.4252382	-12.38175	0.9125575	-8.532589	0.5241376	1.2815611	3.9432304	9.695963	-8.33376	-2.2061589	-1.1127754	0.60220695	-9.4733715
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	-188.75978	-41.51178	11.07386	-11.509373	-7.3396254	11.279487	-27.133764	4.4297504	-5.794335	1.6969006	-2.8418262	2.5075464	-0.16288447	-3.5973842	1.2284826	-0.47118145	-2.7206686	-12.568302	-12.678741	-3.985875
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	-187.44838	-40.909332	4.4276466	-7.691539	-3.8110585	17.066885	-27.7647	1.4396052	3.2192974	-1.8359996	-0.2213385	-1.2288356	-0.2993146	0.68563765	4.6332207	-0.5069929	-3.0578315	-1.3103989	-1.401286	-12.540159
