sample	strain	sex	condition	location	project_identifier	h5_accession	data_source	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
OSD-463_RR23_LVR_GC_G8	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-188.80478	-50.63761	-10.998467	4.45951	0.14670335	-3.047199	1.8521273	-2.9533105	-10.883486	0.8304086	-10.964867	0.8910829	-0.09567938	1.7203838	-1.166027	-2.1209095	1.9990757	6.3997097	7.371418	2.3356552
OSD-463_RR23_LVR_GC_G9	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-190.5597	-52.54632	8.841733	-3.707199	4.1095057	-1.8569229	0.34075075	3.1841817	9.333836	-0.4186033	9.03184	-0.64393854	-0.9353128	-4.4112196	-8.499225	11.796146	0.11342268	-2.7826912	-7.059721	7.390475
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep1_G1	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	-191.27629	-53.397343	-8.173913	6.106687	5.631011	-5.9787765	12.933303	-1.7998527	3.5016186	-1.4362084	0.8326971	-0.90254456	-0.65978086	0.19611695	-5.8550005	2.2582638	3.994095	9.025704	7.327355	12.922608
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep2_G3	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	-187.48505	-50.266743	9.542037	-4.0399127	9.391949	19.923666	-19.186459	4.29903	35.43767	-10.961417	21.498692	-4.9683857	-0.3232937	0.9298099	4.8873076	-0.6225276	-0.798469	9.108669	23.85997	-22.772142
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep3_G4	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	-189.71326	-46.076534	3.4328032	-5.2981267	-2.1215186	5.7703667	-14.701183	1.2593285	-1.6349454	0.06293443	-1.7180288	0.8720145	-0.261818	-2.6228483	-0.51356643	-2.8102489	-0.08086899	-5.6744328	-3.268477	2.3699296
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep4_G5	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	-186.63046	-45.208775	-19.015482	4.976761	-4.2644954	5.494527	-10.385728	-3.5480974	-17.428904	0.3553395	-16.881348	1.5462472	0.7408468	6.058313	1.9475968	-11.358433	3.37666	9.59426	13.055401	2.907359
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep1_G1	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	87.50519	-101.54593	8.496488	-4.8695297	1.5225836	-6.0133114	-2.7473788	-13.297186	-4.8007355	-11.1574745	3.4377694	0.0031973608	3.7119236	-0.19560902	-1.3423702	-1.799627	-0.34558693	2.745605	-4.0001726	-4.3265376
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep2_G2	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	92.05697	-101.77907	8.616478	6.391365	1.3397244	-17.732529	-9.510576	-14.022931	-1.5821099	3.1945994	7.185342	13.24262	-24.469624	-8.951279	-1.4011018	-8.459479	-13.687174	10.817698	3.6546307	0.025050707
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep3_G3	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	89.92927	-123.62249	69.44162	118.375275	-77.392136	30.145802	22.554853	77.512474	-11.173293	-41.926884	-5.4935756	16.29731	-28.621336	-2.0914054	2.6644459	-0.85378486	-0.66135556	3.1439567	-3.762949	-2.722037
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	85.53199	-126.29418	45.088314	111.287224	-57.445774	18.304438	5.060659	11.063367	18.653452	52.997593	-12.401603	-29.150803	36.840893	-22.818972	-6.3922143	-9.457536	-1.1116657	10.324261	-7.1019306	-10.899726
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep5_G6	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	90.29885	-101.975334	0.0378504	2.0446885	4.577977	-6.6883106	-3.9937873	-15.952457	1.9375025	-1.9531207	0.29028094	0.47383234	-1.9523549	-0.8958347	-1.9079943	-1.7608788	-4.709722	2.4579864	-5.242583	-2.8871658
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep6_G7	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	81.95015	-116.98219	17.991817	42.79191	-14.554394	-10.9720955	-11.401831	-29.22499	2.629137	7.9577317	5.683577	6.130862	-13.164769	6.296318	-0.41267776	-1.2220513	-13.338878	3.8344173	2.540783	2.736692
OSD-173_Mmus_C57-6CR_LVR_GC_Rep1_G40	C57BL/6NCrl	Female	GC	GC	BSP135	OSD-173	OSD-173	36.809357	60.6701	-34.42582	-3.6560636	-14.00215	7.9309077	4.217079	0.90967286	-2.938064	5.004886	6.3527246	4.7668257	0.7852264	6.700602	-5.340715	-1.0131545	1.1534379	-0.122270636	-0.17690434	-1.4786668
OSD-173_Mmus_C57-6CR_LVR_GC_Rep2_G44	C57BL/6NCrl	Female	GC	GC	BSP135	OSD-173	OSD-173	24.34842	80.67605	-27.500385	6.640235	-7.4071426	1.634521	2.6513379	-3.008719	2.6303947	-1.9260187	0.08983411	-0.47458547	-1.1872244	-0.5473944	-4.280877	-1.1459527	0.5185277	-0.08208213	-1.2097291	0.25285903
