sample	strain	sex	condition	location	project_identifier	h5_accession	data_source	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI11	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-8.177594	39.501034	-29.137867	-1.1436014	13.247127	-21.554523	-1.82226	4.2972417	0.003167001	-5.9414887	15.159329	-6.496377	22.64076	-33.49208	1.8965313	-17.624321	19.639511	-4.5082645	9.956478	8.424571
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-19.648252	58.02159	-46.534466	29.110374	-11.924487	28.872427	16.212835	-8.442828	-12.351371	-5.856727	7.7149477	-2.6772134	2.3992186	3.5214643	-16.59644	-23.292097	18.684713	-7.5588694	7.4250546	-2.2507155
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	6.6329775	30.00903	-67.75808	35.410545	-5.9087024	24.174011	7.131097	-18.901304	-6.59676	0.18313919	5.458556	-8.315836	16.979996	18.741093	-15.280412	-23.745085	21.121445	5.663097	-7.151364	3.832345
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI14	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-42.02395	21.70041	-62.61878	23.17154	-12.723091	1.6011912	-3.8892126	-11.1556835	-2.1128266	7.477268	-6.309286	-1.0511177	-1.7419324	-5.6399975	-26.380754	-11.886454	27.858831	8.971056	-1.192703	0.6845035
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI15	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-46.359657	-37.69386	-61.5842	36.012875	7.1977563	-15.400014	-9.966726	-3.9078457	1.8130654	46.624126	-21.27779	-22.544825	3.018522	24.899134	-1.5933743	-6.1195254	-5.847002	6.087837	-8.314909	7.806664
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI16	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-0.005096533	103.396866	22.321716	35.347534	71.07996	40.284054	-22.910217	9.712601	14.72523	-35.385387	-10.649919	-23.627127	14.95148	-11.156344	0.81482494	-3.0550168	10.244864	4.065052	8.831971	13.200525
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI17	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	17.71495	124.56708	62.325897	69.87516	136.41234	60.677124	-56.59247	6.6231666	35.535763	1.9975568	4.461296	33.664337	25.521948	-8.375555	13.199867	3.3127646	1.0526115	23.283068	-13.627979	35.14624
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI18	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	3.8163629	49.600266	-47.644	13.880241	-7.312576	7.6352806	15.457829	-1.6205094	-5.338061	-9.533	9.79264	2.5384836	4.942298	-14.995945	-10.1175	-15.168144	13.869818	-15.359406	4.849935	-0.8086104
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	13.513573	1.9818391	-52.36313	33.763546	-6.289382	12.055675	21.763708	-6.0470166	11.341974	-8.580419	2.7692573	2.0097432	32.167362	21.880177	-21.82932	-7.6680923	6.2081075	-1.2129318	-35.176403	5.0307016
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI20	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-42.14915	38.707104	-40.83979	0.72008485	-17.01309	-4.096989	-18.908821	13.7786255	12.766538	-0.97345936	-17.127169	6.413767	17.968685	-0.028509729	6.1174197	7.0361075	10.785004	-9.119935	-2.9115603	1.7683973
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI1	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	13.874793	51.055653	-44.01027	12.688434	0.8522347	6.8588786	15.39412	5.721655	-7.441538	-22.659525	20.478724	4.5482306	7.869271	-17.89328	6.107628	-30.868929	0.5606612	-32.846123	7.7991395	2.0087795
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI10	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-5.9092317	62.440834	-21.776783	32.681583	35.718468	25.402891	-14.859087	-12.952208	-12.592126	-24.300222	-14.9354	-3.2702205	-13.738041	2.5761907	-1.4042102	2.23473	-13.273493	-27.857786	9.550714	4.288821
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI2	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-11.272234	5.1603236	-77.239296	43.631294	-11.383047	6.1230526	4.193818	-15.432038	-1.2972466	0.11037147	-13.071946	6.2080646	-3.0031111	-0.29164556	-28.505571	-42.12513	9.541996	29.126093	-26.841045	8.180279
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	11.516225	50.023987	-34.14007	1.9454186	-4.0468607	-2.8366585	1.7665284	9.506228	11.219418	-9.460625	-5.766659	2.9467998	23.93096	-11.228353	15.81701	2.0749516	7.231836	-14.140445	-11.896705	6.950241
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI4	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-53.542645	14.339825	-72.38702	31.314869	-17.677885	8.913282	-8.67467	-2.1293943	0.30570245	4.364562	-0.1508733	0.56259596	-11.572873	10.297157	-15.953027	-20.783306	-2.7206237	2.0027556	6.29761	-7.878963
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	23.070236	-16.270048	-75.43762	42.910927	-6.3488946	8.905941	11.7876625	-6.5483003	13.80597	-9.998086	-8.185175	5.0421553	13.589098	29.521465	-8.066158	-14.937686	6.52039	-5.355948	-25.421448	-2.963843
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-46.34555	32.328606	-63.24226	24.727924	-17.597399	6.755547	-4.9341965	-9.1602	-10.247934	5.2857904	2.4688518	-1.103175	-25.310274	10.028513	-12.464477	-8.24426	-16.320171	9.734418	8.152242	-5.282548
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI7	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-63.186104	24.10954	-58.511463	9.038345	-10.799793	-17.872585	-25.423594	-0.84116113	-0.037547134	7.878462	-7.714057	-3.6337488	0.6252743	-15.947422	3.3973908	4.084439	-0.11260069	12.126866	9.480562	4.320693
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	10.320032	14.635322	-63.80395	38.127563	-2.2640421	10.799762	19.043283	-22.465044	-9.657668	-1.8750702	10.071661	-6.317946	0.5669797	18.53186	-14.914319	-3.694242	-1.5589464	2.5435493	-15.719431	6.4775105
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI9	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-59.93792	21.967054	-62.92555	28.387323	-10.18942	6.636087	-14.669895	-9.368111	-13.048301	7.264428	-5.3258295	-1.9468962	-16.893604	14.283173	0.527751	-3.6346033	-15.586684	-8.631826	8.160272	-11.269736
OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-34.752186	26.423344	12.748993	4.24736	25.354156	-31.63663	2.55023	3.608202	-4.3990116	24.977095	-6.501274	-23.216837	18.235056	-9.551491	27.879698	25.761787	15.058409	4.4237556	8.014617	-5.558819
OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	BALB/cAnNTac	Female	FLT	FLT	RRRM-1 (RR-8)	OSD-379	OSD-379	-66.931564	9.932995	-1.9450693	15.331211	23.856644	-20.325516	5.4792414	1.4390993	-11.087809	27.627836	1.8892858	-20.705593	-4.676728	1.0664914	4.439269	15.595189	6.4296346	-7.040813	11.342344	-2.1907632
