Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0033108,mitochondrial respiratory chain complex assembly,19_GO:0009987 cellular process,-4.6,2,4.6,14846,86,2705,32,1.2,0.21,12856|13666|20930|56046|66349|66359|66379|66433|66690|66821|66836|66928|67013|67105|67892|67899|68002|68020|68033|68185|69487|69702|69802|69893|72170|72795|75597|107197|108755|230649|235169|246782,Cox17|Eif2ak3|Surf1|Uqcc1|Dmac2|Cox20|Cox14|Chchd7|Tmem186|Bcs1l|Tmem223|Dmac1|Oma1|Timm21|Coa6|Cmc1|Sdhaf4|Coa8|Cox19|Coa4|Ndufaf5|Ndufaf1|Cox11|Coa7|Chchd4|Ttc19|Ndufaf2|Uqcc3|Lyrm2|Atpaf1|Foxred1|Atpaf2,-3.7,FLT_cluster_02
WikiPathways,27,WP2185,Purine metabolism,,-4.6,1.8,4.4,14846,149,2705,48,1.8,0.25,11486|11512|11564|11566|12495|14917|14923|18160|18585|18605|19139|20016|20021|20022|23918|29863|50773|53893|54195|54369|59001|60596|66355|66358|66401|67005|67464|68695|69745|69870|70408|70428|76025|76952|79059|105446|107569|108147|109674|110639|218832|229589|230103|231327|231903|238871|245841|328099,Ada|Adcy6|Adsl|Adss2|Entpd1|Gucy2c|Guk1|Npr1|Pde9a|Enpp1|Prps1|Polr1c|Polr2c|Polr2j|Impdh2|Pde7b|Nt5c|Nudt5|Gucy1b1|Nme6|Pole3|Gucy1a1|Gmpr|Adprm|Nudt2|Polr3k|Entpd4|Hddc3|Pold4|Polr3gl|Polr3f|Polr3b|Cant1|Nt5c2|Nme3|Gmpr2|Nt5c3|Atic|Ampd2|Prps2|Polr3a|Prune1|Npr2|Ppat|Urad|Pde4d|Polr2h|Prps1l3,-3.7,FLT_cluster_02
GO Biological Processes,19,GO:0016072,rRNA metabolic process,19_GO:0009987 cellular process,-4.4,1.6,4.3,14846,210,2705,62,2.3,0.29,12181|14000|14113|15278|18572|19090|20227|20826|27998|50912|52530|57315|65961|66138|66580|66942|67045|67239|67276|67459|67493|67674|67755|67832|67936|67973|68083|68544|68731|68845|68966|68979|69072|69713|69902|70285|70428|71990|72198|72515|72662|73736|74778|75416|76130|78394|98956|102462|104662|107071|108707|110109|110816|140546|209011|223499|224823|225348|228889|230082|245474|269470,Bop1|Drosha|Fbl|Tfb2m|Pdcd11|Prkdc|Sart1|Snu13|Exosc5|Exosc10|Nhp2|Wdr46|Utp3|Bud23|Esf1|Ddx18|Riok2|Rpf2|Eri1|Nvl|Mettl16|Trmt112|Ddx47|Brix1|Wdr55|Mphosph10|Pak1ip1|Trir|Rbfa|Pih1d1|Ngdn|Nol11|Ebna1bp2|Pin4|Mrto4|Rpf1|Polr3b|Ddx54|Mtrex|Wdr43|Dis3|Fcf1|Rrp7a|Nop14|Las1l|Ddx52|Nat10|Imp3|Tsr1|Wdr74|Slx9|Nop2|Pwp2|Eri3|Sirt7|Dcaf13|Rrp36|Wdr36|Ddx27|Nol6|Dkc1|Wdr3,-3.5,FLT_cluster_02
CORUM,33,CORUM:349,Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,,-4.4,4.8,5.1,14846,8,2705,7,0.26,0.098,13527|16651|20391|20648|24051|24052|24053,Dtna|Sspn|Sgca|Snta1|Sgcb|Sgcd|Sgcg,-3.5,FLT_cluster_02
GO Biological Processes,19,GO:0033617,mitochondrial respiratory chain complex IV assembly,19_GO:0009987 cellular process,-4.3,3,4.7,14846,26,2705,14,0.52,0.14,12856|20930|66359|66379|66821|66836|67105|67892|67899|68020|68033|68185|69802|69893,Cox17|Surf1|Cox20|Cox14|Bcs1l|Tmem223|Timm21|Coa6|Cmc1|Coa8|Cox19|Coa4|Cox11|Coa7,-3.5,FLT_cluster_02
GO Biological Processes,19,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,19_GO:0048518 positive regulation of biological process,-4.3,2.2,4.5,14846,59,2705,24,0.89,0.18,18033|18035|20933|21343|21374|21405|21410|23989|26896|56469|59024|66213|66464|66999|67224|67773|70103|70208|75613|94112|99730|108098|235459|319944,Nfkb1|Nfkbia|Med22|Taf6|Tbp|Hnf1a|Hnf1b|Med24|Med14|Pias1|Med12|Med7|Taf12|Med28|Med29|Kat8|Znhit1|Med23|Med25|Med15|Taf13|Med21|Gtf2a2|Taf2,-3.5,FLT_cluster_02
KEGG Pathway,24,mmu03008,Ribosome biogenesis in eukaryotes - Mus musculus (house mouse),,-4.3,2.1,4.4,14846,74,2705,28,1,0.19,14000|14113|20826|30877|52530|53319|55989|67045|67134|67459|67973|68272|69961|72515|73674|73736|74778|97112|98956|102462|110816|224092|225348|230082|230737|237107|245474|269470,Drosha|Fbl|Snu13|Gnl3|Nhp2|Nxf1|Nop58|Riok2|Nop56|Nvl|Mphosph10|Rbm28|Rpp25l|Wdr43|Wdr75|Fcf1|Rrp7a|Nmd3|Nat10|Imp3|Pwp2|Lsg1|Wdr36|Nol6|Gnl2|Gnl3l|Dkc1|Wdr3,-3.4,FLT_cluster_02
GO Biological Processes,19,GO:0017004,cytochrome complex assembly,19_GO:0009987 cellular process,-4.2,2.5,4.5,14846,39,2705,18,0.67,0.16,12856|20930|56046|66359|66379|66821|66836|67105|67892|67899|68020|68033|68185|69802|69893|72795|107197|226139,Cox17|Surf1|Uqcc1|Cox20|Cox14|Bcs1l|Tmem223|Timm21|Coa6|Cmc1|Coa8|Cox19|Coa4|Cox11|Coa7|Ttc19|Uqcc3|Cox15,-3.4,FLT_cluster_02
GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-4.2,1.6,4.2,14846,234,2705,67,2.5,0.3,11865|12005|12575|12576|12953|13680|16647|18035|18854|19385|21681|28075|52163|52513|53319|53817|54196|54387|56417|56698|57258|58231|60365|66118|66244|66306|66725|66874|66880|68051|69723|69823|71810|72322|72993|73666|74203|74254|75751|75788|76582|77938|97112|107829|107939|109095|192160|192170|208104|213990|214585|216190|223513|224092|225160|227154|227720|230082|231452|234549|234733|240614|269800|433693|433702|445007|100042165,Bmal1|Axin1|Cdkn1a|Cdkn1b|Cry2|Ddx19a|Kpna2|Nfkbia|Pml|Ranbp1|Alyref|Desi1|Camk1|Ddx56|Nxf1|Ddx39b|Pabpn1|Mcm3ap|Adar|Phax|Xpo4|Stk4|Rbm8a|Sarnp|Nemf|Fam53c|Lrrk2|Ncbp3|Rsrc1|Nutf2|Rpain|Fyttd1|Ranbp3|Xpo5|Appl1|Thoc3|Eif4enif1|Gpn1|Ipo4|Smurf1|Ipo11|Fam53b|Nmd3|Thoc5|Pom121|Rbm15b|Casc3|Eif4a3|Mlxip|Agap3|Spg11|Appl2|Abra|Lsg1|Thoc1|Stradb|Nup214|Nol6|Sdad1|Heatr3|Ddx19b|Ranbp6|Zfp384|Akirin2|Ncbp1|Nup85|Thoc2l,-3.4,FLT_cluster_02
GO Biological Processes,19,GO:0051168,nuclear export,19_GO:0051179 localization,-4.2,1.8,4.3,14846,117,2705,39,1.4,0.23,12576|13680|19385|21681|28075|53319|53817|54196|54387|56417|56698|57258|60365|66118|66244|66874|68051|69823|71810|72322|73666|74203|75788|97112|107829|107939|109095|192160|192170|224092|225160|227154|227720|230082|231452|234733|433702|445007|100042165,Cdkn1b|Ddx19a|Ranbp1|Alyref|Desi1|Nxf1|Ddx39b|Pabpn1|Mcm3ap|Adar|Phax|Xpo4|Rbm8a|Sarnp|Nemf|Ncbp3|Nutf2|Fyttd1|Ranbp3|Xpo5|Thoc3|Eif4enif1|Smurf1|Nmd3|Thoc5|Pom121|Rbm15b|Casc3|Eif4a3|Lsg1|Thoc1|Stradb|Nup214|Nol6|Sdad1|Ddx19b|Ncbp1|Nup85|Thoc2l,-3.4,FLT_cluster_02
GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-4.2,1.6,4.1,14846,235,2705,67,2.5,0.3,11865|12005|12575|12576|12953|13680|16647|18035|18854|19385|21681|28075|52163|52513|53319|53817|54196|54387|56417|56698|57258|58231|60365|66118|66244|66306|66725|66874|66880|68051|69723|69823|71810|72322|72993|73666|74203|74254|75751|75788|76582|77938|97112|107829|107939|109095|192160|192170|208104|213990|214585|216190|223513|224092|225160|227154|227720|230082|231452|234549|234733|240614|269800|433693|433702|445007|100042165,Bmal1|Axin1|Cdkn1a|Cdkn1b|Cry2|Ddx19a|Kpna2|Nfkbia|Pml|Ranbp1|Alyref|Desi1|Camk1|Ddx56|Nxf1|Ddx39b|Pabpn1|Mcm3ap|Adar|Phax|Xpo4|Stk4|Rbm8a|Sarnp|Nemf|Fam53c|Lrrk2|Ncbp3|Rsrc1|Nutf2|Rpain|Fyttd1|Ranbp3|Xpo5|Appl1|Thoc3|Eif4enif1|Gpn1|Ipo4|Smurf1|Ipo11|Fam53b|Nmd3|Thoc5|Pom121|Rbm15b|Casc3|Eif4a3|Mlxip|Agap3|Spg11|Appl2|Abra|Lsg1|Thoc1|Stradb|Nup214|Nol6|Sdad1|Heatr3|Ddx19b|Ranbp6|Zfp384|Akirin2|Ncbp1|Nup85|Thoc2l,-3.4,FLT_cluster_02
GO Biological Processes,19,GO:0060260,regulation of transcription initiation by RNA polymerase II,19_GO:0050789 regulation of biological process,-4.1,2.1,4.3,14846,68,2705,26,0.96,0.19,18033|18035|20933|21343|21374|21405|21410|21833|23989|26896|56469|59024|66213|66464|66999|67224|67773|70103|70208|75613|94112|98403|99730|108098|235459|319944,Nfkb1|Nfkbia|Med22|Taf6|Tbp|Hnf1a|Hnf1b|Thra|Med24|Med14|Pias1|Med12|Med7|Taf12|Med28|Med29|Kat8|Znhit1|Med23|Med25|Med15|Zfp451|Taf13|Med21|Gtf2a2|Taf2,-3.3,FLT_cluster_02
GO Biological Processes,19,GO:0048193,Golgi vesicle transport,19_GO:0051179 localization,-4,1.5,4,14846,273,2705,75,2.8,0.32,11767|11777|11778|13047|16792|16834|17083|18195|18759|18797|19352|19889|20333|20660|21766|22319|27096|27277|27419|52639|53330|53620|54160|54198|56187|56350|56358|56395|56440|59005|60409|66050|66111|66191|66460|66482|66682|67015|67542|67727|67864|67898|68338|68861|70028|70829|71517|74277|76332|76483|76895|77254|78287|78808|78885|97484|98417|99683|100855|106039|107371|170760|208647|211556|213760|215445|216724|224630|225651|234678|240756|317717|320615|338337|434204,Ap1m1|Ap3s1|Ap3s2|Cux1|Laptm5|Cog1|Tmed1|Nsf|Prkci|Plcb3|Rabggtb|Rp2|Sec22b|Sorl1|Tex261|Vamp3|Trappc3|Golga5|Naglu|Wipi1|Vamp4|Vamp5|Copg2|Snx3|Rabggta|Arl3|Copz2|Tmem115|Snx1|Trappc2l|Trappc4|Trappc2b|Tmed3|Ier3ip1|Sys1|Exoc2|Trappc5|Ccdc91|Cog6|Stx17|Yipf4|Pef1|Golt1a|Dipk2a|Dop1b|Ccdc93|Vps35l|Chic2|Cog2|Lmf1|Bicd2|Yif1b|Rbsn|Stxbp5|Coro7|Cog8|Cnih4|Sec24b|Tbc1d14|Gga1|Exoc6|Acbd3|Creb3l2|Ap1ar|Prepl|Rab11fip3|Rufy1|Bnip1|Mppe1|Phaf1|Klhl12|Sec22a|Dop1a|Cog3|Whamm,-3.2,FLT_cluster_02
Reactome Gene Sets,6,R-MMU-9772755,Formation of WDR5-containing histone-modifying complexes,,-3.9,2.7,4.4,14846,31,2705,15,0.55,0.14,13486|17283|23808|67773|67933|69612|74322|75410|75812|101739|108946|140858|213464|228714|233904,Dr1|Men1|Ash2l|Kat8|Hcfc2|Kansl2|Cxxc1|Kmt2b|Tasp1|Psip1|Zzz3|Wdr5|Rbbp5|Kat14|Setd1a,-3.1,FLT_cluster_02
GO Biological Processes,19,GO:0000209,protein polyubiquitination,19_GO:0009987 cellular process,-3.8,1.5,3.9,14846,254,2705,70,2.6,0.31,11797|11920|12005|12234|12400|12402|14339|15185|19720|20585|22034|22193|22194|22209|23947|24105|26401|50754|50758|52206|52563|52717|54197|54484|54601|56174|56317|59047|66412|66440|66743|66799|66894|67027|67245|67338|68031|68350|68366|68854|69459|69957|70093|70238|70465|74126|75788|76952|77891|78889|93834|93836|99152|105352|106025|107035|108086|193670|207521|208650|210973|212114|213753|218793|228361|231600|240087|268281|268933|319236,Birc2|Atm|Axin1|Btrc|Cbfb|Cbl|Aktip|Hdac6|Trim27|Hltf|Traf6|Ube2e3|Ube2e1|Ube2a|Mid2|Rbck1|Map3k1|Fbxw7|Fbxl17|Anapc4|Cdc23|Anapc16|Rnf5|Mkrn1|Foxo4|Nagk|Anapc7|Pnkp|Arrdc4|Cdc26|Rnf220|Ube2w|Wwp2|Mkrn2|Peli1|Rffl|Rnf146|Mul1|Tmem129|Asb11|Ubl7|Cdc16|Ube2q1|Rnf168|Wdr77|Syvn1|Smurf1|Nt5c2|Ube2s|Wsb1|Peli2|Rnf111|Anapc2|Dusp22|Sharpin|Fbxo38|Rnf216|Rnf185|Dtx4|Cblb|Kbtbd2|Nhlrc3|Zfp598|Ube2e2|Ambra1|Chfr|Mdc1|Shprh|Wdr24|Trim12c,-3.1,FLT_cluster_02
GO Biological Processes,19,GO:2000142,regulation of DNA-templated transcription initiation,19_GO:0050789 regulation of biological process,-3.8,2,4.1,14846,78,2705,28,1,0.19,16476|18033|18035|20933|21343|21374|21405|21410|21833|23989|26896|56469|59024|66213|66464|66999|67224|67773|70103|70208|75613|94112|98403|99730|106298|108098|235459|319944,Jun|Nfkb1|Nfkbia|Med22|Taf6|Tbp|Hnf1a|Hnf1b|Thra|Med24|Med14|Pias1|Med12|Med7|Taf12|Med28|Med29|Kat8|Znhit1|Med23|Med25|Med15|Zfp451|Taf13|Rrn3|Med21|Gtf2a2|Taf2,-3,FLT_cluster_02
GO Biological Processes,19,GO:0000301,"retrograde transport, vesicle recycling within Golgi",19_GO:0051179 localization,-3.8,4.3,4.6,14846,9,2705,7,0.26,0.098,13047|16834|27277|67542|76332|97484|338337,Cux1|Cog1|Golga5|Cog6|Cog2|Cog8|Cog3,-3,FLT_cluster_02
GO Biological Processes,19,GO:0009167,purine ribonucleoside monophosphate metabolic process,19_GO:0009987 cellular process,-3.8,2.5,4.2,14846,35,2705,16,0.59,0.15,11486|11564|11566|14923|23918|50773|56217|66355|66401|76952|105446|108147|109674|110639|231327|231903,Ada|Adsl|Adss2|Guk1|Impdh2|Nt5c|Pals1|Gmpr|Nudt2|Nt5c2|Gmpr2|Atic|Ampd2|Prps2|Ppat|Urad,-3,FLT_cluster_02
GO Biological Processes,19,GO:2000144,positive regulation of DNA-templated transcription initiation,19_GO:0048518 positive regulation of biological process,-3.8,2,4.1,14846,67,2705,25,0.92,0.18,16476|18033|18035|20933|21343|21374|21405|21410|23989|26896|56469|59024|66213|66464|66999|67224|67773|70103|70208|75613|94112|99730|108098|235459|319944,Jun|Nfkb1|Nfkbia|Med22|Taf6|Tbp|Hnf1a|Hnf1b|Med24|Med14|Pias1|Med12|Med7|Taf12|Med28|Med29|Kat8|Znhit1|Med23|Med25|Med15|Taf13|Med21|Gtf2a2|Taf2,-3,FLT_cluster_02
KEGG Pathway,24,mmu00230,Purine metabolism - Mus musculus (house mouse),,-3.8,1.8,4,14846,114,2705,37,1.4,0.22,11486|11512|11564|11566|12495|14917|14923|18160|18585|18605|19139|23918|29863|50773|53893|54195|54369|60596|66355|66358|66401|67464|68695|76025|76952|79059|105446|108147|109674|110639|224794|229589|230103|231327|231903|238871|328099,Ada|Adcy6|Adsl|Adss2|Entpd1|Gucy2c|Guk1|Npr1|Pde9a|Enpp1|Prps1|Impdh2|Pde7b|Nt5c|Nudt5|Gucy1b1|Nme6|Gucy1a1|Gmpr|Adprm|Nudt2|Entpd4|Hddc3|Cant1|Nt5c2|Nme3|Gmpr2|Atic|Ampd2|Prps2|Enpp4|Prune1|Npr2|Ppat|Urad|Pde4d|Prps1l3,-3,FLT_cluster_02
GO Biological Processes,19,GO:0016073,snRNA metabolic process,19_GO:0009987 cellular process,-3.7,2.2,4.1,14846,49,2705,20,0.74,0.16,13716|26383|27998|50912|52530|67493|68510|70428|71177|71957|72656|76781|77065|101861|229543|231803|231915|245474|319885|330959,Ell|Fto|Exosc5|Exosc10|Nhp2|Mettl16|Ints1|Polr3b|Ints13|Ints11|Ints8|Mettl4|Ints7|Ints4|Ints3|Mepce|Uspl1|Dkc1|Zcchc7|Snapc5,-3,FLT_cluster_02
Reactome Gene Sets,6,R-MMU-72187,mRNA 3'-end processing,,-3.7,1.7,3.9,14846,131,2705,41,1.5,0.23,11991|20021|20630|20637|20638|20641|21681|27967|51786|53817|54196|54451|56070|60365|64340|66118|67337|67465|68011|68479|68598|68981|69823|71713|72459|73666|75062|83701|98053|100336|107829|108062|192160|192170|193116|225027|225160|236732|245841|269061|433702,Hnrnpd|Polr2c|Snrpc|Snrnp70|Snrpb|Snrpd1|Alyref|Cherp|Cpsf2|Ddx39b|Pabpn1|Cpsf3|Tcerg1|Rbm8a|Dhx38|Sarnp|Cstf1|Sf3a1|Snrpg|Phf5a|Dnajc8|Snrpa1|Fyttd1|Cdc40|Htatsf1|Thoc3|Sf3a3|Srrt|Gtf2f1|Ppp1r8|Thoc5|Cstf2|Casc3|Eif4a3|Slu7|Srsf7|Thoc1|Rbm10|Polr2h|Cpsf7|Ncbp1,-3,FLT_cluster_02
CORUM,33,CORUM:347,Sarcoglycan-sarcospan-complex SG-SPN,,-3.7,5.5,4.7,14846,5,2705,5,0.18,0.083,16651|20391|24051|24052|24053,Sspn|Sgca|Sgcb|Sgcd|Sgcg,-3,FLT_cluster_02
GO Biological Processes,19,GO:0008535,respiratory chain complex IV assembly,19_GO:0009987 cellular process,-3.7,2.6,4.2,14846,29,2705,14,0.52,0.14,12856|20930|66359|66379|66821|66836|67105|67892|67899|68020|68033|68185|69802|69893,Cox17|Surf1|Cox20|Cox14|Bcs1l|Tmem223|Timm21|Coa6|Cmc1|Coa8|Cox19|Coa4|Cox11|Coa7,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0098876,vesicle-mediated transport to the plasma membrane,19_GO:0051179 localization,-3.7,1.7,3.9,14846,144,2705,44,1.6,0.24,11845|12322|13185|18195|19328|19329|20660|20909|22319|53330|53620|54198|56350|65945|66460|66482|68112|68299|70829|71517|73288|74277|76561|76742|77407|78808|99696|100226|104831|105782|106039|107371|209131|213760|215445|216565|227801|234678|235661|245886|259300|268451|269338|338367,Arf6|Camk2a|Vps26c|Nsf|Rab12|Rab17|Sorl1|Stx4a|Vamp3|Vamp4|Vamp5|Snx3|Arl3|Clstn1|Sys1|Exoc2|Entr1|Vps53|Ccdc93|Vps35l|Vps50|Chic2|Snx7|Snx27|Rab35|Stxbp5|Ankrd50|Stx12|Ptpn23|Scrib|Gga1|Exoc6|Snx30|Prepl|Rab11fip3|Ehbp1|Dennd1a|Phaf1|Dync1li1|Ankrd27|Ehd2|Rab11fip4|Vps39|Myo1d,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0006405,RNA export from nucleus,19_GO:0051179 localization,-3.6,2,4,14846,68,2705,25,0.92,0.18,13680|21681|53319|53817|54196|54387|56698|60365|66118|66874|69823|72322|73666|107829|107939|109095|192160|192170|225160|227720|230082|234733|433702|445007|100042165,Ddx19a|Alyref|Nxf1|Ddx39b|Pabpn1|Mcm3ap|Phax|Rbm8a|Sarnp|Ncbp3|Fyttd1|Xpo5|Thoc3|Thoc5|Pom121|Rbm15b|Casc3|Eif4a3|Thoc1|Nup214|Nol6|Ddx19b|Ncbp1|Nup85|Thoc2l,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0007033,vacuole organization,19_GO:0009987 cellular process,-3.6,1.5,3.8,14846,209,2705,59,2.2,0.28,11920|12234|13853|14339|14466|15211|15212|15953|17921|21968|22034|26417|26889|27060|27419|29810|51897|52639|54609|54636|66615|66725|67064|67526|67727|68118|68441|72739|74244|74349|75788|76080|77040|80743|94178|100226|103199|105513|106326|110006|116733|208795|209446|210146|214063|214585|216805|217893|225326|228361|230103|231931|233724|234852|235040|240328|269338|432486|666468,Atm|Btrc|Epm2a|Aktip|Gba1|Hexa|Hexb|Ifi47|Myo7a|Tom1|Traf6|Mapk3|Cln8|Tcirg1|Naglu|Bag3|Atg13|Wipi1|Ubqln2|Wdr45|Atg4b|Lrrk2|Chmp1b|Atg12|Stx17|Atg101|Rraga|Zkscan3|Atg7|Fhip1b|Smurf1|Ttpal|Atg16l1|Vps16|Mcoln1|Stx12|Fig4|Chmp7|Osbpl11|Gusb|Vps4a|Tmem63a|Tfe3|Irgq|Dnajc16|Spg11|Flcn|Pacs2|Pik3c3|Ambra1|Npr2|Gimap6|Tmem41b|Chmp1a|Atg4d|F830016B08Rik|Vps39|Gnptab|Atg4a,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0006401,RNA catabolic process,19_GO:0009987 cellular process,-3.6,1.6,3.8,14846,170,2705,50,1.8,0.26,11920|12193|12572|14904|15511|18983|27998|50912|52477|56055|58184|60365|66373|67440|67493|68510|68544|69305|69902|70047|71177|71957|72198|72587|72656|72662|74480|77065|78893|100715|101861|103135|103677|192170|208718|210106|213541|214150|218343|225929|229543|232791|233033|234699|241846|268721|319885|338359|387609|433702,Atm|Zfp36l2|Cdk7|Gtpbp1|Hspa1b|Cnot7|Exosc5|Exosc10|Angel2|Gtpbp2|Cnot9|Rbm8a|Lsm5|Mtpap|Mettl16|Ints1|Trir|Dcps|Mrto4|Trnt1|Ints13|Ints11|Mtrex|Pan3|Ints8|Dis3|Samd4|Ints7|Cnot10|Tent2|Ints4|Pan2|Smg6|Eif4a3|Dis3l2|Tent4a|Ythdf2|Ago3|Skic3|Patl1|Ints3|Cnot3|Samd4b|Edc4|Lsm14b|Zswim8|Zcchc7|Supv3l1|Zhx2|Ncbp1,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0046040,IMP metabolic process,19_GO:0009987 cellular process,-3.6,3,4.3,14846,20,2705,11,0.41,0.12,11486|11564|11566|50773|66355|76952|105446|108147|109674|231327|231903,Ada|Adsl|Adss2|Nt5c|Gmpr|Nt5c2|Gmpr2|Atic|Ampd2|Ppat|Urad,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,19_GO:0009987 cellular process,-3.6,3,4.3,14846,20,2705,11,0.41,0.12,11486|11564|11566|23918|66355|66401|105446|108147|109674|110639|231327,Ada|Adsl|Adss2|Impdh2|Gmpr|Nudt2|Gmpr2|Atic|Ampd2|Prps2|Ppat,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0042273,ribosomal large subunit biogenesis,19_GO:0009987 cellular process,-3.6,2,3.9,14846,72,2705,26,0.96,0.19,12181|28126|52521|52856|57741|66164|66596|66942|67236|67239|67459|67674|67832|68083|69072|69902|70285|72831|75593|76130|107071|110109|207704|225215|231452|234549,Bop1|Nop16|Zfp622|Mtg2|Noc2l|Nip7|Gtf3a|Ddx18|Cinp|Rpf2|Nvl|Trmt112|Brix1|Pak1ip1|Ebna1bp2|Mrto4|Rpf1|Dhx30|Malsu1|Las1l|Wdr74|Nop2|Gtpbp10|Rsl24d1|Sdad1|Heatr3,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:2000045,regulation of G1/S transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.6,1.7,3.8,14846,149,2705,45,1.7,0.25,11477|11491|11504|11792|12054|12055|12443|12445|12572|12575|12576|12795|15170|16323|16952|17246|17283|18214|18764|18795|19090|19708|20588|21781|27375|52004|53317|54451|56456|66993|67628|69076|69274|70601|72057|72993|75826|76454|104418|216190|218793|228361|231803|233805|234736,Acvr1|Adam17|Adamts1|Apex1|Bcl7b|Bcl7c|Ccnd1|Ccnd3|Cdk7|Cdkn1a|Cdkn1b|Plk3|Ptpn6|Inhba|Anxa1|Mdm2|Men1|Ddr2|Pkd2|Plcb1|Prkdc|Dpf2|Smarcc1|Tfdp1|Tjp3|Cdk2ap2|Plrg1|Cpsf3|Actl6a|Smarcd3|Anp32b|Triap1|Ctdspl|Ecd|Phf10|Appl1|Senp2|Fbxo31|Dgkz|Appl2|Ube2e2|Ambra1|Mepce|Dcun1d3|Rfwd3,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0006403,RNA localization,19_GO:0051179 localization,-3.6,1.8,3.8,14846,116,2705,37,1.4,0.22,11920|13680|14113|17762|20492|21681|21813|23879|29819|53319|53817|54196|54387|55989|56698|60365|66118|66874|68845|69823|72322|73666|107829|107939|109095|192160|192170|225160|227720|230082|234733|245000|245474|320267|433702|445007|100042165,Atm|Ddx19a|Fbl|Mapt|Slbp|Alyref|Tgfbr2|Fxr2|Stau2|Nxf1|Ddx39b|Pabpn1|Mcm3ap|Nop58|Phax|Rbm8a|Sarnp|Ncbp3|Pih1d1|Fyttd1|Xpo5|Thoc3|Thoc5|Pom121|Rbm15b|Casc3|Eif4a3|Thoc1|Nup214|Nol6|Ddx19b|Atr|Dkc1|Fubp3|Ncbp1|Nup85|Thoc2l,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0032456,endocytic recycling,19_GO:0051179 localization,-3.6,1.9,3.9,14846,84,2705,29,1.1,0.2,11845|13185|19328|19329|20660|53330|54198|68112|68299|70829|71517|73288|76561|76742|77407|99696|100226|104831|105782|209131|215445|216565|227801|235661|245886|259300|268451|269338|338367,Arf6|Vps26c|Rab12|Rab17|Sorl1|Vamp4|Snx3|Entr1|Vps53|Ccdc93|Vps35l|Vps50|Snx7|Snx27|Rab35|Ankrd50|Stx12|Ptpn23|Scrib|Snx30|Rab11fip3|Ehbp1|Dennd1a|Dync1li1|Ankrd27|Ehd2|Rab11fip4|Vps39|Myo1d,-2.9,FLT_cluster_02
GO Biological Processes,19,GO:0042274,ribosomal small subunit biogenesis,19_GO:0009987 cellular process,-3.6,1.8,3.8,14846,108,2705,35,1.3,0.22,14113|18567|19090|20826|22596|50912|52705|55989|57315|65961|66523|67045|67134|67674|67973|68731|68966|68979|72515|73674|73736|74778|75416|78394|98956|102462|104662|108707|110816|223499|224823|225348|230082|269470|433864,Fbl|Pdcd2|Prkdc|Snu13|Xrcc5|Exosc10|Krr1|Nop58|Wdr46|Utp3|Fsaf1|Riok2|Nop56|Trmt112|Mphosph10|Rbfa|Ngdn|Nol11|Wdr43|Wdr75|Fcf1|Rrp7a|Nop14|Ddx52|Nat10|Imp3|Tsr1|Slx9|Pwp2|Dcaf13|Rrp36|Wdr36|Nol6|Wdr3|Nom1,-2.9,FLT_cluster_02
Reactome Gene Sets,6,R-MMU-3247509,Chromatin modifying enzymes,,-3.5,1.6,3.7,14846,180,2705,52,1.9,0.26,11569|12443|12567|13435|13626|15182|15469|16898|17192|17692|18033|18676|20588|23808|28019|30841|54169|56456|59035|66083|66993|67014|67773|67956|69386|69612|70465|75410|76804|97122|99982|104263|107817|107823|116870|116871|140858|192285|208266|213464|214572|216850|217127|217864|230674|233904|268936|319155|319156|319179|320332|320595,Aebp2|Ccnd1|Cdk4|Dnmt3a|Eed|Hdac2|Prmt1|Rps2|Mbd3|Msl3|Nfkb1|Phf2|Smarcc1|Ash2l|Ing4|Kdm2b|Kat6b|Actl6a|Carm1|Setd6|Smarcd3|Riox2|Kat8|Kmt5a|H4c8|Kansl2|Wdr77|Kmt2b|Kdm4c|H4c14|Kdm1a|Kdm3a|Jmjd6|Nsd2|Mta1|Mta3|Wdr5|Phf21a|Dot1l|Rbbp5|Prmt7|Kdm6b|Kat7|Rcor1|Kdm4a|Setd1a|Brpf3|H4c3|H4c4|H2bc6|H4c16|Phf8,-2.8,FLT_cluster_02
