Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-MMU-174143,APC/C-mediated degradation of cell cycle proteins,,-4.3,3.6,5.1,14846,69,777,13,1.7,0.46,17222|17463|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077,Anapc1|Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11,-3.5,FLT_cluster_04
GO Biological Processes,19,GO:0061013,regulation of mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-4.3,2.5,4.7,14846,177,777,23,3,0.61,12192|12457|13211|14359|19704|22057|22339|26420|69125|71169|75553|78781|80912|110809|192119|218693|227331|230908|231464|233833|239528|245945|381305,Zfp36l1|Noct|Dhx9|Fxr1|Upf1|Tob1|Vegfa|Mapk9|Cnot8|Nbas|Zc3h14|Zc3hav1|Pum1|Srsf1|Dicer1|Paip1|Gigyf2|Tardbp|Cnot6l|Tnrc6a|Ago2|Rbm47|Rc3h1,-3.5,FLT_cluster_04
GO Biological Processes,19,GO:0033365,protein localization to organelle,19_GO:0051179 localization,-4.3,1.7,4.3,14846,697,777,61,7.9,0.96,11774|12017|12419|12751|13211|13858|13982|15944|16367|16646|16648|16649|17714|18711|19346|19357|19387|20823|22218|22628|23970|28006|30960|54189|54473|56453|66087|66148|66169|66508|66629|66865|66913|66914|67074|67166|67388|67713|67976|68421|69104|70572|72129|73024|74006|74370|75869|103573|104318|107338|108155|110379|110809|218035|218850|219181|224727|268566|271457|320938|328572,Ap3b1|Bag1|Cbx5|Tpp1|Dhx9|Eps15|Esr1|Irgm1|Irs1|Kpna1|Kpna3|Kpna4|Grpel2|Pikfyve|Rab6a|Rad21|Rangap1|Ssb|Sumo1|Ywhag|Pacsin2|Washc2|Vapa|Rabep1|Tollip|Mbtps1|Emc3|Dnajc15|Tomm7|Lamtor1|Golph3|Pmpca|Kdelr2|Vps28|Mon2|Arl8b|Rab5if|Dnajc19|Trabd|Lmbrd1|Marchf5|Ipo5|Pex13|Emc7|Dnm1l|Rptor|Arl5b|Xpo1|Csnk1d|Gbf1|Ogt|Sec13|Srsf1|Vps41|Tasor|Akap11|Bag6|Gphn|Rab5a|Tnpo3|Ep300,-3.5,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-9759476,Regulation of Homotypic Cell-Cell Adhesion,,-4.3,2.5,4.7,14846,166,777,22,2.8,0.6,13430|13858|17463|19089|19181|19184|19646|20586|21885|22123|23996|26440|26442|26445|56436|57377|66413|66624|66997|69019|69038|69077,Dnm2|Eps15|Psmd7|Prkcsh|Psmc2|Psmc5|Rbbp4|Smarca4|Tle1|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Mogs|Psmd6|Spcs2|Psmd12|Spcs1|Tmem258|Psmd11,-3.4,FLT_cluster_04
GO Biological Processes,19,GO:0044794,host-mediated activation of viral process,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.2,4.9,5.4,14846,35,777,9,1.2,0.38,12648|12978|13830|20586|30960|56491|208884|218693|328572,Chd1|Csf1r|Stom|Smarca4|Vapa|Vapb|Zdhhc9|Paip1|Ep300,-3.4,FLT_cluster_04
GO Biological Processes,19,GO:0061024,membrane organization,19_GO:0009987 cellular process,-4.2,1.7,4.2,14846,658,777,58,7.5,0.94,11305|11736|11774|12725|13430|13854|14456|14792|18711|18738|20168|20479|23970|26941|30055|30960|50907|54670|56305|56430|56491|56494|66087|66616|66629|66700|66943|66975|67166|67180|67388|67453|68018|70675|73024|74006|75909|75964|76303|76559|76959|107338|107368|110379|114896|170749|218035|218503|224727|224904|228357|230709|230908|235567|246703|268566|271457|386649,Abca2|Ankfy1|Ap3b1|Clcn3|Dnm2|Epn1|Gas6|Lpcat3|Pikfyve|Pitpna|Rtn3|Vps4b|Pacsin2|Nherf1|Timm13|Vapa|Preb|Atp8b1|Pitpnb|Clip1|Vapb|Gosr2|Emc3|Snx9|Golph3|Chmp3|Slc66a2|Trappc13|Arl8b|Yipf5|Rab5if|Slc25a46|Cert1|Vcpip1|Emc7|Dnm1l|Vmp1|Trappc8|Osbp|Atg2b|Chmp5|Gbf1|Pdzd8|Sec13|Afg3l1|Mtmr4|Vps41|Fcho2|Bag6|Micos13|Lrp4|Zmpste24|Tardbp|Dnajc13|Naxe|Gphn|Rab5a|Nsfl1c,-3.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-9006925,Intracellular signaling by second messengers,,-4.2,2.3,4.5,14846,229,777,27,3.5,0.66,13982|16179|16367|17463|18607|18706|18749|19181|19184|19646|22123|23942|23996|26440|26442|26445|26932|51792|56436|66413|66508|66997|69077|83379|83409|83490|234366,Esr1|Irak1|Irs1|Psmd7|Pdpk1|Pik3ca|Prkacb|Psmc2|Psmc5|Rbbp4|Psmd3|Mta2|Psmc4|Psma1|Psma5|Psmb2|Ppp2r5e|Ppp2r1a|Adrm1|Psmd6|Lamtor1|Psmd12|Psmd11|Klb|Lamtor2|Pik3ap1|Gatad2a,-3.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-8953854,Metabolism of RNA,,-4.1,1.8,4.2,14846,529,777,49,6.3,0.87,12192|13211|15381|15388|17463|19134|19181|19184|19205|19647|19704|20220|20383|20924|22123|23983|23996|24128|26440|26442|26445|51792|52830|54401|56194|56215|56258|56436|57316|59013|59028|66070|66413|66491|66878|66997|67039|67922|67959|68188|69077|69125|70579|74255|103573|104318|110379|110809|231464,Zfp36l1|Dhx9|Hnrnpc|Hnrnpl|Psmd7|Prpf4b|Psmc2|Psmc5|Ptbp1|Rbbp6|Upf1|Sap18|Srsf3|Supt5|Psmd3|Pcbp1|Psmc4|Xrn2|Psma1|Psma5|Psmb2|Ppp2r1a|Pnrc2|Ywhab|Prpf40a|Acin1|Hnrnph2|Adrm1|C1d|Hnrnph1|Rcl1|Cwc15|Psmd6|Polr2l|Riok3|Psmd12|Rbm25|Fam32a|Puf60|Sympk|Psmd11|Cnot8|Zc3h11a|Smu1|Xpo1|Csnk1d|Sec13|Srsf1|Cnot6l,-3.3,FLT_cluster_04
GO Biological Processes,19,GO:0006368,transcription elongation by RNA polymerase II,19_GO:0009987 cellular process,-4.1,3.7,5,14846,62,777,12,1.5,0.44,14479|20833|20924|27224|28015|51792|56436|66317|66491|67673|114741|223527,Usp15|Ssrp1|Supt5|Eloa|Polr2m|Ppp2r1a|Adrm1|Skic8|Polr2l|Elob|Supt16|Eny2,-3.3,FLT_cluster_04
GO Biological Processes,19,GO:0061014,positive regulation of mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-4.1,3.1,4.8,14846,92,777,15,1.9,0.49,12192|12457|14359|19704|22057|26420|69125|78781|80912|227331|230908|231464|233833|239528|381305,Zfp36l1|Noct|Fxr1|Upf1|Tob1|Mapk9|Cnot8|Zc3hav1|Pum1|Gigyf2|Tardbp|Cnot6l|Tnrc6a|Ago2|Rc3h1,-3.3,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-983705,Signaling by the B Cell Receptor (BCR),,-4.1,3.3,4.8,14846,82,777,14,1.8,0.48,16150|17463|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077|83490,Ikbkb|Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11|Pik3ap1,-3.3,FLT_cluster_04
GO Biological Processes,19,GO:0019080,viral gene expression,19_GO:0016032 viral process,-4,6.1,5.6,14846,22,777,7,0.9,0.34,13211|19205|20823|27979|55944|66085|69019,Dhx9|Ptbp1|Ssb|Eif3b|Eif3d|Eif3f|Spcs1,-3.3,FLT_cluster_04
GO Biological Processes,19,GO:0071229,cellular response to acid chemical,19_GO:0050896 response to stimulus,-4,3.1,4.7,14846,93,777,15,1.9,0.49,11964|11972|11973|12334|12826|18706|22339|54411|56876|66508|70572|74370|75747|83409|328572,Atp6v1a|Atp6v0d1|Atp6v1e1|Capn2|Col4a1|Pik3ca|Vegfa|Atp6ap1|Nsmf|Lamtor1|Ipo5|Rptor|Sesn3|Lamtor2|Ep300,-3.2,FLT_cluster_04
GO Biological Processes,19,GO:0043488,regulation of mRNA stability,19_GO:0048519 negative regulation of biological process,-4,2.5,4.5,14846,160,777,21,2.7,0.58,12192|12457|13211|14359|19704|22057|22339|26420|69125|75553|80912|110809|192119|218693|227331|230908|231464|233833|239528|245945|381305,Zfp36l1|Noct|Dhx9|Fxr1|Upf1|Tob1|Vegfa|Mapk9|Cnot8|Zc3h14|Pum1|Srsf1|Dicer1|Paip1|Gigyf2|Tardbp|Cnot6l|Tnrc6a|Ago2|Rbm47|Rc3h1,-3.2,FLT_cluster_04
GO Biological Processes,19,GO:0042147,"retrograde transport, endosome to Golgi",19_GO:0051179 localization,-4,3.2,4.8,14846,83,777,14,1.8,0.48,11736|18711|19346|19347|28006|30930|56382|66943|67074|67166|67804|107338|111173|226089,Ankfy1|Pikfyve|Rab6a|Dennd5a|Washc2|Vps26a|Rab9|Slc66a2|Mon2|Arl8b|Snx2|Gbf1|Erc1|Ric1,-3.2,FLT_cluster_04
GO Biological Processes,19,GO:0007033,vacuole organization,19_GO:0009987 cellular process,-4,2.3,4.4,14846,209,777,25,3.2,0.63,11432|11774|12751|14387|14421|15944|18704|18711|20479|22241|52331|56453|66508|66700|67166|74370|75909|76308|76559|76959|80877|100763|107368|328572|386649,Acp2|Ap3b1|Tpp1|Gaa|B4galnt1|Irgm1|Pik3c2a|Pikfyve|Vps4b|Ulk1|Stbd1|Mbtps1|Lamtor1|Chmp3|Arl8b|Rptor|Vmp1|Rab1b|Atg2b|Chmp5|Lrba|Ube3c|Pdzd8|Ep300|Nsfl1c,-3.2,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-5632684,Hedgehog 'on' state,,-4,3.6,4.9,14846,64,777,12,1.5,0.44,17463|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077,Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11,-3.2,FLT_cluster_04
GO Biological Processes,19,GO:0006605,protein targeting,19_GO:0051179 localization,-4,2.4,4.4,14846,174,777,22,2.8,0.6,11774|15944|17913|17920|18711|22628|22630|27058|54401|66212|66333|66624|66629|66980|67074|67095|69019|76055|93742|208884|218035|224727,Ap3b1|Irgm1|Myo1c|Myo6|Pikfyve|Ywhag|Ywhaq|Srp9|Ywhab|Sec61b|Aqp11|Spcs2|Golph3|Zdhhc6|Mon2|Trak1|Spcs1|Oga|Pard3|Zdhhc9|Vps41|Bag6,-3.2,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-69052,Switching of origins to a post-replicative state,,-3.9,3.3,4.7,14846,75,777,13,1.7,0.46,17222|17463|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077,Anapc1|Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11,-3.1,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-449147,Signaling by Interleukins,,-3.9,2.1,4.2,14846,251,777,28,3.6,0.67,12978|16150|16179|16367|17463|18706|19181|19184|20416|20586|20851|20852|22123|23996|26397|26420|26440|26442|26445|51792|54473|56436|66413|66997|69077|72349|93871|107746,Csf1r|Ikbkb|Irak1|Irs1|Psmd7|Pik3ca|Psmc2|Psmc5|Shc1|Smarca4|Stat5b|Stat6|Psmd3|Psmc4|Map2k3|Mapk9|Psma1|Psma5|Psmb2|Ppp2r1a|Tollip|Adrm1|Psmd6|Psmd12|Psmd11|Dusp3|Brwd1|Rapgef1,-3.1,FLT_cluster_04
KEGG Pathway,24,mmu03013,Nucleocytoplasmic transport - Mus musculus (house mouse),,-3.9,3,4.6,14846,96,777,15,1.9,0.49,16646|16648|16649|19387|19704|20220|22196|22218|56215|65246|70572|103573|110379|170930|320938,Kpna1|Kpna3|Kpna4|Rangap1|Upf1|Sap18|Ube2i|Sumo1|Acin1|Xpo7|Ipo5|Xpo1|Sec13|Sumo2|Tnpo3,-3.1,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,,-3.9,1.9,4.1,14846,372,777,37,4.8,0.76,11964|11972|11973|12539|12826|13854|13858|13982|14257|14786|16367|16410|18607|18706|18749|19205|20416|20430|20851|20852|22339|22601|51792|54401|54411|66290|66491|72349|74334|83379|84092|101314|107746|109905|114143|328572|545622,Atp6v1a|Atp6v0d1|Atp6v1e1|Cdc37|Col4a1|Epn1|Eps15|Esr1|Flt4|Grb7|Irs1|Itgav|Pdpk1|Pik3ca|Prkacb|Ptbp1|Shc1|Cyfip1|Stat5b|Stat6|Vegfa|Yap1|Ppp2r1a|Ywhab|Atp6ap1|Atp6v1g1|Polr2l|Dusp3|Ranbp10|Klb|Usp8|Brk1|Rapgef1|Rap1a|Atp6v0b|Ep300|Ptpn3,-3.1,FLT_cluster_04
GO Biological Processes,19,GO:0075522,IRES-dependent viral translational initiation,19_GO:0016032 viral process,-3.9,8.7,6,14846,11,777,5,0.64,0.29,19205|20823|27979|55944|66085,Ptbp1|Ssb|Eif3b|Eif3d|Eif3f,-3.1,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-69002,DNA Replication Pre-Initiation,,-3.9,3.1,4.6,14846,86,777,14,1.8,0.48,16646|17222|17463|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077,Kpna1|Anapc1|Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11,-3.1,FLT_cluster_04
GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,19_GO:0009987 cellular process,-3.9,1.8,4.1,14846,457,777,43,5.5,0.82,14950|17156|17222|17463|18484|18786|19181|19184|21372|22196|22210|22628|23996|26374|26440|26442|26445|50868|66212|66413|66861|66878|66967|67490|67673|71472|74334|75841|76577|76608|78913|81004|83814|208884|216150|217365|224111|224727|224938|226144|242960|386649|387524,H13|Man1a2|Anapc1|Psmd7|Pam|Plaa|Psmc2|Psmc5|Tbl1x|Ube2i|Ube2b|Ywhag|Psmc4|Cop1|Psma1|Psma5|Psmb2|Keap1|Sec61b|Psmd6|Dnajc10|Riok3|Edem3|Ufl1|Elob|Usp19|Ranbp10|Rnf139|Faf2|Hectd3|Ltn1|Tbl1xr1|Nedd4l|Zdhhc9|Cdc34|Nploc4|Ubxn7|Bag6|Pja2|Erlin1|Fbxl5|Nsfl1c|Znrf2,-3.1,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-9793242,SUMOylation of nuclear envelope proteins,,-3.8,19,7.4,14846,3,777,3,0.39,0.22,19387|22196|22218,Rangap1|Ube2i|Sumo1,-3.1,FLT_cluster_04
GO Biological Processes,19,GO:0006337,nucleosome disassembly,19_GO:0009987 cellular process,-3.8,6.7,5.6,14846,17,777,6,0.77,0.31,12611|20586|20833|83796|93760|114741,Cebpg|Smarca4|Ssrp1|Smarcd2|Arid1a|Supt16,-3.1,FLT_cluster_04
GO Biological Processes,19,GO:0044788,host-mediated perturbation of viral process,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.8,3.4,4.7,14846,67,777,12,1.5,0.44,12648|12978|13830|20586|30960|56491|208884|218693|224020|230908|271457|328572,Chd1|Csf1r|Stom|Smarca4|Vapa|Vapb|Zdhhc9|Paip1|Pi4ka|Tardbp|Rab5a|Ep300,-3,FLT_cluster_04
GO Biological Processes,19,GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",19_GO:0048519 negative regulation of biological process,-3.8,5.6,5.3,14846,24,777,7,0.9,0.34,12192|13211|22057|218693|233833|239528|381305,Zfp36l1|Dhx9|Tob1|Paip1|Tnrc6a|Ago2|Rc3h1,-3,FLT_cluster_04
KEGG Pathway,24,mmu04142,Lysosome biogenesis - Mus musculus (house mouse),,-3.8,2.2,4.2,14846,229,777,26,3.3,0.65,11305|11432|11433|11764|11774|11964|11972|11973|12751|14387|18711|19141|30930|54411|56722|66290|66508|67166|67963|71665|74370|76303|83409|114143|218035|229445,Abca2|Acp2|Acp5|Ap1b1|Ap3b1|Atp6v1a|Atp6v0d1|Atp6v1e1|Tpp1|Gaa|Pikfyve|Lgmn|Vps26a|Atp6ap1|Litaf|Atp6v1g1|Lamtor1|Arl8b|Npc2|Fuca1|Rptor|Osbp|Lamtor2|Atp6v0b|Vps41|Ctso,-3,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-6798695,Neutrophil degranulation,,-3.7,1.8,4,14846,434,777,41,5.3,0.8,12238|12331|12946|13002|13830|14387|14595|15369|16410|17319|17463|18813|19181|19346|20430|22123|26442|30960|52331|53378|53381|54473|66413|66508|66612|66997|67771|67963|69077|69562|71665|76299|76577|83409|108888|109905|223646|223978|226977|231887|235567,Commd3|Cap1|Cr1l|Dnajc5|Stom|Gaa|B4galt1|Hmox2|Itgav|Mif|Psmd7|Pa2g4|Psmc2|Rab6a|Cyfip1|Psmd3|Psma5|Vapa|Stbd1|Sdcbp|Prdx4|Tollip|Psmd6|Lamtor1|Ormdl3|Psmd12|Arpc5|Npc2|Psmd11|Cdk13|Fuca1|Erp44|Faf2|Lamtor2|Atad3a|Rap1a|Naprt|Cpped1|Actr1b|Pdap1|Dnajc13,-3,FLT_cluster_04
GO Biological Processes,19,GO:0006412,translation,19_GO:0009987 cellular process,-3.7,1.9,4,14846,378,777,37,4.8,0.76,13664|13665|14359|14548|22628|26987|27979|28028|50529|55944|56422|56736|66085|66258|66292|66317|66493|66508|67270|67490|67681|68463|68537|73830|74370|78913|85305|98221|107734|108155|226414|226982|227331|231659|320806|353172|381314,Eif1a|Eif2s1|Fxr1|Mrps33|Ywhag|Eif4e2|Eif3b|Mrpl50|Mrps7|Eif3d|Hbs1l|Rnf14|Eif3f|Mrps17|Mrps21|Skic8|Mrpl51|Lamtor1|Mrpl42|Ufl1|Mrpl18|Mrpl14|Mrpl13|Eif3k|Rptor|Ltn1|Kars1|Eif3m|Mrpl30|Ogt|Dars1|Eif5b|Gigyf2|Gcn1|Gfm2|Gars1|Iars2,-3,FLT_cluster_04
GO Biological Processes,19,GO:0160307,protein biosynthetic process,19_GO:0009987 cellular process,-3.7,1.9,4,14846,378,777,37,4.8,0.76,13664|13665|14359|14548|22628|26987|27979|28028|50529|55944|56422|56736|66085|66258|66292|66317|66493|66508|67270|67490|67681|68463|68537|73830|74370|78913|85305|98221|107734|108155|226414|226982|227331|231659|320806|353172|381314,Eif1a|Eif2s1|Fxr1|Mrps33|Ywhag|Eif4e2|Eif3b|Mrpl50|Mrps7|Eif3d|Hbs1l|Rnf14|Eif3f|Mrps17|Mrps21|Skic8|Mrpl51|Lamtor1|Mrpl42|Ufl1|Mrpl18|Mrpl14|Mrpl13|Eif3k|Rptor|Ltn1|Kars1|Eif3m|Mrpl30|Ogt|Dars1|Eif5b|Gigyf2|Gcn1|Gfm2|Gars1|Iars2,-3,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-418990,Adherens junctions interactions,,-3.7,2.2,4.2,14846,205,777,24,3.1,0.62,13430|13858|17463|19089|19181|19184|19646|20586|21885|22123|23996|26440|26442|26445|56436|57377|58235|58998|66413|66624|66997|69019|69038|69077,Dnm2|Eps15|Psmd7|Prkcsh|Psmc2|Psmc5|Rbbp4|Smarca4|Tle1|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Mogs|Nectin1|Nectin3|Psmd6|Spcs2|Psmd12|Spcs1|Tmem258|Psmd11,-3,FLT_cluster_04
GO Biological Processes,19,GO:0051851,host-mediated perturbation of symbiont process,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.7,2.9,4.4,14846,99,777,15,1.9,0.49,12648|12978|13830|16149|20586|30960|56491|208884|218693|224020|230908|271457|328572|384309|100502841,Chd1|Csf1r|Stom|Cd74|Smarca4|Vapa|Vapb|Zdhhc9|Paip1|Pi4ka|Tardbp|Rab5a|Ep300|Trim56|Epg5,-3,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-4086400,PCP/CE pathway,,-3.7,3.4,4.6,14846,68,777,12,1.5,0.44,17463|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077,Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11,-3,FLT_cluster_04
GO Biological Processes,19,GO:0043487,regulation of RNA stability,19_GO:0050789 regulation of biological process,-3.7,2.3,4.2,14846,181,777,22,2.8,0.6,12192|12457|13211|14359|19704|22057|22339|26420|28114|69125|75553|80912|110809|192119|218693|227331|230908|231464|233833|239528|245945|381305,Zfp36l1|Noct|Dhx9|Fxr1|Upf1|Tob1|Vegfa|Mapk9|Nsun2|Cnot8|Zc3h14|Pum1|Srsf1|Dicer1|Paip1|Gigyf2|Tardbp|Cnot6l|Tnrc6a|Ago2|Rbm47|Rc3h1,-3,FLT_cluster_04
GO Biological Processes,19,GO:0022411,cellular component disassembly,19_GO:0009987 cellular process,-3.7,2,4.1,14846,271,777,29,3.7,0.68,12315|12611|13421|15944|19230|20479|20586|20833|22388|26987|56215|56422|56736|66317|66700|67490|75909|76577|76959|78913|83796|93760|107338|114741|192119|227331|231659|320806|100502841,Calm3|Cebpg|Dnase1l3|Irgm1|Twf1|Vps4b|Smarca4|Ssrp1|Wdr1|Eif4e2|Acin1|Hbs1l|Rnf14|Skic8|Chmp3|Ufl1|Vmp1|Faf2|Chmp5|Ltn1|Smarcd2|Arid1a|Gbf1|Supt16|Dicer1|Gigyf2|Gcn1|Gfm2|Epg5,-3,FLT_cluster_04
GO Biological Processes,19,GO:0034976,response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-3.7,2.1,4.1,14846,232,777,26,3.3,0.65,13665|14950|17156|28088|56491|66212|66437|66861|66967|67490|67890|68018|69038|69232|71472|74006|74840|75841|76299|76577|80795|208884|217365|224727|226144|230908,Eif2s1|H13|Man1a2|Rtcb|Vapb|Sec61b|Fis1|Dnajc10|Edem3|Ufl1|Ufm1|Cert1|Tmem258|Qrich1|Usp19|Dnm1l|Manf|Rnf139|Erp44|Faf2|Selenok|Zdhhc9|Nploc4|Bag6|Erlin1|Tardbp,-3,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-446652,Interleukin-1 family signaling,,-3.7,2.9,4.4,14846,100,777,15,1.9,0.49,16150|16179|17463|19181|19184|22123|23996|26440|26442|26445|54473|56436|66413|66997|69077,Ikbkb|Irak1|Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Tollip|Adrm1|Psmd6|Psmd12|Psmd11,-3,FLT_cluster_04
GO Biological Processes,19,GO:0043484,regulation of RNA splicing,19_GO:0050789 regulation of biological process,-3.7,2.3,4.2,14846,182,777,22,2.8,0.6,12261|15388|18139|19205|19704|20220|20383|24075|56215|56258|59013|67039|67959|67996|74255|77411|100683|105559|110809|223527|245945|269254,C1qbp|Hnrnpl|Zfp638|Ptbp1|Upf1|Sap18|Srsf3|Taf10|Acin1|Hnrnph2|Hnrnph1|Rbm25|Puf60|Srsf6|Smu1|Esrp2|Trrap|Mbnl2|Srsf1|Eny2|Rbm47|Setx,-2.9,FLT_cluster_04
GO Biological Processes,19,GO:0051668,localization within membrane,19_GO:0051179 localization,-3.6,1.7,3.9,14846,540,777,48,6.2,0.86,11774|11931|13430|13858|14359|14456|16150|16456|17913|17919|18107|18711|19346|26941|27058|30930|54189|54411|56430|58998|66087|66212|66333|66508|66629|66980|67388|67943|67979|73024|75869|76055|76740|77037|93742|99237|109905|110379|208884|213056|218503|224727|228357|232086|246703|268566|329877|100502841,Ap3b1|Atp1b1|Dnm2|Eps15|Fxr1|Gas6|Ikbkb|F11r|Myo1c|Myo5b|Nmt1|Pikfyve|Rab6a|Nherf1|Srp9|Vps26a|Rabep1|Atp6ap1|Clip1|Nectin3|Emc3|Sec61b|Aqp11|Lamtor1|Golph3|Zdhhc6|Rab5if|Mesd|Atad1|Emc7|Arl5b|Oga|Efr3a|Mrap|Pard3|Tm9sf4|Rap1a|Sec13|Zdhhc9|Hycc2|Fcho2|Bag6|Lrp4|Tmem150a|Naxe|Gphn|Dennd4c|Epg5,-2.9,FLT_cluster_04
GO Biological Processes,19,GO:0048193,Golgi vesicle transport,19_GO:0051179 localization,-3.6,2,4,14846,273,777,29,3.7,0.68,11736|13430|13858|19346|30960|50907|54189|56305|56447|56491|56494|66366|66629|66913|66975|67074|67166|67180|67456|67458|68090|71169|75964|76308|99237|102339|107338|110379|218035,Ankfy1|Dnm2|Eps15|Rab6a|Vapa|Preb|Rabep1|Pitpnb|Copz1|Vapb|Gosr2|Ergic3|Golph3|Kdelr2|Trappc13|Mon2|Arl8b|Yipf5|Ergic2|Ergic1|Yif1a|Nbas|Trappc8|Rab1b|Tm9sf4|Cog4|Gbf1|Sec13|Vps41,-2.9,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-446728,Cell junction organization,,-3.6,2.1,4,14846,235,777,26,3.3,0.65,13430|13858|16456|17463|19089|19181|19184|19646|20586|21885|22123|23996|26440|26442|26445|56436|57377|58235|58998|66413|66624|66997|69019|69038|69077|93742,Dnm2|Eps15|F11r|Psmd7|Prkcsh|Psmc2|Psmc5|Rbbp4|Smarca4|Tle1|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Mogs|Nectin1|Nectin3|Psmd6|Spcs2|Psmd12|Spcs1|Tmem258|Psmd11|Pard3,-2.9,FLT_cluster_04
GO Biological Processes,19,GO:1902369,negative regulation of RNA catabolic process,19_GO:0048519 negative regulation of biological process,-3.6,2.9,4.4,14846,91,777,14,1.8,0.48,12457|13211|14359|22057|22339|28114|71169|75553|110809|192119|218693|230908|239528|245945,Noct|Dhx9|Fxr1|Tob1|Vegfa|Nsun2|Nbas|Zc3h14|Srsf1|Dicer1|Paip1|Tardbp|Ago2|Rbm47,-2.9,FLT_cluster_04
GO Biological Processes,19,GO:0017148,negative regulation of translation,19_GO:0048519 negative regulation of biological process,-3.6,2.5,4.2,14846,148,777,19,2.4,0.55,12192|13361|13665|14359|14786|19291|20430|22057|22628|26987|27058|66508|68537|74370|75841|108155|227331|233833|239528,Zfp36l1|Dhfr|Eif2s1|Fxr1|Grb7|Purb|Cyfip1|Tob1|Ywhag|Eif4e2|Srp9|Lamtor1|Mrpl13|Rptor|Rnf139|Ogt|Gigyf2|Tnrc6a|Ago2,-2.9,FLT_cluster_04
GO Biological Processes,19,GO:1902373,negative regulation of mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-3.5,3.2,4.4,14846,71,777,12,1.5,0.44,12457|13211|14359|22057|22339|71169|75553|110809|192119|218693|230908|245945,Noct|Dhx9|Fxr1|Tob1|Vegfa|Nbas|Zc3h14|Srsf1|Dicer1|Paip1|Tardbp|Rbm47,-2.8,FLT_cluster_04
GO Biological Processes,19,GO:0072344,rescue of stalled cytosolic ribosome,19_GO:0009987 cellular process,-3.5,4.5,4.8,14846,34,777,8,1,0.36,26987|56422|56736|66317|67490|78913|227331|231659,Eif4e2|Hbs1l|Rnf14|Skic8|Ufl1|Ltn1|Gigyf2|Gcn1,-2.8,FLT_cluster_04
