gene	raw_pca_2d_kmeans_cluster	ftsae_pca_2d_kmeans_cluster	ftsae_latent_kmeans_cluster	raw_pca_10d_kmeans_cluster	ftsae_pca_10d_kmeans_cluster
ENSMUSG00000039958	3	8	1	0	0
ENSMUSG00000057177	0	0	9	6	2
ENSMUSG00000032393	11	14	6	6	3
ENSMUSG00000052942	13	12	5	0	9
ENSMUSG00000026205	3	2	1	0	0
ENSMUSG00001074846	3	2	1	0	0
ENSMUSG00000085615	3	2	1	0	0
ENSMUSG00000021917	0	0	0	6	6
ENSMUSG00000025196	13	12	11	0	5
ENSMUSG00000038236	3	2	1	0	0
ENSMUSG00000025395	3	3	2	0	14
ENSMUSG00000047293	3	2	1	0	0
ENSMUSG00000048988	3	1	2	0	4
ENSMUSG00000061845	3	2	1	0	0
ENSMUSG00000029920	13	11	6	0	14
ENSMUSG00000063314	3	2	1	0	0
ENSMUSG00000069633	3	2	1	0	0
ENSMUSG00000024963	3	2	1	0	0
ENSMUSG00000046169	3	8	2	0	14
ENSMUSG00000025035	13	13	0	0	1
ENSMUSG00000030352	0	0	12	0	13
ENSMUSG00000039745	3	8	1	0	4
ENSMUSG00000091685	3	2	1	0	0
ENSMUSG00000031700	7	0	11	6	5
ENSMUSG00000073972	3	2	1	0	0
ENSMUSG00000042360	3	2	1	0	0
ENSMUSG00000094846	3	2	1	0	0
ENSMUSG00000037669	13	11	6	0	14
ENSMUSG00000053856	3	2	1	0	0
ENSMUSG00000031365	13	12	2	0	14
ENSMUSG00000032060	9	5	14	14	10
ENSMUSG00000097113	3	2	1	0	0
ENSMUSG00000032175	13	11	3	0	12
ENSMUSG00000006219	13	12	12	0	13
ENSMUSG00000028262	0	7	6	0	3
ENSMUSG00000054342	13	11	5	0	14
ENSMUSG00000116894	3	2	1	0	0
ENSMUSG00000100759	3	2	1	0	0
ENSMUSG00000038987	3	2	1	0	0
ENSMUSG00000081534	0	0	12	6	2
ENSMUSG00000036106	3	8	1	0	4
ENSMUSG00000001173	13	13	0	0	1
ENSMUSG00000003051	13	7	7	0	13
ENSMUSG00000040021	0	10	6	6	3
ENSMUSG00000026303	3	8	2	0	4
ENSMUSG00000031099	3	13	0	0	1
ENSMUSG00000027276	0	4	6	0	3
ENSMUSG00000075271	3	2	1	0	0
ENSMUSG00000069310	13	11	5	0	14
ENSMUSG00000029544	3	1	2	0	1
ENSMUSG00000028403	0	10	6	0	3
ENSMUSG00000059741	5	5	14	7	10
ENSMUSG00000020940	3	2	1	0	0
ENSMUSG00000035232	13	12	2	0	4
ENSMUSG00000022193	0	13	12	0	6
ENSMUSG00000009863	9	5	14	14	10
ENSMUSG00000117042	3	2	1	0	0
ENSMUSG00000008333	13	12	2	0	9
ENSMUSG00000032244	0	0	0	6	6
ENSMUSG00000027202	9	5	13	13	8
ENSMUSG00000027935	3	2	1	0	0
ENSMUSG00000079655	3	2	1	0	0
ENSMUSG00000092021	3	2	1	0	0
ENSMUSG00000008318	3	8	1	0	0
ENSMUSG00000053815	3	2	1	0	0
ENSMUSG00000058908	3	2	1	0	0
ENSMUSG00000039474	13	13	9	0	1
ENSMUSG00000074060	3	12	8	0	9
ENSMUSG00000022265	0	0	12	6	6
ENSMUSG00000057842	3	8	1	0	0
ENSMUSG00000031886	13	7	7	0	13
ENSMUSG00000027835	0	7	6	0	6
ENSMUSG00000053825	13	13	0	0	1
ENSMUSG00000024277	0	5	9	6	11
ENSMUSG00000021177	3	8	1	0	0
ENSMUSG00000027995	3	8	1	0	0
ENSMUSG00000041712	13	11	5	0	9
ENSMUSG00000051768	13	3	5	0	9
ENSMUSG00000020869	0	10	12	6	2
ENSMUSG00000023467	3	2	1	0	0
ENSMUSG00000029767	11	10	4	6	10
ENSMUSG00000074622	13	11	3	0	12
ENSMUSG00000030510	3	2	1	0	0
ENSMUSG00000033703	3	8	2	0	4
ENSMUSG00000031394	3	8	1	0	0
ENSMUSG00000039200	3	2	1	0	0
ENSMUSG00000095457	3	8	1	0	4
ENSMUSG00000067597	3	2	1	0	0
ENSMUSG00000024078	3	8	2	0	4
ENSMUSG00000093413	3	2	1	0	0
ENSMUSG00000046873	13	12	2	0	14
ENSMUSG00000070330	3	2	1	0	0
ENSMUSG00000003810	0	0	12	6	2
ENSMUSG00000037098	0	0	13	6	8
ENSMUSG00000078161	3	1	1	0	0
ENSMUSG00000064602	3	2	1	0	0
ENSMUSG00000095528	3	2	1	0	0
ENSMUSG00000003033	13	4	3	0	2
ENSMUSG00000033577	11	14	13	6	8
ENSMUSG00000031790	13	7	7	0	13
ENSMUSG00000050504	3	2	1	0	0
ENSMUSG00000024858	11	9	3	6	12
ENSMUSG00000036661	13	11	3	0	14
ENSMUSG00000074947	3	2	1	0	0
ENSMUSG00000020399	3	8	1	0	0
ENSMUSG00000026976	3	8	1	0	4
ENSMUSG00000023232	3	8	2	0	4
ENSMUSG00000037286	11	10	6	6	3
ENSMUSG00000097084	3	2	1	0	0
ENSMUSG00000029029	3	8	1	0	0
ENSMUSG00000038069	13	8	2	0	4
ENSMUSG00000049152	7	0	13	13	8
ENSMUSG00000030682	13	0	12	0	2
ENSMUSG00000034595	13	4	3	0	12
ENSMUSG00000022243	3	2	1	0	0
ENSMUSG00000062270	9	14	6	6	6
ENSMUSG00000042268	3	2	1	0	0
ENSMUSG00000022157	3	2	1	0	0
ENSMUSG00000039738	13	11	5	0	14
ENSMUSG00000032399	10	9	4	5	10
ENSMUSG00000065416	3	2	1	0	0
ENSMUSG00000085044	3	2	1	0	0
ENSMUSG00000073062	13	8	2	0	4
ENSMUSG00000031617	13	13	0	0	6
ENSMUSG00000096742	3	2	1	0	0
ENSMUSG00000020123	3	2	1	0	0
ENSMUSG00000042851	3	12	8	0	9
ENSMUSG00000045064	3	2	1	0	0
ENSMUSG00000090966	3	2	1	0	0
ENSMUSG00000027356	13	12	7	0	13
ENSMUSG00000021072	0	10	6	0	6
ENSMUSG00000053129	3	2	1	0	0
ENSMUSG00000019437	13	8	2	0	4
ENSMUSG00000029675	13	3	2	0	4
ENSMUSG00000040600	13	7	7	0	13
ENSMUSG00000038057	3	2	1	0	0
ENSMUSG00000053219	3	2	1	0	0
ENSMUSG00000026383	13	7	13	0	8
ENSMUSG00000002343	3	2	1	0	0
ENSMUSG00000070621	3	2	1	0	0
ENSMUSG00000030701	0	5	0	9	11
ENSMUSG00000028955	0	7	12	0	13
ENSMUSG00000072878	3	2	1	0	0
ENSMUSG00000071074	13	12	2	0	4
ENSMUSG00000020097	11	4	6	6	3
ENSMUSG00000045591	3	2	1	0	0
ENSMUSG00000100857	3	2	1	0	0
ENSMUSG00000064540	3	2	1	0	0
ENSMUSG00000087381	3	2	1	0	0
ENSMUSG00000062121	3	2	1	0	0
ENSMUSG00000031273	3	8	1	0	4
ENSMUSG00000024132	0	7	14	6	6
ENSMUSG00000070034	13	4	3	0	12
ENSMUSG00000027800	0	7	12	0	13
ENSMUSG00000073724	3	2	1	0	0
ENSMUSG00000065438	3	2	1	0	0
ENSMUSG00000063894	13	11	6	0	14
ENSMUSG00000078866	13	8	2	0	4
ENSMUSG00000051390	13	8	2	0	4
ENSMUSG00000033365	0	7	12	0	2
ENSMUSG00000055110	3	2	1	0	0
ENSMUSG00000030314	13	3	2	0	4
ENSMUSG00000022466	13	8	2	0	4
ENSMUSG00000071180	13	7	0	0	6
ENSMUSG00000032652	13	7	12	0	6
ENSMUSG00000024947	13	12	5	0	9
ENSMUSG00000029431	3	2	1	0	0
ENSMUSG00000026767	13	7	6	0	14
ENSMUSG00000027761	7	7	13	0	8
ENSMUSG00000048626	3	8	8	0	0
ENSMUSG00000076042	3	2	1	0	0
ENSMUSG00000031788	13	7	12	0	13
ENSMUSG00000026413	0	10	6	0	3
ENSMUSG00000060701	3	2	1	0	0
ENSMUSG00000022840	13	5	9	0	11
ENSMUSG00000001943	3	2	1	0	0
ENSMUSG00000035109	3	2	1	0	0
ENSMUSG00000051592	3	2	1	0	0
ENSMUSG00000025825	0	0	12	6	6
ENSMUSG00000037876	11	9	6	6	3
ENSMUSG00000025451	0	0	0	6	6
ENSMUSG00000060538	3	8	1	0	0
ENSMUSG00000056962	13	11	5	0	9
ENSMUSG00000015755	0	10	6	6	3
ENSMUSG00000058498	3	8	2	0	4
ENSMUSG00000049657	13	3	2	0	4
ENSMUSG00000029235	3	2	1	0	0
ENSMUSG00000026821	13	7	12	0	2
ENSMUSG00000047033	3	2	1	0	0
ENSMUSG00000060699	3	2	1	0	0
ENSMUSG00000020462	13	13	0	0	6
ENSMUSG00000002006	13	13	9	0	1
ENSMUSG00000021794	6	14	11	10	3
ENSMUSG00000030898	3	2	1	0	0
ENSMUSG00000074182	3	2	1	0	0
ENSMUSG00000037706	9	14	12	6	10
ENSMUSG00000001095	3	8	7	0	4
ENSMUSG00000050288	3	2	1	0	0
ENSMUSG00000061589	0	4	5	6	2
ENSMUSG00000051251	3	2	1	0	0
ENSMUSG00000049804	13	13	9	0	1
ENSMUSG00000085820	3	2	1	0	0
ENSMUSG00000078190	3	8	1	0	0
ENSMUSG00000053007	13	12	2	0	4
ENSMUSG00000031226	13	8	2	0	4
ENSMUSG00000047674	3	2	1	0	0
ENSMUSG00000094285	3	2	1	0	0
ENSMUSG00000076372	3	2	1	0	0
ENSMUSG00000115983	3	2	1	0	0
ENSMUSG00000053574	3	2	1	0	0
ENSMUSG00000020609	2	14	10	2	7
ENSMUSG00000034833	13	11	5	0	14
ENSMUSG00000028367	11	10	12	6	13
ENSMUSG00000027293	0	7	12	6	13
ENSMUSG00000073915	3	2	1	0	0
ENSMUSG00000050808	3	8	1	0	0
ENSMUSG00000051176	3	2	1	0	0
ENSMUSG00000085795	13	12	2	0	4
ENSMUSG00000026000	13	13	9	0	1
ENSMUSG00000052033	3	12	8	0	9
ENSMUSG00000074890	3	2	1	0	0
ENSMUSG00000068086	7	7	11	0	5
ENSMUSG00000022973	0	5	9	6	11
ENSMUSG00000039059	3	1	1	0	0
ENSMUSG00000074129	10	9	4	5	10
ENSMUSG00000029338	0	11	12	0	13
ENSMUSG00000096795	3	8	1	0	0
ENSMUSG00000093108	3	2	1	0	0
ENSMUSG00000020873	13	12	2	0	4
ENSMUSG00000024107	3	2	1	0	0
ENSMUSG00000023885	13	7	12	0	2
ENSMUSG00000043430	13	7	6	0	13
ENSMUSG00000044667	13	13	9	0	1
ENSMUSG00000029468	3	8	2	0	4
ENSMUSG00000023039	13	7	12	0	13
ENSMUSG00000022992	13	4	5	0	2
ENSMUSG00000029401	3	8	2	0	4
ENSMUSG00000000751	0	4	5	6	3
ENSMUSG00000032216	10	14	4	5	10
ENSMUSG00000057116	3	2	1	0	0
ENSMUSG00000057137	13	3	2	0	4
ENSMUSG00000039706	3	1	2	0	4
ENSMUSG00000037440	13	1	13	0	4
ENSMUSG00000028041	13	7	12	0	13
ENSMUSG00000030884	9	14	14	14	10
ENSMUSG00000118665	13	3	2	0	14
ENSMUSG00000086484	3	2	1	0	0
ENSMUSG00000020844	13	8	2	0	4
ENSMUSG00000032939	13	11	5	0	9
ENSMUSG00000070619	3	2	1	0	0
ENSMUSG00000026482	0	0	13	6	8
ENSMUSG00000017288	13	7	12	0	2
ENSMUSG00000073458	3	2	1	0	0
ENSMUSG00000059246	3	2	1	0	0
ENSMUSG00000020428	13	5	0	0	6
ENSMUSG00000049658	0	4	6	6	3
ENSMUSG00000066000	3	8	2	0	0
ENSMUSG00000028800	13	4	5	0	2
ENSMUSG00000020903	13	8	2	0	4
ENSMUSG00000097023	3	2	1	0	0
ENSMUSG00000022820	0	13	0	6	6
ENSMUSG00000032690	3	8	1	0	0
ENSMUSG00000027285	13	8	2	0	0
ENSMUSG00000049281	3	1	9	0	1
ENSMUSG00000029147	0	4	5	0	2
ENSMUSG00000099974	3	2	1	0	0
ENSMUSG00000005447	3	8	2	0	4
ENSMUSG00000062939	3	3	2	0	14
ENSMUSG00000075415	11	10	3	6	12
ENSMUSG00000065403	3	2	1	0	0
ENSMUSG00000029066	13	13	12	0	6
ENSMUSG00000041130	13	11	5	0	2
ENSMUSG00000036940	0	4	5	0	9
ENSMUSG00000079263	3	2	1	0	0
ENSMUSG00000035121	3	2	1	0	0
ENSMUSG00000050866	3	12	7	0	4
ENSMUSG00000036206	13	12	2	0	4
ENSMUSG00000026735	3	2	1	0	0
ENSMUSG00000026860	13	0	12	0	2
ENSMUSG00000084997	3	2	1	0	0
ENSMUSG00000066042	3	2	1	0	0
ENSMUSG00000037601	0	0	0	0	6
ENSMUSG00000021692	3	8	1	0	0
ENSMUSG00000033739	3	2	1	0	0
ENSMUSG00000043614	3	2	1	0	0
ENSMUSG00000041406	3	8	1	0	0
ENSMUSG00000022829	13	13	0	0	6
ENSMUSG00000031274	13	12	12	0	13
ENSMUSG00000034555	3	2	1	0	0
ENSMUSG00000032324	11	5	0	6	6
ENSMUSG00000115018	3	2	1	0	0
ENSMUSG00000068407	3	2	1	0	0
ENSMUSG00000061816	5	14	10	12	7
ENSMUSG00000092827	3	2	1	0	0
ENSMUSG00000049728	3	8	1	0	0
ENSMUSG00000021396	3	2	1	0	0
ENSMUSG00000043885	13	13	0	0	6
ENSMUSG00000026377	13	3	2	0	9
ENSMUSG00000024048	11	0	14	6	10
ENSMUSG00000036966	13	13	9	0	1
ENSMUSG00000068079	3	2	1	0	0
ENSMUSG00000037032	13	5	9	6	1
ENSMUSG00000037772	3	2	1	0	0
ENSMUSG00000059821	3	2	1	0	0
ENSMUSG00000031871	0	0	12	6	13
ENSMUSG00000069670	3	1	1	0	0
ENSMUSG00000093042	3	2	1	0	0
ENSMUSG00000108414	13	11	5	0	14
ENSMUSG00000028580	11	10	6	6	3
ENSMUSG00000028234	9	9	4	6	10
ENSMUSG00000086847	3	2	1	0	0
ENSMUSG00000022181	13	3	2	0	14
ENSMUSG00000060244	3	2	1	0	0
ENSMUSG00000046456	3	2	1	0	0
ENSMUSG00000026887	13	8	2	0	4
ENSMUSG00000036151	3	2	1	0	0
ENSMUSG00000024234	13	12	2	0	14
ENSMUSG00000041444	11	5	9	9	11
ENSMUSG00000037984	3	1	1	0	0
ENSMUSG00000055214	3	1	1	0	0
ENSMUSG00000036805	3	2	1	0	0
ENSMUSG00000022201	11	14	9	6	11
ENSMUSG00000055882	3	2	1	0	0
ENSMUSG00000040472	13	3	2	0	4
ENSMUSG00000029860	0	4	3	6	2
ENSMUSG00000005442	0	10	3	6	2
ENSMUSG00000015340	0	4	3	6	12
ENSMUSG00000034685	3	1	1	0	4
ENSMUSG00000022408	3	2	1	0	0
ENSMUSG00000075061	3	2	1	0	0
ENSMUSG00000027673	11	0	14	6	6
ENSMUSG00000033998	13	13	0	0	6
ENSMUSG00000002668	13	4	3	0	12
ENSMUSG00000036570	0	13	14	0	6
ENSMUSG00000035337	3	2	1	0	0
ENSMUSG00000093868	3	2	1	0	0
ENSMUSG00000021892	0	7	3	0	12
ENSMUSG00000030844	13	3	2	0	14
ENSMUSG00000045409	13	11	3	0	14
ENSMUSG00000053453	0	7	0	0	6
ENSMUSG00000027206	0	0	0	6	6
ENSMUSG00000017999	13	11	5	0	9
ENSMUSG00000074656	11	10	6	6	3
ENSMUSG00000026277	0	10	12	6	2
ENSMUSG00000050232	3	2	1	0	0
ENSMUSG00000020888	3	3	5	0	9
ENSMUSG00000048424	13	12	2	0	4
ENSMUSG00000047777	3	3	5	0	9
ENSMUSG00000044062	3	2	1	0	0
ENSMUSG00000047773	3	2	1	0	0
ENSMUSG00000051703	3	2	1	0	0
ENSMUSG00000043019	0	10	6	6	3
ENSMUSG00000018604	13	7	12	0	13
ENSMUSG00000076948	3	2	1	0	0
ENSMUSG00000028559	11	10	6	6	3
ENSMUSG00000033063	3	2	1	0	0
ENSMUSG00000023987	3	2	1	0	0
ENSMUSG00000031604	0	10	6	0	3
ENSMUSG00000029603	13	4	3	0	12
ENSMUSG00000055730	13	7	7	0	13
ENSMUSG00000043962	11	9	6	6	3
ENSMUSG00000020434	3	2	1	0	0
ENSMUSG00000024081	0	4	5	0	9
ENSMUSG00000027879	0	7	6	0	6
ENSMUSG00000105827	13	11	5	0	14
ENSMUSG00000002748	11	9	6	6	3
ENSMUSG00000015843	3	2	1	0	0
ENSMUSG00000013593	9	14	14	14	10
ENSMUSG00000057149	3	2	1	0	0
ENSMUSG00000043008	13	11	3	0	12
ENSMUSG00000039714	3	12	2	0	14
ENSMUSG00000053510	11	10	6	6	3
ENSMUSG00000113275	3	2	1	0	0
ENSMUSG00000097145	3	2	1	0	0
ENSMUSG00000000532	0	0	12	0	13
ENSMUSG00000042712	0	0	0	0	6
ENSMUSG00000026896	13	11	7	0	13
ENSMUSG00000028687	3	2	1	0	0
ENSMUSG00000017950	7	14	13	6	8
ENSMUSG00000052310	0	10	12	6	13
ENSMUSG00000071317	3	2	1	0	0
ENSMUSG00000020564	13	11	3	0	14
ENSMUSG00000089682	0	13	12	0	1
ENSMUSG00000097287	3	2	1	0	0
ENSMUSG00000026427	13	11	2	0	14
ENSMUSG00000007880	11	9	3	6	12
ENSMUSG00000030505	13	3	2	0	14
ENSMUSG00000091651	3	2	1	0	0
ENSMUSG00000003348	13	11	3	0	12
ENSMUSG00000040086	3	8	1	0	4
ENSMUSG00000085558	3	2	1	0	0
ENSMUSG00000033697	13	12	2	0	1
ENSMUSG00000029490	3	2	1	0	0
ENSMUSG00000038271	13	3	2	0	14
ENSMUSG00000113035	3	8	1	0	0
ENSMUSG00000074281	3	2	1	0	0
ENSMUSG00000037708	3	2	1	0	0
ENSMUSG00000002221	13	11	5	0	14
ENSMUSG00000022074	3	8	1	0	0
ENSMUSG00000080653	3	2	1	0	0
ENSMUSG00000108265	3	2	1	0	0
ENSMUSG00000040760	0	0	6	6	3
ENSMUSG00000005102	13	3	2	0	14
ENSMUSG00000051839	13	7	5	0	14
ENSMUSG00000069910	3	8	1	0	0
ENSMUSG00000070382	3	2	1	0	0
ENSMUSG00000096497	3	2	1	0	0
ENSMUSG00000029922	0	0	6	6	3
ENSMUSG00000078688	7	7	11	0	5
ENSMUSG00000030209	0	5	9	9	11
ENSMUSG00000004637	3	8	2	0	4
ENSMUSG00000054763	3	2	1	0	0
ENSMUSG00000032908	13	13	7	0	13
ENSMUSG00000079018	0	7	12	6	6
ENSMUSG00000031928	13	3	5	0	14
ENSMUSG00000014725	3	2	1	0	0
ENSMUSG00000022440	3	8	1	0	0
ENSMUSG00000075302	3	2	1	0	0
ENSMUSG00000050747	3	2	1	0	0
ENSMUSG00000023236	13	13	0	0	6
ENSMUSG00000023019	9	14	14	5	10
ENSMUSG00000048756	11	10	6	6	3
ENSMUSG00000051675	13	13	9	0	1
ENSMUSG00000056822	3	2	1	0	0
ENSMUSG00000103442	3	2	1	0	0
ENSMUSG00000032870	0	10	3	6	12
ENSMUSG00000118406	3	2	1	0	0
ENSMUSG00000029106	11	14	6	6	3
ENSMUSG00000013822	13	12	12	0	6
ENSMUSG00000047935	3	2	1	0	0
ENSMUSG00000025431	3	2	1	0	0
ENSMUSG00000026098	13	13	0	0	6
ENSMUSG00000062608	3	2	1	0	0
ENSMUSG00000085928	3	2	1	0	0
ENSMUSG00000030657	13	7	2	0	1
ENSMUSG00000004626	13	4	3	0	2
ENSMUSG00000095525	3	2	1	0	0
ENSMUSG00000113115	3	2	1	0	0
ENSMUSG00000044636	3	8	2	0	4
ENSMUSG00000035745	3	2	1	0	0
ENSMUSG00000001211	11	14	6	6	3
ENSMUSG00000028953	0	10	5	6	2
ENSMUSG00000018481	0	0	6	6	3
ENSMUSG00000038812	13	3	2	0	4
ENSMUSG00000116461	3	2	1	0	0
ENSMUSG00000018395	13	13	9	0	1
ENSMUSG00000074366	3	7	8	0	9
ENSMUSG00000091151	3	2	1	0	0
ENSMUSG00000020115	13	4	6	0	2
ENSMUSG00000082315	3	2	1	0	0
ENSMUSG00000020397	13	8	2	0	4
ENSMUSG00000041014	3	1	1	0	0
ENSMUSG00000045248	3	8	1	0	0
ENSMUSG00000044454	3	2	1	0	0
ENSMUSG00000051444	3	2	1	0	0
ENSMUSG00000022596	3	2	1	0	0
ENSMUSG00000033156	3	2	1	0	0
ENSMUSG00000097852	3	2	1	0	0
ENSMUSG00000040044	0	4	6	0	3
ENSMUSG00000032310	7	11	11	0	5
ENSMUSG00000029234	13	11	5	0	14
ENSMUSG00000030533	13	11	12	0	2
ENSMUSG00000021986	13	13	0	0	1
ENSMUSG00000052537	3	2	1	0	0
ENSMUSG00000044715	13	1	2	0	4
ENSMUSG00000023935	3	2	1	0	0
ENSMUSG00000094560	3	2	1	0	0
ENSMUSG00000022750	13	13	12	0	1
ENSMUSG00000027955	13	8	2	0	4
ENSMUSG00000024052	7	10	6	6	3
ENSMUSG00000116695	3	2	1	0	0
ENSMUSG00000061165	3	2	1	0	0
ENSMUSG00000093348	3	2	1	0	0
ENSMUSG00000022639	13	3	2	0	14
ENSMUSG00000093122	3	2	1	0	0
ENSMUSG00000079261	3	2	1	0	0
ENSMUSG00000078144	3	2	1	0	0
ENSMUSG00000097082	3	2	1	0	0
ENSMUSG00000060565	3	2	1	0	0
ENSMUSG00000075120	3	2	1	0	0
ENSMUSG00000027004	3	1	2	0	4
ENSMUSG00000060787	3	2	1	0	0
ENSMUSG00000073758	3	8	1	0	4
ENSMUSG00000093270	3	2	1	0	0
ENSMUSG00000078656	13	7	12	0	2
ENSMUSG00000031838	13	4	3	0	12
ENSMUSG00000073856	3	2	1	0	0
ENSMUSG00000078935	3	2	1	0	0
ENSMUSG00000076315	3	2	1	0	0
ENSMUSG00000019890	3	2	1	0	0
ENSMUSG00000026167	3	2	1	0	0
ENSMUSG00000031467	13	13	0	0	6
ENSMUSG00000093803	3	8	2	0	4
ENSMUSG00000049103	13	3	2	0	14
ENSMUSG00000043004	13	0	9	0	1
ENSMUSG00000032013	0	7	6	0	3
ENSMUSG00000021242	11	10	12	6	13
ENSMUSG00000101605	3	2	1	0	0
ENSMUSG00000057191	3	3	2	0	14
ENSMUSG00000033318	13	12	13	0	8
ENSMUSG00000018899	0	4	3	0	2
ENSMUSG00000045246	3	1	1	0	0
ENSMUSG00000035295	3	2	1	0	0
ENSMUSG00000024165	13	11	5	0	9
ENSMUSG00000019659	13	12	2	0	4
ENSMUSG00000028834	13	12	2	0	4
ENSMUSG00000059112	3	2	1	0	0
ENSMUSG00000067698	3	2	1	0	0
ENSMUSG00000027468	3	2	1	0	0
ENSMUSG00000018865	13	5	9	0	1
ENSMUSG00000072774	3	8	1	0	0
ENSMUSG00000079017	0	7	12	6	6
ENSMUSG00000075199	3	2	1	0	0
ENSMUSG00000048226	3	2	1	0	0
ENSMUSG00000022525	3	2	1	0	0
ENSMUSG00000020395	13	11	5	0	12
ENSMUSG00000056617	3	2	1	0	0
ENSMUSG00000056203	3	2	1	0	0
ENSMUSG00000045551	3	2	1	0	0
ENSMUSG00000087609	3	2	1	0	0
ENSMUSG00000032500	3	1	1	0	4
ENSMUSG00000033715	7	7	11	6	5
ENSMUSG00000034430	13	3	2	0	4
ENSMUSG00000059114	3	2	1	0	0
ENSMUSG00000049971	3	2	1	0	0
ENSMUSG00000032883	0	5	0	6	6
ENSMUSG00000071456	3	8	2	0	0
ENSMUSG00000042312	13	1	2	0	4
ENSMUSG00000063663	13	11	6	0	14
ENSMUSG00000040808	0	13	13	6	8
ENSMUSG00000049641	3	2	1	0	0
ENSMUSG00000015202	13	1	2	0	4
ENSMUSG00000054051	13	11	5	0	14
ENSMUSG00000054277	13	12	7	0	13
ENSMUSG00000044876	13	12	2	0	4
ENSMUSG00000094269	3	2	1	0	0
ENSMUSG00000094156	3	2	1	0	0
ENSMUSG00000075122	3	2	1	0	0
ENSMUSG00000041025	13	7	12	0	2
ENSMUSG00000028974	13	8	2	0	4
ENSMUSG00000041842	13	3	2	0	4
ENSMUSG00000092008	7	7	11	0	5
ENSMUSG00000051335	13	13	9	0	1
ENSMUSG00000105096	3	2	1	0	0
ENSMUSG00000035852	13	7	7	0	13
ENSMUSG00000043274	3	2	1	0	0
ENSMUSG00000090314	3	8	1	0	0
ENSMUSG00000026977	0	4	6	6	3
ENSMUSG00000048752	3	2	1	0	0
ENSMUSG00000022240	13	5	9	0	11
ENSMUSG00000026867	11	10	6	6	3
ENSMUSG00000007589	13	11	5	0	9
ENSMUSG00000073079	11	0	6	6	3
ENSMUSG00000092374	3	2	1	0	0
ENSMUSG00000033701	13	12	2	0	4
ENSMUSG00000040565	0	4	6	6	3
ENSMUSG00000074238	13	7	12	0	2
ENSMUSG00000026536	3	8	1	0	0
ENSMUSG00000061533	13	3	2	0	14
ENSMUSG00000040410	13	8	2	0	4
ENSMUSG00000008958	13	3	5	0	9
ENSMUSG00000079092	3	8	1	0	4
ENSMUSG00000095339	3	2	1	0	0
ENSMUSG00000007946	3	2	1	0	0
ENSMUSG00000024121	11	5	9	9	11
ENSMUSG00000029371	3	2	1	0	0
ENSMUSG00000044092	3	2	1	0	0
ENSMUSG00000026773	0	10	6	6	2
ENSMUSG00000089255	13	3	2	0	4
ENSMUSG00000055357	3	2	1	0	0
ENSMUSG00000085833	3	2	1	0	0
ENSMUSG00000100277	3	2	1	0	0
ENSMUSG00000101734	3	2	1	0	0
ENSMUSG00000040314	3	8	1	0	0
ENSMUSG00000076458	3	2	1	0	0
ENSMUSG00000031357	0	7	12	0	13
ENSMUSG00000062778	3	2	1	0	0
ENSMUSG00000043621	3	2	1	0	0
ENSMUSG00000042396	0	4	6	0	3
ENSMUSG00000058331	3	2	1	0	0
ENSMUSG00000027079	3	8	1	0	0
ENSMUSG00000034640	13	4	8	0	9
ENSMUSG00000003378	13	13	9	0	1
ENSMUSG00000020577	0	0	6	6	6
ENSMUSG00000029819	13	13	12	0	1
ENSMUSG00000024087	13	4	3	0	2
ENSMUSG00000032827	0	5	9	9	11
ENSMUSG00000095253	13	12	2	0	14
ENSMUSG00000001510	3	8	2	0	4
ENSMUSG00000041935	0	10	6	6	3
ENSMUSG00000021718	3	2	1	0	0
ENSMUSG00000092417	3	8	1	0	0
ENSMUSG00000051351	13	12	2	0	4
ENSMUSG00000061950	13	4	12	0	2
ENSMUSG00000029314	13	8	1	0	4
ENSMUSG00000037126	13	5	9	0	11
ENSMUSG00000057649	13	11	3	0	2
ENSMUSG00000031289	3	2	1	0	0
ENSMUSG00000035513	3	8	2	0	4
ENSMUSG00000042279	3	11	8	0	9
ENSMUSG00000065479	3	2	1	0	0
ENSMUSG00000054792	13	11	6	0	2
ENSMUSG00000058267	13	12	0	0	6
ENSMUSG00000052525	3	2	1	0	0
ENSMUSG00000044770	3	3	2	0	14
ENSMUSG00000065611	3	2	1	0	0
ENSMUSG00000094520	13	3	2	0	14
ENSMUSG00000033409	3	2	1	0	0
ENSMUSG00000017760	11	10	12	6	2
ENSMUSG00000103793	3	2	1	0	0
ENSMUSG00000022262	3	8	2	0	4
ENSMUSG00000021752	3	2	1	0	0
ENSMUSG00000023169	0	0	6	6	3
ENSMUSG00000051065	3	1	1	0	4
ENSMUSG00000026463	11	14	9	6	3
ENSMUSG00000090272	0	4	3	0	12
ENSMUSG00000053113	3	3	5	0	9
ENSMUSG00000058200	3	2	1	0	0
ENSMUSG00000075167	3	2	1	0	0
ENSMUSG00000062115	0	4	5	0	2
ENSMUSG00000040945	0	4	5	6	2
ENSMUSG00000071494	3	2	1	0	0
ENSMUSG00000033055	3	8	2	0	4
ENSMUSG00000109864	3	2	1	0	0
ENSMUSG00000032915	3	3	2	0	14
ENSMUSG00000108848	3	2	1	0	0
ENSMUSG00000042816	3	2	1	0	0
ENSMUSG00000030720	13	3	2	0	4
ENSMUSG00000074570	3	2	1	0	0
ENSMUSG00000026365	6	14	11	10	5
ENSMUSG00000054894	3	2	1	0	0
ENSMUSG00000027386	3	13	12	0	13
