gene_id	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction
ENSMUSG00000034785	Dio1	8	-0.690790723740645	0.114499854391596	-6.03311442980618	1.60829442633263e-09	1	7	61.2873111458645	88.5783861795798	8.34816002253288e-11	4.92167877687902e-07	TRUE	FALSE	mixed
ENSMUSG00000022508	Bcl6	8	-0.52388162204695	0.0869518834452809	-6.02496002719286	1.69151423868021e-09	3	5	82.6318629033474	91.5286915312708	3.99816358770194e-15	5.08223141712553e-07	TRUE	FALSE	mixed
ENSMUSG00000091119	Ccdc152	8	0.390349212686919	0.0648818517452578	6.01630813836088	1.78439761598218e-09	6	2	38.7043344877568	81.9141703567741	2.22537754545724e-06	5.26556617930456e-07	TRUE	FALSE	mixed
ENSMUSG00000087579	Hectd2os	8	-0.503553792791848	0.084283613260752	-5.97451596236129	2.30774339176502e-09	2	6	131.646962347527	94.6827485608661	2.84547714689855e-25	6.69043149981001e-07	TRUE	FALSE	mixed
ENSMUSG00000026043	Col3a1	8	-0.40036695266722	0.0677163923353359	-5.91240819039173	3.37141772980645e-09	0	8	32.9447250985131	78.752288935275	2.71115898887813e-05	9.60563413535372e-07	TRUE	FALSE	all_down
ENSMUSG00000037287	Tbcel	8	0.280972843626361	0.047817940047841	5.87588765524513	4.20583498221955e-09	5	3	34.6000582914526	79.7688202111231	1.32957731268687e-05	1.17799022171488e-06	TRUE	FALSE	mixed
ENSMUSG00000026077	Npas2	7	1.01118860142012	0.172293909791327	5.868974722582	4.38498276749803e-09	4	3	47.0506247086939	87.2477782449266	1.8281304763455e-08	1.20769733721508e-06	TRUE	TRUE	mixed
ENSMUSG00000028712	Cyp4a31	8	0.551747139582575	0.0941807078270469	5.85838811697828	4.67381328002409e-09	6	2	118.303048246238	94.0829927007206	1.72816853046513e-22	1.25433874452207e-06	TRUE	FALSE	mixed
ENSMUSG00000023132	Gzma	7	-0.63124524111248	0.107771734801231	-5.85724301716695	4.70614233950792e-09	1	6	15.3079810725929	60.8047594810378	0.0179919230662546	1.25433874452207e-06	TRUE	FALSE	mixed
ENSMUSG00000096054	Syne1	8	0.368398465559347	0.0630381679931277	5.84405412288486	5.09454636609123e-09	6	2	22.2595786382321	68.5528638535094	0.00229136505118785	1.33630759840726e-06	TRUE	FALSE	mixed
ENSMUSG00000060509	Xcr1	8	-0.477422990386424	0.081762179195572	-5.83916665484718	5.24625713484443e-09	0	8	14.9022175322257	53.0271250915332	0.0372734607447136	1.35459998677038e-06	TRUE	FALSE	all_down
ENSMUSG00000073830	Mup14	8	-0.773610654834002	0.133048138882846	-5.8145169209409	6.08092348492265e-09	1	7	32.1184739347405	78.2056893044706	3.86123832326989e-05	1.54595785520534e-06	TRUE	FALSE	mixed
