gene	gmm_cluster	hdbscan_cluster	spectral_cluster	consensus_cluster
ENSMUSG00000030217	12	1	2	4
ENSMUSG00000042894	1	1	11	3
ENSMUSG00000070533	2	1	11	10
ENSMUSG00000054280	9	-1	0	8
ENSMUSG00000100553	12	1	2	4
ENSMUSG00000076014	2	1	7	2
ENSMUSG00000032586	12	1	2	4
ENSMUSG00000023093	2	1	3	2
ENSMUSG00000107214	2	1	11	10
ENSMUSG00000026073	12	1	2	4
ENSMUSG00000037573	3	-1	0	6
ENSMUSG00000048652	2	1	11	10
ENSMUSG00000073962	2	1	11	10
ENSMUSG00000090298	11	1	11	3
ENSMUSG00000032178	0	-1	0	11
ENSMUSG00000044824	11	1	10	9
ENSMUSG00000034486	1	1	11	3
ENSMUSG00000026159	9	-1	0	8
ENSMUSG00000086496	11	1	2	9
ENSMUSG00000027189	3	-1	0	6
ENSMUSG00000087382	12	1	2	4
ENSMUSG00000029255	2	1	11	10
ENSMUSG00000078784	4	-1	0	0
ENSMUSG00000038903	12	1	2	4
ENSMUSG00000020598	6	-1	9	5
ENSMUSG00000061829	11	1	10	9
ENSMUSG00000024143	3	-1	0	6
ENSMUSG00000097354	7	1	2	1
ENSMUSG00000041828	5	-1	0	0
ENSMUSG00000035297	9	-1	0	8
ENSMUSG00000117399	2	1	11	10
ENSMUSG00000057667	11	1	2	9
ENSMUSG00000074673	1	1	11	3
ENSMUSG00000037221	12	1	2	4
ENSMUSG00000051716	14	1	8	12
ENSMUSG00000030491	12	1	2	4
ENSMUSG00000063777	1	1	11	3
ENSMUSG00000070690	11	1	2	9
ENSMUSG00000004328	11	1	2	9
ENSMUSG00000042997	7	-1	2	13
ENSMUSG00000065582	2	1	3	2
ENSMUSG00000029145	7	1	2	1
ENSMUSG00000001467	3	-1	0	6
ENSMUSG00000068205	5	-1	2	0
ENSMUSG00000068009	2	1	11	10
ENSMUSG00000026342	5	-1	0	0
ENSMUSG00000086265	1	1	11	3
ENSMUSG00000053560	7	-1	2	13
ENSMUSG00000027612	10	1	9	5
ENSMUSG00000030200	12	1	2	4
ENSMUSG00000020059	11	1	2	9
ENSMUSG00000007207	6	1	9	5
ENSMUSG00000029711	2	1	3	2
ENSMUSG00000021553	11	1	2	9
ENSMUSG00000093920	2	1	11	10
ENSMUSG00000020101	13	-1	0	14
ENSMUSG00000112627	11	1	11	3
ENSMUSG00000054752	5	-1	2	0
ENSMUSG00000032121	12	1	2	4
ENSMUSG00000110528	2	1	3	2
ENSMUSG00000028874	13	1	0	14
ENSMUSG00000002057	12	1	14	4
ENSMUSG00000085860	1	1	11	3
ENSMUSG00000100252	5	-1	12	0
ENSMUSG00000032451	2	1	11	10
ENSMUSG00000009566	7	-1	2	13
ENSMUSG00000027655	7	1	2	1
ENSMUSG00000087460	2	1	3	2
ENSMUSG00000110259	2	1	11	10
ENSMUSG00000021010	12	1	2	4
ENSMUSG00000046185	7	1	2	1
ENSMUSG00000037251	12	1	2	4
ENSMUSG00000092639	2	1	7	2
ENSMUSG00000056858	2	1	3	2
ENSMUSG00000074681	2	1	11	10
ENSMUSG00000097715	13	-1	0	14
ENSMUSG00000051989	7	1	2	1
ENSMUSG00000044526	2	1	3	2
ENSMUSG00000118392	2	1	3	2
ENSMUSG00000021609	1	1	11	3
ENSMUSG00000062751	2	1	3	2
ENSMUSG00000026674	5	-1	0	0
ENSMUSG00000070643	7	-1	2	13
ENSMUSG00000094588	11	1	10	9
ENSMUSG00000062400	7	1	14	1
ENSMUSG00000020604	10	1	2	1
ENSMUSG00000025813	5	-1	9	5
ENSMUSG00000049214	11	1	2	9
ENSMUSG00000026452	4	-1	9	5
ENSMUSG00000031167	3	-1	0	6
ENSMUSG00000079628	2	1	11	10
ENSMUSG00000035069	7	-1	2	13
ENSMUSG00000065176	5	-1	0	0
ENSMUSG00000055200	11	1	2	9
ENSMUSG00000065460	2	1	3	2
ENSMUSG00000026980	5	-1	0	0
ENSMUSG00000079038	7	1	10	1
ENSMUSG00000028426	3	-1	0	6
ENSMUSG00000059908	8	-1	8	7
ENSMUSG00000021096	3	-1	0	6
ENSMUSG00000050914	12	1	2	4
ENSMUSG00000107014	2	1	3	2
ENSMUSG00000009075	10	1	2	1
ENSMUSG00000068950	12	1	10	4
ENSMUSG00000039182	12	1	2	4
ENSMUSG00000044025	2	1	3	2
ENSMUSG00000094721	2	1	3	2
ENSMUSG00000019842	7	1	2	1
ENSMUSG00000038351	6	-1	9	5
ENSMUSG00000043940	3	-1	0	6
ENSMUSG00000021953	1	1	2	1
ENSMUSG00000040813	5	-1	0	0
ENSMUSG00000073928	2	1	3	2
ENSMUSG00000019888	5	-1	0	0
ENSMUSG00000110526	2	1	3	2
ENSMUSG00000074384	11	1	2	9
ENSMUSG00000050147	11	1	11	3
ENSMUSG00000090951	2	1	3	2
ENSMUSG00000037335	7	1	2	1
ENSMUSG00000050224	2	1	3	2
ENSMUSG00000050074	11	1	2	9
ENSMUSG00000020992	1	1	11	3
ENSMUSG00000111020	2	1	3	2
ENSMUSG00000021770	4	-1	0	0
ENSMUSG00000085421	2	1	11	10
ENSMUSG00000036934	7	1	2	1
ENSMUSG00000028970	8	-1	0	7
ENSMUSG00000096386	2	1	3	2
ENSMUSG00000023919	12	1	2	4
ENSMUSG00000056673	7	-1	2	13
ENSMUSG00000073591	11	1	2	9
ENSMUSG00000021872	2	1	11	10
ENSMUSG00000027985	5	-1	0	0
ENSMUSG00000025401	5	-1	0	0
ENSMUSG00000019774	12	1	2	4
ENSMUSG00000003037	9	-1	0	8
ENSMUSG00000086173	1	1	11	3
ENSMUSG00000020857	3	-1	0	6
ENSMUSG00000083628	2	1	11	10
ENSMUSG00000061527	8	-1	14	7
ENSMUSG00000097327	11	1	10	9
ENSMUSG00000094878	2	1	11	10
ENSMUSG00000026095	5	-1	0	0
ENSMUSG00000071648	8	-1	12	7
ENSMUSG00000034701	4	-1	9	5
ENSMUSG00000044120	2	1	11	10
ENSMUSG00000078576	2	1	11	10
ENSMUSG00000068959	11	1	2	9
ENSMUSG00000026734	2	1	11	10
ENSMUSG00000001768	3	-1	0	6
ENSMUSG00000037692	0	-1	0	11
ENSMUSG00000017561	13	-1	0	14
ENSMUSG00000035509	1	1	2	1
ENSMUSG00000065405	2	1	3	2
ENSMUSG00000079013	7	1	14	1
ENSMUSG00000025893	12	1	2	4
ENSMUSG00000016496	7	-1	0	0
ENSMUSG00000059851	0	-1	0	11
ENSMUSG00000045528	2	1	3	2
ENSMUSG00000007591	1	1	11	3
ENSMUSG00000028476	7	1	2	1
ENSMUSG00000108931	2	1	11	10
ENSMUSG00000041895	5	-1	2	0
ENSMUSG00000070106	2	1	3	2
ENSMUSG00000004902	10	1	9	5
ENSMUSG00000031309	9	-1	0	8
ENSMUSG00000028636	12	1	2	4
ENSMUSG00000022679	8	-1	0	7
ENSMUSG00000022550	7	-1	2	13
ENSMUSG00000062866	3	-1	0	6
ENSMUSG00000028284	9	0	0	8
ENSMUSG00000036792	9	-1	0	8
ENSMUSG00000094651	12	1	2	4
ENSMUSG00000055015	2	1	11	10
ENSMUSG00000030435	3	-1	0	6
ENSMUSG00000025876	10	1	9	5
ENSMUSG00000028751	1	1	11	3
ENSMUSG00000089837	1	1	11	3
ENSMUSG00000047749	12	1	2	4
ENSMUSG00000118204	1	1	11	3
ENSMUSG00000037608	9	-1	0	8
ENSMUSG00000018659	14	-1	0	0
ENSMUSG00000063796	14	1	0	0
ENSMUSG00000040298	1	1	11	3
ENSMUSG00000113429	2	1	11	10
ENSMUSG00000000869	1	1	11	3
ENSMUSG00000037492	10	1	9	5
ENSMUSG00000086348	2	1	3	2
ENSMUSG00000020423	9	-1	0	8
ENSMUSG00000057402	11	1	2	9
ENSMUSG00000009378	14	-1	0	0
ENSMUSG00000105153	12	1	2	4
ENSMUSG00000029671	1	1	11	3
ENSMUSG00000100549	2	1	7	2
ENSMUSG00000033860	8	-1	8	7
ENSMUSG00000031202	10	1	9	5
ENSMUSG00000063320	11	1	2	9
ENSMUSG00000041426	5	-1	0	0
ENSMUSG00000044052	1	1	11	3
ENSMUSG00000057897	6	-1	9	5
ENSMUSG00000110140	1	1	11	3
ENSMUSG00000063296	12	1	2	4
ENSMUSG00000027720	2	1	3	2
ENSMUSG00000073293	11	1	2	9
ENSMUSG00000054474	14	1	0	0
ENSMUSG00000006390	5	-1	0	0
ENSMUSG00000079605	7	1	2	1
ENSMUSG00000065540	2	1	7	2
ENSMUSG00000086015	1	1	11	3
ENSMUSG00000031442	6	-1	9	5
ENSMUSG00000101683	2	1	11	10
ENSMUSG00000024659	8	-1	0	7
ENSMUSG00000031429	12	1	2	4
ENSMUSG00000030745	13	1	0	14
ENSMUSG00000036411	11	1	2	9
ENSMUSG00000027770	9	0	0	8
ENSMUSG00000009350	5	-1	0	0
ENSMUSG00000006204	7	1	2	1
ENSMUSG00000024406	12	1	2	4
ENSMUSG00000010517	9	-1	0	8
ENSMUSG00000025400	11	1	2	9
ENSMUSG00000086369	1	1	11	3
ENSMUSG00000034708	3	-1	0	6
ENSMUSG00000050944	1	1	11	3
ENSMUSG00000108218	5	-1	0	0
ENSMUSG00000038560	7	-1	14	13
ENSMUSG00000065585	2	1	3	2
ENSMUSG00000107573	2	1	11	10
ENSMUSG00000074502	11	1	10	9
ENSMUSG00000037451	2	1	11	10
ENSMUSG00000038733	9	-1	0	8
ENSMUSG00000006395	12	1	2	4
ENSMUSG00000093696	2	1	3	2
ENSMUSG00000026253	2	1	11	10
ENSMUSG00000030868	0	-1	0	11
ENSMUSG00000025436	11	1	2	9
ENSMUSG00000050761	11	1	2	9
ENSMUSG00000006423	9	-1	0	8
ENSMUSG00000074625	11	1	2	9
ENSMUSG00000026309	0	-1	0	11
ENSMUSG00000018844	2	1	11	10
ENSMUSG00000032413	9	-1	0	8
ENSMUSG00000023075	9	-1	0	8
ENSMUSG00000065546	1	1	11	3
ENSMUSG00000080594	2	1	11	10
ENSMUSG00000037605	6	-1	9	5
ENSMUSG00000020774	14	-1	0	0
ENSMUSG00000033065	8	-1	0	7
ENSMUSG00000026589	7	1	2	1
ENSMUSG00000015451	7	-1	8	13
ENSMUSG00000024663	7	-1	2	13
ENSMUSG00000102000	2	1	3	2
ENSMUSG00000045019	7	1	2	1
ENSMUSG00000060188	11	1	2	9
ENSMUSG00000038624	11	1	2	9
ENSMUSG00000042726	0	-1	0	11
ENSMUSG00000025766	7	1	2	1
ENSMUSG00000042670	5	-1	2	0
ENSMUSG00000091736	11	1	11	3
ENSMUSG00000042243	2	1	3	2
ENSMUSG00000042628	0	-1	0	11
ENSMUSG00000063889	12	1	2	4
ENSMUSG00000050368	11	1	2	9
ENSMUSG00000027905	7	1	2	1
ENSMUSG00000024180	14	-1	0	0
ENSMUSG00000030351	12	1	2	4
ENSMUSG00000091575	7	1	0	1
ENSMUSG00000003644	0	-1	0	11
ENSMUSG00000055610	1	1	11	3
ENSMUSG00000064451	5	-1	0	0
ENSMUSG00000034898	7	-1	2	13
ENSMUSG00000079109	7	1	2	1
ENSMUSG00000047534	7	1	2	1
ENSMUSG00000067341	7	1	0	1
ENSMUSG00000060579	11	1	2	9
ENSMUSG00000031441	3	-1	0	6
ENSMUSG00000028634	5	-1	0	0
ENSMUSG00000041346	12	1	2	4
ENSMUSG00000062510	12	1	2	4
ENSMUSG00000079478	12	1	2	4
ENSMUSG00000012777	12	1	2	4
ENSMUSG00000028445	10	1	9	5
ENSMUSG00000106847	6	-1	9	5
ENSMUSG00000002957	3	-1	0	6
ENSMUSG00000061296	1	1	11	3
ENSMUSG00000023827	7	-1	2	13
ENSMUSG00000065498	2	1	7	2
ENSMUSG00000026492	5	-1	2	0
ENSMUSG00000023067	5	-1	2	0
ENSMUSG00000032080	14	-1	8	12
ENSMUSG00000040435	0	-1	2	11
ENSMUSG00000029627	11	1	2	9
ENSMUSG00000045312	5	-1	0	0
ENSMUSG00000021361	5	-1	0	0
ENSMUSG00000103577	2	1	11	10
ENSMUSG00000100005	11	1	2	9
ENSMUSG00000046949	14	-1	0	0
ENSMUSG00000028578	12	1	2	4
ENSMUSG00000015461	0	-1	0	11
ENSMUSG00000023473	5	-1	9	5
ENSMUSG00000007617	6	-1	9	5
ENSMUSG00000075208	2	1	11	10
ENSMUSG00000090113	1	1	11	3
ENSMUSG00000076272	2	1	3	2
ENSMUSG00000032078	7	-1	2	13
ENSMUSG00000039542	8	-1	9	5
ENSMUSG00000038416	0	-1	0	11
ENSMUSG00000063430	10	-1	9	5
ENSMUSG00000030148	12	1	2	4
ENSMUSG00000068219	2	1	3	2
ENSMUSG00000046785	4	-1	0	0
ENSMUSG00000042045	5	-1	2	0
ENSMUSG00000029020	3	-1	0	6
ENSMUSG00000021102	5	-1	2	0
ENSMUSG00000060181	7	-1	2	13
ENSMUSG00000031592	9	-1	0	8
ENSMUSG00000027298	6	-1	9	5
ENSMUSG00000073131	4	-1	0	0
ENSMUSG00000030595	12	1	2	4
ENSMUSG00000049791	3	-1	0	6
ENSMUSG00000090236	7	1	2	1
ENSMUSG00000042737	7	-1	2	13
ENSMUSG00000029286	8	-1	0	7
ENSMUSG00000085492	12	1	10	4
ENSMUSG00000026131	8	-1	0	7
ENSMUSG00000036768	5	-1	2	0
ENSMUSG00000073424	7	1	2	1
ENSMUSG00000020393	5	-1	0	0
ENSMUSG00000021922	8	-1	8	7
ENSMUSG00000020681	5	-1	0	0
ENSMUSG00000030935	5	-1	0	0
ENSMUSG00000042743	6	1	9	5
ENSMUSG00000058881	0	-1	0	11
ENSMUSG00000054106	8	-1	4	7
ENSMUSG00000046768	7	1	2	1
ENSMUSG00000054708	12	1	2	4
ENSMUSG00000026873	11	1	2	9
ENSMUSG00000067028	12	1	2	4
ENSMUSG00000006673	9	0	0	8
ENSMUSG00000031461	8	-1	0	7
ENSMUSG00000024231	4	-1	0	0
ENSMUSG00000035528	1	1	11	3
ENSMUSG00000022404	14	-1	0	0
ENSMUSG00000038255	10	1	9	5
ENSMUSG00000014846	5	-1	2	0
ENSMUSG00000035212	0	-1	0	11
ENSMUSG00000021245	7	-1	2	13
ENSMUSG00000056509	2	1	11	10
ENSMUSG00000054889	8	-1	14	7
ENSMUSG00000058240	4	-1	9	5
ENSMUSG00000070462	7	1	2	1
ENSMUSG00000034116	13	1	0	14
ENSMUSG00000005469	3	-1	0	6
ENSMUSG00000078429	3	-1	0	6
ENSMUSG00000056692	3	-1	0	6
ENSMUSG00000028730	1	1	11	3
ENSMUSG00000021996	3	-1	0	6
ENSMUSG00000025203	8	-1	9	5
ENSMUSG00000077890	2	1	11	10
ENSMUSG00000028599	13	-1	0	14
ENSMUSG00000039616	12	1	2	4
ENSMUSG00000042766	10	1	9	5
ENSMUSG00000003527	7	1	2	1
ENSMUSG00000024253	12	1	2	4
ENSMUSG00000062737	2	1	3	2
ENSMUSG00000020122	8	-1	8	7
ENSMUSG00000111080	4	-1	9	5
ENSMUSG00000050241	11	1	10	9
ENSMUSG00000118362	1	1	11	3
ENSMUSG00000020926	6	-1	9	5
ENSMUSG00000025498	5	-1	0	0
ENSMUSG00000036800	4	1	9	5
ENSMUSG00000052534	3	-1	0	6
ENSMUSG00000071656	12	1	2	4
ENSMUSG00000031337	7	-1	2	13
ENSMUSG00000039013	1	1	11	3
ENSMUSG00000041794	10	-1	9	5
ENSMUSG00000026811	3	-1	0	6
ENSMUSG00000101609	8	-1	0	7
ENSMUSG00000118292	2	1	11	10
ENSMUSG00000026437	7	-1	2	13
ENSMUSG00000076144	2	1	3	2
ENSMUSG00000017802	9	0	0	8
ENSMUSG00000024402	12	1	2	4
ENSMUSG00000072772	5	-1	0	0
ENSMUSG00000020777	8	-1	0	7
ENSMUSG00000038902	0	-1	0	11
ENSMUSG00000020523	9	-1	0	8
ENSMUSG00000030067	3	-1	0	6
ENSMUSG00000028175	12	1	2	4
ENSMUSG00000086191	2	1	11	10
ENSMUSG00000040690	5	-1	0	0
ENSMUSG00000073678	9	-1	0	8
ENSMUSG00000020430	0	-1	0	11
ENSMUSG00000026275	6	-1	0	0
ENSMUSG00000031471	1	1	11	3
ENSMUSG00000026279	7	-1	2	13
ENSMUSG00000079091	2	1	3	2
ENSMUSG00000032311	7	1	2	1
ENSMUSG00000038510	12	1	2	4
ENSMUSG00000005299	3	-1	0	6
ENSMUSG00000068122	11	1	2	9
ENSMUSG00000041881	5	-1	0	0
ENSMUSG00000020895	11	1	2	9
ENSMUSG00000005681	8	-1	8	7
ENSMUSG00000032803	9	-1	0	8
ENSMUSG00000028795	12	1	2	4
ENSMUSG00000033510	10	1	2	1
ENSMUSG00000025880	5	-1	0	0
ENSMUSG00000002033	5	-1	0	0
ENSMUSG00000066586	2	1	3	2
ENSMUSG00000049760	14	-1	0	0
ENSMUSG00000009185	12	1	2	4
ENSMUSG00000046150	2	1	11	10
ENSMUSG00000028591	7	-1	2	13
ENSMUSG00000026683	5	1	2	1
ENSMUSG00000029765	6	-1	9	5
ENSMUSG00000051456	1	1	11	3
ENSMUSG00000021490	8	-1	0	7
ENSMUSG00000096956	7	1	2	1
ENSMUSG00000073434	7	1	2	1
ENSMUSG00000028484	3	-1	0	6
ENSMUSG00000014529	2	1	11	10
ENSMUSG00000068855	5	-1	1	0
ENSMUSG00000074928	7	1	14	1
ENSMUSG00000042179	8	-1	4	7
ENSMUSG00000092397	12	1	2	4
ENSMUSG00000073386	1	1	11	3
ENSMUSG00000025172	5	-1	0	0
ENSMUSG00000054498	1	1	11	3
ENSMUSG00000004056	3	-1	0	6
ENSMUSG00000050860	5	-1	0	0
ENSMUSG00000027901	13	-1	0	14
ENSMUSG00000064232	2	1	3	2
ENSMUSG00000097387	1	1	11	3
ENSMUSG00000035399	5	-1	2	0
ENSMUSG00000037949	5	-1	0	0
ENSMUSG00000097039	7	-1	10	13
ENSMUSG00000035929	13	-1	0	14
ENSMUSG00000052026	10	1	2	1
ENSMUSG00000077797	2	1	7	2
ENSMUSG00000023391	11	1	11	3
ENSMUSG00000063568	11	1	2	9
ENSMUSG00000045515	5	-1	9	5
ENSMUSG00000028081	8	-1	0	7
ENSMUSG00000021018	12	1	2	4
ENSMUSG00000078173	7	1	5	1
ENSMUSG00000025887	12	1	2	4
ENSMUSG00000052105	6	-1	9	5
ENSMUSG00000001120	5	-1	12	0
ENSMUSG00000029521	12	1	2	4
ENSMUSG00000026869	0	-1	0	11
ENSMUSG00000051735	7	1	0	1
ENSMUSG00000081649	2	1	11	10
ENSMUSG00000034040	10	1	9	5
ENSMUSG00000031256	9	-1	0	8
ENSMUSG00000067231	5	-1	0	0
ENSMUSG00000075425	2	1	11	10
ENSMUSG00000029423	1	1	2	1
ENSMUSG00000020102	14	-1	0	0
ENSMUSG00000029389	7	1	2	1
ENSMUSG00000026715	8	-1	8	7
ENSMUSG00000027272	9	0	0	8
ENSMUSG00000107948	5	1	2	1
ENSMUSG00000108995	2	1	3	2
ENSMUSG00000027597	8	-1	8	7
ENSMUSG00000072726	2	1	7	2
ENSMUSG00000006586	10	-1	2	13
ENSMUSG00000037362	10	1	9	5
ENSMUSG00000046490	11	1	14	9
ENSMUSG00000056888	7	1	2	1
ENSMUSG00000003824	7	1	2	1
ENSMUSG00000002068	12	1	2	4
ENSMUSG00000039016	4	-1	0	0
ENSMUSG00000029048	3	-1	0	6
ENSMUSG00000015671	3	-1	0	6
ENSMUSG00000093598	1	1	11	3
ENSMUSG00000093877	1	1	11	3
ENSMUSG00000051037	11	1	11	3
ENSMUSG00000093009	2	1	7	2
ENSMUSG00000074170	12	1	2	4
ENSMUSG00000000730	1	1	11	3
ENSMUSG00000030050	1	1	11	3
ENSMUSG00000042133	9	-1	0	8
ENSMUSG00000078639	1	1	11	3
ENSMUSG00000063506	11	1	2	9
ENSMUSG00000087466	2	1	11	10
ENSMUSG00000006469	12	1	2	4
ENSMUSG00000040613	7	-1	0	0
ENSMUSG00000066150	14	-1	0	0
ENSMUSG00000022354	3	-1	0	6
ENSMUSG00000056851	3	-1	0	6
ENSMUSG00000099384	2	1	11	10
ENSMUSG00000023052	1	1	11	3
ENSMUSG00000046598	14	-1	0	0
ENSMUSG00000062007	12	1	2	4
ENSMUSG00000055088	11	1	10	9
ENSMUSG00000099417	2	1	11	10
ENSMUSG00000086236	11	1	2	9
ENSMUSG00000029328	9	-1	0	8
ENSMUSG00000030168	3	-1	0	6
ENSMUSG00000033961	12	1	2	4
ENSMUSG00000015243	8	-1	0	7
ENSMUSG00000093884	1	1	11	3
ENSMUSG00000046314	10	-1	9	5
ENSMUSG00000030000	6	1	9	5
ENSMUSG00000003746	3	-1	0	6
ENSMUSG00000049530	2	1	3	2
ENSMUSG00000026827	3	-1	0	6
ENSMUSG00000054325	1	1	11	3
ENSMUSG00000022205	3	-1	0	6
ENSMUSG00000031351	7	1	14	1
ENSMUSG00000042328	12	1	2	4
ENSMUSG00000100210	5	-1	1	0
ENSMUSG00000031980	14	-1	8	12
ENSMUSG00000018595	1	1	11	3
ENSMUSG00000042353	1	1	11	3
ENSMUSG00000071629	1	1	11	3
ENSMUSG00000030827	2	1	11	10
ENSMUSG00000018537	12	1	2	4
ENSMUSG00000031104	11	1	2	9
ENSMUSG00000033350	6	-1	9	5
ENSMUSG00000047246	5	-1	1	0
ENSMUSG00000025223	0	-1	0	11
ENSMUSG00000046678	12	1	10	4
ENSMUSG00000082229	4	1	9	5
ENSMUSG00000011831	3	-1	0	6
ENSMUSG00000042812	7	-1	2	13
ENSMUSG00000031925	13	-1	0	14
ENSMUSG00000042747	5	-1	0	0
ENSMUSG00000059410	2	1	3	2
ENSMUSG00000020333	4	-1	9	5
ENSMUSG00000042032	8	-1	13	7
ENSMUSG00000021087	6	-1	9	5
ENSMUSG00000050281	2	1	3	2
ENSMUSG00000027457	6	1	9	5
ENSMUSG00000093942	5	-1	10	0
ENSMUSG00000095870	1	1	11	3
ENSMUSG00000085887	7	1	2	1
ENSMUSG00000029027	11	1	2	9
ENSMUSG00000068182	2	1	3	2
ENSMUSG00000091076	5	1	10	0
ENSMUSG00000032093	5	-1	0	0
ENSMUSG00000022800	9	-1	0	8
ENSMUSG00000070421	2	1	11	10
ENSMUSG00000038954	11	1	2	9
ENSMUSG00000033323	7	1	2	1
ENSMUSG00000070140	2	1	3	2
ENSMUSG00000028743	14	-1	0	0
ENSMUSG00000031669	11	1	2	9
ENSMUSG00000038805	7	1	2	1
ENSMUSG00000106918	5	-1	0	0
ENSMUSG00000047090	11	1	2	9
ENSMUSG00000064325	12	1	2	4
ENSMUSG00000079629	2	1	11	10
ENSMUSG00000002733	0	-1	0	11
ENSMUSG00000070704	14	1	8	12
ENSMUSG00000033478	0	-1	0	11
ENSMUSG00000047002	2	1	3	2
ENSMUSG00000070799	8	1	6	7
ENSMUSG00000091867	12	1	2	4
ENSMUSG00000061311	8	-1	0	7
ENSMUSG00000058239	0	-1	0	11
ENSMUSG00000071716	12	1	2	4
ENSMUSG00000078621	2	1	3	2
ENSMUSG00000025860	3	-1	0	6
ENSMUSG00000050966	7	1	2	1
ENSMUSG00000038541	5	-1	0	0
ENSMUSG00000042489	7	1	2	1
ENSMUSG00000061374	7	1	2	1
ENSMUSG00000031969	14	-1	0	0
ENSMUSG00000108128	2	1	3	2
ENSMUSG00000040152	8	-1	0	7
ENSMUSG00000041220	8	-1	0	7
ENSMUSG00000025161	7	-1	2	13
ENSMUSG00000020275	13	-1	0	14
ENSMUSG00000046450	2	1	11	10
ENSMUSG00000046207	11	1	2	9
ENSMUSG00000022889	7	-1	2	13
ENSMUSG00000074679	2	1	3	2
ENSMUSG00000098040	1	1	11	3
ENSMUSG00000037260	4	-1	0	0
ENSMUSG00000031696	3	-1	0	6
ENSMUSG00000035171	7	-1	2	13
ENSMUSG00000118671	8	-1	14	7
ENSMUSG00000026088	12	1	2	4
ENSMUSG00000038015	2	1	11	10
ENSMUSG00000095483	1	1	11	3
ENSMUSG00000050010	11	1	2	9
ENSMUSG00000022517	3	-1	0	6
ENSMUSG00000085580	2	1	11	10
ENSMUSG00000049699	2	1	11	10
ENSMUSG00000030871	12	1	2	4
ENSMUSG00000010136	1	1	11	3
ENSMUSG00000074284	1	1	11	3
ENSMUSG00000023832	5	-1	0	0
ENSMUSG00000032182	7	1	2	1
ENSMUSG00000003848	12	1	2	4
ENSMUSG00000074220	11	1	2	9
ENSMUSG00000005615	3	-1	0	6
ENSMUSG00000002459	10	1	2	1
ENSMUSG00000024479	5	-1	0	0
ENSMUSG00000020893	3	-1	0	6
ENSMUSG00000017412	4	-1	9	5
ENSMUSG00000062524	11	1	2	9
ENSMUSG00000019857	5	-1	2	0
ENSMUSG00000041000	10	-1	9	5
ENSMUSG00000033943	9	-1	0	8
ENSMUSG00000030750	7	-1	2	13
ENSMUSG00000061022	2	1	3	2
ENSMUSG00000087675	2	1	11	10
ENSMUSG00000039787	11	1	2	9
ENSMUSG00000078689	2	1	3	2
ENSMUSG00000026180	7	1	2	1
ENSMUSG00000025793	0	-1	0	11
ENSMUSG00000024734	11	1	2	9
ENSMUSG00000014771	12	1	2	4
ENSMUSG00000020622	2	1	11	10
ENSMUSG00000054021	7	1	10	1
ENSMUSG00000065642	2	1	11	10
ENSMUSG00000079638	1	1	11	3
ENSMUSG00000033931	7	1	2	1
ENSMUSG00000042595	5	-1	0	0
ENSMUSG00000034930	7	-1	2	13
ENSMUSG00000058145	11	1	11	3
ENSMUSG00000075370	1	1	11	3
ENSMUSG00000024206	12	1	2	4
ENSMUSG00000039187	12	1	2	4
ENSMUSG00000045106	11	1	2	9
ENSMUSG00000042804	10	-1	2	13
ENSMUSG00000047307	1	1	2	1
ENSMUSG00000022216	3	-1	0	6
ENSMUSG00000030781	14	1	0	0
ENSMUSG00000034194	12	1	2	4
ENSMUSG00000039662	3	-1	0	6
ENSMUSG00000022999	7	1	2	1
ENSMUSG00000050921	13	-1	0	14
ENSMUSG00000038393	8	-1	0	7
ENSMUSG00000065568	2	1	3	2
ENSMUSG00000060407	14	1	8	12
ENSMUSG00000027456	5	-1	0	0
ENSMUSG00000045440	2	1	11	10
ENSMUSG00000042289	14	1	8	12
ENSMUSG00000088689	1	1	11	3
ENSMUSG00000050957	1	1	11	3
ENSMUSG00000027300	12	1	2	4
ENSMUSG00000075420	12	1	2	4
ENSMUSG00000053475	11	1	2	9
ENSMUSG00000074794	3	-1	0	6
ENSMUSG00000022468	5	-1	0	0
ENSMUSG00000029503	11	1	2	9
ENSMUSG00000038174	4	-1	9	5
ENSMUSG00000049093	1	1	2	1
ENSMUSG00000086954	2	1	3	2
ENSMUSG00000058325	3	-1	0	6
ENSMUSG00000020728	12	1	2	4
ENSMUSG00000040112	7	-1	2	13
ENSMUSG00000022865	3	-1	0	6
ENSMUSG00000051124	7	-1	0	0
ENSMUSG00000118541	2	1	7	2
ENSMUSG00000023033	6	1	9	5
ENSMUSG00000112280	10	1	2	1
ENSMUSG00000021685	1	1	11	3
ENSMUSG00000040528	11	1	2	9
ENSMUSG00000027245	7	-1	2	13
ENSMUSG00000073795	2	1	11	10
ENSMUSG00000087143	12	1	10	4
ENSMUSG00000029917	11	1	2	9
ENSMUSG00000026798	12	1	2	4
ENSMUSG00000067750	11	1	2	9
ENSMUSG00000001270	8	-1	9	5
ENSMUSG00000031884	1	1	11	3
ENSMUSG00000022771	9	0	0	8
ENSMUSG00000086930	2	1	3	2
ENSMUSG00000085723	1	1	11	3
ENSMUSG00000014956	8	-1	0	7
ENSMUSG00000029120	6	-1	9	5
ENSMUSG00000086923	2	1	3	2
ENSMUSG00000056214	7	1	2	1
ENSMUSG00000068245	12	1	2	4
ENSMUSG00000026634	5	-1	0	0
ENSMUSG00000034377	8	-1	9	5
ENSMUSG00000073889	5	-1	0	0
ENSMUSG00000036352	0	-1	0	11
