gene_id	flt_cluster	gc_cluster	procrustes_latent_shift	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction	gene_label
ENSMUSG00000030098	14	8	3.118016051352244	Grip2	6.0	0.152526407625726	0.108009350672956	1.41215928690808	0.157903065237072	5.0	1.0	5.07759727092708	1.52822815175556	0.406483763894722	0.411596267708243	True	False	mixed	Grip2
ENSMUSG00000078908	2	4	1.2971832703673838	Mon1b	6.0	0.0431349639950973	0.0437533429417183	0.985866704003745	0.324198527659109	2.0	4.0	37.8624009591078	86.7942870147086	4.02116158595614e-07	0.603786327577774	True	False	mixed	Mon1b
ENSMUSG00000025056	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000025056
ENSMUSG00000090129	4	1	1.1671608016440351	Olfr287	3.0	0.108350471725729	0.192820676877564	0.561923510902977	0.574168134293777	2.0	1.0	1.10128839320603	0.0	0.576578260960814	0.795104291326812	True	False	mixed	Olfr287
ENSMUSG00000026407	15	1	7.403487994717087	Cacna1s	2.0	0.322719512814924	0.481192792477627	0.670665724549331	0.502433502576923	1.0	1.0	38.5327692228414	97.4048062982008	5.384202671381901e-10	0.744508821862129	True	False	mixed	Cacna1s
ENSMUSG00000034239	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000034239
ENSMUSG00000020818	2	4	1.4530711192745636	Mfsd11	6.0	-0.0186896643017523	0.0447561791742992	-0.417588468152452	0.676248029580032	2.0	4.0	1.02290563516563	0.0	0.960697197712957	0.855240933698235	True	False	mixed	Mfsd11
ENSMUSG00000060038	2	8	3.2257261983653565	Dhps	6.0	0.0129664446787864	0.0534393584077535	0.242638479673533	0.808285469340895	4.0	2.0	5.85383810004994	14.5859534455293	0.3207019482147	0.920720413744657	True	False	mixed	Dhps
ENSMUSG00000020029	11	9	0.917010805533245	Nudt4	6.0	0.140004771068831	0.040895381882893	3.4234860911617	0.0006182341552594	5.0	1.0	12.3557965666507	59.533163458717	0.030224742323666	0.0108961230769014	True	False	mixed	Nudt4
ENSMUSG00000085958	7	2	1.2122790685135634	A930019D19Rik	6.0	-0.113798221765447	0.121607344765284	-0.935784117193664	0.349384350688593	1.0	5.0	1.37700931449279	0.0	0.926811589937677	0.625329511169685	True	False	mixed	A930019D19Rik
ENSMUSG00000024292	11	12	0.6765639936152793	Cyp4f14	6.0	-0.0274830705954998	0.0631803778419132	-0.434993767594531	0.663566951272072	2.0	4.0	28.5224156736123	82.4699280130547	2.8765253372643e-05	0.849339991022532	True	False	mixed	Cyp4f14
ENSMUSG00000111356	3	1	0.8947133880648934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000111356
ENSMUSG00000016831	1	5	1.162618669370111	Tox4	6.0	0.0153939766706731	0.0297340355853324	0.51772241364596	0.604651957714933	4.0	2.0	3.65119926104236	0.0	0.600642711205434	0.814014813767317	True	False	mixed	Tox4
ENSMUSG00000024791	3	1	1.2486275385083558	Cdca5	3.0	0.045487335926737	0.175492628545977	0.259197986283623	0.79548248474038	2.0	1.0	0.422188751711891	0.0	0.809697647366727	0.915762591321167	True	False	mixed	Cdca5
ENSMUSG00000028398	1	4	1.4526219272181518	Dmac1	6.0	-0.0910782644860806	0.0560678762250753	-1.62442865002523	0.104284356629883	2.0	4.0	14.1462877377951	64.6550381790882	0.014706398812598	0.326995026431085	True	False	mixed	Dmac1
ENSMUSG00000113338	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000113338
ENSMUSG00000022586	3	1	0.5734202538272093	Ly6i	1.0	-0.0113910488053017	0.29550735830328	-0.0385474286349617	0.969251216979943	0.0	1.0	3.44606855235021e-35	NA	NA	0.990020015835678	False	False	all_down	Ly6i
ENSMUSG00000091034	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000091034
ENSMUSG00000056204	5	11	1.2837197249563663	Pgpep1	6.0	-0.0949812511601054	0.06482633766053	-1.4651645394112	0.142876031763341	3.0	3.0	10.6401490920193	53.008177265577	0.059000481599996	0.387591771747848	True	False	mixed	Pgpep1
ENSMUSG00000065472	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000065472
ENSMUSG00000056197	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000056197
ENSMUSG00000031986	2	4	2.7270192415493506	Sprtn	6.0	-0.0237560996255597	0.0338372315044775	-0.702069837552051	0.482635611518733	2.0	4.0	3.56385256168792	0.0	0.613748714283776	0.730429694040621	True	False	mixed	Sprtn
ENSMUSG00000086259	3	1	0.8148508741068202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000086259
ENSMUSG00000000244	9	2	2.8719062728233475	Tspan32	6.0	-0.372469853722131	0.0970856980896978	-3.83650590201251	0.0001247971982543	1.0	5.0	13.1217243527439	61.8952519837497	0.0222643933003227	0.0033809640960411	True	False	mixed	Tspan32
ENSMUSG00000027519	1	5	1.2772211034040908	Rab22a	6.0	-0.0075316056032032	0.0335949208249737	-0.224188818376511	0.82261038369598	3.0	3.0	6.27143160624727	20.2733871000161	0.28069618279589	0.926835980805268	True	False	mixed	Rab22a
ENSMUSG00000061086	4	7	0.70417727573699	Myl4	6.0	-0.0723633587409531	0.112123483224259	-0.645389856433717	0.518674575166138	2.0	4.0	4.44526719956886	0.0	0.487239727781651	0.756414002254776	True	False	mixed	Myl4
ENSMUSG00000056290	9	13	1.3160495331471789	Ms4a4b	6.0	-0.30609337987771	0.087973691210506	-3.479374068155	0.0005025865184579	2.0	4.0	18.7541776587594	73.339273568923	0.0021356347659092	0.0093967710116602	True	False	mixed	Ms4a4b
ENSMUSG00000068206	8	4	1.012657083982522	Pick1	6.0	0.150219164900764	0.0478798170635523	3.13742144631368	0.0017044093908626	6.0	0.0	1.50833932961171	0.0	0.912105456353234	0.0220582600704392	True	False	all_up	Pick1
ENSMUSG00000077815	0	0	0.494026454157714	Mir290a	1.0	0.167978226382164	0.530622438527692	0.316568268104625	0.751571216661249	1.0	0.0	2.73608291807225e-33	NA	NA	0.894413216694385	False	False	all_up	Mir290a
ENSMUSG00000021208	6	6	3.297519638730205	Ifi27l2b	6.0	0.290582490960048	0.103669424769601	2.80297196213686	0.0050634071013502	5.0	1.0	15.0522178834017	66.7823038522877	0.0101415337057196	0.0477688232341545	True	False	mixed	Ifi27l2b
ENSMUSG00000088054	3	1	0.6634090528469658	Mir1968	1.0	-0.161069182977941	0.37869287556175	-0.425329319277559	0.670596623145569	0.0	1.0	0.0	NA	NA	0.852537784235197	False	False	all_down	Mir1968
ENSMUSG00000024998	1	5	1.3082090427273656	Plce1	6.0	0.0772449667476393	0.0530141680004044	1.45706269967398	0.145099073501678	5.0	1.0	2.70196723032466	0.0	0.745817541899686	0.391316574688139	True	False	mixed	Plce1
ENSMUSG00000047248	1	4	1.4420057988208257	C2cd3	6.0	0.0107783206690582	0.0435982526958534	0.247219097156233	0.804738666532121	2.0	4.0	16.0815988847488	68.9085641556336	0.0066149260064648	0.919111082736001	True	False	mixed	C2cd3
ENSMUSG00000027981	2	4	1.8320092659305176	Rnpc3	6.0	0.008421358419038	0.0627473706311166	0.134210538773746	0.893236092572789	2.0	4.0	8.2912794198729	39.6956760615765	0.140896465315385	0.957682023001855	True	False	mixed	Rnpc3
ENSMUSG00000039683	4	10	1.161569168005443	Sdk1	6.0	-0.199542872832251	0.109296037719483	-1.82571003483578	0.0678939508343438	3.0	3.0	3.14499846334015	0.0	0.677642668012445	0.254582738364996	True	False	mixed	Sdk1
ENSMUSG00000047117	3	1	0.5351653038880841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000047117
ENSMUSG00000030278	9	8	2.902824463596641	Cidec	6.0	0.834594080184966	0.140211975277308	5.95237374364299	2.6428099856503502e-09	4.0	2.0	110.101317367204	95.4587282699586	3.90022018863983e-22	7.15981271945773e-07	True	False	mixed	Cidec
ENSMUSG00000037419	2	8	2.640529956359729	Endod1	6.0	-0.17179374788063	0.0604105402830985	-2.84377108821676	0.00445830655841	0.0	6.0	6.37474545110105	21.5654956209052	0.271442681494015	0.0441082003085551	True	False	all_down	Endod1
ENSMUSG00000099616	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000099616
ENSMUSG00000022208	3	1	0.5371369416311212	Jph4	3.0	0.0694380701957761	0.249910329921186	0.277851940804827	0.78112601737186	1.0	2.0	1.13913675794802	0.0	0.565769584054955	0.909458206510183	True	False	mixed	Jph4
ENSMUSG00000055197	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000055197
ENSMUSG00000059632	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000059632
ENSMUSG00000064823	3	1	1.2568070743254496	Snord82	1.0	-0.541694546315115	0.457650978378024	-1.18364118489368	0.236555130032233	0.0	1.0	0.0	NA	NA	0.513109891585192	False	False	all_down	Snord82
ENSMUSG00000095629	3	1	0.9946555714667292	Vmn1r89	2.0	-0.0051177419828279	0.385591873840704	-0.0132724321491853	0.989410442209699	1.0	1.0	1.27132538084507	21.3419306287045	0.259518186558903	0.997129898060507	True	False	mixed	Vmn1r89
ENSMUSG00000034829	3	1	0.8973092079159987	Nxnl1	1.0	-0.104935487939024	0.450828280352361	-0.232761546939796	0.815946573930298	0.0	1.0	9.47585011885504e-34	NA	NA	0.923605380261361	False	False	all_down	Nxnl1
ENSMUSG00000029380	2	8	2.6093987223462944	Cxcl1	6.0	-0.433424847459656	0.118093118972218	-3.67019561539078	0.0002423649220888	2.0	4.0	61.945826124263	91.92843115859	4.8120439375120386e-12	0.0056190400784334	True	False	mixed	Cxcl1
ENSMUSG00000073001	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000073001
ENSMUSG00000031073	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000031073
ENSMUSG00000028047	15	7	2.1326405704237223	Thbs3	5.0	-0.0574220482293518	0.135107315715601	-0.425010651164326	0.670828910232314	2.0	3.0	9.10172765155779	56.0522995948425	0.0586064649065213	0.85256637496687	True	False	mixed	Thbs3
ENSMUSG00000039196	11	12	1.780693145439281	Orm1	6.0	-0.257875943764709	0.0723348458977848	-3.56503066487636	0.000363813649807	2.0	4.0	30.121853487521	83.4007558596239	1.39560121762907e-05	0.0074763475064647	True	False	mixed	Orm1
ENSMUSG00000032673	2	4	2.410898883393211	Prorsd1	6.0	-0.0344495701984253	0.0623451077672453	-0.552562525467704	0.580563008765978	3.0	3.0	6.12922732434834	18.4236489298168	0.293846895530791	0.798532044973005	True	False	mixed	Prorsd1
ENSMUSG00000096584	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000096584
ENSMUSG00000022773	7	2	0.9166379005383576	Ypel1	6.0	-0.0412705216638761	0.0763930391349276	-0.540239295768595	0.589032016117521	2.0	4.0	2.50658516254544	0.0	0.775503007623031	0.803878756005731	True	False	mixed	Ypel1
ENSMUSG00000078597	9	8	4.083067448468679	Cyp4a12b	2.0	0.0985969137765125	0.130062549286879	0.758073052674351	0.448407250750199	1.0	1.0	15.3983918957582	93.5058153684511	8.70623536590252e-05	0.70654923238944	True	False	mixed	Cyp4a12b
ENSMUSG00000021494	8	3	0.9307196228958232	Ddx41	6.0	0.0399851130114516	0.0457420458572966	0.874143520737896	0.382040099241972	4.0	2.0	2.84364870885755	0.0	0.724075330409263	0.651974993509528	True	False	mixed	Ddx41
ENSMUSG00000050248	6	2	2.188653196872038	Evc2	6.0	0.0830574422800803	0.0844583903377639	0.983412565026624	0.325404428667516	4.0	2.0	1.958318909463	0.0	0.854881841237588	0.604785929917734	True	False	mixed	Evc2
ENSMUSG00000003752	12	6	1.9002531894222805	Itpkc	6.0	0.0166462439102695	0.0491250570291245	0.338854444492565	0.734719384203777	3.0	3.0	6.38236812254188	21.6591725202985	0.270769869571326	0.887434010326173	True	False	mixed	Itpkc
ENSMUSG00000037353	8	3	1.007787432335351	Letmd1	6.0	0.016090757259577	0.0405389680029699	0.396920741998124	0.691425908068238	1.0	5.0	23.7267260455217	78.9267175319212	0.0002449982694939	0.863632156040004	True	False	mixed	Letmd1
ENSMUSG00000022096	13	7	3.509216427699898	Hr	6.0	0.43853655025657	0.140702999183865	3.11675339403042	0.0018285446089827	4.0	2.0	14.8517617458247	66.3339603370242	0.0110148761965231	0.0231667908176258	True	False	mixed	Hr
ENSMUSG00000091311	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000091311
ENSMUSG00000096436	4	10	1.357804433014483	Olfr1437	5.0	-0.029896597314972	0.151486065411223	-0.197355428262098	0.84354940669177	2.0	3.0	1.44504080113956	0.0	0.836330145346689	0.936752765140976	True	False	mixed	Olfr1437
ENSMUSG00000021661	2	8	1.3208247774141209	Ankra2	6.0	-0.0319565115440575	0.0383602523453808	-0.833063121074738	0.404809131168963	3.0	3.0	5.4724854566893	8.63383668040187	0.360972384460205	0.670873662565	True	False	mixed	Ankra2
ENSMUSG00000039620	9	6	1.6837616880980628	Trmt9b	6.0	0.132522943235777	0.0797414682531002	1.66190748852464	0.0965313249725386	4.0	2.0	24.7295176373788	79.7812473606745	0.0001571265398861	0.31284280583084	True	False	mixed	Trmt9b
ENSMUSG00000033765	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000033765
ENSMUSG00000032584	13	7	1.5240030185166793	Mst1r	4.0	0.0131306838852889	0.156986376312035	0.0836421872633684	0.933340923851771	2.0	2.0	4.44328019924253	32.4823133928978	0.217405706096557	0.974841400578971	True	False	mixed	Mst1r
ENSMUSG00000072884	6	7	1.4226721246698804	Gm10433	6.0	0.21234142625643	0.0611429202773369	3.47287020792065	0.0005149243069076	3.0	3.0	35.5549577109834	85.9372635438252	1.16576997278997e-06	0.009554902521443	True	False	mixed	Gm10433
ENSMUSG00000066896	3	1	0.4996975243849196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000066896
ENSMUSG00000094606	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000094606
ENSMUSG00000032783	3	1	0.7912298492779897	Troap	2.0	-0.205339623741342	0.32389159172851	-0.633976395143535	0.526096227089567	1.0	1.0	0.56114021026575	0.0	0.453801199029774	0.761531117613524	True	False	mixed	Troap
ENSMUSG00000029093	15	1	1.3756929731404406	Sorcs2	4.0	-0.0036792104535363	0.190270930349527	-0.019336692403709	0.984572513089366	1.0	3.0	5.45798849892185	45.0346954634916	0.141173074846452	0.996005330983459	True	False	mixed	Sorcs2
ENSMUSG00000030254	9	2	2.0039932640329767	Rad18	6.0	0.0181898712757322	0.0616523350058291	0.295039454288509	0.767963740313382	3.0	3.0	8.51775057957389	41.2990559738821	0.129915774050094	0.903576556556125	True	False	mixed	Rad18
ENSMUSG00000077991	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000077991
ENSMUSG00000021090	3	1	0.6690420472768434	Lrrc9	2.0	-0.271538978183713	0.22519275495151	-1.20580690192357	0.227891953650001	1.0	1.0	9.92015977522848	89.9195171987341	0.0016347818973912	0.50269829102738	True	False	mixed	Lrrc9
ENSMUSG00000094687	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000094687
ENSMUSG00000055013	8	4	1.982831286410484	Agap1	6.0	0.048411727178654	0.0423990102066459	1.14181267304834	0.253531893445696	4.0	2.0	5.15724542984823	3.04901971386027	0.396992900371342	0.530126044083052	True	False	mixed	Agap1
ENSMUSG00000038204	15	1	2.368186534788752	Asb10	1.0	1.4925194344067	0.565213740677763	2.64062836232002	0.0082752438053275	1.0	0.0	0.0	NA	NA	0.0661002889708102	False	False	all_up	Asb10
ENSMUSG00000020629	10	9	1.1503111947392186	Adi1	6.0	0.0700452922627191	0.0498716903145642	1.40451009021171	0.160167009141027	4.0	2.0	4.34578397354508	0.0	0.500778187094621	0.41470448129777	True	False	mixed	Adi1
ENSMUSG00000030881	2	6	1.535164973466871	Arfip2	6.0	-0.0524109355613286	0.0536839540180269	-0.976286797796771	0.328922360486845	3.0	3.0	7.14710567463178	30.041610861482	0.209927757421554	0.60790639665054	True	False	mixed	Arfip2
ENSMUSG00000030662	1	9	1.6520941875639232	Ipo5	6.0	-0.0758652159876083	0.0418557845115944	-1.81253838323334	0.0699030487244521	3.0	3.0	9.44722862788035	47.0744257713404	0.0925012848798478	0.259601109667802	True	False	mixed	Ipo5
ENSMUSG00000020570	1	5	1.7159221002955898	Sypl	6.0	-0.0088788908284383	0.044778821505279	-0.198283262711404	0.842823446132051	3.0	3.0	8.44837537949936	40.8170236832411	0.133194881565709	0.936438014694609	True	False	mixed	Sypl
ENSMUSG00000024401	3	1	0.8351873876416561	Tnf	4.0	-0.409021299743992	0.165842870901844	-2.46631825365636	0.0136509985071357	0.0	4.0	2.62978764741353	0.0	0.452291302677881	0.0924185675691343	True	False	all_down	Tnf
ENSMUSG00000108885	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000108885
ENSMUSG00000029015	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000029015
ENSMUSG00000045179	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000045179
ENSMUSG00000063779	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000063779
ENSMUSG00000070531	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000070531
ENSMUSG00000074183	9	2	2.713517458459849	Gsta1	6.0	-0.0095336998562869	0.203443307306555	-0.046861703058736	0.962623451073505	3.0	3.0	37.7721437846511	86.7627317408662	4.19252597391121e-07	0.986739990850247	True	False	mixed	Gsta1
ENSMUSG00000042849	3	1	1.014222643093242	Olfr1414	3.0	-0.0891945404279857	0.179332361470944	-0.497370021207451	0.618928142115596	2.0	1.0	0.350272753003741	0.0	0.839342546363231	0.823422309863181	True	False	mixed	Olfr1414
ENSMUSG00000069939	9	7	2.6855791972190537	Gm12070	4.0	0.84228930626373	0.189361193204941	4.44805660551653	8.66506975199526e-06	4.0	0.0	10.0223413391343	70.0668746105673	0.018377177414854	0.0004823654411598	True	False	all_up	Gm12070
ENSMUSG00000025873	5	11	1.4562616196095972	Faf2	6.0	0.0575172157499087	0.0461781239236001	1.24555115848943	0.2129292227863	3.0	3.0	6.85065137054727	27.0142395291593	0.231986621526458	0.48666542693916	True	False	mixed	Faf2
ENSMUSG00000034456	11	12	1.0393512876043571	Uroc1	6.0	0.0663015326659359	0.0608243494959685	1.09004918614593	0.275691478072172	3.0	3.0	7.90127460215698	36.719070634059	0.161761165614383	0.554051222344045	True	False	mixed	Uroc1
ENSMUSG00000070817	7	2	1.3886568818215117	Vmn1r85	6.0	-0.0402695917921388	0.115339960334341	-0.349138249011077	0.726985522589242	4.0	2.0	8.71749846373653	42.6440965742725	0.120876759753725	0.883591271847475	True	False	mixed	Vmn1r85
ENSMUSG00000024294	10	9	0.8261188940564538	Mib1	6.0	-0.0263954530846568	0.045289647466172	-0.582814275698927	0.560018333711395	2.0	4.0	7.68903605969594	34.9723429415453	0.174226695170018	0.785775043571383	True	False	mixed	Mib1
ENSMUSG00000066463	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000066463
ENSMUSG00000035376	1	5	1.8626183731431247	Hacd2	6.0	0.0213090380618672	0.052201351182231	0.408208553596226	0.683120568952923	3.0	3.0	9.59174121459364	47.8718213081833	0.0876648779987016	0.858696122215302	True	False	mixed	Hacd2
ENSMUSG00000044252	10	9	1.1911721311583316	Osbpl1a	6.0	0.0308204926631685	0.044817752838732	0.68768491749397	0.491651219931817	3.0	3.0	13.89256577282	64.0095279607586	0.0163064483723819	0.736539401812664	True	False	mixed	Osbpl1a
ENSMUSG00000055917	2	4	0.9055197537520454	Zfp277	6.0	-0.0175323259250112	0.046031758970354	-0.380874559590534	0.703296330726854	2.0	4.0	4.7157857231361	0.0	0.45154082039904	0.870131959212156	True	False	mixed	Zfp277
ENSMUSG00000071815	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000071815
ENSMUSG00000068882	1	9	1.9952232179815064	Ssb	6.0	0.148830975815002	0.0473863084422232	3.14080122946205	0.0016848634097663	5.0	1.0	8.53474732035209	41.415957469802	0.129123563755598	0.0218575057667617	True	False	mixed	Ssb
ENSMUSG00000022685	1	4	0.7459578017112036	Parn	6.0	0.0675161225376548	0.0369784274995248	1.82582459836948	0.0678766868060047	5.0	1.0	11.1151898762103	55.0165129369364	0.0491433396452006	0.25457672912589	True	False	mixed	Parn
ENSMUSG00000036292	1	5	2.359315136195318	Gramd1c	6.0	0.0474105519347542	0.0515154963791173	0.920316317751194	0.35740748429073	4.0	2.0	13.5587367633264	63.1234082696849	0.0186691928692797	0.631706980460397	True	False	mixed	Gramd1c
ENSMUSG00000041202	4	10	1.1485925687038685	Pla2g2d	4.0	-0.165484230422605	0.192144138383834	-0.861250474849398	0.389100105821544	0.0	4.0	0.84762712035779	0.0	0.838044557796317	0.658344972364803	True	False	all_down	Pla2g2d
ENSMUSG00000116360	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000116360
ENSMUSG00000024528	2	4	1.4636560000883496	Srfbp1	6.0	0.0711997796129926	0.0414717176648885	1.71682736143994	0.0860107200623207	4.0	2.0	12.0644669704692	58.5559808631517	0.033915032308789	0.292980774227373	True	False	mixed	Srfbp1
ENSMUSG00000029861	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000029861
ENSMUSG00000077221	3	1	0.6870110250620023	Snord67	1.0	0.324080456071293	0.513795140032929	0.630758118985951	0.528198691269625	1.0	0.0	0.0	NA	NA	0.763453006484971	False	False	all_up	Snord67
ENSMUSG00000070469	13	7	3.4225762507351183	Adamtsl3	4.0	-0.0828698295249912	0.134436534395945	-0.616423429072646	0.53761509415047	2.0	2.0	17.7488912017346	83.097535694473	0.0004955366956293	0.76979313243459	True	False	mixed	Adamtsl3
ENSMUSG00000115791	4	10	1.5576617800288055	Vmn1r217	5.0	-0.341439585312362	0.254057609942998	-1.34394551451921	0.178966006495861	1.0	4.0	2.50895115111412	0.0	0.643033671169612	0.440906215107251	True	False	mixed	Vmn1r217
ENSMUSG00000097665	3	1	0.8161239444624682	Gm16853	2.0	-0.305215962593268	0.283431746664135	-1.07685877176965	0.281543364220012	0.0	2.0	0.0621241818275101	0.0	0.803169547421003	0.560893128382895	True	False	all_down	Gm16853
ENSMUSG00000046650	4	10	0.8642551897605312	Olfr1440	5.0	0.0564925187363454	0.14536818848867	0.38861678970945	0.697559644807858	2.0	3.0	4.16141670261825	3.87888822853739	0.384601018903969	0.866883182442793	True	False	mixed	Olfr1440
ENSMUSG00000046667	2	4	1.1153600553764222	Rbm12b1	6.0	0.0800181449532257	0.0667236455040828	1.1992471986311	0.230431839568176	5.0	1.0	5.76591790351092	13.2835381343975	0.329666549238338	0.505761484226398	True	False	mixed	Rbm12b1
ENSMUSG00000106902	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000106902
ENSMUSG00000037169	7	7	2.351565230900192	Mycn	5.0	0.038047621462393	0.149598877698651	0.254330928464821	0.799239907712529	3.0	2.0	30.624035837173	86.9383642924536	3.65243756651634e-06	0.916770568984218	True	False	mixed	Mycn
ENSMUSG00000049565	3	1	1.211406300516654	Aknad1	4.0	-0.0217091517119564	0.18638453144834	-0.116475071956138	0.907276041311356	2.0	2.0	3.35514890263448	10.5851904920112	0.340040406641193	0.964537086430091	True	False	mixed	Aknad1
