term	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label	matched_keyword	rationale
R-MMU-211897_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.0248879806569543	0.3962416625593118	0.0248879806569543	0.0529336385425943	0.029294716643604463	0.03824113312427363	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-446728_CELL_JUNCTION_ORGANIZATION	0.0413547803345069	0.4057036226193334	0.0413547803345069	0.048346394593744374	0.011022971815966584	0.03824113312427363	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-3000178_ECM_PROTEOGLYCANS	0.0030209862884154	0.4057036226193334	0.0030209862884154	0.008153041629192868	0.00015482553525349957	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	0.0046254218547183	0.4089059679038047	0.0046254218547183	0.009884214143836584	0.0009980543507052825	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.0554760527008803	0.4122317222759541	0.0554760527008803	0.1268990872669413	0.07899519894202552	0.03824113312427363	prior_literature_match	prior literature match	antigen	matches expected tissue/spaceflight biology: antigen
R-MMU-194138_SIGNALING_BY_VEGF	0.026004022415493	0.4316692742733723	0.026004022415493	0.09570270901789822	0.025500428740120453	0.03824113312427363	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.0558903789531689	0.4394737016283102	0.0558903789531689	0.10243539501449135	0.02869454259681461	0.03824113312427363	likely_artifact	likely artifact/junk	synapse	context-incongruent Reactome term: synapse
R-MMU-212165_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.0116828663792693	0.4394737016283102	0.0116828663792693	0.027573382542371006	0.01061883520903774	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.0529769988160211	0.440881970341107	0.0529769988160211	0.11334567554820117	0.002826896699273463	0.03824113312427363	prior_literature_match	prior literature match	integrin	matches expected tissue/spaceflight biology: integrin
R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	-0.106693898541021	0.4541468978725871	0.106693898541021	0.1683769249248892	0.140801790722869	0.03824113312427363	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
