term	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label	matched_keyword	rationale
R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.8377131762412697	3.617106488366466e-08	0.8377131762412697	0.9291800423580702	0.9291800423580702	0.0452117281136842	plausible_complementary	plausible/complementary	golgi	plausible complementary mechanism: golgi
R-MMU-195258_RHO_GTPASE_EFFECTORS	0.232589498071693	7.466927831771272e-08	0.232589498071693	0.23858325871840344	0.23858325871840344	0.0452117281136842	plausible_complementary	plausible/complementary	rho	plausible complementary mechanism: rho
R-MMU-9012999_RHO_GTPASE_CYCLE	-0.5689157490132275	1.6454048867042926e-07	0.5689157490132275	0.6476626820628072	0.6476626820628072	0.0452117281136842	plausible_complementary	plausible/complementary	rho	plausible complementary mechanism: rho
R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	-0.017703803344074	4.794698126965459e-07	0.017703803344074	0.023274338089006964	0.023274338089006964	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-109581_APOPTOSIS	-0.3722313388888887	5.537573301329153e-07	0.3722313388888887	0.38208399662807013	0.38208399662807013	0.0452117281136842	prior_literature_match	prior literature match	apoptosis	matches expected tissue/spaceflight biology: apoptosis
R-MMU-69620_CELL_CYCLE_CHECKPOINTS	0.1135597494473544	9.762863151987424e-07	0.1135597494473544	0.12240321088147361	0.12240321088147361	0.0452117281136842	prior_literature_match	prior literature match	cell cycle	matches expected tissue/spaceflight biology: cell cycle
R-MMU-8939211_ESR_MEDIATED_SIGNALING	-0.3535759963030422	1.2938230546298177e-06	0.3535759963030422	0.41075057712739477	0.41075057712739477	0.0452117281136842	plausible_complementary	plausible/complementary	esr mediated	plausible complementary mechanism: esr mediated
R-MMU-453274_MITOTIC_G2_G2_M_PHASES	0.0867243953171957	1.8691076024471136e-06	0.0867243953171957	0.09420380644824558	0.09420380644824558	0.0452117281136842	prior_literature_match	prior literature match	mitotic	matches expected tissue/spaceflight biology: mitotic
R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.3561367342097883	2.115738036772864e-06	0.3561367342097883	0.3581995713786842	0.3581995713786842	0.0452117281136842	likely_artifact	likely artifact/junk	postsynaptic	context-incongruent Reactome term: postsynaptic
R-MMU-8957322_METABOLISM_OF_STEROIDS	0.5100533674272487	3.0644884554426846e-06	0.5100533674272487	0.5799021726164035	0.5799021726164035	0.0452117281136842	plausible_complementary	plausible/complementary	er	plausible complementary mechanism: er
R-MMU-69242_S_PHASE	0.0732379181854497	4.674124289394328e-06	0.0732379181854497	0.08563182847580698	0.08368088990914034	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	0.5567819050899471	5.391060179973887e-06	0.5567819050899471	0.6303390344845613	0.6303390344845613	0.0452117281136842	prior_literature_match	prior literature match	transcription	matches expected tissue/spaceflight biology: transcription
R-MMU-69618_MITOTIC_SPINDLE_CHECKPOINT	-0.0055806928803703	5.647941279108134e-06	0.0055806928803703	0.0063716499074736605	0.0063716499074736605	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-3858494_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.0171248665931481	5.647941279108134e-06	0.0171248665931481	0.01736459847578942	0.01736459847578942	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	-0.2654718648941799	8.325211455211023e-06	0.2654718648941799	0.28818352816140347	0.28818352816140347	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-372790_SIGNALING_BY_GPCR	0.3125048106666666	9.243163221035913e-06	0.3125048106666666	0.3611514744842105	0.3611514744842105	0.0452117281136842	plausible_complementary	plausible/complementary	gpcr	plausible complementary mechanism: gpcr
R-MMU-69052_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	0.0201788082256613	1.0726303070132398e-05	0.0201788082256613	0.0195159343927719	0.01659134095943862	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	0.1916870484285716	1.2414842154523296e-05	0.1916870484285716	0.16685882941964908	0.16685882941964908	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	-0.0128526477578359	1.2414842154523296e-05	0.0128526477578359	0.010397634123442074	0.010397634123442074	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-1632852_MACROAUTOPHAGY	0.0176071244354126	1.2537043385314905e-05	0.0176071244354126	0.01987071552685258	0.01987071552685258	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2730905_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	0.0329493594690476	1.6530147299988883e-05	0.0329493594690476	0.030367810425556096	0.030367810425556096	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	0.3785884079365083	1.6530147299988883e-05	0.3785884079365083	0.4523729386315788	0.4523729386315788	0.0452117281136842	plausible_complementary	plausible/complementary	transport of small molecules	plausible complementary mechanism: transport of small molecules
R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.2272096374100528	1.917429338706787e-05	0.2272096374100528	0.3097264372635088	0.2974644997898246	0.0452117281136842	plausible_complementary	plausible/complementary	er	plausible complementary mechanism: er
R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	-0.2422738531798941	2.8134498038293344e-05	0.2422738531798941	0.30792685947000004	0.30792685947000004	0.0452117281136842	plausible_complementary	plausible/complementary	er	plausible complementary mechanism: er
R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	0.1567363921928571	2.8134498038293344e-05	0.1567363921928571	0.20432193433105258	0.20432193433105258	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-114604_GPVI_MEDIATED_ACTIVATION_CASCADE	0.0089523564493756	5.826409630349936e-05	0.0089523564493756	0.010060207255052262	0.010060207255052262	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5673001_RAF_MAP_KINASE_CASCADE	-0.2526576965291006	6.941967867436701e-05	0.2526576965291006	0.27986818264070173	0.27986818264070173	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9013148_CDC42_GTPASE_CYCLE	-0.0099560354700529	6.941967867436701e-05	0.0099560354700529	0.00913500285457542	0.00913500285457542	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	-0.1486427082873015	0.0001058269367483	0.1486427082873015	0.20652254163912276	0.20652254163912276	0.0452117281136842	prior_literature_match	prior literature match	chromatin	matches expected tissue/spaceflight biology: chromatin
R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	-0.0900688384492063	0.0001058269367483	0.0900688384492063	0.10606548256403507	0.09527423680403509	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-111465_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	-0.005706221865783	0.0001313644524387	0.005706221865783	0.005263461504505239	0.005263461504505239	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	-0.1410740241507936	0.0001624573677467	0.1410740241507936	0.12760341316771925	0.12760341316771925	0.0452117281136842	prior_literature_match	prior literature match	mitotic	matches expected tissue/spaceflight biology: mitotic
R-MMU-5357801_PROGRAMMED_CELL_DEATH	0.4167204333306877	0.0001859343831014	0.4167204333306877	0.44781356980175424	0.44781356980175424	0.0452117281136842	prior_literature_match	prior literature match	programmed cell death	matches expected tissue/spaceflight biology: programmed cell death
R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	-0.2126732159576718	0.0001859343831014	0.2126732159576718	0.18998363843684213	0.18998363843684213	0.0452117281136842	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac
R-MMU-166786_CREATION_OF_C4_AND_C2_ACTIVATORS	-0.0234357517671693	0.000195754430545	0.0234357517671693	0.02579136803520344	0.01955692381160348	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	0.0173396994715978	0.0001991242124029	0.0173396994715978	0.02097800107014802	0.02097800107014802	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	0.2808743050391534	0.0001991242124029	0.2808743050391534	0.2682553679054386	0.2682553679054386	0.0452117281136842	prior_literature_match	prior literature match	tlr	matches expected tissue/spaceflight biology: tlr
R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	0.3045116050264549	0.0002635347210511	0.3045116050264549	0.3213933765087721	0.3213933765087721	0.0452117281136842	prior_literature_match	prior literature match	immune	matches expected tissue/spaceflight biology: immune
R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.0266045780438624	0.0003184678927864	0.0266045780438624	0.03223686233414034	0.03223686233414034	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-453276_REGULATION_OF_MITOTIC_CELL_CYCLE	0.0093070510816402	0.0003184678927864	0.0093070510816402	0.01447831007504032	0.00932383604070704	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-774815_NUCLEOSOME_ASSEMBLY	-0.0065129728401719	0.0003184678927864	0.0065129728401719	0.00662048060413154	0.006516934444131541	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.3468546198992064	0.000372803304979	0.3468546198992064	0.35329819584263156	0.35329819584263156	0.0452117281136842	plausible_complementary	plausible/complementary	tgf beta	plausible complementary mechanism: tgf beta
R-MMU-69481_G2_M_CHECKPOINTS	-0.0169145396930158	0.000372803304979	0.0169145396930158	0.02031970263481576	0.02031970263481576	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2995410_NUCLEAR_ENVELOPE_NE_REASSEMBLY	-0.0048554124945645	0.0004093281596967	0.0048554124945645	0.006931251558923659	0.006501011470856299	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-73886_CHROMOSOME_MAINTENANCE	0.1135694681039683	0.0004459071838595	0.1135694681039683	0.1219460617357719	0.1219460617357719	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	-0.0062259903316666	0.0004532599912925	0.0062259903316666	0.00444096493036838	0.00403666999703506	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-449147_SIGNALING_BY_INTERLEUKINS	-0.2845479937037037	0.0004532599912925	0.2845479937037037	0.3138840244210526	0.3138840244210526	0.0452117281136842	prior_literature_match	prior literature match	interleukin	matches expected tissue/spaceflight biology: interleukin
R-MMU-9612973_AUTOPHAGY	-0.1361205181137565	0.0005548717495725	0.1361205181137565	0.15570222705403505	0.15570222705403505	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-8854518_AURKA_ACTIVATION_BY_TPX2	-0.0033877933807275	0.0006306418073238	0.0033877933807275	0.003019262708928034	0.0025966285281280336	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-6791226_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	0.466761989153439	0.0007044639585584	0.466761989153439	0.43702191371754384	0.43702191371754384	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-109582_HEMOSTASIS	0.4216332103174598	0.0007867484439658	0.4216332103174598	0.4934601408666669	0.4934601408666669	0.0452117281136842	plausible_complementary	plausible/complementary	hemostasis	plausible complementary mechanism: hemostasis
R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	-0.22516836655291	0.0008700477894155	0.22516836655291	0.255121845724035	0.255121845724035	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-5685942_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	-0.0141190379696137	0.0009198703173981	0.0141190379696137	0.016464200730818578	0.016464200730818578	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.0369720405150793	0.0009415456034335	0.0369720405150793	0.0365253729746666	0.033328923868	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-6811442_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	0.0054875394537566	0.000967610638997	0.0054875394537566	0.00790769992348768	0.00459564479015436	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	-0.0093654344931746	0.0009761633156391	0.0093654344931746	0.0130008315754912	0.0130008315754912	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	0.3612671963121694	0.0010913580937488	0.3612671963121694	0.3810774206982456	0.3810774206982456	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	-0.313798769455026	0.0011042567577611	0.313798769455026	0.43361728812543854	0.43361728812543854	0.0452117281136842	plausible_complementary	plausible/complementary	protein modification	plausible complementary mechanism: protein modification
R-MMU-168256_IMMUNE_SYSTEM	0.3235369783068784	0.0011143598269694	0.3235369783068784	0.37255813638596535	0.37255813638596535	0.0452117281136842	prior_literature_match	prior literature match	exact override	literature override: thymic immune system remodeling
R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	-0.1478312510507936	0.0011877917061717	0.1478312510507936	0.19943174536894737	0.11748920026894738	0.0452117281136842	prior_literature_match	prior literature match	bcr	matches expected tissue/spaceflight biology: bcr
R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	-0.4191214143624336	0.0012751150846886	0.4191214143624336	0.5009776116961403	0.5009776116961403	0.0452117281136842	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac
R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	-0.244821133359788	0.0013544347327441	0.244821133359788	0.20710042446666668	0.20710042446666668	0.0452117281136842	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac
R-MMU-73887_DEATH_RECEPTOR_SIGNALING	-0.1533249329219576	0.0013544347327441	0.1533249329219576	0.2138089368473684	0.2138089368473684	0.0452117281136842	prior_literature_match	prior literature match	death receptor	matches expected tissue/spaceflight biology: death receptor
R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	0.3212629105084655	0.0014284265200912	0.3212629105084655	0.2977997148871052	0.2977997148871052	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.3503661986640212	0.0014284265200912	0.3503661986640212	0.4391501264992983	0.4391501264992983	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-375165_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.0080994797565608	0.0021431503977895	0.0080994797565608	0.01054583427897716	0.00796839270464384	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	-0.3041371023280425	0.0022058146376462	0.3041371023280425	0.34858287279649114	0.34858287279649114	0.0452117281136842	plausible_complementary	plausible/complementary	platelet	plausible complementary mechanism: platelet
R-MMU-5218859_REGULATED_NECROSIS	0.0310383812248677	0.0022058146376462	0.0310383812248677	0.03802654180657892	0.037621374006578924	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	-0.2413892049317463	0.0028642252317466	0.2413892049317463	0.257274383517614	0.257274383517614	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-168181_TOLL_LIKE_RECEPTOR_7_8_TLR7_8_CASCADE	-0.0182585006592592	0.0028642252317466	0.0182585006592592	0.019384032652736822	0.019384032652736822	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-68962_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	-0.009878773347155	0.002886452059089	0.009878773347155	0.0123263849938435	0.0123263849938435	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-8978868_FATTY_ACID_METABOLISM	-0.120642729074074	0.0029021625195639	0.120642729074074	0.16242572377192982	0.13281242656140357	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9013406_RHOQ_GTPASE_CYCLE	0.0333795036405608	0.0029021625195639	0.0333795036405608	0.036725658100027994	0.03412942475543856	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5688426_DEUBIQUITINATION	-0.2138392606719577	0.0029548268752119	0.2138392606719577	0.22478377491298246	0.22478377491298246	0.0452117281136842	plausible_complementary	plausible/complementary	ubiquitin	plausible complementary mechanism: ubiquitin
R-MMU-983712_ION_CHANNEL_TRANSPORT	-0.1641340065343915	0.0029548268752119	0.1641340065343915	0.21096649097017545	0.19455800297017548	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	-0.0046367108324074	0.0029548268752119	0.0046367108324074	0.00705953367390876	0.0062023632802245595	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-1474290_COLLAGEN_FORMATION	0.1495527108730158	0.0029548268752119	0.1495527108730158	0.24236554379473674	0.2254498520052631	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9954716_ZNF598_AND_THE_RIBOSOME_ASSOCIATED_QUALITY_TRIGGER_RQT_COMPLEX_DISSOCIATE_A_RIBOSOME_STALLED_ON_A_NO_GO_MRNA	0.0107865249490423	0.0029548268752119	0.0107865249490423	0.01562580218908766	0.00830777442375438	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	0.2397705997354497	0.0034193442494113	0.2397705997354497	0.24441254484210512	0.24441254484210512	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-168164_TOLL_LIKE_RECEPTOR_3_TLR3_CASCADE	0.0051715596009465	0.0034268975234533	0.0051715596009465	0.0072151811136663	0.0072151811136663	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	-0.1353502276984128	0.0035552319289521	0.1353502276984128	0.1334154654578946	0.1330912978578947	0.0452117281136842	prior_literature_match	prior literature match	antigen	matches expected tissue/spaceflight biology: antigen
R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.2500721176719576	0.0036409525808908	0.2500721176719576	0.22729692280701755	0.22729692280701755	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	-0.0099210983191164	0.0036719460869628	0.0099210983191164	0.013862679474903461	0.010302148370963141	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	-0.0059219141458835	0.0037926113216523	0.0059219141458835	0.008239879985849099	0.00503534843198246	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	0.2421167473941799	0.0038012716247017	0.2421167473941799	0.2957401235096492	0.2176325443096491	0.0452117281136842	plausible_complementary	plausible/complementary	wnt	plausible complementary mechanism: wnt
R-MMU-1660499_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.0035637432693465	0.0038846660241272	0.0035637432693465	0.0056147881656824	0.00529454377585084	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	0.8171984501719579	0.0042639574534601	0.8171984501719579	1.1341249837282459	1.1341249837282459	0.0452117281136842	prior_literature_match	prior literature match	dna damage	matches expected tissue/spaceflight biology: dna damage
R-MMU-69206_G1_S_TRANSITION	-0.015237800164328	0.0043595475683557	0.015237800164328	0.013847632303642079	0.013847632303642079	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5617833_CILIUM_ASSEMBLY	0.304154016484127	0.0047070532725358	0.304154016484127	0.3114017962519298	0.27670884505192983	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-2424491_DAP12_SIGNALING	-0.0106143827960317	0.0049735115679904	0.0106143827960317	0.013947504695298218	0.0055006163819649	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5689603_UCH_PROTEINASES	0.0070509307364391	0.0050637464510066	0.0070509307364391	0.007586313710952581	0.007586313710952581	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
