gene_cluster	n_genes	profile	id.accession	investigation.study.comment.project identifier	study.source name	condition_inferred	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence	tissue_metadata_source	official_material_type	official_tissue_type	mean_expression
7	1516	RR8_LVR_GC_LAR_OLD_GL12	OSD-379	RRRM-1 (RR-8)	HC_LAR_12	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		4.923483
7	1516	RR8_LVR_GC_LAR_OLD_GL15	OSD-379	RRRM-1 (RR-8)	HC_LAR_15	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		4.57124
7	1516	RR8_LVR_GC_LAR_OLD_GL3	OSD-379	RRRM-1 (RR-8)	HC_LAR_03	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.8258576
7	1516	RR8_LVR_GC_LAR_OLD_GL4	OSD-379	RRRM-1 (RR-8)	HC_LAR_04	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		8.626649
7	1516	RR8_LVR_GC_LAR_OLD_GL7	OSD-379	RRRM-1 (RR-8)	HC_LAR_07	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.8575196
7	1516	RR8_LVR_GC_LAR_OLD_GL8	OSD-379	RRRM-1 (RR-8)	HC_LAR_08	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.930739
7	1516	RR8_LVR_GC_LAR_YNG_GL1	OSD-379	RRRM-1 (RR-8)	HC_LAR_01	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		9.897098
7	1516	RR8_LVR_GC_LAR_YNG_GL13	OSD-379	RRRM-1 (RR-8)	HC_LAR_13	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.7486806
7	1516	RR8_LVR_GC_LAR_YNG_GL14	OSD-379	RRRM-1 (RR-8)	HC_LAR_14	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.0013194
7	1516	RR8_LVR_GC_LAR_YNG_GL17	OSD-379	RRRM-1 (RR-8)	HC_LAR_17	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		4.224934
7	1516	RR8_LVR_GC_LAR_YNG_GL18	OSD-379	RRRM-1 (RR-8)	HC_LAR_18	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		4.835752
7	1516	RR8_LVR_GC_LAR_YNG_GL2	OSD-379	RRRM-1 (RR-8)	HC_LAR_02	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		4.5217676
7	1516	RR8_LVR_GC_LAR_YNG_GL5	OSD-379	RRRM-1 (RR-8)	HC_LAR_05	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		13.62599
7	1516	RR8_LVR_GC_LAR_YNG_GL6	OSD-379	RRRM-1 (RR-8)	HC_LAR_06	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.805409
7	1516	RR8_LVR_VIV_ISS-T_OLD_VI11	OSD-379	RRRM-1 (RR-8)	VC_ISS_11	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		8.216359
7	1516	RR8_LVR_VIV_ISS-T_OLD_VI12	OSD-379	RRRM-1 (RR-8)	VC_ISS_12	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.676781
7	1516	RR8_LVR_VIV_ISS-T_OLD_VI13	OSD-379	RRRM-1 (RR-8)	VC_ISS_13	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.512533
7	1516	RR8_LVR_VIV_ISS-T_OLD_VI14	OSD-379	RRRM-1 (RR-8)	VC_ISS_14	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		19.421503
7	1516	RR8_LVR_VIV_ISS-T_OLD_VI16	OSD-379	RRRM-1 (RR-8)	VC_ISS_16	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		8.974934
7	1516	RR8_LVR_VIV_ISS-T_OLD_VI17	OSD-379	RRRM-1 (RR-8)	VC_ISS_17	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.1866755
7	1516	RR8_LVR_VIV_ISS-T_OLD_VI18	OSD-379	RRRM-1 (RR-8)	VC_ISS_18	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.4459105
7	1516	RR8_LVR_VIV_ISS-T_OLD_VI19	OSD-379	RRRM-1 (RR-8)	VC_ISS_19	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		10.08905
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI1	OSD-379	RRRM-1 (RR-8)	VC_ISS_01	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.6147757
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI10	OSD-379	RRRM-1 (RR-8)	VC_ISS_10	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.044855
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI2	OSD-379	RRRM-1 (RR-8)	VC_ISS_02	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.3258576
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI3	OSD-379	RRRM-1 (RR-8)	VC_ISS_03	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.819921
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI4	OSD-379	RRRM-1 (RR-8)	VC_ISS_04	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		8.508575
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI5	OSD-379	RRRM-1 (RR-8)	VC_ISS_05	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.0989447
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI6	OSD-379	RRRM-1 (RR-8)	VC_ISS_06	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.4083114
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI7	OSD-379	RRRM-1 (RR-8)	VC_ISS_07	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.3581796
7	1516	RR8_LVR_VIV_ISS-T_YNG_VI8	OSD-379	RRRM-1 (RR-8)	VC_ISS_08	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.067942
7	1516	RR8_LVR_VIV_LAR_OLD_VL11	OSD-379	RRRM-1 (RR-8)	VC_LAR_11	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.5936675
7	1516	RR8_LVR_VIV_LAR_OLD_VL12	OSD-379	RRRM-1 (RR-8)	VC_LAR_12	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.7579155
7	1516	RR8_LVR_VIV_LAR_OLD_VL15	OSD-379	RRRM-1 (RR-8)	VC_LAR_15	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.8271766
7	1516	RR8_LVR_VIV_LAR_OLD_VL16	OSD-379	RRRM-1 (RR-8)	VC_LAR_16	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.168865
7	1516	RR8_LVR_VIV_LAR_OLD_VL20	OSD-379	RRRM-1 (RR-8)	VC_LAR_20	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.6352243
7	1516	RR8_LVR_VIV_LAR_OLD_VL4	OSD-379	RRRM-1 (RR-8)	VC_LAR_04	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.2882586
7	1516	RR8_LVR_VIV_LAR_OLD_VL7	OSD-379	RRRM-1 (RR-8)	VC_LAR_07	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		9.858179
7	1516	RR8_LVR_VIV_LAR_OLD_VL8	OSD-379	RRRM-1 (RR-8)	VC_LAR_08	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.9439316
7	1516	RR8_LVR_VIV_LAR_YNG_VL1	OSD-379	RRRM-1 (RR-8)	VC_LAR_01	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		10.187995
7	1516	RR8_LVR_VIV_LAR_YNG_VL10	OSD-379	RRRM-1 (RR-8)	VC_LAR_10	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.3581796
7	1516	RR8_LVR_VIV_LAR_YNG_VL14	OSD-379	RRRM-1 (RR-8)	VC_LAR_14	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		6.6312666
7	1516	RR8_LVR_VIV_LAR_YNG_VL17	OSD-379	RRRM-1 (RR-8)	VC_LAR_17	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		4.513852
7	1516	RR8_LVR_VIV_LAR_YNG_VL18	OSD-379	RRRM-1 (RR-8)	VC_LAR_18	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		4.7882586
7	1516	RR8_LVR_VIV_LAR_YNG_VL2	OSD-379	RRRM-1 (RR-8)	VC_LAR_02	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.439314
7	1516	RR8_LVR_VIV_LAR_YNG_VL5	OSD-379	RRRM-1 (RR-8)	VC_LAR_05	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.0349603
7	1516	RR8_LVR_VIV_LAR_YNG_VL9	OSD-379	RRRM-1 (RR-8)	VC_LAR_09	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		3.075198
7	1516	GSM4613957	OSD-457	MHU-3	MHU3_FL01	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.3700528
7	1516	GSM4613958	OSD-457	MHU-3	MHU3_FL02	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	1.8687335
7	1516	GSM4613959	OSD-457	MHU-3	MHU3_FL03	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	1.6325858
7	1516	GSM4613960	OSD-457	MHU-3	MHU3_FL04	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	1.9155673
7	1516	GSM4613961	OSD-457	MHU-3	MHU3_FL05	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	1.98219
7	1516	GSM4613962	OSD-457	MHU-3	MHU3_FL06	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.062665
7	1516	GSM4613963	OSD-457	MHU-3	MHU3_FL07	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.3153033
7	1516	GSM4613964	OSD-457	MHU-3	MHU3_FL08	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.0455146
7	1516	GSM4613965	OSD-457	MHU-3	MHU3_FL09	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.2552772
7	1516	GSM4613966	OSD-457	MHU-3	MHU3_FL10	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.103562
7	1516	GSM4613967	OSD-457	MHU-3	MHU3_FL11	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.507256
7	1516	GSM4613968	OSD-457	MHU-3	MHU3_FL12	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.4459102
7	1516	GSM4613969	OSD-457	MHU-3	MHU3_GC01	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	1.8291557
7	1516	GSM4613970	OSD-457	MHU-3	MHU3_GC02	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.0831134
7	1516	GSM4613971	OSD-457	MHU-3	MHU3_GC03	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	1.780343
7	1516	GSM4613972	OSD-457	MHU-3	MHU3_GC04	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.1332455
7	1516	GSM4613973	OSD-457	MHU-3	MHU3_GC05	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.0283642
7	1516	GSM4613974	OSD-457	MHU-3	MHU3_GC06	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	1.9577837
7	1516	GSM4613975	OSD-457	MHU-3	MHU3_GC07	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	3.5567281
7	1516	GSM4613976	OSD-457	MHU-3	MHU3_GC08	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.4544854
7	1516	GSM4613977	OSD-457	MHU-3	MHU3_GC09	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.4656992
7	1516	GSM4613978	OSD-457	MHU-3	MHU3_GC10	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.2935357
7	1516	GSM4613979	OSD-457	MHU-3	MHU3_GC11	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.2737467
7	1516	GSM4613980	OSD-457	MHU-3	MHU3_GC12	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver	Liver	2.253298
7	1516	RR23_LVR_FLT_F1	OSD-463	RR-23	RR-23_F1	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		10.700528
7	1516	RR23_LVR_FLT_F2	OSD-463	RR-23	RR-23_F2	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		11.501979
7	1516	RR23_LVR_FLT_F3	OSD-463	RR-23	RR-23_F3	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.7697887
7	1516	RR23_LVR_FLT_F4	OSD-463	RR-23	RR-23_F4	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		9.471636
7	1516	RR23_LVR_FLT_F5	OSD-463	RR-23	RR-23_F5	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		16.569262
7	1516	RR23_LVR_FLT_F6	OSD-463	RR-23	RR-23_F6	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.1840367
7	1516	RR23_LVR_FLT_F7_techrep1	OSD-463	RR-23	RR-23_F7	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		10.062665
7	1516	RR23_LVR_FLT_F7_techrep2	OSD-463	RR-23	RR-23_F7	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		8.275066
7	1516	RR23_LVR_FLT_F8_techrep1	OSD-463	RR-23	RR-23_F8	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.1655674
7	1516	RR23_LVR_FLT_F8_techrep2	OSD-463	RR-23	RR-23_F8	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		8.724275
7	1516	RR23_LVR_FLT_F8_techrep3	OSD-463	RR-23	RR-23_F8	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.1134562
7	1516	RR23_LVR_FLT_F9	OSD-463	RR-23	RR-23_F9	flight	flight	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.8687334
7	1516	RR23_LVR_GC_G1_techrep1	OSD-463	RR-23	RR-23_GC1	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		8.405013
7	1516	RR23_LVR_GC_G1_techrep2	OSD-463	RR-23	RR-23_GC1	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.82124
7	1516	RR23_LVR_GC_G2	OSD-463	RR-23	RR-23_GC2	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		9.436016
7	1516	RR23_LVR_GC_G3	OSD-463	RR-23	RR-23_GC3	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		14.74934
7	1516	RR23_LVR_GC_G4	OSD-463	RR-23	RR-23_GC4	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		9.932717
7	1516	RR23_LVR_GC_G5	OSD-463	RR-23	RR-23_GC5	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		11.736808
7	1516	RR23_LVR_GC_G6	OSD-463	RR-23	RR-23_GC6	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		9.504618
7	1516	RR23_LVR_GC_G7	OSD-463	RR-23	RR-23_GC7	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		5.8509235
7	1516	RR23_LVR_GC_G8	OSD-463	RR-23	RR-23_GC8	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		9.740766
7	1516	RR23_LVR_GC_G9	OSD-463	RR-23	RR-23_GC9	ground_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		13.238127
7	1516	RR23_LVR_VIV_V1	OSD-463	RR-23	RR-23_V1	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		10.796834
7	1516	RR23_LVR_VIV_V2	OSD-463	RR-23	RR-23_V2	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		14.579156
7	1516	RR23_LVR_VIV_V3	OSD-463	RR-23	RR-23_V3	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		7.4689975
7	1516	RR23_LVR_VIV_V4	OSD-463	RR-23	RR-23_V4	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		12.939314
7	1516	RR23_LVR_VIV_V5	OSD-463	RR-23	RR-23_V5	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		12.916886
7	1516	RR23_LVR_VIV_V6	OSD-463	RR-23	RR-23_V6	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		10.547493
7	1516	RR23_LVR_VIV_V7	OSD-463	RR-23	RR-23_V7	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		8.852242
7	1516	RR23_LVR_VIV_V8	OSD-463	RR-23	RR-23_V8	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		10.346306
7	1516	RR23_LVR_VIV_V9	OSD-463	RR-23	RR-23_V9	vivarium_control	ground_or_control	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		9.595647
7	1516	GSM7708682	OSD-686	MHU-2	MHU2_G4	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		2.4709764
7	1516	GSM7708683	OSD-686	MHU-2	MHU2_G5	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		2.5923483
7	1516	GSM7708684	OSD-686	MHU-2	MHU2_G6	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		1.871372
7	1516	GSM7708685	OSD-686	MHU-2	MHU2_F6	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		2.6121373
7	1516	GSM7708686	OSD-686	MHU-2	MHU2_F11	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		2.2183378
7	1516	GSM7708687	OSD-686	MHU-2	MHU2_F12	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		2.8416886
7	1516	GSM7708688	OSD-686	MHU-2	MHU2_F1	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		1.7948549
7	1516	GSM7708689	OSD-686	MHU-2	MHU2_F2	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		2.05343
7	1516	GSM7708690	OSD-686	MHU-2	MHU2_F7	unknown	unknown	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		1.476913
8	566	Mmus_C57-6T_LVR_BSL_Rep1_B1	OSD-47	RR-1	RR-1_BSL_M1	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		0.054770317
8	566	Mmus_C57-6T_LVR_BSL_Rep2_B2	OSD-47	RR-1	RR-1_BSL_M2	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		0.030035336
8	566	Mmus_C57-6T_LVR_BSL_Rep3_B3	OSD-47	RR-1	RR-1_BSL_M3	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		0.024734983
8	566	Mmus_C57-6T_LVR_FLT_Rep1_F1	OSD-47	RR-1	RR-1_FLT_M1	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		0.028268551
8	566	Mmus_C57-6T_LVR_FLT_Rep2_F2	OSD-47	RR-1	RR-1_FLT_M2	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		0.01590106
8	566	Mmus_C57-6T_LVR_FLT_Rep3_F4	OSD-47	RR-1	RR-1_FLT_M4	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		0.037102472
8	566	Mmus_C57-6T_LVR_GC_Rep1_G2	OSD-47	RR-1	RR-1_GC_M2	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		0.014134276
