location	term	study_count	accessions	cluster_count	best_fdr_bh	max_overlap	example_clusters
GC	REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	0.0009113220241664498	20	OSD-48:GC3;OSD-137:GC4;OSD-379:GC5;OSD-463:GC7;OSD-168:GC5;OSD-168:GC4;OSD-463:GC3;OSD-245:GC5
FLT	REACTOME_UNWINDING_OF_DNA	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.0009198154678155301	8	OSD-168:FLT3;OSD-48:FLT1;OSD-245:FLT4;OSD-245:FLT7;OSD-137:FLT2;OSD-379:FLT1;OSD-463:FLT3
GC	REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.0009214309992773586	17	OSD-48:GC2;OSD-379:GC5;OSD-245:GC9;OSD-48:GC3;OSD-168:GC5;OSD-463:GC9;OSD-137:GC6
FLT	REACTOME_PI_3K_CASCADE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.0009314817553085036	14	OSD-48:FLT5;OSD-463:FLT2;OSD-245:FLT3;OSD-137:FLT4;OSD-379:FLT5;OSD-168:FLT2;OSD-48:FLT11;OSD-379:FLT3
FLT	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.0009336998027777401	14	OSD-137:FLT2;OSD-379:FLT1;OSD-48:FLT1;OSD-168:FLT3;OSD-463:FLT3;OSD-245:FLT4;OSD-245:FLT7
FLT	REACTOME_INTERFERON_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	0.0009916600072809793	33	OSD-48:FLT11;OSD-379:FLT5;OSD-168:FLT2;OSD-463:FLT2;OSD-168:FLT4;OSD-463:FLT6;OSD-137:FLT3;OSD-245:FLT7
FLT	REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0009916600072809793	7	OSD-48:FLT11;OSD-245:FLT8;OSD-463:FLT2;OSD-379:FLT5;OSD-137:FLT3;OSD-168:FLT4;OSD-245:FLT3;OSD-168:FLT2
GC	REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	0.0009936679345516808	16	OSD-245:GC2;OSD-137:GC1;OSD-379:GC7;OSD-48:GC7;OSD-463:GC2;OSD-168:GC5;OSD-245:GC5;OSD-463:GC3
GC	REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.0009995971842991533	10	OSD-168:GC5;OSD-379:GC5;OSD-48:GC2;OSD-245:GC9;OSD-463:GC4;OSD-245:GC6;OSD-48:GC3;OSD-463:GC7
FLT	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.001002974292399307	19	OSD-48:FLT3;OSD-168:FLT5;OSD-168:FLT4;OSD-245:FLT1;OSD-137:FLT2;OSD-137:FLT3;OSD-463:FLT4;OSD-463:FLT1
FLT	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0010214368042652001	103	OSD-463:FLT0;OSD-379:FLT0;OSD-137:FLT0;OSD-48:FLT6;OSD-245:FLT0;OSD-379:FLT2;OSD-168:FLT0;OSD-245:FLT4
FLT	REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.00102599307252736	13	OSD-137:FLT2;OSD-48:FLT3;OSD-463:FLT1;OSD-168:FLT5;OSD-379:FLT3;OSD-245:FLT1;OSD-48:FLT8
GC	REACTOME_LAGGING_STRAND_SYNTHESIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.0010589580718981736	8	OSD-137:GC2;OSD-379:GC3;OSD-168:GC3;OSD-245:GC3;OSD-463:GC2;OSD-463:GC8;OSD-48:GC6
GC	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	0.0010933943046371783	25	OSD-48:GC9;OSD-463:GC4;OSD-48:GC3;OSD-245:GC7;OSD-379:GC5;OSD-168:GC5;OSD-245:GC5;OSD-137:GC8
FLT	REACTOME_RNA_POL_I_TRANSCRIPTION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0011390443339651499	10	OSD-48:FLT3;OSD-168:FLT5;OSD-379:FLT3;OSD-245:FLT1;OSD-168:FLT2;OSD-463:FLT2;OSD-463:FLT1;OSD-137:FLT4
FLT	REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.001148664259946496	10	OSD-168:FLT5;OSD-379:FLT3;OSD-463:FLT2;OSD-137:FLT7;OSD-48:FLT3;OSD-245:FLT7;OSD-137:FLT4;OSD-137:FLT2
GC	REACTOME_MRNA_SPLICING_MINOR_PATHWAY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	0.0011832750948258845	14	OSD-48:GC2;OSD-463:GC7;OSD-379:GC6;OSD-168:GC5;OSD-48:GC7;OSD-245:GC5;OSD-245:GC9;OSD-463:GC4
GC	REACTOME_L1CAM_INTERACTIONS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0011911759000586444	17	OSD-245:GC5;OSD-379:GC5;OSD-137:GC9;OSD-168:GC5;OSD-48:GC3;OSD-463:GC4;OSD-137:GC6;OSD-379:GC6
FLT	REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.001204660963210713	12	OSD-463:FLT2;OSD-48:FLT5;OSD-379:FLT5;OSD-245:FLT3;OSD-48:FLT11;OSD-137:FLT3;OSD-137:FLT4;OSD-379:FLT3
GC	REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0012093763359599962	10	OSD-463:GC7;OSD-168:GC4;OSD-379:GC6;OSD-48:GC3;OSD-137:GC5;OSD-245:GC5;OSD-48:GC2;OSD-379:GC5
FLT	REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0012311290699457429	12	OSD-48:FLT3;OSD-168:FLT2;OSD-137:FLT9;OSD-463:FLT2;OSD-379:FLT9;OSD-379:FLT5;OSD-137:FLT2;OSD-245:FLT1
GC	REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.0013188346381679255	9	OSD-137:GC1;OSD-168:GC3;OSD-245:GC2;OSD-379:GC7;OSD-48:GC4;OSD-463:GC2;OSD-137:GC4
GC	REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	0.0013279543306014105	10	OSD-168:GC5;OSD-48:GC3;OSD-379:GC5;OSD-379:GC9;OSD-463:GC4;OSD-245:GC9;OSD-48:GC2;OSD-168:GC8
FLT	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.0013290735569475914	14	OSD-137:FLT3;OSD-168:FLT2;OSD-48:FLT7;OSD-463:FLT4;OSD-463:FLT1;OSD-379:FLT3;OSD-168:FLT4;OSD-137:FLT4
FLT	REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	0.0013542167825487017	11	OSD-463:FLT2;OSD-48:FLT5;OSD-245:FLT3;OSD-379:FLT5;OSD-48:FLT11;OSD-137:FLT3;OSD-168:FLT4;OSD-137:FLT4
GC	REACTOME_TRNA_AMINOACYLATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.0014696041652647242	10	OSD-245:GC2;OSD-379:GC7;OSD-137:GC1;OSD-463:GC3;OSD-379:GC4;OSD-463:GC2;OSD-48:GC4;OSD-137:GC4
GC	REACTOME_ACTIVATED_TLR4_SIGNALLING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	0.0015656480666038797	23	OSD-48:GC3;OSD-137:GC4;OSD-168:GC4;OSD-463:GC3;OSD-463:GC7;OSD-245:GC5;OSD-379:GC5;OSD-379:GC6
GC	REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.001584770057465438	9	OSD-379:GC6;OSD-48:GC3;OSD-245:GC5;OSD-463:GC7;OSD-168:GC5;OSD-137:GC5
FLT	REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0015880965948142601	12	OSD-463:FLT1;OSD-168:FLT5;OSD-379:FLT3;OSD-168:FLT2;OSD-245:FLT7;OSD-245:FLT1;OSD-137:FLT4;OSD-48:FLT8
FLT	REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0015994656165546949	10	OSD-48:FLT3;OSD-463:FLT1;OSD-379:FLT3;OSD-245:FLT1;OSD-137:FLT2;OSD-168:FLT5;OSD-379:FLT1;OSD-168:FLT2
GC	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.0016386000292892603	7	OSD-137:GC6;OSD-379:GC5;OSD-463:GC4;OSD-245:GC7;OSD-168:GC5;OSD-48:GC3
GC	REACTOME_GAB1_SIGNALOSOME	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	0.0016634402919293294	13	OSD-48:GC3;OSD-379:GC5;OSD-245:GC9;OSD-48:GC2;OSD-137:GC7;OSD-463:GC3;OSD-168:GC5;OSD-168:GC4
GC	REACTOME_GLOBAL_GENOMIC_NER_GG_NER	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.0016934085755888123	12	OSD-137:GC1;OSD-168:GC3;OSD-245:GC2;OSD-463:GC2;OSD-379:GC7;OSD-48:GC4;OSD-137:GC2;OSD-379:GC4
FLT	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.0017425741176854944	9	OSD-379:FLT8;OSD-137:FLT3;OSD-168:FLT4;OSD-463:FLT6;OSD-48:FLT10;OSD-245:FLT8
FLT	REACTOME_G2_M_CHECKPOINTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.001859690153589844	17	OSD-48:FLT1;OSD-137:FLT2;OSD-379:FLT1;OSD-168:FLT3;OSD-463:FLT3;OSD-245:FLT4;OSD-245:FLT7
GC	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.0021450540192003696	19	OSD-245:GC5;OSD-463:GC7;OSD-245:GC3;OSD-48:GC6;OSD-379:GC5;OSD-137:GC8;OSD-168:GC5;OSD-168:GC7
FLT	REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	0.002160203014403104	20	OSD-379:FLT5;OSD-137:FLT4;OSD-168:FLT2;OSD-245:FLT3;OSD-463:FLT2;OSD-168:FLT4;OSD-379:FLT3;OSD-48:FLT5
FLT	REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.0022346599261806235	14	OSD-379:FLT5;OSD-463:FLT2;OSD-168:FLT4;OSD-245:FLT3;OSD-379:FLT3;OSD-245:FLT9;OSD-168:FLT2;OSD-245:FLT1
GC	REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.0024606684738973307	12	OSD-48:GC2;OSD-245:GC9;OSD-463:GC7;OSD-379:GC5;OSD-48:GC3;OSD-463:GC3;OSD-137:GC4;OSD-168:GC5
FLT	REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	0.002584489173155707	18	OSD-168:FLT4;OSD-463:FLT2;OSD-379:FLT5;OSD-245:FLT3;OSD-379:FLT3;OSD-245:FLT9;OSD-48:FLT7;OSD-168:FLT2
GC	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.0025979710912060047	11	OSD-137:GC7;OSD-463:GC7;OSD-379:GC8;OSD-168:GC5;OSD-379:GC5;OSD-48:GC6;OSD-245:GC9
GC	REACTOME_ELONGATION_ARREST_AND_RECOVERY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.0026953518991783406	9	OSD-245:GC5;OSD-48:GC2;OSD-379:GC6;OSD-463:GC7;OSD-168:GC4;OSD-137:GC1
FLT	REACTOME_SIGNALING_BY_NOTCH1	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0033386825337223865	19	OSD-168:FLT2;OSD-463:FLT2;OSD-48:FLT5;OSD-379:FLT5;OSD-245:FLT3;OSD-245:FLT9;OSD-137:FLT3;OSD-48:FLT8
FLT	REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	0.0033608753491829358	11	OSD-463:FLT2;OSD-168:FLT5;OSD-379:FLT3;OSD-137:FLT4;OSD-168:FLT2;OSD-245:FLT7;OSD-463:FLT1;OSD-245:FLT1
GC	REACTOME_INSULIN_RECEPTOR_RECYCLING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.003425272521708315	8	OSD-245:GC5;OSD-379:GC6;OSD-48:GC3;OSD-168:GC5;OSD-137:GC5;OSD-463:GC7
FLT	REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.0035165941844761167	10	OSD-137:FLT7;OSD-379:FLT3;OSD-463:FLT1;OSD-168:FLT2;OSD-48:FLT3;OSD-168:FLT5;OSD-245:FLT1;OSD-137:FLT4
FLT	REACTOME_IRON_UPTAKE_AND_TRANSPORT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	0.0037096663367155616	10	OSD-379:FLT5;OSD-463:FLT2;OSD-245:FLT9;OSD-48:FLT11;OSD-137:FLT3;OSD-168:FLT7;OSD-379:FLT8;OSD-48:FLT5
GC	REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.003748019452908806	12	OSD-463:GC7;OSD-379:GC5;OSD-168:GC5;OSD-48:GC3;OSD-137:GC4;OSD-168:GC4;OSD-463:GC3;OSD-48:GC4
FLT	REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.004084556537884099	11	OSD-379:FLT5;OSD-463:FLT2;OSD-168:FLT4;OSD-245:FLT3;OSD-48:FLT11;OSD-137:FLT4;OSD-168:FLT2
FLT	REACTOME_CD28_CO_STIMULATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.004487702439005707	11	OSD-379:FLT5;OSD-168:FLT4;OSD-137:FLT3;OSD-245:FLT3;OSD-463:FLT2;OSD-48:FLT1
FLT	REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.004581163038955205	12	OSD-379:FLT6;OSD-137:FLT3;OSD-168:FLT4;OSD-245:FLT8;OSD-463:FLT4;OSD-48:FLT5
FLT	REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.004860582154750061	24	OSD-379:FLT0;OSD-463:FLT0;OSD-137:FLT1;OSD-48:FLT2;OSD-168:FLT6;OSD-245:FLT0
FLT	REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.005342159780511344	8	OSD-137:FLT2;OSD-379:FLT3;OSD-245:FLT1;OSD-463:FLT1;OSD-48:FLT1;OSD-168:FLT5
FLT	REACTOME_IL1_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.005530481282965105	11	OSD-379:FLT5;OSD-245:FLT3;OSD-137:FLT3;OSD-168:FLT2;OSD-463:FLT4;OSD-48:FLT7
FLT	REACTOME_SIGNALING_BY_HIPPO	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.005629532469110276	7	OSD-245:FLT3;OSD-137:FLT3;OSD-168:FLT4;OSD-168:FLT2;OSD-137:FLT4;OSD-379:FLT3;OSD-463:FLT1;OSD-245:FLT1
FLT	REACTOME_INSULIN_RECEPTOR_RECYCLING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.006223511769539063	7	OSD-48:FLT5;OSD-463:FLT2;OSD-463:FLT4;OSD-137:FLT3;OSD-379:FLT5;OSD-168:FLT4;OSD-245:FLT3
FLT	REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.006616774755895124	12	OSD-48:FLT5;OSD-137:FLT3;OSD-245:FLT3;OSD-168:FLT2;OSD-168:FLT4;OSD-379:FLT5;OSD-463:FLT2;OSD-48:FLT8
GC	REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.0066477087634826135	13	OSD-379:GC5;OSD-48:GC3;OSD-245:GC9;OSD-48:GC2;OSD-463:GC7;OSD-168:GC5;OSD-379:GC4;OSD-137:GC7
GC	REACTOME_CD28_CO_STIMULATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.006777406326242161	8	OSD-168:GC5;OSD-463:GC7;OSD-379:GC5;OSD-48:GC6;OSD-245:GC9;OSD-137:GC7;OSD-137:GC2
GC	REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.006960057868695989	13	OSD-48:GC2;OSD-245:GC9;OSD-379:GC5;OSD-168:GC5;OSD-463:GC7;OSD-48:GC3;OSD-137:GC7;OSD-379:GC4
GC	REACTOME_IL1_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.00883781314803202	10	OSD-463:GC7;OSD-48:GC3;OSD-168:GC4;OSD-379:GC6;OSD-245:GC6;OSD-137:GC5;OSD-463:GC4
FLT	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.010105911851870417	11	OSD-168:FLT2;OSD-379:FLT3;OSD-137:FLT4;OSD-463:FLT2;OSD-48:FLT3;OSD-463:FLT1;OSD-245:FLT3
FLT	REACTOME_DOWNSTREAM_TCR_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.017375315509820282	7	OSD-48:FLT7;OSD-463:FLT4;OSD-379:FLT5;OSD-137:FLT3;OSD-168:FLT4;OSD-245:FLT3
GC	REACTOME_COMMON_PATHWAY	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463	5	4.351589552618467e-12	9	OSD-137:GC10;OSD-379:GC9;OSD-168:GC8;OSD-245:GC7;OSD-463:GC4
FLT	REACTOME_PROLACTIN_RECEPTOR_SIGNALING	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-48	5	1.6182138177961096e-09	22	OSD-379:FLT4;OSD-245:FLT0;OSD-48:FLT0;OSD-137:FLT1;OSD-168:FLT1
FLT	REACTOME_COMMON_PATHWAY	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463	5	3.3550661461891906e-09	8	OSD-463:FLT6;OSD-168:FLT7;OSD-379:FLT8;OSD-245:FLT8;OSD-137:FLT3
FLT	REACTOME_TELOMERE_MAINTENANCE	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-48	9	2.922796862157393e-08	21	OSD-137:FLT2;OSD-379:FLT1;OSD-168:FLT5;OSD-48:FLT1;OSD-245:FLT4;OSD-48:FLT3;OSD-245:FLT7;OSD-137:FLT7
GC	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	5	3.630164658735878e-08	9	OSD-48:GC9;OSD-168:GC8;OSD-379:GC9;OSD-245:GC7;OSD-463:GC4
FLT	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-48	5	2.1099366709008672e-07	22	OSD-379:FLT4;OSD-245:FLT0;OSD-48:FLT0;OSD-137:FLT1;OSD-168:FLT1
GC	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	5	3.569721249795374e-07	21	OSD-168:GC2;OSD-379:GC1;OSD-463:GC1;OSD-48:GC1;OSD-245:GC4
FLT	REACTOME_REGULATION_OF_IFNA_SIGNALING	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-48	5	5.385495098358355e-07	14	OSD-379:FLT4;OSD-245:FLT0;OSD-137:FLT1;OSD-168:FLT1;OSD-48:FLT0
GC	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	5.660478219177036e-07	9	OSD-463:GC4;OSD-379:GC9;OSD-245:GC7;OSD-168:GC8;OSD-48:GC3;OSD-168:GC5;OSD-379:GC5
FLT	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	5	8.803501663429031e-07	6	OSD-463:FLT6;OSD-168:FLT7;OSD-379:FLT8;OSD-48:FLT10;OSD-245:FLT8
FLT	REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463	6	8.872186146654567e-07	11	OSD-168:FLT4;OSD-463:FLT2;OSD-245:FLT3;OSD-379:FLT5;OSD-137:FLT3;OSD-463:FLT4
GC	REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	5	OSD-137,OSD-168,OSD-245,OSD-463,OSD-48	5	1.1217695966483214e-06	7	OSD-137:GC10;OSD-48:GC9;OSD-463:GC4;OSD-168:GC8;OSD-245:GC7
GC	REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	1.1924307870541836e-06	10	OSD-168:GC5;OSD-379:GC5;OSD-245:GC5;OSD-48:GC3;OSD-245:GC9;OSD-463:GC3;OSD-48:GC2;OSD-463:GC4
GC	REACTOME_CALNEXIN_CALRETICULIN_CYCLE	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	5	1.2581583725089023e-06	8	OSD-463:GC4;OSD-379:GC9;OSD-168:GC8;OSD-245:GC7;OSD-48:GC3
FLT	REACTOME_CHOLESTEROL_BIOSYNTHESIS	5	OSD-137,OSD-168,OSD-379,OSD-463,OSD-48	6	1.325215319500838e-06	8	OSD-48:FLT10;OSD-168:FLT7;OSD-379:FLT5;OSD-137:FLT3;OSD-463:FLT4;OSD-168:FLT4
FLT	REACTOME_EXTENSION_OF_TELOMERES	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-48	7	5.173594276373178e-06	16	OSD-137:FLT2;OSD-379:FLT1;OSD-48:FLT1;OSD-245:FLT4;OSD-168:FLT5;OSD-168:FLT3;OSD-245:FLT7
GC	REACTOME_GLUTATHIONE_CONJUGATION	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	7.431201166371969e-06	12	OSD-48:GC3;OSD-245:GC5;OSD-463:GC4;OSD-379:GC9;OSD-245:GC7;OSD-168:GC8;OSD-168:GC5
FLT	REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	5	OSD-137,OSD-168,OSD-245,OSD-379,OSD-48	5	8.172273870550445e-06	24	OSD-379:FLT4;OSD-245:FLT0;OSD-48:FLT0;OSD-137:FLT1;OSD-168:FLT1
GC	REACTOME_CHOLESTEROL_BIOSYNTHESIS	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	8.810598555943927e-06	10	OSD-48:GC9;OSD-463:GC4;OSD-245:GC7;OSD-168:GC8;OSD-48:GC3;OSD-379:GC5;OSD-168:GC5;OSD-379:GC6
FLT	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	5	OSD-137,OSD-168,OSD-245,OSD-463,OSD-48	5	8.841172974843156e-06	34	OSD-245:FLT0;OSD-137:FLT1;OSD-48:FLT0;OSD-463:FLT0;OSD-168:FLT1
GC	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	5	8.90702933334554e-06	7	OSD-463:GC4;OSD-245:GC7;OSD-379:GC9;OSD-168:GC8;OSD-48:GC3
GC	REACTOME_ENOS_ACTIVATION_AND_REGULATION	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	5	8.91950881673818e-06	11	OSD-48:GC3;OSD-379:GC5;OSD-463:GC4;OSD-245:GC7;OSD-168:GC5
GC	REACTOME_REGULATION_OF_IFNA_SIGNALING	5	OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	5	1.0421465566810155e-05	14	OSD-379:GC1;OSD-168:GC2;OSD-245:GC4;OSD-48:GC1;OSD-463:GC1
