location	term	study_count	accessions	cluster_count	best_fdr_bh	max_overlap	example_clusters
FLT	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	1.4982911444562378e-18	31	OSD-48:FLT7;OSD-463:FLT4;OSD-168:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-137:FLT3;OSD-245:FLT3;OSD-245:FLT9
FLT	REACTOME_IMMUNE_SYSTEM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	24	1.8995933804268833e-18	185	OSD-168:FLT4;OSD-137:FLT3;OSD-245:FLT3;OSD-48:FLT5;OSD-463:FLT4;OSD-463:FLT2;OSD-379:FLT6;OSD-379:FLT5
GC	REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	1.94083137711684e-18	34	OSD-48:GC3;OSD-379:GC5;OSD-463:GC4;OSD-168:GC5;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
GC	REACTOME_APOPTOSIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	16	2.638895275649513e-18	52	OSD-379:GC5;OSD-48:GC3;OSD-463:GC4;OSD-168:GC5;OSD-137:GC6;OSD-137:GC8;OSD-245:GC5;OSD-245:GC9
FLT	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	2.724510696309795e-18	31	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-137:FLT3;OSD-245:FLT3;OSD-245:FLT9
GC	REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	4.0393489290247604e-18	33	OSD-48:GC3;OSD-379:GC5;OSD-463:GC4;OSD-168:GC5;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
GC	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	4.114405140710152e-18	40	OSD-463:GC4;OSD-137:GC10;OSD-245:GC7;OSD-168:GC8;OSD-379:GC9;OSD-48:GC9;OSD-48:GC3;OSD-245:GC5
FLT	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	22	6.224843354246669e-18	69	OSD-463:FLT4;OSD-168:FLT4;OSD-379:FLT6;OSD-48:FLT7;OSD-137:FLT3;OSD-245:FLT3;OSD-137:FLT8;OSD-48:FLT5
GC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	23	6.667172107559406e-18	74	OSD-48:GC3;OSD-379:GC5;OSD-168:GC5;OSD-463:GC4;OSD-245:GC5;OSD-463:GC7;OSD-379:GC6;OSD-137:GC8
FLT	REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	8.10351033952337e-18	40	OSD-168:FLT4;OSD-463:FLT4;OSD-48:FLT7;OSD-379:FLT6;OSD-137:FLT8;OSD-137:FLT3;OSD-245:FLT3;OSD-245:FLT9
FLT	REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	9.101634356836814e-18	31	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-137:FLT3;OSD-245:FLT3;OSD-245:FLT9
FLT	REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	1.5706345026922555e-17	30	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-245:FLT3;OSD-137:FLT3;OSD-245:FLT9
GC	REACTOME_IMMUNE_SYSTEM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	26	1.8526910109116006e-17	183	OSD-379:GC5;OSD-168:GC5;OSD-48:GC3;OSD-463:GC4;OSD-463:GC7;OSD-245:GC5;OSD-137:GC8;OSD-379:GC6
GC	REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	2.1011144561595268e-17	33	OSD-379:GC5;OSD-48:GC3;OSD-168:GC5;OSD-463:GC4;OSD-137:GC8;OSD-245:GC5;OSD-137:GC6;OSD-245:GC9
GC	REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	2.265421123278265e-17	33	OSD-48:GC3;OSD-379:GC5;OSD-463:GC4;OSD-168:GC5;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
GC	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	21	2.545205257996007e-17	67	OSD-48:GC3;OSD-379:GC5;OSD-168:GC5;OSD-463:GC4;OSD-379:GC6;OSD-245:GC5;OSD-245:GC9;OSD-137:GC8
FLT	REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	3.1231339604360165e-17	27	OSD-168:FLT7;OSD-48:FLT10;OSD-379:FLT8;OSD-245:FLT8;OSD-463:FLT6;OSD-137:FLT8;OSD-137:FLT3;OSD-379:FLT6
FLT	REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	4.730226213863361e-17	30	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-245:FLT3;OSD-137:FLT3;OSD-245:FLT9
GC	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	5.187607577391746e-17	34	OSD-379:GC5;OSD-48:GC3;OSD-168:GC5;OSD-463:GC4;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
FLT	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	18	5.206165147932143e-17	61	OSD-463:FLT4;OSD-168:FLT4;OSD-379:FLT6;OSD-48:FLT7;OSD-245:FLT3;OSD-137:FLT3;OSD-48:FLT5;OSD-379:FLT5
GC	REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	6.711127928603034e-17	29	OSD-168:GC8;OSD-245:GC7;OSD-379:GC9;OSD-137:GC10;OSD-463:GC4;OSD-48:GC3;OSD-137:GC6;OSD-48:GC9
GC	REACTOME_TRANSCRIPTION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	21	1.0636306647961834e-16	51	OSD-463:GC3;OSD-137:GC1;OSD-245:GC2;OSD-379:GC4;OSD-168:GC4;OSD-379:GC6;OSD-168:GC7;OSD-48:GC2
FLT	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	1.1594643205541901e-16	32	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-245:FLT3;OSD-137:FLT3;OSD-245:FLT9
FLT	REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	1.2730835640222715e-16	32	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-245:FLT3;OSD-137:FLT3;OSD-245:FLT9
FLT	REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	19	2.486985710950494e-16	181	OSD-463:FLT0;OSD-379:FLT0;OSD-137:FLT1;OSD-137:FLT0;OSD-245:FLT2;OSD-379:FLT10;OSD-48:FLT2;OSD-168:FLT1
GC	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	3.4025744396585487e-16	34	OSD-379:GC5;OSD-48:GC3;OSD-168:GC5;OSD-463:GC4;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
FLT	REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	3.819097015253967e-16	31	OSD-168:FLT4;OSD-48:FLT7;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-137:FLT3;OSD-245:FLT3;OSD-245:FLT9
FLT	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	4.425129457430734e-16	32	OSD-48:FLT7;OSD-168:FLT4;OSD-379:FLT6;OSD-463:FLT4;OSD-137:FLT8;OSD-245:FLT3;OSD-137:FLT3;OSD-245:FLT9
FLT	REACTOME_GPCR_LIGAND_BINDING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	19	4.919947103680262e-16	235	OSD-379:FLT0;OSD-463:FLT0;OSD-137:FLT1;OSD-48:FLT2;OSD-245:FLT0;OSD-137:FLT0;OSD-168:FLT1;OSD-245:FLT2
FLT	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	17	8.212293282350331e-16	45	OSD-168:FLT4;OSD-379:FLT6;OSD-48:FLT7;OSD-463:FLT4;OSD-137:FLT8;OSD-137:FLT3;OSD-245:FLT3;OSD-245:FLT9
FLT	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	16	1.2469528656405915e-15	41	OSD-168:FLT4;OSD-48:FLT7;OSD-463:FLT4;OSD-379:FLT6;OSD-245:FLT3;OSD-137:FLT3;OSD-137:FLT8;OSD-379:FLT5
FLT	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	15	1.2865072586939214e-15	48	OSD-168:FLT4;OSD-48:FLT7;OSD-379:FLT6;OSD-463:FLT4;OSD-245:FLT3;OSD-137:FLT3;OSD-463:FLT2;OSD-379:FLT5
FLT	REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	1.8208437249263432e-15	30	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-245:FLT3;OSD-245:FLT9;OSD-137:FLT3
FLT	REACTOME_LIPOPROTEIN_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	2.1267344144914038e-15	16	OSD-379:FLT8;OSD-168:FLT7;OSD-245:FLT8;OSD-463:FLT6;OSD-48:FLT10;OSD-137:FLT3;OSD-137:FLT8
GC	REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	3.627307996624965e-15	34	OSD-48:GC3;OSD-379:GC5;OSD-463:GC4;OSD-168:GC5;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
GC	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	15	3.681168281007611e-15	44	OSD-379:GC5;OSD-168:GC5;OSD-48:GC3;OSD-463:GC4;OSD-245:GC5;OSD-137:GC6;OSD-137:GC8;OSD-245:GC9
GC	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	6.1589213991447454e-15	117	OSD-137:GC0;OSD-245:GC0;OSD-379:GC2;OSD-168:GC1;OSD-48:GC5;OSD-463:GC1;OSD-245:GC4;OSD-168:GC2
GC	REACTOME_XENOBIOTICS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	6.5265917081956526e-15	16	OSD-168:GC8;OSD-245:GC7;OSD-379:GC9;OSD-137:GC10;OSD-463:GC4;OSD-48:GC3;OSD-48:GC9;OSD-137:GC6
FLT	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	6.612822325226494e-15	30	OSD-48:FLT7;OSD-463:FLT4;OSD-168:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-245:FLT3;OSD-245:FLT9;OSD-137:FLT3
GC	REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	8.34628649828123e-15	33	OSD-48:GC3;OSD-379:GC5;OSD-463:GC4;OSD-168:GC5;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
GC	REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	8.959518085118586e-15	36	OSD-379:GC5;OSD-48:GC3;OSD-463:GC4;OSD-168:GC5;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
FLT	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	9.068909078471268e-15	28	OSD-168:FLT7;OSD-379:FLT8;OSD-245:FLT8;OSD-463:FLT6;OSD-48:FLT10;OSD-137:FLT3;OSD-463:FLT4;OSD-137:FLT8
FLT	REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	2.0594309853134437e-14	33	OSD-48:FLT7;OSD-168:FLT4;OSD-379:FLT6;OSD-463:FLT4;OSD-137:FLT8;OSD-245:FLT3;OSD-137:FLT3;OSD-245:FLT9
FLT	REACTOME_COMPLEMENT_CASCADE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	2.2018783896198595e-14	15	OSD-463:FLT6;OSD-168:FLT7;OSD-379:FLT8;OSD-245:FLT8;OSD-48:FLT10;OSD-137:FLT3
FLT	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	2.5747007344259868e-14	17	OSD-48:FLT10;OSD-463:FLT6;OSD-379:FLT8;OSD-245:FLT8;OSD-168:FLT7;OSD-137:FLT3;OSD-137:FLT8;OSD-168:FLT4
FLT	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	4.540462806075389e-14	15	OSD-463:FLT6;OSD-168:FLT7;OSD-379:FLT8;OSD-245:FLT8;OSD-48:FLT10;OSD-137:FLT8;OSD-137:FLT3
GC	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	4.650925952601315e-14	33	OSD-379:GC5;OSD-48:GC3;OSD-463:GC4;OSD-168:GC5;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
FLT	REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	4.690096130202068e-14	31	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-245:FLT3;OSD-137:FLT3;OSD-245:FLT9
FLT	REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	6.890578420193643e-14	12	OSD-379:FLT8;OSD-245:FLT8;OSD-168:FLT7;OSD-463:FLT6;OSD-137:FLT3;OSD-48:FLT10
FLT	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	1.3644813794526573e-13	11	OSD-463:FLT6;OSD-168:FLT7;OSD-379:FLT8;OSD-245:FLT8;OSD-48:FLT10;OSD-137:FLT8;OSD-137:FLT3
GC	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	2.3087402505118236e-13	57	OSD-463:GC4;OSD-137:GC10;OSD-245:GC7;OSD-48:GC3;OSD-168:GC8;OSD-379:GC5;OSD-379:GC9;OSD-48:GC9
FLT	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	3.515142149338739e-13	12	OSD-463:FLT6;OSD-168:FLT7;OSD-379:FLT8;OSD-245:FLT8;OSD-48:FLT10;OSD-137:FLT8;OSD-137:FLT3
FLT	REACTOME_M_G1_TRANSITION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	3.7171982206566483e-13	30	OSD-48:FLT7;OSD-463:FLT4;OSD-168:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-245:FLT3;OSD-245:FLT9;OSD-137:FLT3
FLT	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	3.732128761609921e-13	118	OSD-463:FLT0;OSD-379:FLT0;OSD-168:FLT1;OSD-245:FLT0;OSD-137:FLT1;OSD-48:FLT0;OSD-379:FLT10;OSD-48:FLT2
FLT	REACTOME_XENOBIOTICS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	6.581701522323731e-13	14	OSD-168:FLT7;OSD-245:FLT8;OSD-379:FLT8;OSD-48:FLT10;OSD-463:FLT6;OSD-137:FLT8;OSD-137:FLT3
GC	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	7.986129963453023e-13	20	OSD-48:GC9;OSD-245:GC7;OSD-463:GC4;OSD-137:GC6;OSD-379:GC5;OSD-168:GC8;OSD-168:GC5;OSD-379:GC9
FLT	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	1.0754366217229535e-12	20	OSD-168:FLT7;OSD-48:FLT10;OSD-379:FLT8;OSD-463:FLT6;OSD-245:FLT8;OSD-137:FLT8
GC	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	1.2048191067839164e-12	13	OSD-137:GC6;OSD-245:GC7;OSD-48:GC9;OSD-463:GC4;OSD-379:GC5;OSD-168:GC8;OSD-168:GC5;OSD-48:GC3
GC	REACTOME_PHASE_II_CONJUGATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	1.513916252972158e-12	33	OSD-48:GC3;OSD-168:GC8;OSD-245:GC7;OSD-379:GC9;OSD-463:GC4;OSD-137:GC10;OSD-137:GC6;OSD-379:GC5
FLT	REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	1.636390278733713e-12	17	OSD-379:FLT8;OSD-168:FLT7;OSD-245:FLT8;OSD-463:FLT6;OSD-137:FLT8;OSD-137:FLT3;OSD-48:FLT10;OSD-48:FLT7
GC	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	1.7450701726059287e-12	22	OSD-168:GC8;OSD-245:GC7;OSD-379:GC9;OSD-137:GC10;OSD-463:GC4;OSD-48:GC3;OSD-137:GC6;OSD-48:GC9
GC	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	1.895180858603285e-12	21	OSD-245:GC7;OSD-463:GC4;OSD-379:GC9;OSD-168:GC8;OSD-48:GC9;OSD-137:GC10;OSD-137:GC6;OSD-379:GC5
GC	REACTOME_MRNA_SPLICING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	23	2.069555521122329e-12	39	OSD-48:GC3;OSD-463:GC3;OSD-48:GC2;OSD-463:GC4;OSD-379:GC6;OSD-168:GC5;OSD-379:GC5;OSD-168:GC4
GC	REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	3.1773684539408013e-12	33	OSD-168:GC8;OSD-245:GC7;OSD-137:GC10;OSD-463:GC4;OSD-379:GC9;OSD-48:GC3;OSD-137:GC6;OSD-48:GC9
FLT	REACTOME_HIV_INFECTION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	24	3.623038310796999e-12	52	OSD-168:FLT4;OSD-48:FLT7;OSD-379:FLT6;OSD-463:FLT4;OSD-245:FLT3;OSD-137:FLT8;OSD-137:FLT3;OSD-463:FLT2
GC	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	3.798920438544366e-12	17	OSD-137:GC10;OSD-379:GC9;OSD-463:GC4;OSD-168:GC8;OSD-245:GC7;OSD-48:GC9;OSD-48:GC3
GC	REACTOME_MITOTIC_M_M_G1_PHASES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	4.000369918211289e-12	46	OSD-379:GC5;OSD-168:GC5;OSD-463:GC4;OSD-48:GC3;OSD-137:GC6;OSD-137:GC8;OSD-245:GC3;OSD-245:GC5
GC	REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	4.351589552618467e-12	9	OSD-137:GC10;OSD-168:GC8;OSD-379:GC9;OSD-245:GC7;OSD-463:GC4;OSD-48:GC3
FLT	REACTOME_GLUCOSE_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	5.367875686744089e-12	23	OSD-379:FLT8;OSD-463:FLT6;OSD-48:FLT10;OSD-168:FLT7;OSD-245:FLT8;OSD-137:FLT3;OSD-168:FLT4;OSD-137:FLT8
FLT	REACTOME_MEMBRANE_TRAFFICKING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	16	6.5848908514804e-12	41	OSD-168:FLT4;OSD-463:FLT4;OSD-137:FLT8;OSD-245:FLT3;OSD-379:FLT6;OSD-48:FLT5;OSD-137:FLT3;OSD-463:FLT6
FLT	REACTOME_SIGNALLING_BY_NGF	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	19	7.949968244946376e-12	57	OSD-168:FLT4;OSD-463:FLT2;OSD-137:FLT3;OSD-245:FLT3;OSD-379:FLT6;OSD-48:FLT7;OSD-379:FLT3;OSD-245:FLT9
GC	REACTOME_M_G1_TRANSITION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	8.157507834013399e-12	33	OSD-379:GC5;OSD-48:GC3;OSD-463:GC4;OSD-168:GC5;OSD-137:GC8;OSD-137:GC6;OSD-245:GC5;OSD-245:GC9
GC	REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	8.356702646902054e-12	12	OSD-245:GC7;OSD-168:GC8;OSD-463:GC4;OSD-137:GC10;OSD-379:GC9;OSD-48:GC3
GC	REACTOME_LIPOPROTEIN_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	9.431572160070251e-12	17	OSD-168:GC8;OSD-379:GC11;OSD-245:GC7;OSD-463:GC4;OSD-379:GC9;OSD-137:GC10;OSD-48:GC9;OSD-137:GC6
GC	REACTOME_SIGNALLING_BY_NGF	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	16	9.441014137470383e-12	54	OSD-168:GC5;OSD-379:GC5;OSD-48:GC3;OSD-245:GC5;OSD-463:GC3;OSD-137:GC9;OSD-379:GC6;OSD-48:GC2
FLT	REACTOME_SYNTHESIS_OF_DNA	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	9.505472261267643e-12	30	OSD-48:FLT7;OSD-463:FLT4;OSD-379:FLT6;OSD-168:FLT4;OSD-137:FLT8;OSD-245:FLT3;OSD-245:FLT9;OSD-137:FLT3
FLT	REACTOME_GLUCONEOGENESIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	9.62822271188265e-12	18	OSD-379:FLT8;OSD-48:FLT10;OSD-137:FLT3;OSD-463:FLT6;OSD-168:FLT7;OSD-245:FLT8;OSD-168:FLT4;OSD-463:FLT4
GC	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	1.00069350257987e-11	18	OSD-463:GC4;OSD-245:GC7;OSD-168:GC8;OSD-379:GC9;OSD-137:GC10;OSD-137:GC6;OSD-48:GC3
GC	REACTOME_HIV_INFECTION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	27	1.3570463867366923e-11	50	OSD-168:GC5;OSD-379:GC5;OSD-48:GC3;OSD-463:GC4;OSD-245:GC5;OSD-463:GC7;OSD-245:GC2;OSD-137:GC1
GC	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	2.2092113681722966e-11	12	OSD-245:GC7;OSD-463:GC4;OSD-168:GC8;OSD-379:GC9;OSD-137:GC6;OSD-137:GC10;OSD-48:GC3
