term	reactome_id	name	url	n_genes
R-MMU-975144_IRAK1_RECRUITS_IKK_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	R-MMU-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	https://reactome.org/PathwayBrowser/#/R-MMU-975144	15
R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	R-MMU-975155	MyD88 dependent cascade initiated on endosome	https://reactome.org/PathwayBrowser/#/R-MMU-975155	90
R-MMU-975163_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	R-MMU-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	https://reactome.org/PathwayBrowser/#/R-MMU-975163	16
R-MMU-9753281_PARACETAMOL_ADME	R-MMU-9753281	Paracetamol ADME	https://reactome.org/PathwayBrowser/#/R-MMU-9753281	27
R-MMU-9754119_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY	R-MMU-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	https://reactome.org/PathwayBrowser/#/R-MMU-9754119	5
R-MMU-9754706_ATORVASTATIN_ADME	R-MMU-9754706	Atorvastatin ADME	https://reactome.org/PathwayBrowser/#/R-MMU-9754706	17
R-MMU-9755088_RIBAVIRIN_ADME	R-MMU-9755088	Ribavirin ADME	https://reactome.org/PathwayBrowser/#/R-MMU-9755088	12
R-MMU-9755511_KEAP1_NFE2L2_PATHWAY	R-MMU-9755511	KEAP1-NFE2L2 pathway	https://reactome.org/PathwayBrowser/#/R-MMU-9755511	65
R-MMU-975574_REACTIONS_SPECIFIC_TO_THE_HYBRID_N_GLYCAN_SYNTHESIS_PATHWAY	R-MMU-975574	Reactions specific to the hybrid N-glycan synthesis pathway	https://reactome.org/PathwayBrowser/#/R-MMU-975574	1
R-MMU-975576_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	R-MMU-975576	N-glycan antennae elongation in the medial/trans-Golgi	https://reactome.org/PathwayBrowser/#/R-MMU-975576	25
R-MMU-975577_N_GLYCAN_ANTENNAE_ELONGATION	R-MMU-975577	N-Glycan antennae elongation	https://reactome.org/PathwayBrowser/#/R-MMU-975577	15
R-MMU-975578_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	R-MMU-975578	Reactions specific to the complex N-glycan synthesis pathway	https://reactome.org/PathwayBrowser/#/R-MMU-975578	9
R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	R-MMU-975634	Retinoid metabolism and transport	https://reactome.org/PathwayBrowser/#/R-MMU-975634	47
R-MMU-9757110_PREDNISONE_ADME	R-MMU-9757110	Prednisone ADME	https://reactome.org/PathwayBrowser/#/R-MMU-9757110	32
R-MMU-9758274_REGULATION_OF_NF_KAPPA_B_SIGNALING	R-MMU-9758274	Regulation of NF-kappa B signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9758274	17
R-MMU-975871_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	R-MMU-975871	MyD88 cascade initiated on plasma membrane	https://reactome.org/PathwayBrowser/#/R-MMU-975871	84
R-MMU-9758881_UPTAKE_OF_DIETARY_COBALAMINS_INTO_ENTEROCYTES	R-MMU-9758881	Uptake of dietary cobalamins into enterocytes	https://reactome.org/PathwayBrowser/#/R-MMU-9758881	3
R-MMU-9758890_TRANSPORT_OF_RCBL_WITHIN_THE_BODY	R-MMU-9758890	Transport of RCbl within the body	https://reactome.org/PathwayBrowser/#/R-MMU-9758890	7
R-MMU-9758941_GASTRULATION	R-MMU-9758941	Gastrulation	https://reactome.org/PathwayBrowser/#/R-MMU-9758941	3
R-MMU-9759194_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	R-MMU-9759194	Nuclear events mediated by NFE2L2	https://reactome.org/PathwayBrowser/#/R-MMU-9759194	45
R-MMU-9759218_COBALAMIN_CBL_METABOLISM	R-MMU-9759218	Cobalamin (Cbl) metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-9759218	7
R-MMU-9759475_REGULATION_OF_CDH11_EXPRESSION_AND_FUNCTION	R-MMU-9759475	Regulation of CDH11 Expression and Function	https://reactome.org/PathwayBrowser/#/R-MMU-9759475	13
R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	R-MMU-9759476	Regulation of Homotypic Cell-Cell Adhesion	https://reactome.org/PathwayBrowser/#/R-MMU-9759476	179
R-MMU-975956_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	R-MMU-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	https://reactome.org/PathwayBrowser/#/R-MMU-975956	96
R-MMU-975957_NONSENSE_MEDIATED_DECAY_NMD_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX_EJC	R-MMU-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	https://reactome.org/PathwayBrowser/#/R-MMU-975957	116
R-MMU-9762114_GSK3B_AND_BTRC_CUL1_MEDIATED_DEGRADATION_OF_NFE2L2	R-MMU-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	https://reactome.org/PathwayBrowser/#/R-MMU-9762114	41
R-MMU-9762292_REGULATION_OF_CDH11_FUNCTION	R-MMU-9762292	Regulation of CDH11 function	https://reactome.org/PathwayBrowser/#/R-MMU-9762292	9
R-MMU-9762293_REGULATION_OF_CDH11_GENE_TRANSCRIPTION	R-MMU-9762293	Regulation of CDH11 gene transcription	https://reactome.org/PathwayBrowser/#/R-MMU-9762293	4
R-MMU-9764260_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_II_CLASSICAL_CADHERINS	R-MMU-9764260	Regulation of Expression and Function of Type II Classical Cadherins	https://reactome.org/PathwayBrowser/#/R-MMU-9764260	13
R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	R-MMU-9764265	Regulation of CDH1 Expression and Function	https://reactome.org/PathwayBrowser/#/R-MMU-9764265	170
R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	R-MMU-9764274	Regulation of Expression and Function of Type I Classical Cadherins	https://reactome.org/PathwayBrowser/#/R-MMU-9764274	170
R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	R-MMU-9764560	Regulation of CDH1 Gene Transcription	https://reactome.org/PathwayBrowser/#/R-MMU-9764560	83
R-MMU-9764561_REGULATION_OF_CDH1_FUNCTION	R-MMU-9764561	Regulation of CDH1 Function	https://reactome.org/PathwayBrowser/#/R-MMU-9764561	60
R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	R-MMU-9764725	Negative Regulation of CDH1 Gene Transcription	https://reactome.org/PathwayBrowser/#/R-MMU-9764725	83
R-MMU-9766229_DEGRADATION_OF_CDH1	R-MMU-9766229	Degradation of CDH1	https://reactome.org/PathwayBrowser/#/R-MMU-9766229	53
R-MMU-9768727_REGULATION_OF_CDH1_POSTTRANSLATIONAL_PROCESSING_AND_TRAFFICKING_TO_PLASMA_MEMBRANE	R-MMU-9768727	Regulation of CDH1 posttranslational processing and trafficking to plasma membrane	https://reactome.org/PathwayBrowser/#/R-MMU-9768727	29
R-MMU-9768919_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES	R-MMU-9768919	NPAS4 regulates expression of target genes	https://reactome.org/PathwayBrowser/#/R-MMU-9768919	5
R-MMU-9769733_FIBRIN_FORMATION	R-MMU-9769733	Fibrin formation	https://reactome.org/PathwayBrowser/#/R-MMU-9769733	13
R-MMU-9769735_INITIATION_OF_COAGULATION_CASCADE	R-MMU-9769735	Initiation of coagulation cascade	https://reactome.org/PathwayBrowser/#/R-MMU-9769735	22
R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	R-MMU-9769739	Regulation of clotting cascade	https://reactome.org/PathwayBrowser/#/R-MMU-9769739	49
R-MMU-9769740_COAGULATION_PATHWAY	R-MMU-9769740	Coagulation pathway	https://reactome.org/PathwayBrowser/#/R-MMU-9769740	56
R-MMU-9769743_AMPLIFICATION_AND_PROPAGATION_OF_COAGULATION_CASCADE	R-MMU-9769743	Amplification and propagation of coagulation cascade	https://reactome.org/PathwayBrowser/#/R-MMU-9769743	18
R-MMU-9770562_MRNA_POLYADENYLATION	R-MMU-9770562	mRNA Polyadenylation	https://reactome.org/PathwayBrowser/#/R-MMU-9770562	120
R-MMU-977068_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	R-MMU-977068	Termination of O-glycan biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-977068	19
R-MMU-9772755_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	R-MMU-9772755	Formation of WDR5-containing histone-modifying complexes	https://reactome.org/PathwayBrowser/#/R-MMU-9772755	39
R-MMU-977347_SERINE_METABOLISM	R-MMU-977347	Serine metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-977347	11
R-MMU-977443_GABA_RECEPTOR_ACTIVATION	R-MMU-977443	GABA receptor activation	https://reactome.org/PathwayBrowser/#/R-MMU-977443	59
R-MMU-977444_GABA_B_RECEPTOR_ACTIVATION	R-MMU-977444	GABA B receptor activation	https://reactome.org/PathwayBrowser/#/R-MMU-977444	43
R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	R-MMU-977606	Regulation of Complement cascade	https://reactome.org/PathwayBrowser/#/R-MMU-977606	144
R-MMU-9793242_SUMOYLATION_OF_NUCLEAR_ENVELOPE_PROTEINS	R-MMU-9793242	SUMOylation of nuclear envelope proteins	https://reactome.org/PathwayBrowser/#/R-MMU-9793242	3
R-MMU-9793528_CIPROFLOXACIN_ADME	R-MMU-9793528	Ciprofloxacin ADME	https://reactome.org/PathwayBrowser/#/R-MMU-9793528	3
R-MMU-9818027_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	R-MMU-9818027	NFE2L2 regulating anti-oxidant/detoxification enzymes	https://reactome.org/PathwayBrowser/#/R-MMU-9818027	2
R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	R-MMU-9818564	Epigenetic regulation of gene expression by MLL3 and MLL4 complexes	https://reactome.org/PathwayBrowser/#/R-MMU-9818564	82
R-MMU-9824585_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION	R-MMU-9824585	Regulation of MITF-M-dependent genes involved in pigmentation	https://reactome.org/PathwayBrowser/#/R-MMU-9824585	7
R-MMU-9824594_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS	R-MMU-9824594	Regulation of MITF-M-dependent genes involved in apoptosis	https://reactome.org/PathwayBrowser/#/R-MMU-9824594	4
R-MMU-9824878_REGULATION_OF_TBK1_IKK_IKBKE_MEDIATED_ACTIVATION_OF_IRF3_IRF7	R-MMU-9824878	Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 	https://reactome.org/PathwayBrowser/#/R-MMU-9824878	15
R-MMU-9825892_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION	R-MMU-9825892	Regulation of MITF-M-dependent genes involved in cell cycle and proliferation	https://reactome.org/PathwayBrowser/#/R-MMU-9825892	8
R-MMU-982772_GROWTH_HORMONE_RECEPTOR_SIGNALING	R-MMU-982772	Growth hormone receptor signaling	https://reactome.org/PathwayBrowser/#/R-MMU-982772	12
R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	R-MMU-983168	Antigen processing: Ubiquitination & Proteasome degradation	https://reactome.org/PathwayBrowser/#/R-MMU-983168	281
R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	R-MMU-983169	Class I MHC mediated antigen processing & presentation	https://reactome.org/PathwayBrowser/#/R-MMU-983169	333
R-MMU-983170_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	R-MMU-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	https://reactome.org/PathwayBrowser/#/R-MMU-983170	33
R-MMU-983189_KINESINS	R-MMU-983189	Kinesins	https://reactome.org/PathwayBrowser/#/R-MMU-983189	57
R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	R-MMU-983231	Factors involved in megakaryocyte development and platelet production	https://reactome.org/PathwayBrowser/#/R-MMU-983231	124
R-MMU-9833482_PKR_MEDIATED_SIGNALING	R-MMU-9833482	PKR-mediated signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9833482	65
R-MMU-9834899_SPECIFICATION_OF_THE_NEURAL_PLATE_BORDER	R-MMU-9834899	Specification of the neural plate border	https://reactome.org/PathwayBrowser/#/R-MMU-9834899	3
R-MMU-983695_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	R-MMU-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	https://reactome.org/PathwayBrowser/#/R-MMU-983695	126
R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	R-MMU-983705	Signaling by the B Cell Receptor (BCR)	https://reactome.org/PathwayBrowser/#/R-MMU-983705	192
R-MMU-983712_ION_CHANNEL_TRANSPORT	R-MMU-983712	Ion channel transport	https://reactome.org/PathwayBrowser/#/R-MMU-983712	176
R-MMU-9837999_MITOCHONDRIAL_PROTEIN_DEGRADATION	R-MMU-9837999	Mitochondrial protein degradation	https://reactome.org/PathwayBrowser/#/R-MMU-9837999	81
R-MMU-9839373_SIGNALING_BY_TGFBR3	R-MMU-9839373	Signaling by TGFBR3	https://reactome.org/PathwayBrowser/#/R-MMU-9839373	21
R-MMU-9839383_TGFBR3_PTM_REGULATION	R-MMU-9839383	TGFBR3 PTM regulation	https://reactome.org/PathwayBrowser/#/R-MMU-9839383	10
R-MMU-9839389_TGFBR3_REGULATES_TGF_BETA_SIGNALING	R-MMU-9839389	TGFBR3 regulates TGF-beta signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9839389	8
R-MMU-9839397_TGFBR3_REGULATES_FGF2_SIGNALING	R-MMU-9839397	TGFBR3 regulates FGF2 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9839397	3
R-MMU-9839406_TGFBR3_REGULATES_ACTIVIN_SIGNALING	R-MMU-9839406	TGFBR3 regulates activin signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9839406	4
R-MMU-9840309_GLYCOSPHINGOLIPID_BIOSYNTHESIS	R-MMU-9840309	Glycosphingolipid biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-9840309	19
R-MMU-9840310_GLYCOSPHINGOLIPID_CATABOLISM	R-MMU-9840310	Glycosphingolipid catabolism	https://reactome.org/PathwayBrowser/#/R-MMU-9840310	34
R-MMU-9840373_CELLULAR_RESPONSE_TO_MITOCHONDRIAL_STRESS	R-MMU-9840373	Cellular response to mitochondrial stress	https://reactome.org/PathwayBrowser/#/R-MMU-9840373	9
R-MMU-9841251_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT	R-MMU-9841251	Mitochondrial unfolded protein response (UPRmt)	https://reactome.org/PathwayBrowser/#/R-MMU-9841251	8
R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	R-MMU-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis	https://reactome.org/PathwayBrowser/#/R-MMU-9841922	74
R-MMU-9842663_SIGNALING_BY_LTK	R-MMU-9842663	Signaling by LTK	https://reactome.org/PathwayBrowser/#/R-MMU-9842663	11
R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	R-MMU-9842860	Regulation of endogenous retroelements	https://reactome.org/PathwayBrowser/#/R-MMU-9842860	125
R-MMU-9843745_ADIPOGENESIS	R-MMU-9843745	Adipogenesis	https://reactome.org/PathwayBrowser/#/R-MMU-9843745	3
R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	R-MMU-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins	https://reactome.org/PathwayBrowser/#/R-MMU-9843940	125
R-MMU-9845576_GLYCOSPHINGOLIPID_TRANSPORT	R-MMU-9845576	Glycosphingolipid transport	https://reactome.org/PathwayBrowser/#/R-MMU-9845576	8
R-MMU-9845614_SPHINGOLIPID_CATABOLISM	R-MMU-9845614	Sphingolipid catabolism	https://reactome.org/PathwayBrowser/#/R-MMU-9845614	12
R-MMU-9851151_MDK_AND_PTN_IN_ALK_SIGNALING	R-MMU-9851151	MDK and PTN in ALK signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9851151	4
R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	R-MMU-9851695	Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes	https://reactome.org/PathwayBrowser/#/R-MMU-9851695	74
R-MMU-9853506_OGDH_COMPLEX_SYNTHESIZES_SUCCINYL_COA_FROM_2_OG	R-MMU-9853506	OGDH complex synthesizes succinyl-CoA from 2-OG	https://reactome.org/PathwayBrowser/#/R-MMU-9853506	4
R-MMU-9854311_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE	R-MMU-9854311	Maturation of TCA enzymes and regulation of TCA cycle	https://reactome.org/PathwayBrowser/#/R-MMU-9854311	19
R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	R-MMU-9855142	Cellular responses to mechanical stimuli	https://reactome.org/PathwayBrowser/#/R-MMU-9855142	68
R-MMU-9855719_REGULATION_OF_FXIIA_AND_PLASMA_KALLIKREIN_ACTIVITY	R-MMU-9855719	Regulation of FXIIa and plasma kallikrein activity	https://reactome.org/PathwayBrowser/#/R-MMU-9855719	9
R-MMU-9856530_HIGH_LAMINAR_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_PECAM1_CDH5_KDR_IN_ENDOTHELIAL_CELLS	R-MMU-9856530	High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	https://reactome.org/PathwayBrowser/#/R-MMU-9856530	46
R-MMU-9856649_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY	R-MMU-9856649	Transcriptional and post-translational regulation of MITF-M expression and activity	https://reactome.org/PathwayBrowser/#/R-MMU-9856649	31
R-MMU-9856651_MITF_M_DEPENDENT_GENE_EXPRESSION	R-MMU-9856651	MITF-M-dependent gene expression	https://reactome.org/PathwayBrowser/#/R-MMU-9856651	16
R-MMU-9856872_MALATE_ASPARTATE_SHUTTLE	R-MMU-9856872	Malate-aspartate shuttle	https://reactome.org/PathwayBrowser/#/R-MMU-9856872	9
R-MMU-9857492_PROTEIN_LIPOYLATION	R-MMU-9857492	Protein lipoylation	https://reactome.org/PathwayBrowser/#/R-MMU-9857492	10
R-MMU-9858328_OADH_COMPLEX_SYNTHESIZES_GLUTARYL_COA_FROM_2_OA	R-MMU-9858328	OADH complex synthesizes glutaryl-CoA from 2-OA	https://reactome.org/PathwayBrowser/#/R-MMU-9858328	3
R-MMU-9859138_BCKDH_SYNTHESIZES_BCAA_COA_FROM_KIC_KMVA_KIV	R-MMU-9859138	BCKDH synthesizes BCAA-CoA from KIC, KMVA, KIV	https://reactome.org/PathwayBrowser/#/R-MMU-9859138	4
R-MMU-9860276_SLC15A4_TASL_DEPENDENT_IRF5_ACTIVATION	R-MMU-9860276	SLC15A4:TASL-dependent IRF5 activation	https://reactome.org/PathwayBrowser/#/R-MMU-9860276	6
R-MMU-9860927_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS	R-MMU-9860927	Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells	https://reactome.org/PathwayBrowser/#/R-MMU-9860927	28
R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	R-MMU-9860931	Response of endothelial cells to shear stress	https://reactome.org/PathwayBrowser/#/R-MMU-9860931	68
R-MMU-9861559_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR	R-MMU-9861559	PDH complex synthesizes acetyl-CoA from PYR	https://reactome.org/PathwayBrowser/#/R-MMU-9861559	6
R-MMU-9861718_REGULATION_OF_PYRUVATE_METABOLISM	R-MMU-9861718	Regulation of pyruvate metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-9861718	34
R-MMU-9864848_COMPLEX_IV_ASSEMBLY	R-MMU-9864848	Complex IV assembly	https://reactome.org/PathwayBrowser/#/R-MMU-9864848	42
R-MMU-9865881_COMPLEX_III_ASSEMBLY	R-MMU-9865881	Complex III assembly	https://reactome.org/PathwayBrowser/#/R-MMU-9865881	18
R-MMU-9907900_PROTEASOME_ASSEMBLY	R-MMU-9907900	Proteasome assembly	https://reactome.org/PathwayBrowser/#/R-MMU-9907900	47
R-MMU-9909396_CIRCADIAN_CLOCK	R-MMU-9909396	Circadian clock	https://reactome.org/PathwayBrowser/#/R-MMU-9909396	38
R-MMU-9909505_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES	R-MMU-9909505	Modulation of host responses by IFN-stimulated genes	https://reactome.org/PathwayBrowser/#/R-MMU-9909505	12
R-MMU-9909615_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION	R-MMU-9909615	Regulation of PD-L1(CD274) Post-translational modification	https://reactome.org/PathwayBrowser/#/R-MMU-9909615	84
R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	R-MMU-9909648	Regulation of PD-L1(CD274) expression	https://reactome.org/PathwayBrowser/#/R-MMU-9909648	156
R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	R-MMU-9909649	Regulation of PD-L1(CD274) transcription	https://reactome.org/PathwayBrowser/#/R-MMU-9909649	72
R-MMU-9912633_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION	R-MMU-9912633	Antigen processing: Ub, ATP-independent proteasomal degradation	https://reactome.org/PathwayBrowser/#/R-MMU-9912633	19
R-MMU-9913351_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC	R-MMU-9913351	Formation of the dystrophin-glycoprotein complex (DGC)	https://reactome.org/PathwayBrowser/#/R-MMU-9913351	26
R-MMU-9913635_STRAND_ASYNCHRONOUS_MITOCHONDRIAL_DNA_REPLICATION	R-MMU-9913635	Strand-asynchronous mitochondrial DNA replication	https://reactome.org/PathwayBrowser/#/R-MMU-9913635	5
R-MMU-991365_ACTIVATION_OF_GABAB_RECEPTORS	R-MMU-991365	Activation of GABAB receptors	https://reactome.org/PathwayBrowser/#/R-MMU-991365	43
R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	R-MMU-9917777	Epigenetic regulation by WDR5-containing histone modifying complexes	https://reactome.org/PathwayBrowser/#/R-MMU-9917777	113
R-MMU-9927353_CO_INHIBITION_BY_BTLA	R-MMU-9927353	Co-inhibition by BTLA	https://reactome.org/PathwayBrowser/#/R-MMU-9927353	4
R-MMU-9927354_CO_STIMULATION_BY_ICOS	R-MMU-9927354	Co-stimulation by ICOS	https://reactome.org/PathwayBrowser/#/R-MMU-9927354	11
R-MMU-9929356_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	R-MMU-9929356	GSK3B-mediated proteasomal degradation of PD-L1(CD274)	https://reactome.org/PathwayBrowser/#/R-MMU-9929356	43
R-MMU-9929491_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	R-MMU-9929491	SPOP-mediated proteasomal degradation of PD-L1(CD274)	https://reactome.org/PathwayBrowser/#/R-MMU-9929491	46
R-MMU-9930044_NUCLEAR_RNA_DECAY	R-MMU-9930044	Nuclear RNA decay	https://reactome.org/PathwayBrowser/#/R-MMU-9930044	30
R-MMU-9931269_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274	R-MMU-9931269	AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	https://reactome.org/PathwayBrowser/#/R-MMU-9931269	55
R-MMU-9931295_PD_L1_CD274_GLYCOSYLATION_AND_TRANSLOCATION_TO_PLASMA_MEMBRANE	R-MMU-9931295	PD-L1(CD274) glycosylation and translocation to plasma membrane	https://reactome.org/PathwayBrowser/#/R-MMU-9931295	21
R-MMU-9932298_DEGRADATION_OF_CRY_AND_PER_PROTEINS	R-MMU-9932298	Degradation of CRY and PER proteins	https://reactome.org/PathwayBrowser/#/R-MMU-9932298	38
R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	R-MMU-9932444	ATP-dependent chromatin remodelers	https://reactome.org/PathwayBrowser/#/R-MMU-9932444	132
R-MMU-9932451_SWI_SNF_CHROMATIN_REMODELERS	R-MMU-9932451	SWI/SNF chromatin remodelers	https://reactome.org/PathwayBrowser/#/R-MMU-9932451	26
R-MMU-9933937_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX	R-MMU-9933937	Formation of the canonical BAF (cBAF) complex	https://reactome.org/PathwayBrowser/#/R-MMU-9933937	16
R-MMU-9933939_FORMATION_OF_THE_POLYBROMO_BAF_PBAF_COMPLEX	R-MMU-9933939	Formation of the polybromo-BAF (pBAF) complex	https://reactome.org/PathwayBrowser/#/R-MMU-9933939	15
R-MMU-9933946_FORMATION_OF_THE_EMBRYONIC_STEM_CELL_BAF_ESBAF_COMPLEX	R-MMU-9933946	Formation of the embryonic stem cell BAF (esBAF) complex	https://reactome.org/PathwayBrowser/#/R-MMU-9933946	18
R-MMU-9933947_FORMATION_OF_THE_NON_CANONICAL_BAF_NCBAF_COMPLEX	R-MMU-9933947	Formation of the non-canonical BAF (ncBAF) complex	https://reactome.org/PathwayBrowser/#/R-MMU-9933947	16
R-MMU-9934037_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF	R-MMU-9934037	Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF)	https://reactome.org/PathwayBrowser/#/R-MMU-9934037	18
R-MMU-9935598_FXIIA_PKA_DEPENDENT_ACTIVATION_OF_COAGULATION_PATHWAY	R-MMU-9935598	FXIIa, PKa-dependent activation of coagulation pathway	https://reactome.org/PathwayBrowser/#/R-MMU-9935598	9
R-MMU-9937383_MITOCHONDRIAL_RIBOSOME_ASSOCIATED_QUALITY_CONTROL	R-MMU-9937383	Mitochondrial ribosome-associated quality control	https://reactome.org/PathwayBrowser/#/R-MMU-9937383	88
R-MMU-9937848_CHD_CHROMATIN_REMODELERS	R-MMU-9937848	CHD chromatin remodelers	https://reactome.org/PathwayBrowser/#/R-MMU-9937848	106
